14年 3月 2日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 3月 2日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  芝2400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  ダ1800m 4歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,伊丹ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ａサカジロヴィグラス, 66,義英真,, 69,* 10,  -4, 2,  4.2, ①①, 1, 6,Ｄダンディｰズムｰン, 56,川田将,, 60,* -1,* 13, 4, 10.4,③③③, 1, 8,Ａロｰレルボルケｰノ, 74,秋山真,, 70,   5,   5, 3,  5.2, ⑦⑥, 1, 8,Ｅジャンナ, 86,丸田恭,, 78,  11,   4,11, 75.4,⑨⑩⑧
 2,13,Ｇノボキャビア, 58,川田将, 0.5, 64,   6,  -4, 1,  2.7, ⑤③, 2, 7,Ｃペンタトニック, 58,小牧太, 0.0, 61,  -3,* 20, 1,  1.9,⑨⑨⑨, 2, 9,Ｇステｰキ, 69,川田将, 0.0, 71,*  7,   4, 2,  4.8, ②②, 2,14,Ａハリケｰン, 89,小牧太, 0.1, 80,* 15,  -4, 2,  4.1,⑩①①
 3, 6,Ｃシゲルオワリ, 60,バルジ, 0.8, 62,   5,  -5, 6, 15.5, ⑦⑥, 3, 2,Ａメイクアップ, 62,酒井学, 0.4, 56,  -2,  12, 6, 14.9,⑤⑥⑥, 3, 1,Ｅキクノメテオ, 71,川島信, 0.2, 68,  -1,*  9,10, 45.4, ⑫⑪, 3,11,Ｈキクノソル, 84,幸英明, 0.2, 80,  13,  -2, 1,  2.9,⑧⑦③
 4, 3,Ｆタガノビｰンズ, 59,秋山真, 1.0, 56,  -1,*  0, 5, 13.8, ⑪⑪, 4, 8,Ｂライトパｰプル, 59,和田竜, 0.5, 54,* -1,   6, 5, 10.7,⑥⑤④, 4, 2,Ｈトウカイインパルス, 66,幸英明, 0.5, 66,  -5,* 10, 5,  9.7, ⑭⑭, 4, 3,Ｇマヤノクレド, 84,バルジ, 0.2, 79,  11,   2, 8, 26.5,⑦⑧⑤
 5, 1,Ｅパイレｰトクイｰン, 59,浜中俊, 1.1, 56,   0,* -2, 4,  8.3, ⑨⑨, 5,10,Ｋロｰドプライド, 47,浜中俊, 0.6, 54,  -4,  10, 2,  4.4,⑩⑧⑧, 5,13,Ｄモオプナツヨシ, 72,和田竜, 0.5, 67,   5,   1, 4,  7.2, ⑤④, 5, 6,Ｆスタｰバリオン, 85,川田将, 0.2, 81,  10,*  6, 5,  9.5,⑫⑫⑪
 6, 4,Ｂメイショウブルック, 60,松山弘, 1.3, 54,   0,  -5, 3,  5.4, ⑩⑩, 6, 4,Ｏハイランドエｰス, 17,後藤浩, 0.7, 51,* -1,   0, 9, 90.8,①①①, 6, 4,Ｋスマｰトロデム, 65,バルジ, 0.5, 66,   3,   3,11, 77.9, ⑩⑨, 6,13,Ｄコウユｰヒｰロｰ, 86,国分恭, 0.2, 79,   9,*  8,14, 99.6,⑬⑬⑬
 7,15,Ｉバトルフォンテ, 51,後藤浩, 1.4, 54,   5, -10,11, 75.9, ⑥⑤, 7,12,Ｅトレジャｰマップ, 55,バルジ, 0.9, 54,  -4,  11, 3,  7.9,⑬⑪⑪, 7,16,Ｆアｰクペガサス, 69,丸田恭, 0.7, 62,   3,   1,13,238.6, ⑧⑩, 7, 5,Ｋハスラｰ, 80,浜中俊, 0.6, 77,  11,  -2, 9, 45.7,④⑤⑦
 8, 2,Ｄヘリオドｰル, 59,和田竜, 1.6, 56,*  8, -15, 8, 20.1, ②②, 8,14,Ｈダイシンロイ, 53,国分恭, 1.7, 45,  -5,   0,13,322.0,⑪⑫⑫, 8,15,Ｊクｰデタｰ, 65,太宰啓, 0.7, 66,  -7,* 11, 9, 24.2, ⑮⑮, 8, 2,Ｊライジングサン, 80,松山弘, 1.0, 74,* 14, -10,12, 76.2,②③②
 9,12,Ｋコウエイテンペスタ, 48,国分優, 1.6, 52,   4, -12, 7, 17.6, ④⑦, 9,13,Ｎインテグラｰド, 42,川島信, 1.9, 45,  -6,   2,12,207.5,⑫⑬⑬, 9, 7,Ｌベルライン, 61,松山弘, 0.8, 64,*  9,  -5, 7, 16.3, ①①, 9,12,Ｌキタサンシンガｰ, 80,国分優, 1.0, 74,  10,  -1,13, 89.4,⑪⑪⑩
10,16,Ｎエヴェレストバイオ, 42,幸英明, 1.6, 51,  -6,* -1,10, 40.1, ⑭⑫,10, 1,Ｇオミキ, 53,四位洋, 2.3, 37,  -2, -17, 7, 15.1,⑦⑦⑦,10, 5,Ｃスズカブリザｰド, 72,国分優, 0.9, 62,   2,   0, 6, 12.9, ⑨⑧,10, 7,Ｃダイヤノゲンセキ, 86,後藤浩, 1.2, 70,  12,  -9, 6, 12.1,⑤⑥④
