14年 3月 1日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 3月 1日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:13,,,,,■ 4R  芝2970m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1400m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,山陽特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ａパンズラビリンス, 65,デムｰ,, 52,* -7,  -3, 1,  2.2,⑨④③, 1,11, テイエムドンマイ,,北沢伸,,,,, 1,  1.8,③③③, 1, 2,Ｅネヴァｰハｰツ, 69,デムｰ,, 76,   5,* 14, 3,  6.3,②②②, 1, 4,Ｈフォｰチュンスタｰ, 72,岩田康,, 81,   4,   8, 3,  9.4, ③④
 2,12,Ｊアルマミｰア, 53,岩田康, 0.0, 55,  -8,* -1, 5, 16.6,⑥⑥⑥, 2,13, トキノフウジン,,西谷誠,200.9,,,, 2,  4.4,②②①, 2, 5,Ｇサンレイフロｰラ, 67,酒井学, 0.7, 74,   2,* 15, 8, 32.7,⑦⑦⑥, 2, 1,Ｃヒルノクオリア, 82,四位洋, 0.2, 79,  -2,* 13, 6, 17.5, ⑨⑪
 3, 7,Ｃクイｰンズシアタｰ, 63,川田将, 0.1, 53,* -7,  -4, 2,  5.1,③③④, 3, 8, ノッティングボｰイ,,上野翔,201.9,,,, 4, 12.2,⑤④④, 3, 4,Ａアステュｰト, 72,川田将, 0.7, 74,   3,  12, 2,  3.3,⑤⑤⑤, 3, 5,Ｊワｰルンガ, 69,池添謙, 0.3, 78,*  8,   1,10, 81.1, ①①
 4, 3,Ｈツキミチャン, 54,武豊  , 0.2, 54,  -8,  -3, 8, 20.6,⑤⑤⑤, 4,10, エスケイヒｰロｰ,,難波剛,202.0,,,,10, 84.8,⑦⑦⑦, 4, 6,Ｄウインクルキラリ, 71,武豊  , 1.2, 73,   1,  12, 4,  7.1,⑨⑨⑧, 4, 8,Ｄシンデレラボｰイ, 80,中谷雄, 0.3, 77,*  6,   1, 5, 13.3, ②②
 5, 2,Ｍユアメモリｰ, 48,浜中俊, 0.3, 53,  -9,  -2,10, 27.4,⑧⑧⑦, 5, 9, シゲルヘビザ,,中村将,202.1,,,, 3,  8.0,④⑤⑤, 5, 1,Ｂデコレイト, 71,岩田康, 1.2, 70,   4,   6, 5, 10.0,③③③, 5, 7,Ｅエｰシンマイェスタ, 79,デムｰ, 0.3, 77,   3,   5, 4, 12.6, ⑥⑥
 6, 1,Ｉメイショウマツシマ, 53,小牧太, 0.6, 52, -10,  -3, 9, 24.6,⑪⑫⑪, 6, 3, ニジノハヤテ,,小坂忠,202.7,,,, 9, 49.1,⑨⑧⑧, 6, 8,Ｃディオｰサシチｰ, 71,浜中俊, 1.5, 68,   5,   3, 1,  2.7,④④④, 6, 9,Ｂマカハ, 83,武豊  , 0.3, 78,   3,   5, 2,  4.4, ⑦⑧
 7,14,Ｄリスペクトリス, 62,義英真, 0.6, 50,  -9,  -4, 3,  7.8,④⑦⑨, 7,12, ジョｰマダガスカル,,林満明,203.7,,,, 5, 14.3,⑥⑥⑥, 7, 9,Ｆタマモアルバ, 68,国分恭, 2.3, 61,   1,   2, 6, 10.6,⑧⑧⑨, 7, 6,Ｆゴｰルドベル, 79,小牧太, 0.4, 76,   1,   7, 7, 42.6, ⑧⑨
 8,15,Ｐルｰルビクトリア, 40,和田竜, 0.6, 49,* -6, -11,11, 33.9,①①①, 8, 5, テｰオｰゼウス,,黒岩悠,203.9,,,,11,143.3,⑪⑫⑫, 8, 7,Ｉアルレガｰロ, 54,松田大, 2.4, 59,*  8, -12, 7, 21.1,①①①, 8, 3,Ａダンスディレクタｰ, 85,浜中俊, 0.4, 77,   1,   7, 1,  1.6, ⑩⑦
