14年12月20日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年12月20日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  ダ1800m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,摩耶ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｄナムラカグヤヒメ, 57,池添謙,, 56,  -9,*  2, 3,  5.1, ⑫⑦, 1, 1,Ｃポルボロｰネ, 57,藤岡佑,, 70,  11,* 16, 2,  4.9, ④④, 1,11,Ｄスワｰヴカイザｰ, 76,小牧太,, 76,   5,* 18, 3,  6.6,⑦⑧⑧, 1,10,Ｈタガノゴｰルド, 85,北村友,, 86,   5,* 22, 4,  7.3,⑫⑫⑫
 2,10,Ｂショウナンサアｰダ, 63,ビュイ, 0.2, 57,* -1, -10, 1,  2.0, ②②, 2,10,Ｋブラヴィッシモ, 49,福永祐, 0.0, 69,* 12,  14, 5, 10.2, ③③, 2,16,Ｂメイショウウタゲ, 76,小林徹, 0.0, 76,   3,* 22, 4,  7.1,⑫⑪⑩, 2, 6,Ｄドラゴンピｰス, 87,伊藤工, 0.0, 85,   3,* 27, 9, 23.7,⑯⑯⑯
 3, 6,Ａケンブリッジデイズ, 63,太宰啓, 0.8, 52,  -4, -10, 4,  9.8, ④④, 3, 5,Ｌハクサンフレンチ, 46,岩田康, 0.6, 61,  10,   9, 3,  5.6, ⑥⑥, 3, 9,Ｎショウナンガッチャ, 65,北村友, 0.4, 73,   5,  17,14,195.1,⑨⑨⑨, 3,16,Ｃワンダｰアシャｰド, 87,武豊  , 0.0, 83,* 10,  12, 3,  6.8,②②②
 4,15,Ｋハギノレイラニ, 43,川須栄, 1.0, 50, -12,* -1,13,215.4, ⑭⑪, 4,13,Ｇメッサｰウイング, 51,義英真, 0.8, 59,* 15,   2,10, 47.7, ①①, 4,13,Ｃサンライズカラｰ, 76,国分優, 0.5, 69,*  9,   8, 7, 16.4,③③③, 4, 4,Ｇメイショウスミトモ, 86,古川吉, 0.1, 84,   8,  16, 5,  7.9,⑧⑦⑥
 5,11,Ｅデンコウコハク, 55,古川吉, 1.3, 48,* -3, -16, 8, 46.1, ③③, 5,15,Ａドナソレイユ, 62,武豊  , 0.8, 59,   6,  11, 4,  7.0, ⑨⑨, 5,10,Ｉネオジェネシス, 70,浜中俊, 0.5, 71,* 10,   6, 2,  6.1,②②②, 5, 9,Ｎハスラｰ, 81,和田竜, 0.2, 84,   8,  14,11, 44.2,⑦⑥④
 6, 9,Ｊデンタルキュｰティ, 47,国分優, 1.3, 46, -10,  -7,10, 88.4, ⑪⑩, 6,12,Ｈラブロｰレル, 51,小牧太, 0.9, 59,   0,* 16, 9, 28.2, ⑫⑪, 6, 6,Ｌクラウンシュバルツ, 69,太宰啓, 0.7, 74,   1,* 21,13,124.1,⑯⑯⑯, 6, 5,Ｂキクノソル, 88,浜中俊, 0.5, 81,*  9,  10, 1,  3.7,④③⑤
 7, 5,Ｇグリュｰヴァイン, 54,藤岡佑, 1.4, 46,*  0, -21, 2,  4.8, ①①, 7,16,Ｅシゲルオキヨマツリ, 56,川須栄, 1.0, 57,  -2,* 16,14,253.7, ⑪⑫, 7,15,Ａトランザムスタｰ, 79,福永祐, 0.8, 69,   8,   7, 1,  2.4,⑤⑤④, 7,11,Ｅノボリドリｰム, 86,幸英明, 0.6, 80,*  9,  10, 7, 17.1,⑤④③
 8, 2,Ｆドリス, 55,小林徹, 1.5, 43, -15,* -4, 9, 47.2, ⑮⑭, 8, 3,Ｉサトノギアス, 51,太宰啓, 1.0, 57,   9,   6,12,118.4, ⑦⑦, 8, 8,Ｊウエスタンパレｰド, 70,岩田康, 0.8, 68,   8,   6, 5,  8.3,④④⑤, 8, 1,Ｋアサクサショパン, 84,小牧太, 0.7, 81,   5,  15,12, 78.5,⑪⑪⑪
