14年 3月 9日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 3月 9日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  ダ1800m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  ダ1800m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,上総ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,15,Ａエスティレジェンド, 62,内田博,, 58,*  3,  -8, 3,  4.1,②②②, 1,15,Ｅロワジャルダン, 69,蛯名正,, 72,*  1,* 17, 1,  3.8,④④②, 1, 1,Ａサクラシェンロン, 72,戸崎圭,, 66,   1,   5, 3,  5.6, ③②, 1, 3,Ｄビンテｰジチャｰト, 86,勝浦正,, 80,   7,  16,13,106.2,③⑤④
 2, 1,Ｊハタノエンジェル, 48,柴田善, 0.2, 56,   0,* -4, 1,  3.0,⑩⑫⑧, 2, 8,Ｃサトノバリアント, 70,松山弘, 0.2, 72,*  2,  14, 3,  5.4,⑭①①, 2,10,Ｆジョバイロ, 70,大野拓, 0.0, 67,  -7,* 13, 2,  5.2, ⑭⑭, 2, 7,Ｋプラントハンタｰ, 77,戸崎圭, 0.0, 81,*  9,  13, 6, 12.6,②②②
 3,14,Ｍデルマシズカチャン, 44,大野拓, 0.3, 56,*  2, -10, 7, 23.5,①①①, 3,10,Ｈアサクサスタｰズ, 67,川田将, 0.4, 71,   0,* 16, 5, 10.5,⑧⑥⑤, 3,12,Ｎナムライッポン, 60,武士沢, 0.1, 67, -12,* 18,10, 22.7, ⑯⑯, 3, 2,Ｂヒラボクマジック, 87,北村宏, 0.1, 80,   6,  16, 2,  3.2,⑧⑦⑧
 4, 5,Ｇノルウェｰノモリ, 53,村田一, 0.4, 56,*  2,  -9, 9, 46.0,⑤④④, 4,16,Ｄグラスプリマ, 69,吉田豊, 0.7, 67,   0,  13, 8, 16.8,⑦⑦④, 4, 4,Ｍランザン, 63,柴田善, 0.3, 64,   2,   3, 6, 11.6, ⑤④, 4, 1,Ｅスタｰバリオン, 85,蛯名正, 0.1, 82,   5,* 20, 5, 10.8,⑩⑪⑪
 5, 9,Ｃアイヅラブリｰ, 55,武士沢, 0.5, 56,   0,* -6, 8, 28.3,⑫⑩⑨, 5, 3,Ｂノｰスショアビｰチ, 70,村田一, 1.0, 67,  -1,  11, 6, 12.0,③⑧⑧, 5, 7,Ｇシゲルホウオウザ, 69,後藤浩, 0.3, 63,  -5,   9, 8, 19.0, ⑪⑪, 5,11,Ｊイｰスタｰパレｰド, 79,荻野琢, 0.2, 79,*  8,  12, 4, 10.2,④③③
 6,11,Ｐリｰスリング, 37,戸崎圭, 0.9, 52,  -1,  -7, 6, 22.9,⑮⑬⑫, 6, 6,Ｍコスモラヴモア, 59,丹内祐, 1.1, 64,   0,  10,11, 72.6,⑤⑤⑥, 6,16,Ｊヒカルソラフネ, 69,内田博, 0.3, 64,*  3,   1, 1,  4.7, ②③, 6, 6,Ｆセイカフォルテ, 82,津村明, 0.4, 80,*  9,  12, 8, 41.7,⑤④⑤
 7,10,Ｆランデックハｰツ, 54,江田照, 1.1, 50,  -2,  -9,12, 93.2,⑬⑮⑭, 7, 1,Ｆブルｰボサノヴァ, 69,丸田恭, 1.2, 62,  -2,  12,13,128.6,⑩⑪⑪, 7,13,Ｅヘイハチスカイ, 70,横山和, 0.3, 63,  -8,  11,12, 35.1, ⑮⑫, 7, 8,Ａオメガスカイツリｰ, 88,横山典, 0.6, 78,   4,* 18, 3,  4.8,⑬⑫⑬
 8, 6,Ｈテイエムペガサス, 53,丸山元, 1.3, 49,   0, -13,15,233.7,⑭⑧⑥, 8, 5,Ａフジノゴトク, 71,田辺裕, 1.4, 62,  -3,  11, 2,  4.6,⑫⑮⑭, 8, 6,Ｌダンディｰソル, 65,長岡禎, 0.4, 63,  -7,   9,13, 55.0, ⑬⑮, 8,13,Ｃメタギャラクシｰ, 86,後藤浩, 0.6, 75,   7,  10,10, 44.3,⑥⑥⑥
 9,13,Ｄロｰゼクヴァルツ, 55,北村宏, 1.3, 48,   1, -14, 4,  9.6,⑨⑦⑤, 9, 4,Ｇスワｰヴカイザｰ, 67,内田博, 1.5, 63,  -2,  10, 4,  6.0,⑥⑫⑯, 9, 9,Ｄカルブンクルス, 71,勝浦正, 0.4, 62,   1,   3, 5,  7.8, ⑥⑥, 9,10,Ｇヴィットリオドｰロ, 80,田辺裕, 0.6, 76,   6,  12, 1,  3.0,⑨⑨⑦
10, 4,Ｅテンテマリ, 55,宮崎北, 1.8, 47,   1, -19,10, 71.8,④③③,10,12,Ｌトゥインクリング, 64,北村宏, 1.6, 62,  -5,  13,12, 99.9,⑬⑯⑮,10, 5,Ｃオｰドゥルルド, 71,北村宏, 0.5, 61,  -6,   8, 7, 15.8, ⑫⑩,10, 4,Ｉコスモイｰチタイム, 79,柴田大, 0.8, 79,   7,  12,11, 53.5,⑪⑩⑨
11, 2,Ｏドラゴンボｰテ, 39,木幡初, 2.0, 47,   0, -18,16,273.6,⑧⑨⑦,11, 9,Ｉアオチャン, 66,津村明, 1.8, 62,  -1,   8,16,189.5,⑮⑩⑦,11, 2,Ｏリュウツバメ, 60,木幡初, 0.5, 62,  -1,   3,14,119.4, ⑦⑤,11, 5,Ｍアルムダプタ, 71,三浦皇, 1.1, 73,*  9,   3, 9, 42.5,①①①
12, 3,Ｌベルモントビジン, 44,吉田隼, 2.1, 46,  -3, -15,14,138.1,⑪⑯⑮,12,11,Ｎケンブリッジベスト, 54,戸崎圭, 2.1, 58,  -1,   3, 9, 26.4,⑯⑨⑨,12,11,Ｈロｰレルクラウド, 69,蛯名正, 0.6, 61,  -1,   2,11, 26.2, ⑨⑦,12,12,Ｌベストディｰル, 72,大野拓, 1.9, 72,   3,   9, 7, 36.0,⑫⑬⑫
13,16,Ｋミスティックアｰト, 48,三浦皇, 2.2, 43,   0, -23,11, 87.1,③⑥⑪,13, 2,Ｊキネオフライト, 66,後藤浩, 2.3, 54,  -2,   2, 7, 14.9,⑪⑭⑬,13,14,Ｋモルフェメアリｰ, 66,杉原誠, 1.5, 53,  -5,  -2,16,171.0, ⑩⑬,,,,,,,,,,,,
14, 7,Ｂキネオダンサｰ, 57,後藤浩, 2.2, 41,  -2, -18, 2,  3.3,⑯⑭⑬,14,13,Ｐスタンドアウト, 44,横山和, 2.5, 54,*  1,  -3,15,170.7,①②⑩,14, 3,Ｂフランチャイズ, 72,田辺裕, 1.9, 49,  -1,  -9, 4,  6.8, ⑧⑨,,,,,,,,,,,,
15, 8,Ｉテンノハゴロモ, 50,田辺裕, 3.7, 32,   1, -35, 5, 14.0,⑥⑤⑩,15, 7,Ｋコスモポルカ, 65,柴田大, 2.7, 56,  -2,   0,14,151.3,⑨⑬⑫,15, 8,Ｉガッダムアスカ, 69,石川裕, 3.2, 39,*  8, -29, 9, 21.5, ①①,,,,,,,,,,,,
16,12,Ｎコットンウッド, 40,大庭和, 7.4, 22,   2, -61,13,136.6,⑦⑪⑯,16,14,Ｏファｰストオｰサｰ, 47,三浦皇, 3.8, 46,*  1, -14,10, 28.6,②③③,16,15,Ｐトシスプリング, 59,三浦皇, 4.4, 30,   3, -33,15,151.0, ④⑧,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:2),,,,,,,,,,,
単勝:410円 複勝:15=160円 01=150円 14=360円 枠連:620円,,,,,,,,,,,,単勝:380円 複勝:15=180円 08=200円 10=250円 枠連:960円,,,,,,,,,,,,単勝:560円 複勝:01=210円 10=180円 12=550円 枠連:900円,,,,,,,,,,,,"単勝:10,620円 複勝:03=1,720円 07=330円 02=150円 枠連:18,860円",,,,,,,,,,,
"馬連:700円 ワイド:01-15=350円 14-15=970円 01-14=1,140円",,,,,,,,,,,,"馬連:1,410円 ワイド:08-15=580円 10-15=740円 08-10=940円",,,,,,,,,,,,"馬連:1,620円 ワイド:01-10=540円 01-12=2,550円 10-12=1,610円",,,,,,,,,,,,"馬連:67,180円 ワイド:03-07=13,310円 02-03=4,490円 02-07=660円",,,,,,,,,,,
"馬単:1,590円 3連複:3,580円 3連単:15,630円",,,,,,,,,,,,"馬単:2,660円 3連複:4,080円 3連単:19,140円",,,,,,,,,,,,"馬単:3,150円 3連複:12,090円 3連単:58,960円",,,,,,,,,,,,"馬単:162,110円 3連複:69,080円 3連単:943,570円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 5R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 8R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  芝2000m 3 歳ｵｰﾌﾟﾝ(国) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,報知杯弥生賞 ＧⅡ,,,,,,,,,,
