14年 4月27日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 4月27日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  芝2400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■10R  ダ1800m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
 9, 9,Ｃジョウショｰノブシ, 61,水口優, 1.6, 54,* -1,  -7, 6, 11.9,③③④, 9, 9,Ｆイクラトロ, 49,川島信, 1.6, 58, -12,*  6, 9, 70.1,⑫⑮⑮, 9, 6,Ｉコスモサリｰ, 62,幸英明, 1.4, 63,  10, -29, 9, 39.9,③③③, 9, 6,Ｃスプリングシｰズン, 88,川田将, 0.8, 76,*  7,   4, 2,  2.9,③③③
10,11,Ｌパｰプルセブン, 47,鮫島良, 1.8, 56,  -6,   4,15,418.8,⑯⑯⑭,10, 5,Ｏテイエムスピリタス, 39,国分優, 1.7, 50,  -4, -18,17,417.3,④⑥⑥,,,,,,,,,,,,,10, 8,Ｅウエスタンオウジ, 85,国分優, 0.9, 75,   5,   6, 9, 29.9,⑪⑩⑨
11, 5,Ｐウインマティｰニ, 38,国分恭, 2.2, 46,  -1, -10,12,240.0,⑥⑧⑨,11,14,Ｍルアノヴァ, 41,川須栄, 2.3, 48,  -9, -10,13,177.1,⑭⑭⑬,,,,,,,,,,,,,11,13,Ｏマンボダンサｰ, 75,川須栄, 0.9, 77,   6,   5,15,238.0,⑦⑥⑥
12, 6,Ｊクロニクルスカイ, 54,藤田伸, 2.5, 47,  -5,  -7, 9, 35.4,⑮⑬⑫,12,16,Ｐプリムヴェｰル, 39,北村友, 2.8, 43, -12, -11,14,315.2,⑰⑯⑯,,,,,,,,,,,,,12,10,Ｋサンマルデュｰク, 82,熊沢重, 0.9, 79,   4,   8,13,129.9,⑫⑪⑭
13,10,Ｏダンツセントｰル, 41,岡田祥, 2.7, 46,  -5,  -6,16,471.4,⑬⑮⑮,13, 1,Ｅトウカイソレイユ, 50,ペドロ, 2.9, 38,  -7, -29, 6, 28.4,⑥⑧⑪,,,,,,,,,,,,,13, 7,Ｉスズカルｰセント, 83,幸英明, 1.1, 74,*  7,   2, 4, 13.8,④⑤⑤
14, 7,Ｈナムラアンバｰ, 57,幸英明, 3.0, 42,  -2, -17, 8, 22.7,⑦⑥⑥,14, 2,Ｑオンマイラブ, 37,高倉稜, 2.9, 40,*  2, -47,16,395.3,①①①,,,,,,,,,,,,,14, 3,Ｍベルサリエｰレ, 81,武豊  , 1.3, 73,*  8,  -1, 1,  2.5,①①②
15,13,Ｍキングウイン, 44,熊沢重, 3.5, 42,  -1, -22,13,287.1,⑤⑤⑩,15,18,Ｇオリエンタルポピｰ, 48,池添謙, 3.1, 39, -15, -11, 4,  9.1,⑯⑰⑰,,,,,,,,,,,,,15, 5,Ｎレックスパレｰド, 78,藤岡佑, 1.3, 72,   4,   5,14,170.9,⑯⑫⑫
16,12,Ｎクリノベンザイテン, 43,酒井学, 5.4, 27,  -4, -32,14,358.7,⑧⑫⑯,16, 8,Ｎボｰントゥラン, 40,義英真, 3.2, 38,  -7, -27,12,137.4,⑪⑫⑫,,,,,,,,,,,,,16, 4,Ｐアドマイヤジャガｰ, 72,小牧太, 2.2, 68,   5,  -5,16,282.0,⑧⑨⑪
,,,,,,,,,,,,17,12,Ｒザナイトビフォｰ, 33,国分恭, 3.8, 32, -10, -31,15,392.7,⑮⑬⑭,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18,15,Ｌピエナダイヤ, 42,岡田祥, 4.6, 26, -18, -24,18,483.3,⑱⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-6),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:1),,,,,,,,,,,
単勝:240円 複勝:01=120円 15=200円 03=200円 枠連:910円,,,,,,,,,,,,単勝:330円 複勝:10=130円 04=130円 03=120円 枠連:280円,,,,,,,,,,,,単勝:360円 複勝:07=140円 04=110円 01=340円 枠連:310円,,,,,,,,,,,,"単勝:2,140円 複勝:11=440円 02=260円 16=740円 枠連:5,460円",,,,,,,,,,,
"馬連:1,140円 ワイド:01-15=510円 01-03=380円 03-15=1,040円",,,,,,,,,,,,馬連:690円 ワイド:04-10=200円 03-10=190円 03-04=170円,,,,,,,,,,,,"馬連:300円 ワイド:04-07=180円 01-07=1,040円 01-04=490円",,,,,,,,,,,,"馬連:7,910円 ワイド:02-11=2,150円 11-16=4,570円 02-16=2,630円",,,,,,,,,,,
"馬単:2,080円 3連複:2,740円 3連単:12,560円",,,,,,,,,,,,"馬単:1,190円 3連複:390円 3連単:2,010円",,,,,,,,,,,,"馬単:810円 3連複:2,090円 3連単:7,600円",,,,,,,,,,,,"馬単:19,010円 3連複:47,920円 3連単:299,970円",,,,,,,,,,,
■ 2R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 5R  ダ1800m 3 歳500万 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 8R  ダ1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■11R  芝1600m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,読売ﾏｲﾗｰｽﾞｶｯﾌﾟ ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｃニシノシュロ, 67,シュタ,, 62,* -9,* 14, 2,  5.4, ②②, 1, 3,Ａアスカノロマン, 74,太宰啓,, 78,*  9,   4, 2,  4.1,①①①, 1,10,Ａメイショウツレヅレ, 71,武豊  ,, 71,*  6,   5, 1,  1.4, ①①, 1, 4,Ｃワｰルドエｰス, 86,シュタ,, 94,  12,  16, 3,  6.4, ④④
 2, 9,Ａクレアドｰル, 68,武豊  , 0.3, 61,* -9,  13, 1,  2.0, ③③, 2, 7,Ｉメイショウサルｰテ, 68,武幸四, 0.4, 80,   3,* 11,12, 52.6,⑬⑬⑬, 2, 2,Ｄビリオネア, 69,太宰啓, 0.6, 66,   1,   5, 2,  6.4, ⑥⑦, 2, 5,Ａフィエロ, 90,武豊  , 0.2, 92,  11,  16, 1,  2.2, ⑥⑤
 3, 6,Ｄレッドフェザｰ, 67,北村友, 0.5, 59, -10,  13, 3,  5.7, ⑥⑤, 3, 2,Ｇアダムズアップル, 70,小牧太, 0.6, 74,*  8,   0, 3,  6.1,③③③, 3,13,Ｂマウントフジ, 71,シュタ, 0.9, 63,*  5,  -2, 3,  7.0, ②②, 3,12,Ｄエキストラエンド, 86,川田将, 0.5, 89,   8,  16, 2,  4.7, ⑧⑦
 4, 8,Ｂアイリッシュハｰプ, 67,池添謙, 0.9, 55, -11,  10, 5, 12.5, ⑦⑥, 4, 8,Ｆゴｰザトップ, 70,幸英明, 0.7, 73,*  9,  -2, 4,  6.3,②②②, 4,12,Ｃアルティメイト, 70,小坂忠, 0.9, 62,   4,  -1, 8, 58.9, ⑤③, 4,11,Ｎレッドアリオン, 80,川須栄, 0.6, 84,* 15,   1, 6, 19.0, ①①
 5,15,Ｅサダムアリガトウ, 63,川田将, 0.9, 56, -13,  13, 4,  7.9, ⑨⑩, 5, 6,Ｂヴァイスヴァｰサ, 72,シュタ, 0.9, 72,   6,   2, 5,  9.6,⑧⑨⑥, 5, 9,Ｆアサケゴマ, 64,熊沢重, 1.0, 63,   3,  -1, 7, 39.8, ④⑤, 5, 6,Ｂオｰスミナイン, 88,池添謙, 0.6, 86,  11,  10, 4,  7.1, ⑤⑥
 6, 3,Ｉトラディション, 54,松山弘, 0.9, 54,* -7,   5, 6, 18.7, ①①, 6, 5,Ｃテｰオｰイｰジス, 72,ペドロ, 0.9, 72,   5,   4, 6, 12.9,⑨⑩⑩, 6,11,Ｉアルテミシア, 59,和田竜, 1.2, 59,   0,   0,12,219.8, ⑦⑥, 6,10,Ｆカオスモス, 84,和田竜, 1.0, 81,* 15,  -4, 5, 11.5, ③②
 7,11,Ｈヒロノメビウス, 58,国分優, 1.1, 54, -10,   8, 9, 43.2, ④④, 7, 9,Ｊスペシャルギフト, 67,池添謙, 1.2, 67,   7,  -3, 7, 15.0,⑦⑥⑤, 7,14,Ｋセイントデジタル, 59,松山弘, 1.3, 58,  -7,*  6,13,259.5, ⑬⑫, 7, 3,Ｋサンカルロ, 82,吉田豊, 1.0, 86,  -1,* 22,10, 53.7, ⑭⑭
 8,14,Ｆサンレイフレンチ, 62,幸英明, 1.3, 55, -12,  10, 8, 31.6, ⑩⑨, 8, 1,Ｅエクストラゴｰルド, 71,武豊  , 1.4, 69,   6,  -3, 1,  3.7,⑩⑦⑧, 8, 6,Ｇオｰファメイ, 61,川田将, 1.3, 59,  -5,   3, 4, 14.8, ⑩⑨, 8, 9,Ｉカシノピカチュウ, 83,松山弘, 1.1, 83,   5,  11,12,177.3, ⑨⑩
 9,16,Ｎスズカシャｰマン, 21,花田大, 2.1, 49, -24,* 16,11,138.9, ⑮⑮, 9,13,Ｋフェイマスエンド, 65,川田将, 1.5, 68,   7,  -6, 8, 18.8,⑥⑤④, 9, 5,Ｍアポロパレス, 56,藤岡佑, 1.5, 56,  -4,   1,10,162.7, ⑨⑩, 9, 7,Ｇアドマイヤドバイ, 83,小牧太, 1.1, 81,   8,   7, 7, 21.6, ⑦⑧
10, 4,Ｇアグネスモバイル, 58,吉田豊, 2.2, 45, -10,  -1,10, 67.3, ⑤⑦,10,12,Ｄパッシングブリｰズ, 71,藤岡佑, 1.6, 66,   6,  -4, 9, 18.8,⑪⑧⑨,10, 3,Ｅスピｰディｰドｰタ, 69,吉田豊, 1.5, 56,   3,  -6, 5, 28.2, ③④,10,14,Ｍアクションスタｰ, 80,北村友, 1.2, 82,   7,   8,11,129.1, ⑩⑨
11,12,Ｋディアベビｰドｰル, 45,小牧太, 2.2, 47, -15,   4,15,387.7, ⑫⑫,11,11,Ｈアイアムナチュラル, 69,藤田伸, 1.8, 67,   4,  -2,10, 38.1,⑫⑪⑫,11, 7,Ｈトップルビｰ, 61,鮫島良, 1.5, 58,  -6,   4, 6, 32.0, ⑪⑪,11, 8,Ｈエｰルブリｰズ, 83,酒井学, 1.3, 80,   2,  14, 8, 30.4, ⑬⑬
12, 1,Ｏタイキラナキラ, 18,川須栄, 2.3, 45, -12,   0, 7, 25.8, ⑧⑧,12, 4,Ｍテイエムサンキュウ, 60,義英真, 3.1, 57,   5, -13,13,285.3,⑤⑫⑪,12, 4,Ｊシゲルリンゴ, 59,北村友, 1.7, 54, -10,*  5,14,263.0, ⑭⑭,12, 2,Ｏダノンプログラマｰ, 77,ペドロ, 1.5, 74,* 14,  -9,13,211.2, ②③
13, 5,Ｍデルママルコ, 39,畑端省, 2.5, 43, -14,   0,16,424.3, ⑪⑪,13,10,Ｌサトノキングベル, 63,和田竜, 4.2, 50,   7, -29,11, 49.8,④④⑦,13, 8,Ｌエイティグロｰリｰ, 56,幸英明, 1.9, 55,   0,  -5, 9, 78.4, ⑧⑧,13,15,Ｌコアレスドラｰド, 81,国分恭, 1.6, 78,  -3,* 19,15,336.2, ⑯⑯
14,13,Ｊラヴミニスタｰ, 50,鮫島良, 2.5, 46, -17,   4,13,284.5, ⑭⑬,,,,,,,,,,,,,14, 1,Ｎマイスピリット, 53,義英真, 3.0, 43,  -7,  -9,11,177.1, ⑫⑬,14,13,Ｅラトルスネｰク, 84,幸英明, 1.6, 76,   4,   5, 9, 45.2, ⑫⑪
15, 2,Ｌシアワセノキセキ, 45,高倉稜, 3.5, 35, -16,  -5,14,302.9, ⑬⑭,,,,,,,,,,,,,,,,,,,,,,,,,15, 1,Ｐラインブラッド, 76,藤岡佑, 1.9, 72,   2,   4,16,419.1, ⑪⑫
16,10, メイショウミノリ,---,武幸四, 5.0, 28, -28,  -3,12,203.6, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,16,16,Ｊサワノパンサｰ, 83,高倉稜, 2.1, 70,  -1,   5,14,220.2, ⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+12 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:92 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-6),,,,,,,,,,,
単勝:540円 複勝:07=160円 09=110円 06=170円 枠連:330円,,,,,,,,,,,,"単勝:410円 複勝:03=190円 07=1,260円 02=240円 枠連:1,480円",,,,,,,,,,,,単勝:140円 複勝:10=110円 02=140円 13=140円 枠連:350円,,,,,,,,,,,,単勝:640円 複勝:04=200円 05=120円 12=140円 枠連:590円,,,,,,,,,,,
馬連:580円 ワイド:07-09=240円 06-07=490円 06-09=240円,,,,,,,,,,,,"馬連:9,840円 ワイド:03-07=3,240円 02-03=540円 02-07=5,770円",,,,,,,,,,,,馬連:380円 ワイド:02-10=180円 10-13=180円 02-13=380円,,,,,,,,,,,,馬連:860円 ワイド:04-05=390円 04-12=570円 05-12=230円,,,,,,,,,,,
"馬単:1,500円 3連複:920円 3連単:5,930円",,,,,,,,,,,,"馬単:15,850円 3連複:28,230円 3連単:132,500円",,,,,,,,,,,,"馬単:460円 3連複:550円 3連単:1,420円",,,,,,,,,,,,"馬単:2,090円 3連複:1,310円 3連単:7,930円",,,,,,,,,,,
■ 3R  ダ1900m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 6R  芝1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 9R  芝2400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■12R  芝1600m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,あずさ賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｄヨヨギマック, 62,幸英明,, 64,   4,  -3, 1,  2.1,④④③, 1, 3,Ｃエリｰザベスト, 66,川島信,, 65,  -7,*  1, 4,  7.4, ⑦⑦, 1, 4,Ｃロングリバイバル, 63,小牧太,, 73,*  1,   5, 5, 24.4,①①①, 1,12,Ｋサウンドデュｰク, 71,武豊  ,, 79,   8,   7, 2,  6.5, ⑨⑧
 2, 9,Ｃシゲルエッチュウ, 62,国分優, 0.1, 64,   2,*  2, 7, 20.7,⑫⑩⑧, 2, 8,Ｇセウアズｰル, 63,川田将, 0.2, 62,  -3,  -6, 1,  2.6, ④④, 2, 5,Ｅミッキｰデｰタ, 61,シュタ, 0.3, 71,   0,   5, 2,  4.0,③③③, 2, 4,Ｂタツストロング, 78,川須栄, 0.0, 80,  -2,* 23, 8, 18.5, ⑭⑭
 3,14,Ｂアラｰトミノル, 65,和田竜, 0.2, 63,   3,  -2, 2,  3.5,⑥⑥④, 3, 2,Ｂシュヴァリエ, 67,藤田伸, 0.2, 61,  -3,  -6, 7, 24.8, ③②, 3, 8,Ａコルサｰレ, 73,川田将, 0.7, 71,  -4,* 11, 1,  1.7,⑦⑦⑦, 3, 5,Ａリグヴェｰダ, 78,川田将, 0.1, 77,  11,   0, 1,  2.0, ⑦⑤
 4, 6,Ａキｰアシスト, 66,酒井学, 0.6, 59,   4,  -7, 3,  6.5,⑤⑤⑤, 4, 1,Ｄアルトゥｰナ, 66,池添謙, 0.3, 60,  -5,  -5, 2,  3.6, ⑤⑤, 4, 1,Ｆヴァンクウィッシュ, 60,和田竜, 0.8, 66,*  1,  -6, 4, 14.6,②②②, 4, 3,Ｅサンマルクイｰン, 75,幸英明, 0.1, 77,  14,  -5, 3,  9.2, ③③
 5,12,Ｉマンオブグァテマラ, 54,松山弘, 0.7, 60,   1,  -2, 8, 31.4,⑨⑪⑪, 5,11,Ａアルテ, 70,藤岡佑, 0.4, 56,  -4, -11, 3,  4.9, ②③, 5, 2,Ｈナインテイルズ, 50,川島信, 1.4, 64,  -3,  -1, 6, 49.6,⑥⑥⑤, 5,14,Ｉプレミアムブルｰ, 72,和田竜, 0.3, 75,* 17, -12, 6, 14.7, ②②
 6, 2,Ｇビｰイノベイティブ, 55,ペドロ, 0.8, 57,*  6, -13, 5, 14.3,③②①, 6, 4,Ｊヴィンテｰジロｰズ, 52,小牧太, 0.5, 60,  -9,   0, 9, 44.8, ⑨⑨, 6, 6,Ｂダノンアンビシャス, 65,武豊  , 1.5, 64,  -4,   2, 3,  4.1,⑧⑧⑧, 6, 7,Ｄキネオピュｰマ, 75,藤田伸, 0.3, 76,   4,   9, 5, 11.3, ⑫⑫
 7, 4,Ｅジョｰチャｰリｰ, 56,吉田豊, 0.8, 59,   0,* -1,12,190.3,⑮⑬⑫, 7, 9,Ｈテイエムナデュｰラ, 56,佐久間, 0.5, 55,* -1, -15,11,213.6, ①①, 7, 7,Ｇハギノセゾン, 56,川須栄, 2.1, 55,  -1, -16, 8,142.3,⑤⑤⑥, 7, 8,Ｌマルカファイン, 68,北村友, 0.4, 76,   1,* 13,10, 23.2, ⑬⑬
 8,10,Ｈサトノミラクル, 55,藤岡佑, 0.9, 56,*  6, -14, 4, 13.9,⑭③②, 8,10,Ｉアドマイヤアｰス, 56,和田竜, 0.5, 62, -12,*  3, 6, 20.0, ⑩⑪, 8, 3,Ｄキンコバン, 62,国分恭, 2.2, 52,  -1, -20, 7, 55.0,④④④, 8,13,Ｈタガノザイオン, 73,武幸四, 0.4, 75,   8,   1, 9, 20.8, ⑩⑩
 9, 1,Ｋメイショウダンロ, 52,武豊  , 1.4, 58,   3, -11, 6, 17.5,⑩⑧⑦, 9, 6,Ｋコウエイダイオウ, 43,幸英明, 0.6, 58,  -8,  -5,10,113.0, ⑧⑧,,,,,,,,,,,,, 9,11,Ｆヒシガｰネット, 74,義英真, 0.4, 72,* 16, -15, 4, 11.1, ①①
10, 5,Ｆアドマイヤサンダｰ, 55,小牧太, 1.5, 59,   1,  -4,11,176.7,⑯⑮⑭,10, 7,Ｆカッサイ, 63,シュタ, 0.7, 54,  -5, -11, 5, 11.0, ⑥⑥,,,,,,,,,,,,,10,10,Ｊハナノシンノスケ, 72,岡田祥, 0.6, 71,   8,  -3,13,245.0, ⑧⑨
11, 7,Ｍタカノワｰルド, 47,藤田伸, 2.1, 52,   0, -12, 9, 73.6,⑬⑫⑬,11, 5,Ｅシュシュブリｰズ, 64,北村友, 0.9, 55, -11,  -5, 8, 27.1, ⑪⑩,,,,,,,,,,,,,11, 2,Ｇレインフォｰル, 74,太宰啓, 1.0, 67,  11, -12, 7, 18.5, ⑥⑦
12,13,Ｎヴィラネス, 43,池添謙, 2.8, 45,   0, -18,13,205.6,⑪⑭⑮,,,,,,,,,,,,,,,,,,,,,,,,,12, 6,Ｎテツキセキ, 61,畑端省, 1.2, 65,   4,  -4,14,342.4, ⑪⑪
13,16,Ｊサンレイレッカｰ, 53,川島信, 3.1, 44,*  6, -33,15,298.0,①①⑥,,,,,,,,,,,,,,,,,,,,,,,,,13, 1,Ｃサクラキングオｰ, 77,シュタ, 1.4, 61,  11, -18,11, 32.1, ⑤⑥
14,11,Ｏカウガｰルブルｰス, 42,川須栄, 3.5, 44,   2, -28,10,128.2,⑧⑨⑨,,,,,,,,,,,,,,,,,,,,,,,,,14, 9,Ｍウイングリｰト, 63,ペドロ, 1.5, 60,  12, -23,12, 52.8, ④④
15, 8,Ｌメイケイハリケｰン, 48,熊沢重, 3.8, 44,   3, -33,16,337.4,⑦⑦⑩,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,15,Ｐカシノリデル, 30,岡田祥, 8.3, 22,  -4, -55,14,220.4,②⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
