14年 9月21日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 9月21日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  ダ1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  芝2200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝1400m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,,,,,,,,,,,,,仲秋ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｂブラックバｰド, 57,戸崎圭,, 68,*  5,*  1, 1,  3.3, ②②, 1, 1, ウェディングラン,---,松若風,, 58,*  2,  -8, 5, 16.2, ①①, 1, 8,Ｆエイシンハドソン, 70,和田竜,, 78,*  0,  12, 1,  2.8,②②②, 1, 1,Ｃニシノビｰクイック, 81,岩崎翼,, 79,   6,   6, 5, 12.2, ④④
 2,18,Ｋタガノエスプレッソ, 40,岩田康, 0.1, 69,  -2,* 13, 2,  3.8, ⑪⑩, 2,16, ナガラキコウシ,---,幸英明, 0.3, 55, -10,*  0, 4, 14.4, ⑥④, 2,11,Ｈマッチボックス, 70,岩崎翼, 0.2, 77,*  0,  12, 5, 11.6,⑥⑤③, 2, 2,Ａリヴェレンテ, 82,岩田康, 0.0, 79,   3,* 10, 4,  9.3, ⑧⑦
 3, 4,Ａブリｰズベイ, 61,藤岡康, 0.8, 60,  -3,*  5, 5,  8.5, ⑨⑪, 3, 8, アカリアイドル,---,戸崎圭, 0.3, 54,*  0, -10, 8, 48.2, ②②, 3, 2,Ｊプランスペスカ, 68,藤岡康, 0.2, 81,  -2,* 19, 4,  6.8,⑦⑨⑨, 3, 8,Ｋアイムヒアｰ, 71,川島信, 0.1, 82,* 16,  -8, 6, 17.6, ①①
 4, 2,Ｄパンプキンパイ, 49,岩崎翼, 1.2, 54,   3, -12, 8, 25.8, ③④, 4,13, カフジオリオン,---,秋山真, 0.6, 51,  -6,  -6, 1,  1.5, ③③, 4, 4,Ｄヴォルスング, 74,国分恭, 0.2, 83,  -4,* 22, 9, 36.1,⑩⑪⑪, 4, 7,Ｇアンヴァルト, 76,高倉稜, 0.2, 78,   7,   3, 7, 18.1, ③③
 5,12,Ｃウインエアフォｰス, 52,柴田未, 1.2, 54,   1,  -8, 4,  7.9, ⑥⑥, 5, 5, ミツバ,---,福永祐, 0.6, 52, -19,*  6, 3,  7.5, ⑬⑫, 5, 3,Ｇクリノクレオパトラ, 70,福永祐, 0.3, 78,  -3,  15, 7, 16.1,⑤⑥⑦, 5,10,Ｅダロｰネガ, 80,戸崎圭, 0.2, 75,   0,* 13, 3,  5.1, ⑫⑫
 6, 6,Ｍグランソルティス, 40,藤岡佑, 1.6, 50,  -9,*  3,11, 57.5, ⑱⑯, 6,10, ブルｰプレリュｰド,---,小崎綾, 1.3, 45, -13,  -7, 7, 32.3, ⑦⑦, 6,10,Ｂイイデフュｰチャｰ, 75,幸英明, 0.3, 76,*  0,  10, 2,  4.5,③③④, 6, 3,Ｉトゥザサミット, 75,北村友, 0.4, 74,   2,   8,11, 57.0, ⑩⑩
 7, 9,Ｑサンディフック, 33,浜中俊, 1.6, 49,   2, -18, 7, 24.1, ④⑤, 7, 4, メイショウクオン,---,岩崎翼, 1.6, 42, -20,  -2,14,108.3, ⑫⑬, 7, 7,Ａフォントルロイ, 76,小崎綾, 0.4, 76,  -3,  13, 3,  4.7,⑧⑦⑧, 7, 5,Ｌウインスプラッシュ, 63,松山弘, 0.6, 74,   9,  -4, 8, 31.5, ②②
 8,11,Ｒハッピｰキャップ, 28,松若風, 1.7, 48,*  5, -22,14,151.3, ①①, 8,11, ラガｰキリンオｰ,---,北村友, 1.7, 42, -14,  -8, 2,  6.7, ⑧⑧, 8,13,Ｋワンダフルワｰルド, 62,藤岡佑, 0.5, 75,  -3,  15,10, 47.6,⑪⑩⑩, 8, 4,Ｄアドマイヤドバイ, 80,福永祐, 0.8, 69,   2,   1, 1,  2.5, ⑨⑨
