14年10月26日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年10月26日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  芝1600m 2 歳新馬 馬齢,,,,,,,,,,,,■ 7R  ダ1600m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■10R  芝1800m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,,,,,,,,,,,,,甲斐路ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｂディアマイダｰリン, 55,三浦皇,, 61, -21,*  8, 2,  3.1,⑤⑥⑥, 1,10, ヴァリアントアロｰ,---,戸崎圭,, 45,*-29,   3, 1,  2.6, ①①, 1, 2,Ａハナズインパルス, 76,ベリｰ,, 75,  -2,* 19, 5,  8.6, ⑤⑤, 1, 3,Ｅヒュウマ, 82,石橋脩,, 85,* 12,   4, 6, 11.3,①①①
 2, 8,Ａスタｰチェイサｰ, 56,戸崎圭, 0.1, 58, -21,   5, 1,  2.4,④⑤⑤, 2, 6, タイセイゴッホ,---,田辺裕, 0.0, 51, -36,* 15, 6, 20.1, ⑪⑫, 2,10,Ｅオリアｰナ, 72,田中勝, 0.2, 74,*  2,  11, 4,  8.5, ②②, 2, 5,Ｉセキショウ, 77,大野拓, 0.0, 85,* 12,   5, 4,  9.0,②②②
 3, 7,Ｄトｰセンカナロア, 50,大野拓, 0.5, 51,*-19,  -4, 5, 17.8,③②②, 3, 5, レイニングバイオ,---,大野拓, 0.0, 51, -33,* 12,12, 63.1, ⑧⑧, 3, 6,Ｄロマンシングジェム, 72,田辺裕, 0.3, 74,  -2,  16, 7, 15.2, ⑥⑥, 3, 9,Ｄファントムライト, 83,戸崎圭, 0.1, 84,   8,* 11, 1,  2.5,⑨⑨⑧
 4,10,Ｅプラトンイミシャン, 49,松岡正, 0.6, 56, -23,   5, 8, 39.4,⑨⑩⑩, 4,12, ラッシュアタック,---,三浦皇, 0.2, 45, -32,   5, 5, 11.3, ⑤⑤, 4, 7,Ｇヴァｰルハイト, 71,戸崎圭, 0.3, 74,  -1,  15, 3,  5.5, ④④, 4,10,Ｈミエノワンダｰ, 79,松岡正, 0.2, 84,   9,*  8, 3,  7.8,⑧⑧⑨
 5, 5,Ｇカシシ, 48,田辺裕, 0.8, 51, -22,  -1, 3,  3.7,⑦⑦⑨, 5, 9, ダイアウルフ,---,松岡正, 0.3, 48, -36,* 12,10, 34.7, ⑫⑪, 5, 4,Ｂブルｰバレット, 74,三浦皇, 0.4, 72,*  3,   8, 1,  3.2, ①①, 5, 6,Ｃトｰセンアルニカ, 83,田辺裕, 0.2, 82,  11,   4, 5, 11.2,③③③
 6, 3,Ｆニシノハッスル, 48,北村宏, 1.0, 48, -22,  -4, 4, 11.6,⑧⑧⑦, 6, 1, マコトアルバトロス,---,田中勝, 0.3, 43, -32,   3, 2,  4.4, ③④, 6,12,Ｃノｰブルガイア, 73,梶晃啓, 0.7, 74,  -4,* 17, 9, 23.0, ⑧⑩, 6, 2,Ａマイネルディｰン, 85,三浦皇, 0.2, 84,  11,   5, 7, 15.6,⑦⑦④
 7, 2,Ｊトミケンブレスク, 26,ベリｰ, 1.1, 47, -22,  -5, 7, 33.8,⑩⑨⑧, 7,13, ウイングジャパン,---,木幡初, 0.4, 43,*-30,   0, 7, 22.9, ④③, 7,11,Ｆアスカクイン, 72,北村宏, 0.8, 72,  -4,  15, 2,  3.9, ⑩⑨, 7, 7,Ｆキッズニゴウハン, 81,江田照, 0.3, 82,  11,   4, 9, 40.7,⑥⑥⑥
 8, 1,Ｈマイネルラヴィｰン, 47,柴山雄, 1.2, 44, -20,  -9, 6, 23.8,⑥④④, 8,14, シングルバレル,---,村田一, 0.6, 39, -32,  -1, 9, 32.6, ⑥⑥, 8, 8,Ｈクレバｰパルマ, 70,松岡正, 0.8, 72,  -4,  16, 8, 20.7, ⑨⑧, 8, 4,Ｂサトノフェラｰリ, 83,北村宏, 0.6, 79,  10,   1, 2,  3.3,⑤⑤⑦
