14年 1月 6日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 1月 6日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  芝2880m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｻﾝﾗｲｽﾞｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｃギンザデスポット, 61,内田博,, 63,   6,  -3, 3,  5.9, ⑤⑤, 1, 4, レッドアｰヴィング,,西谷誠,,,,, 3,  4.4,①①①, 1,11,Ｂバイタルフォルム, 75,西村太,, 74,* 10,   0, 2,  3.5,②①①, 1, 9,Ｋレオンビスティｰ, 73,田辺裕,, 81,   0,* 11, 2,  5.3, ⑨⑧
 2,13,Ｆオｰルデフィｰト, 54,三浦皇, 0.3, 60,   4,  -4, 6, 16.4, ⑥⑥, 2, 5, オリオンザアルファ,,鈴木慶,198.4,,,, 6, 10.4,②②②, 2,15,Ｋトウショウプライド, 68,大野拓, 0.1, 73,*  9,   0, 9, 28.2,④②②, 2, 7,Ｄスマｰトオリオン, 79,横山和, 0.2, 77,   6,   3, 3,  6.3, ⑤⑥
 3, 7,Ｅオｰドヴィ, 57,蛯名正, 0.3, 60,   6,  -6, 9, 40.3, ③③, 3, 8, ノアノア,,平沢健,199.0,,,, 9, 32.7,③③③, 3, 2,Ｅバｰディｰイｰグル, 72,内田博, 0.1, 74,   8,*  4, 1,  3.3,⑮⑨⑤, 3, 8,Ｃポアゾンブラック, 80,横山典, 0.4, 74,* 10,  -4, 4,  9.4, ①①
 4,16,Ａアルディバイン, 67,田中勝, 0.3, 59,   3,  -3, 1,  2.2, ⑦⑧, 4, 9, プロジェクトブルｰ,,石神深,199.4,,,, 1,  3.9,⑥④④, 4,16,Ａウェルウィッチア, 77,後藤浩, 0.2, 69,   8,   3, 6, 10.8,⑧⑦⑥, 4,12,Ａヤマニンプチガトｰ, 83,津村明, 0.5, 75,   3,   2, 7, 14.7, ⑧⑨
 5,11,Ｏラインシャドｰ, 41,伴啓太, 0.9, 52,  -1,  -5,13,217.7, ⑪⑩, 5,10, カリスマアキラ,,金子光,201.3,,,,11,141.7,⑧⑥⑥, 5,12,Ｃヴァルディヴィア, 73,戸崎圭, 0.6, 70,   8,   0, 4,  9.1,⑩⑧⑧, 5,13,Ｅフレデフォｰト, 79,大野拓, 0.5, 75,   1,   5,10, 29.5, ⑩⑪
 6,12,Ｊベルウッドタイガ, 52,武士沢, 0.9, 52,  -5,* -1, 5,  9.8, ⑭⑬, 6, 3, ナンデヤネン,,上野翔,201.7,,,, 8, 32.3,⑨⑨⑨, 6, 3,Ｄヒカルデザイアｰ, 73,花田大, 0.9, 69,   3,*  7,14, 51.4,⑪⑮⑭, 6,16,Ｊラフレｰズカフェ, 74,柴山雄, 0.5, 74,  -6,* 11, 5, 11.1, ⑯⑬
 7, 3,Ｋウインネオルｰラｰ, 51,ベリｰ, 0.9, 56,*  8, -13, 2,  4.8, ②②, 7,13, ウルフキングボｰイ,,山本康,201.7,,,,10, 78.8,⑦⑧⑦, 7, 5,Ｇヤンキｰソヴリン, 71,江田照, 1.0, 68,   4,   3, 3,  7.6,⑬⑬⑪, 7,14,Ｆハングリｰジャック, 77,蛯名正, 0.5, 75,  -4,*  8, 8, 15.5, ⑬⑫
 8, 5,Ｂブラックシェンロン, 63,江田照, 1.2, 50,  -1,  -6, 8, 33.6, ⑩⑨, 8, 6, スズカホｰプ,,大江原,202.0,,,, 4,  6.5,⑫⑪⑪, 8, 8,Ｊアサクサベルｰガ, 69,北村宏, 1.0, 66,   8,  -4,11, 40.4,⑥⑥⑦, 8,10,Ｌコスモアクセス, 73,柴田大, 0.7, 72,  -2,   4,13, 55.1, ⑫⑩
 9,14,Ｇグランパレ, 52,丸山元, 1.2, 50,  -1,  -6,11, 95.6, ⑫⑭, 9, 2, トｰセンアレス,,五十嵐,202.1,,,, 2,  4.1,⑬⑬⑫, 9,14,Ｉヒシサイレンス, 70,三浦皇, 1.3, 66,   7,  -5, 8, 28.2,⑫⑩⑨, 9, 5,Ｎシｰギリヤガｰル, 71,丹内祐, 0.8, 71,  -8,*  8,14,121.1, ⑭⑮
10, 9,Ｈゼンノブショウ, 52,吉田豊, 1.2, 48, -11,*  2,14,234.2, ⑮⑮,10,14, スカルラット,,横山義,202.3,,,, 7, 12.3,⑤⑦⑧,10,10,Ｆノアミラクル, 72,西田雄, 1.4, 65,* 10, -10, 7, 25.3,⑤④④,10, 2,Ｏダノンフェアリｰ, 68,戸崎圭, 0.8, 70,   3,  -2,12, 34.7, ⑦⑦
11,10,Ｎプラウドワンダｰ, 42,杉原誠, 1.5, 47,   0, -11,15,253.4, ⑨⑪,11,12, カワキタバルク,,小野寺,202.7,,,,13,164.2,⑩⑩⑩,11, 6,Ｈロｰレルクラウド, 71,田辺裕, 1.4, 62,   9,  -9, 5, 10.7,③③③,11,11,Ｂシｰブリｰズライフ, 81,田中勝, 0.8, 70,   6,  -5, 9, 16.1, ⑥③
12,15,Ｉアイティルビｰ, 52,田辺裕, 1.6, 46,   0, -10,10, 62.5, ⑬⑫,12,11, ティアサンシャイン,,高野和,204.0,,,,12,157.8,④⑤⑤,12, 9,Ｐヒシラストガイ, 56,蛯名正, 1.6, 64,   4,  -2,10, 29.8,⑨⑫⑩,12,15,Ｉコウヨウアレス, 75,内田博, 0.9, 70,*  8,  -9, 1,  3.3, ②②
