14年12月 7日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年12月 7日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  芝2000m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 7R  ダ1200m 2 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■10R  芝1600m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,市川ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ｇシャンパンサｰベル, 53,横山典,, 67,*  8,* -3, 3,  6.7, ②②, 1,13,Ｍバルビエｰル, 41,後藤浩,, 65,  10,*-16, 2,  3.7,⑦⑤④, 1,14,Ｉノｰブルヴィｰナス, 59,横山典,, 65,  -6,* 11, 4,  6.5, ⑪⑪, 1, 1,Ｆペイシャフェリス, 76,柴山雄,, 82,* 18,  -1, 4, 11.2,①①①
 2, 7,Ａサンアルパイン, 64,岩部純, 0.3, 65,*  9,  -6, 1,  2.6, ①①, 2, 4,Ｂヤマチョウタンゴ, 56,ブノワ, 0.2, 64,* 15, -30, 1,  3.4,②②①, 2, 5,Ａメジャｰフォルム, 76,江田照, 0.1, 65,* 11,  -6, 1,  3.8, ②②, 2, 4,Ｂマンボネフュｰ, 87,後藤浩, 0.0, 82,  15,   4, 2,  3.5,④④④
 3, 8,Ｊナミノリゴリラ, 44,田中勝, 0.8, 60,*  6,  -8, 4,  6.9, ④③, 3,18,Ｆスペキュロス, 50,柴田善, 0.2, 67,   5,* -7,10, 45.5,⑮⑮⑨, 3,11,Ｄタイセイレグルス, 64,ブノワ, 0.1, 65,   5,   0, 5, 11.9, ⑤⑥, 3, 6,Ａダノンジェラｰト, 87,横山典, 0.0, 83,  11,* 11, 1,  1.6,⑦⑦⑦
 4,10,Ｌフロｰラルダンサｰ, 36,黛弘人, 1.0, 56,   2,  -6,12, 54.0, ⑤⑦, 4,10,Ａボルドネス, 61,横山典, 0.8, 59,  11, -28, 3,  4.2,④④③, 4, 7,Ｇアトランタ, 60,武士沢, 0.1, 63,   5,  -1, 7, 19.0, ⑥⑤, 4, 2,Ｄリヴェレンテ, 78,三浦皇, 0.3, 80,  11,   7, 3,  8.3,⑥⑥⑤
 5,15,Ｆハイアｰヴォルト, 54,吉田豊, 1.0, 54,  -1,* -3, 2,  5.6, ⑨⑨, 5, 1,Ｊハイオンザリスト, 45,田中勝, 1.1, 58,   7, -24, 4,  6.9,⑬⑪⑧, 5,13,Ｌハタノヴォラｰレ, 53,木幡初, 0.3, 63,  -6,*  8,15,233.2, ⑫⑨, 5, 8,Ｅハｰキュリｰズ, 77,石橋脩, 0.6, 78,  14,  -1, 6, 16.5,⑤⑤⑥
 6,13,Ｂラッキｰダン, 59,丹内祐, 1.1, 55,   4,  -8, 5, 11.2, ⑥⑤, 6,11,Ｈクリノトイトイ, 48,木幡初, 1.3, 56,   6, -24,14,178.8,⑫⑬⑫, 6, 3,Ｆウォリアｰズソウル, 62,柴田大, 0.3, 63,  -3,   5, 3,  4.9, ⑨⑧, 6, 5,Ｃウインスプラッシュ, 79,ブノワ, 0.7, 74,  17,  -9, 5, 15.7,②②②
 7,14,Ｈトミケンモヴェｰル, 50,後藤浩, 1.3, 52,   2,  -8, 6, 11.7, ⑦⑥, 7,17,Ｄウインティアラ, 52,石橋脩, 1.7, 54,   9, -35, 8, 23.5,⑩⑨⑦, 7, 8,Ｎグラスエトワｰル, 52,木幡初, 0.5, 61, -11,* 10, 8, 21.4, ⑭⑭, 7, 3,Ｇアラフネ, 75,吉田豊, 0.8, 76,   8,   4, 7, 60.6,⑧⑧⑧
 8,12,Ｎサノタイクｰン, 35,石川裕, 1.6, 48,  -5,  -5,11, 40.1, ⑫⑫, 8, 9,Ｃキジャナ, 54,吉田豊, 1.8, 53,  10, -40, 7, 22.8,⑥⑥⑥, 8, 1,Ｃオｰロラッシュ, 64,吉田豊, 0.5, 60,  -4,   5, 6, 13.3, ⑩⑩, 8, 7,Ｈマイネヒメル, 75,柴田大, 1.4, 67,* 18, -20, 8, 71.1,③③③
 9, 3,Ｃペイシャピュア, 59,三浦皇, 2.0, 45,  -2, -11, 9, 28.4, ⑧⑧, 9,16,Ｇニシノマジック, 50,石川裕, 1.9, 50,   8, -37, 6, 17.0,⑨⑧⑩, 9, 9,Ｈトロピカルガｰデン, 60,後藤浩, 0.7, 58,* 10, -11, 2,  3.9, ③③,,,,,,,,,,,,
10,11,Ｄユンゼイ, 56,ブノワ, 2.1, 44,  -4,  -9, 7, 19.0, ⑩⑩,10, 6,Ｑビッグチャンピオン, 32,江田照, 2.0, 51,   1, -24,13,146.2,⑯⑰⑮,10,12,Ｊディアタイガ, 55,三浦皇, 0.8, 58,  -9,   6,14,184.6, ⑬⑫,,,,,,,,,,,,
11, 4,Ｍマインドブロウ, 36,的場勇, 2.3, 46,*  6, -21,10, 30.7, ③④,11, 2,Ｐスノｰフォレスト, 34,黛弘人, 2.2, 49,   4, -34,17,227.1,⑪⑭⑭,11, 4,Ｂヨイチナデシコ, 66,柴田善, 1.1, 54,   4,  -9,10, 35.9, ④④,,,,,,,,,,,,
