14年 9月 6日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 9月 6日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:15,,,,,■ 4R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:14,,,,,■ 7R  ダ1700m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■10R  芝1200m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,摩周湖特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｆマイネルオフィｰル, 53,柴田大,, 71,*  2,*  8, 3,  5.4,①①①, 1, 1,Ｇサンアナハイム, 63,松岡正,, 68,   5,* -3, 9, 44.3,④②②, 1, 7,Ａファイトユアソング, 74,黛弘人,, 75,  11,* -2, 1,  2.1,⑧⑤④, 1, 4,Ｈユキノアイオロス, 72,蛯名正,, 80,   4,* 11, 4,  8.8, ⑩⑫
 2, 3,Ｇノｰスランドボｰイ, 52,勝浦正, 0.9, 62,   0,*  5, 5,  7.7,⑦⑥⑥, 2, 2,Ａメイショウトキムネ, 71,古川吉, 0.6, 64,*  7, -10, 2,  3.4,①①①, 2, 6,Ｋアスカクイン, 69,菱田裕, 0.0, 72,   9,*  1, 9, 38.8,⑪⑨⑧, 2,13,Ｃアリュｰジョン, 79,荻野琢, 0.2, 83,* 19,  -6, 1,  3.2, ①①
 3, 6,Ｈレッツイットラン, 51,菱田裕, 1.0, 61,*  1,   1, 1,  4.6,②②②, 3, 5,Ｅムｰントラベラｰ, 64,池添謙, 0.8, 62,   4,* -7, 5, 14.3,⑦⑧③, 3, 8,Ｉテｰオｰレイチェル, 70,秋山真, 0.2, 71,* 13,  -7, 4,  8.8,①①①, 3,10,Ｉカレンステイシｰ, 71,勝浦正, 0.3, 77,   9,   2, 3,  7.3, ⑥⑥
 4, 9,Ａイｰデンホｰル, 62,吉田隼, 1.4, 60,   0,  -1, 4,  6.5,⑨⑤⑤, 4,12,Ｈエングロウス, 61,田中博, 1.1, 61,*  6, -13,12,146.5,③④④, 4, 1,Ｇフレックスハｰト, 70,勝浦正, 0.4, 69,   9,  -3,10, 51.9,⑦⑧⑥, 4,12,Ｇファントムロｰド, 73,ロｰウ, 0.3, 74,   0,* 11, 2,  5.7, ⑬⑬
 5,10,Ｄエンプレスダンス, 55,三浦皇, 1.5, 58,   0,  -3, 2,  5.0,④③③, 5, 7,Ｄヘクタｰザグレｰト, 66,津村明, 1.7, 56,   5, -17, 3,  6.4,⑧⑥⑥, 5, 4,Ｈエヴォリュｰション, 70,城戸義, 0.6, 70,* 12,  -9, 2,  5.1,②②②, 5,16,Ｍレヴァンタｰル, 68,田辺裕, 0.5, 73,   4,   4, 9, 16.6, ⑪⑩
 6, 2,Ｍミュｰクロｰル, 15,横山和, 1.6, 58,   0,  -3,11, 72.4,③④④, 6, 4,Ｃダブルミッション, 67,福永祐, 2.2, 52,   5, -21, 1,  2.0,⑤⑤⑦, 6, 3,Ｍナルミチャン, 64,北村宏, 0.8, 68,  11,  -9,12, 81.7,④④③, 6, 3,Ｄヴァイサｰリッタｰ, 75,黛弘人, 0.5, 74,   7,   2, 7, 11.8, ⑦⑦
 7,13,Ｌビクトリｰミノル, 40,藤岡康, 2.0, 56,  -2,  -2,12, 88.9,⑩⑫⑦, 7, 9,Ｆサウンドシャカラカ, 63,菱田裕, 2.2, 52,   2, -16,11, 52.7,⑨⑪⑨, 7, 2,Ｃシェイプリｰ, 71,長岡禎, 1.0, 67,   6,  -3,13, 85.1,⑬⑬⑪, 7, 1,Ｅブルジュオン, 75,三浦皇, 0.6, 71,   3,   4, 5, 10.1, ⑫⑪
 8,11,Ｅパイロキネシスト, 54,蛯名正, 2.0, 55,   0,  -5, 6,  7.7,⑫⑧⑨, 8,13,Ｋダｰクダイナミック, 53,北村宏, 2.5, 51,   4, -22, 4, 12.3,⑪⑨⑧, 8,13,Ｊデルマシズカチャン, 70,小崎綾, 1.3, 63,   9, -11, 5,  9.2,⑨⑩⑩, 8, 2,Ｌエクセレントピｰク, 69,柴田大, 0.7, 74,  12,  -6,10, 30.3, ③③
