14年 6月 1日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 6月 1日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 7R  ダ1600m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■10R  芝2400m 3 歳ｵｰﾌﾟﾝ(国) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,東京優駿 ＧⅠ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ａキネオメジャｰ, 63,蛯名正,, 61,*  4,   1, 2,  3.6, ③③, 1,10,Ｆマイネルゲｰル, 54,柴田大,, 68,  -8,* 10, 4, 13.9,⑬⑪⑪, 1,16,Ｉマルシアｰノ, 71,川田将,, 79,*  5,* 10, 4,  7.4, ②②, 1, 2,Ｅワンアンドオンリｰ, 82,横山典,, 86,   9,* 13, 3,  5.6,⑤⑥⑤
 2, 6,Ｆディアジｰスタｰ, 58,大野拓, 0.2, 61,   1,*  5, 3,  5.5, ⑤⑥, 2, 1,Ｂヒラボクダｰビｰ, 63,北村宏, 0.0, 63,  -1,  -6, 1,  1.7,④④④, 2, 9,Ｃエルヘイロｰ, 74,内田博, 0.2, 76,*  5,*  9, 8, 13.0, ④④, 2,13,Ａイスラボニｰタ, 89,蛯名正, 0.1, 87,* 10,   8, 1,  2.7,③③②
 3, 4,Ｊダイメイリシャｰル, 54,井上敏, 0.2, 59,*  7,  -3, 8, 49.4, ②②, 3, 8,Ｃサｰシャン, 58,三浦皇, 0.1, 63,  -3,  -2, 2,  4.2,⑦⑦⑦, 3,15,Ｄトウショウプライド, 73,江田照, 0.6, 74,   4,   7, 9, 15.1, ⑧⑥, 3, 3,Ｄマイネルフロスト, 82,松岡正, 0.3, 86,   9,  10,12,108.0,⑨⑦⑥
 4, 3,Ｄハッツオフ, 62,武士沢, 0.3, 57,*  7,  -5, 1,  2.2, ①①, 4,15,Ｉヒカルマナムスメ, 54,勝浦正, 0.2, 63,   0,  -7, 7, 28.7,⑤⑤⑤, 4, 1,Ｈエピロｰグブリッジ, 72,蛯名正, 0.6, 73,   4,   6, 1,  4.3, ③③, 4,14,Ｐタガノグランパ, 73,菱田裕, 0.3, 86,* 10,   7,16,230.3,⑥⑤④
 5,13,Ｋマルヨグラス, 51,西田雄, 0.7, 58,  -3,*  7, 9, 98.4, ⑩⑨, 5, 2,Ｈスプリングアップ, 54,吉田豊, 0.4, 61,  -2,  -8, 3, 11.4,⑥⑥⑥, 5,13,Ｊメジャｰプレゼンス, 70,勝浦正, 0.6, 72,*  5,   3, 3,  6.8, ①①, 5, 5,Ｂトゥザワｰルド, 84,川田将, 0.4, 84,   7,* 11, 2,  3.9,⑪⑫⑪
 6,14,Ｃキタサンダイチ, 62,丸田恭, 0.7, 54,   1,   1, 6, 15.3, ⑧⑦, 6,11,Ｇスプレンダｰ, 54,田中勝, 0.5, 60,  -6,   0, 6, 24.0,⑨⑩⑩, 6, 7,Ｅナムラショウリ, 73,田辺裕, 0.8, 71,   2,*  8, 6, 11.6, ⑬⑬, 6, 6,Ｃショウナンラグｰン, 83,吉田豊, 0.5, 86,   6,* 14, 9, 32.0,⑰⑯⑬
 7,11,Ｈバトルヴェルデ, 56,津村明, 1.7, 47,   2, -11, 5, 12.8, ⑥④, 7, 9,Ｅマイネソルプレｰザ, 56,津村明, 0.7, 54,*  2, -22, 9, 32.1,①①①, 7, 4,Ｌデルマハンニャ, 70,柴田大, 1.0, 72,   3,   5,13, 71.4, ⑥⑦, 7, 4,Ｉアドマイヤデウス, 80,岩田康, 0.5, 84,   7,  10,10, 66.8,⑫⑩⑨
 8, 9,Ｉダイアペイソン, 55,石川裕, 1.8, 47,  -1,  -8,11,173.0, ⑦⑧, 8, 5,Ｄトｰセンウィンザｰ, 57,武士沢, 0.8, 58,  -6,  -5, 8, 30.5,⑩⑨⑨, 8,11,Ｆオリアｰナ, 72,古川吉, 1.0, 71,   3,   4, 7, 12.9, ⑩⑩, 8,10,Ｇベルキャニオン, 81,戸崎圭, 0.6, 82,   9,   5, 6, 18.5,⑦⑧⑦
 9, 1,Ｍヤマタケカントウ, 48,岩部純, 2.0, 47, -13,*  7,13,212.6, ⑭⑬, 8, 4,Ｋシャイニｰパティオ, 50,大野拓, 0.8, 57,  -4,  -9,11, 79.4,⑧⑧⑧, 9, 3,Ｋガッテンキャンパス, 70,井上敏, 1.2, 70,   2,   4,16,143.8, ⑪⑪, 9, 8,Ｊスズカデヴィアス, 80,酒井学, 0.8, 81,   7,   7,15,204.7,⑩⑪⑩
10,15,Ｅアルファエクサ, 60,伴啓太, 2.1, 45,  -5,  -5, 7, 39.1, ⑨⑩,10,14,Ｍトｰセンオｰキッド, 49,井上敏, 1.1, 55,  -9,  -3,10, 56.7,⑪⑬⑬,10, 8,Ｂフレンドワン, 74,田中勝, 1.6, 67,   0,   4,11, 30.8, ⑯⑯,10,18,Ｈワｰルドインパクト, 81,内田博, 1.0, 79,   8,  -1, 8, 23.2,⑧⑨⑧
