14年11月 8日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年11月 8日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1300m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-9,,,,,■ 4R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  ダ1400m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝2000m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾉﾍﾞﾝﾊﾞｰｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ａケモノタイプ, 58,北村宏,, 56,*  0,  -2, 1,  1.5, ②②, 1, 1,Ａドゥラメンテ, 64,ムｰア,, 65,*  1,* 12, 1,  1.2,④③③, 1,14,Ｃホワイトプラネット, 74,大庭和,, 74,* -1,   9, 3,  5.3, ②②, 1, 4,Ａアイスフォｰリス, 89,三浦皇,, 81,  11,   7, 3,  5.8,⑥⑥⑤
 2, 6,Ｊゴｰルドエッグ, 40,木幡初, 0.2, 55,*  0,  -3, 7, 15.1, ①①, 2,13,Ｄショウナンハルカス, 51,戸崎圭, 1.0, 54,  -4,*  8, 2, 10.4,⑪⑪⑪, 2,13,Ｐサクラフロｰラ, 58,大野拓, 0.0, 72,* -1,   9, 8, 20.0, ①①, 2, 9,Ｊマイネルマｰク, 79,柴田大, 0.1, 82,  11,   8,12, 54.5,⑦⑦⑦
 3, 4,Ｅハイアｰヴォルト, 47,勝浦正, 0.6, 51,  -4,  -2, 4, 13.0, ⑧⑥, 3, 6,Ｃトｰセンカナロア, 51,大野拓, 1.3, 50,*  3, -10, 7, 40.8,②②②, 3, 1,Ｂマイネオレンジ, 75,柴田大, 0.2, 71,  -4,* 10, 1,  3.4, ④④, 3, 2,Ｆサフランディライト, 83,田中勝, 0.1, 79,* 14,   0,10, 17.7,③②②
 4, 2,Ｏセイウンオセアン, 24,松岡正, 0.6, 51,  -1,  -4, 8, 26.4, ⑤③, 4, 7,Ｇダイアウルフ, 46,松岡正, 1.4, 52,  -4,   3, 4, 14.8,⑫⑫⑫, 4, 5,Ｆダブルファンタジｰ, 71,三浦皇, 0.3, 69,  -4,   9, 5, 15.7, ⑤⑤, 4,13,Ｂマイネルディｰン, 85,ムｰア, 0.1, 82,  10,* 11, 6, 13.1,⑩⑩⑩
 5, 9,Ｐアサマ,-25,横山和, 0.9, 50, -20,* 14,10,166.5, ⑯⑯, 5,14,Ｅダブルフラワｰ, 47,柴田大, 1.6, 49,  -1,  -5, 9, 64.9,⑦⑧⑧, 5, 9,Ｊエドノプリンセス, 67,石川裕, 0.6, 68,  -7,* 11, 6, 16.1, ⑩⑪, 5, 5,Ｅミエノワンダｰ, 84,北村宏, 0.2, 80,  13,   2, 2,  5.4,⑤⑤⑥
 6, 1,Ｈタケルワｰルド, 44,大野拓, 1.0, 49,  -7,  -2, 6, 14.6, ⑩⑩, 6, 2,Ｈマコトアルバトロス, 44,北村宏, 1.7, 45,*  3, -17, 3, 11.3,①①①, 6, 7,Ｅカゼノサファイア, 71,村田一, 0.8, 66,  -6,   9, 7, 18.6, ⑨⑨, 6, 6,Ｉセセリ, 80,内田博, 0.2, 77,* 15,  -6, 7, 13.3,①①①
 7,12,Ｆカシノキングダム, 47,嘉藤貴, 1.0, 46,  -3,  -6,13,211.6, ⑦⑧, 7,11,Ｆシゲルマツリダ, 46,江田照, 2.0, 43,  -1, -11, 8, 50.0,⑩⑩⑨, 7, 3,Ｈプレシャスムｰン, 68,木幡初, 0.8, 67,  -9,* 12, 9, 20.4, ⑮⑮, 7, 1,Ｌロンギングダンサｰ, 78,横山和, 0.2, 79,   9,* 11, 9, 14.0,⑧⑧⑧
 8, 7,Ｇタケルラグｰン, 45,戸崎圭, 1.2, 46,  -2,  -9, 2,  7.9, ③⑤, 8, 3,Ｍコスモエルドｰル, 28,ブドｰ, 2.0, 44,   1, -13,10, 82.5,⑤⑥⑥, 8,16,Ａスペルオンミｰ, 77,柴山雄, 0.8, 64,* -2,   3, 4,  5.3, ③③, 8, 3,Ｈホｰカｰテンペスト, 80,柴山雄, 0.2, 81,   9,* 13,11, 18.5,⑪⑪⑪
