14年11月15日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年11月15日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■10R  芝2200m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
15,14,Ｏシゲルオハシリサン, 39,秋山真, 2.1, 40, -13,  -9,11,121.4, ⑭⑭,15,16,Ｍツジスｰパｰハヤテ, 40,藤田伸, 2.9, 26, -12, -36,14,148.8, ⑪⑭,,,,,,,,,,,,,,,,,,,,,,,,
16,12,Ｌアヴェｰヌモン, 41,川島信, 3.6, 29,  -6, -30, 8, 36.4, ⑦⑩,16, 8,Ｐテルヌｰヴ, 34,松山弘, 3.5, 22,* -7, -53, 5, 34.5, ②③,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:0),,,,,,,,,,,
"単勝:610円 複勝:07=200円 06=2,300円 01=460円 枠連:330円",,,,,,,,,,,,"単勝:200円 複勝:06=110円 07=910円 05=240円 枠連:1,710円",,,,,,,,,,,,単勝:160円 複勝:11=110円 03=230円 09=620円 枠連:700円,,,,,,,,,,,,"単勝:1,360円 複勝:09=280円 05=130円 08=230円 枠連:800円",,,,,,,,,,,
"馬連:17,150円 ワイド:06-07=3,970円 01-07=790円 01-06=7,220円",,,,,,,,,,,,"馬連:5,720円 ワイド:06-07=1,860円 05-06=280円 05-07=5,890円",,,,,,,,,,,,"馬連:630円 ワイド:03-11=330円 09-11=830円 03-09=2,330円",,,,,,,,,,,,"馬連:1,610円 ワイド:05-09=570円 08-09=1,240円 05-08=500円",,,,,,,,,,,
"馬単:27,580円 3連複:41,540円 3連単:229,840円",,,,,,,,,,,,"馬単:7,080円 3連複:9,320円 3連単:42,480円",,,,,,,,,,,,"馬単:840円 3連複:3,780円 3連単:9,450円",,,,,,,,,,,,"馬単:4,290円 3連複:3,770円 3連単:28,350円",,,,,,,,,,,
■ 2R  芝1800m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 5R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■11R  芝1600m 2 歳ｵｰﾌﾟﾝ(国) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,ﾃﾞｲﾘｰ杯2歳ｽﾃｰｸｽ ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｃクリプトグラム, 55,岩田康,, 64,   8,* -6, 2,  3.0, ⑨⑩, 1, 1, レガッタ,---,福永祐,, 60, -36,* 24, 1,  2.2, ③⑤, 1, 5,Ｃキングズガｰド, 79,川田将,, 79,*  9,  10, 1,  2.4, ⑥④, 1, 8,Ｃタガノエスプレッソ, 63,岩田康,, 79,  -6,  14, 5,  7.9, ④⑤
 2, 9,Ａラウレアブルｰム, 61,和田竜, 0.0, 63,   8,* -8, 3,  7.9, ⑧⑨, 2, 5, イルミリオｰネ,---,浜中俊, 0.2, 56,*-35,* 19, 3,  7.4, ⑤③, 2, 3,Ａワンダｰアジル, 82,義英真, 0.2, 75,* 11,   4, 4, 10.5, ①①, 2, 9,Ｆアッシュゴｰルド, 60,池添謙, 0.1, 79,  -9,* 17, 2,  4.0, ⑦⑦
 3,12,Ｋクロｰディオ, 48,福永祐, 0.0, 64,   7,* -4, 5, 14.3, ⑫⑫, 3, 2, ダノンブライト,---,池添謙, 0.4, 52,*-35,  15, 4, 12.3, ①①, 3, 1,Ｉモズマッテタワ, 70,小牧太, 0.2, 77,   3,* 13, 7, 21.0, ⑪⑩, 3, 2,Ａナヴィオン, 69,福永祐, 0.3, 76,  -9,  14, 1,  2.2, ⑥⑥
 4,16,Ｇレｰゲンヴァルト, 52,藤岡康, 0.1, 61,  12, -17, 8, 27.3, ⑤③, 4,10, サトノラプタｰ,---,ルメｰ, 0.5, 51, -36,  17, 5, 13.1, ⑥④, 4,11,Ｄメンカウラｰ, 74,和田竜, 0.2, 76,*  8,   7, 3, 10.1, ②②, 4, 3,Ｂアルマワイオリ, 69,勝浦正, 0.5, 72,  -7,   6, 3,  5.6, ③③
 5,11,Ｂオｰルマンリバｰ, 60,浜中俊, 0.2, 60,  10, -14, 1,  2.5, ⑩⑦, 5, 8, タイキラトナンジュ,---,バルザ, 0.6, 50,*-34,  13, 9, 63.1, ②②, 5,15,Ｂサトノユニコｰン, 79,岩田康, 0.4, 75,   5,  10, 2,  3.0, ⑩⑪, 5, 5,Ｄレザンドゥオｰル, 61,ルメｰ, 0.6, 68,* -5,   2, 7, 31.0, ①①
 6, 5,Ｄアイファｰサンディ, 54,小牧太, 1.0, 53,  10, -25, 6, 15.7, ⑦⑤, 6, 4, サダムエルドラド,---,岩田康, 1.1, 47, -38,  12, 6, 18.8, ⑦⑧, 6,12,Ｍブルｰフラッシュ, 67,浜中俊, 0.7, 73,*  8,   3, 5, 12.4, ③③, 6, 1,Ｅケツァルテナンゴ, 61,浜中俊, 0.7, 71, -10,   9, 4,  7.4, ⑧⑧
 7, 4,Ｅウインガニオン, 53,ルメｰ, 1.2, 49,* 15, -39, 4,  8.1, ②②, 7, 6, ラヴィダフェリｰス,---,川田将, 1.1, 44, -36,   9, 2,  2.6, ④⑥, 7,14,Ｌスリｰエスペラント, 69,太宰啓, 0.8, 73,   0,* 13,13,112.9, ⑮⑬, 7, 4,Ｇグレイスフルワｰド, 56,バルザ, 0.7, 71,  -6,   5, 6, 21.5, ⑤④
 8, 7,Ｉタガノクレイオス, 50,北村友, 1.2, 51,   7, -21, 9, 34.6, ⑪⑪, 8, 9, スプランドゥｰル,---,秋山真, 1.5, 40, -37,   7, 8, 42.1, ⑩⑦, 8, 4,Ｇシゲルアボカド, 72,秋山真, 1.0, 70,  -1,* 12,14,151.6, ⑯⑯, 8, 6,Ｉプリメラアスｰル, 54,幸英明, 0.9, 66,* -5,  -1, 8, 33.5, ②②
 9, 8,Ｆアマノジョｰジア, 53,秋山真, 1.3, 49,   4, -18,12,150.6, ⑮⑭, 9, 3, ルｰトヴィヒコｰド,---,藤岡佑, 1.6, 41, -40,   9, 7, 28.8, ⑨⑩, 9,10,Ｏカシノヒカル, 61,酒井学, 1.1, 69,   6,   2,12, 69.8, ⑧⑧, 9, 7,Ｈテイエムダンシング, 56,和田竜, 1.5, 62, -11,   0, 9,111.4, ⑨⑨
10, 2,Ｈスピリッツミノル, 52,藤岡佑, 1.3, 48,* 15, -42,11, 72.1, ①①,10, 7, マイネルカペラ,---,和田竜, 1.8, 37, -37,   2,10,118.2, ⑧⑨,10, 7,Ｊテンマティｰニ, 69,藤岡佑, 1.2, 68,   1,   7,10, 43.5, ⑬⑭,,,,,,,,,,,,
11, 3,Ｌワｰルドリｰスタｰ, 45,川田将, 1.3, 50,   4, -18, 7, 22.3, ⑬⑬,,,,,,,,,,,,,11, 2,Ｋメイショウカフウ, 69,武幸四, 1.2, 70,   5,   3,11, 66.9, ⑨⑨,,,,,,,,,,,,
12,15,Ｏスズミサキ, 40,国分優, 2.2, 42,   4, -31,16,831.5, ⑭⑮,,,,,,,,,,,,,12, 8,Ｆティズトレメンダス, 72,バルザ, 1.3, 67,   7,  -1, 8, 21.9, ④⑥,,,,,,,,,,,,
13, 1,Ｍハマノマｰキュリｰ, 45,岡田祥, 2.3, 42,  10, -42,15,521.6, ⑥⑧,,,,,,,,,,,,,13,13,Ｎサウンドカｰル, 65,幸英明, 1.7, 65,   7,  -5,16,282.7, ⑦⑤,,,,,,,,,,,,
14, 6,Ｐヤマニンラビサン, 32,松山弘, 3.2, 34,   1, -39,13,383.9, ⑯⑯,,,,,,,,,,,,,14, 9,Ｅビバハイタッチ, 73,国分恭, 1.8, 64,   3,   1, 6, 20.1, ⑫⑫,,,,,,,,,,,,
15,10,Ｊマサノアウトバｰン, 49,川須栄, 3.5, 33,* 14, -71,14,387.8, ③④,,,,,,,,,,,,,15, 6,Ｐメイショウミヤジマ, 42,竹之下, 2.6, 59,   0,  -3,15,245.3, ⑭⑮,,,,,,,,,,,,
16,14,Ｎダンシング, 43,酒井学, 4.0, 30,* 14, -77,10, 57.7, ④⑥,,,,,,,,,,,,,16,16,Ｈロｰレルベロｰチェ, 71,藤田伸, 2.8, 56,   7, -14, 9, 32.7, ⑤⑦,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-20 ﾚｰｽｱｶﾞﾘ指数:+17 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:0),,,,,,,,,,,
"単勝:300円 複勝:13=170円 09=180円 12=460円 枠連:1,540円",,,,,,,,,,,,単勝:220円 複勝:01=120円 05=210円 02=250円 枠連:820円,,,,,,,,,,,,"単勝:240円 複勝:05=140円 03=320円 01=340円 枠連:1,650円",,,,,,,,,,,,"単勝:790円 複勝:08=160円 09=140円 02=110円 枠連:1,690円",,,,,,,,,,,
"馬連:1,430円 ワイド:09-13=540円 12-13=1,130円 09-12=2,230円",,,,,,,,,,,,"馬連:950円 ワイド:01-05=360円 01-02=530円 02-05=1,200円",,,,,,,,,,,,"馬連:1,660円 ワイド:03-05=710円 01-05=840円 01-03=2,620円",,,,,,,,,,,,"馬連:1,770円 ワイド:08-09=460円 02-08=280円 02-09=220円",,,,,,,,,,,
"馬単:2,010円 3連複:6,130円 3連単:22,320円",,,,,,,,,,,,"馬単:1,380円 3連複:3,060円 3連単:7,880円",,,,,,,,,,,,"馬単:2,500円 3連複:6,750円 3連単:21,600円",,,,,,,,,,,,"馬単:3,630円 3連複:970円 3連単:9,660円",,,,,,,,,,,
■ 3R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 6R  芝1200m 2 歳新馬 馬齢,,,,,,,,,,,,■ 9R  ダ1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■12R  芝1600m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,御陵特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｉメイショウサタｰン, 39,鮫島良,, 54,  -8,*  0,12, 48.4, ⑭⑫, 1, 3, アグネスユｰリヤ,---,藤田伸,, 56,*-22,*  4, 5,  9.5, ②②, 1,10,Ｄタガノゴｰルド, 81,北村友,, 83,  10,* 12, 7, 17.1,⑦⑥⑥, 1, 2,Ａサンマルクイｰン, 83,幸英明,, 82,*-15,* 24, 1,  1.7, ①②
 2, 4,Ｍアグネスファイン, 30,小林徹, 0.1, 54,  -2,  -8, 6, 16.0, ⑧⑧, 2, 9, マルヨバクシン,---,藤岡佑, 0.0, 55, -24,*  5, 1,  2.4, ③④, 2, 6,Ａタガノビリｰヴィン, 86,武幸四, 0.2, 84,  10,   8, 1,  2.6,④④③, 2, 1,Ｂタマラマ, 80,岩田康, 0.0, 83, -18,* 28, 2,  3.5, ④③
 3,14,Ｅラｰムリュンヌ, 47,秋山真, 0.1, 52,  -6,* -3, 4,  5.4, ⑫⑩, 3, 2, ドリｰムポリｰニ,---,和田竜, 0.1, 54,*-21,   1, 2,  4.3, ①①, 3, 3,Ｃシュミット, 82,川田将, 0.5, 81,  10,   7, 2,  3.9,⑥⑤④, 3, 5,Ｆラインアンジュ, 71,武幸四, 0.3, 78,*-14,  18, 3,  8.3, ⑥①
 4, 1,Ｇキクノコｰル, 45,幸英明, 0.2, 54,   1, -13, 7, 17.4, ③⑤, 4, 5, フォギヴ,---,幸英明, 0.5, 49, -25,  -1, 6, 12.2, ④③, 4, 8,Ｂスズカルパン, 82,和田竜, 0.6, 81,   8,   9, 3,  6.4,⑨⑨⑧, 4, 8,Ｇテｰオｰフェアリｰ, 70,義英真, 0.8, 71, -17,  15, 5, 18.0, ③④
 5, 5,Ｎサカダッシュ, 27,義英真, 0.2, 53,*  3, -15,11, 43.1, ②②, 5, 8, ロｰドグロワｰル,---,ルメｰ, 0.5, 49, -27,   2, 3,  4.3, ⑤⑤, 5, 9,Ｆメイショウドゥｰマ, 78,藤岡康, 0.7, 80,   7,* 10,10, 60.6,⑩⑩⑨, 5, 3,Ｅキンショｰタイム, 72,川須栄, 1.0, 70, -19,  16, 9, 63.0, ⑤⑧
 6, 2,Ｂヴェリタスキング, 55,川須栄, 0.5, 52,*  3, -19, 2,  4.2, ①①, 6, 1, チトセチヨ,---,小林徹, 0.7, 48, -28,   1,11,103.0, ⑥⑥, 6, 5,Ｉナンヨｰカノン, 77,岩田康, 1.1, 77,   8,   5, 4,  8.7,⑧⑧⑦, 6, 9,Ｄビットスタｰダム, 72,太宰啓, 1.0, 68, -18,  14, 7, 36.0, ⑧⑥
 7, 8,Ｈセイセイセイ, 45,酒井学, 0.6, 50,  -3, -10,10, 31.2, ⑨⑨, 7, 7, ボｰルドハｰト,---,岩田康, 1.0, 43, -32,  -1, 4,  7.9, ⑧⑧, 7, 4,Ｋセフティオリビエト, 74,岡田祥, 1.6, 76,   6,   5,11,153.0,⑪⑪⑪, 7, 7,Ｈカイシュウタビビト, 70,藤岡康, 1.0, 71, -19,  18, 6, 20.6, ⑦⑦
 8, 7,Ｄカネトシバリアント, 52,松山弘, 0.6, 50,   1, -17, 5,  8.4, ④③, 8,11, オｰミエルサ,---,畑端省, 1.4, 38, -32,  -4,10,101.4, ⑨⑨, 8,11,Ｈダノンクリエｰタｰ, 77,ルメｰ, 1.8, 70,* 11,  -8, 5, 10.7,②②②, 8,10,Ｃビタミンエｰス, 72,藤岡佑, 1.1, 69, -22,  19, 4,  8.6, ⑩⑨
 9,13,Ｃデルニエアトゥｰ, 53,岩田康, 0.7, 48,  -5, -11, 3,  5.1, ⑩⑪, 9,10, テイエムヤマウサギ,---,松山弘, 1.6, 35, -30, -10, 9, 58.7, ⑦⑦, 9, 1,Ｇマユキ, 77,藤田伸, 2.1, 70,   9,  -5, 8, 18.2,③⑦⑩, 9, 6,Ｊエスケイティアラ, 54,国分恭, 2.5, 47, -16,  -9,10,141.2, ②⑤
10,11,Ｆセイユニコｰン, 46,小牧太, 1.2, 45,  -5, -14, 8, 26.9, ⑪⑬,10, 4, クリノタンヤオ,---,池添謙, 2.2, 27, -37, -11, 7, 41.5, ⑩⑩,10, 7,Ｅウエスタンオウジ, 79,浜中俊, 2.4, 68,  11, -12, 9, 21.1,⑤③⑤,10, 4,Ｉグレイトエンブレム, 56,岡田祥, 3.1, 43, -21,  -9, 8, 61.7, ⑨⑩
11,12,Ａバニスタｰ, 56,太宰啓, 1.2, 46,   0, -21, 1,  4.1, ⑤④,11, 6, アイファｰマリｰ,---,義英真, 5.2,-16, -45, -41, 8, 57.6, ⑪⑪,11, 2,Ｊキングスバｰン, 77,小牧太, 2.4, 68,* 12, -15, 6, 13.4,①①①,,,,,,,,,,,,
12, 6,Ｌタガノプリマドンナ, 32,和田竜, 1.2, 45,  -3, -18, 9, 29.2, ⑦⑦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13, 3,Ｋシゲルハダカマツリ, 34,藤岡佑, 1.8, 39,   0, -26,13,122.8, ⑥⑥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,10,Ｊキｰコンサｰト, 35,国分優, 2.2, 36,  -8, -18,14,241.2, ⑬⑭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-15 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-18 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:0),,,,,,,,,,,
"単勝:4,840円 複勝:09=1,280円 04=590円 14=230円 枠連:17,840円",,,,,,,,,,,,単勝:950円 複勝:03=200円 09=120円 02=130円 枠連:630円,,,,,,,,,,,,"単勝:1,710円 複勝:10=290円 06=130円 03=140円 枠連:680円",,,,,,,,,,,,単勝:170円 複勝:02=110円 01=110円 05=130円 枠連:240円,,,,,,,,,,,
"馬連:49,120円 ワイド:04-09=10,230円 09-14=6,080円 04-14=1,730円",,,,,,,,,,,,馬連:910円 ワイド:03-09=370円 02-03=550円 02-09=200円,,,,,,,,,,,,"馬連:1,780円 ワイド:06-10=590円 03-10=680円 03-06=220円",,,,,,,,,,,,馬連:240円 ワイド:01-02=130円 02-05=270円 01-05=350円,,,,,,,,,,,
"馬単:86,970円 3連複:80,060円 3連単:839,090円",,,,,,,,,,,,"馬単:2,810円 3連複:1,030円 3連単:10,640円",,,,,,,,,,,,"馬単:4,670円 3連複:1,870円 3連単:16,840円",,,,,,,,,,,,"馬単:360円 3連複:500円 3連単:1,140円",,,,,,,,,,,
,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,,,※同着があったレｰスの払戻情報はスペｰスの関係上､同着分を省略しています｡,,,,,,,,,,,,,,,,,,,,,,
