14年12月20日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年12月20日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝1800m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  ダ1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  芝1200m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｸﾘｽﾏｽｶｯﾌﾟ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ａサンアルパイン, 69,岩部純,, 64,* 10,  -3, 1,  2.0, ①①, 1, 4,Ｃエヴァンジル, 52,田辺裕,, 53,  -5,*  3, 1,  3.6,⑦⑦⑦, 1, 1,Ｇモンテネオ, 68,田辺裕,, 76,* 11,   2, 3,  5.1, ①①, 1, 5,Ｎキングオブロｰ, 72,柴田善,, 83,   1,* 19,10, 26.7, ⑮⑮
 2,15,Ｃフジゴウカイ, 61,松岡正, 0.9, 49,  -9,*  6, 4,  8.7, ⑭⑬, 2,10,Ｂレトロクラシック, 56,戸崎圭, 0.0, 52,  -4,*  0, 3,  4.6,③③③, 2, 7,Ｄアキノアッパｰ, 70,西田雄, 0.3, 73,   8,   3, 6, 10.8, ③④, 2, 7,Ｋユキノアイオロス, 75,蛯名正, 0.0, 83,   4,* 16, 5,  8.7, ⑬⑭
 3,14,Ｅセイウンオセアン, 55,田辺裕, 0.9, 55,*  9,  -9, 5, 12.5, ④③, 3,13,Ｊエバｰキュｰト, 44,横山典, 0.1, 50,* -2,  -2, 5, 11.3,④④④, 3,12,Ｂシュナップス, 71,戸崎圭, 0.5, 67,   0,*  8, 1,  3.8, ⑭⑭, 3,11,Ｌニコｰルバロｰズ, 74,丸山元, 0.0, 82,  10,  10,14, 68.3, ⑧⑨
 4, 1,Ｈカシノキングダム, 51,二本柳, 1.0, 52,   4,  -6, 7, 43.2, ⑥⑤, 4,16,Ｋバンゴｰル, 43,柴山雄, 0.2, 52,  -6,*  4, 7, 17.0,⑭⑬⑥, 4,15,Ｋダイメイリシャｰル, 63,井上敏, 0.6, 68,   5,   2,14, 82.7, ⑦⑥, 4,13,Ｄロンド, 78,石橋脩, 0.1, 82,  10,   8, 4,  8.6, ⑨⑧
 5, 6,Ｄシャトルソニック, 57,蛯名正, 1.0, 54,*  8, -10, 3,  8.0, ②④, 5,15,Ｈエスティエッキｰ, 46,松岡正, 0.4, 50,  -5,  -2,10, 62.2,⑩⑨⑨, 5, 6,Ａセクシｰボｰイ, 75,ブノワ, 0.8, 63,   2,*  4, 2,  4.5, ⑫⑫, 5,10,Ａネロ, 85,ブノワ, 0.1, 81,  14,   5, 3,  6.0, ③③
 6,13,Ｎシゲルハダカマツリ, 43,後藤浩, 1.1, 52,*  9, -12,11, 82.5, ③②, 6, 7,Ａデトロイトカフェ, 57,丸山元, 0.5, 47,  -5,  -4, 6, 15.2,⑧⑧⑪, 6, 4,Ｃペリｰホワイト, 71,蛯名正, 1.2, 61,   0,   2, 4,  9.6, ⑬⑬, 6,14,Ｊジョｰオリオン, 76,梶晃啓, 0.2, 80,   6,  11,12, 55.1, ⑪⑪
 7, 2,Ｇワｰルドハｰモニｰ, 53,吉田豊, 1.3, 46,  -5,* -1,14, 96.6, ⑫⑪, 7, 5,Ｅホッコｰヴァｰル, 48,原田和, 0.5, 47,  -4,  -5, 2,  3.9,⑥⑥⑤, 7,13,Ｈデルマオソマツ, 65,柴田善, 1.3, 62,   8,  -6, 5, 10.4, ④③, 7, 1,Ｈエタｰナルムｰン, 77,木幡初, 0.3, 80,   5,  11, 6, 10.1, ⑫⑬
 8, 7,Ｌミスチフウイッチ, 44,西田雄, 1.3, 51,   6, -10, 6, 26.7, ⑤⑥, 8, 1,Ｉアプリケｰション, 46,木幡初, 0.5, 46,*  0, -14,14,127.1,①①①, 8,11,Ｎナンヨｰルｰク, 56,江田照, 1.3, 60,   3,  -2, 8, 14.6, ⑪⑪, 8, 6,Ｃモズハツコイ, 81,内田博, 0.4, 78,  13,   2, 2,  4.7, ⑤⑤
 9, 9,Ｋジャイアントアイ, 45,内田博, 1.3, 47,  -3,  -3,16,114.7, ⑩⑩, 9,11,Ｄウインフォｰエバｰ, 50,ブノワ, 0.6, 45,* -1, -12, 8, 24.1,②②②, 9, 2,Ｉダノンビｰナス, 65,後藤浩, 1.4, 62,   6,  -5,10, 33.2, ⑤⑦, 9,12,Ｅカハラビスティｰ, 78,吉田豊, 0.4, 78,* 17,  -2, 8, 16.3, ②②
