14年 7月 5日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 7月 5日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 4R  芝3300m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  芝1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝2200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
14, 3,Ｎアストレア, 29,国分恭, 3.6, 29, -16, -13,13,147.0, ⑯⑯,14, 1, アサケカペラ,---,岩崎翼, 3.6, 28,*  9, -57,15,109.2, ①①,14,12,Ｎアルテミシア, 60,小牧太, 1.1, 62,  -3,   2,13, 63.0, ⑮⑭,14,13,Ｆバトｰドｰル, 84,太宰啓, 2.8, 70,   8,  -4,11, 60.4,⑩⑧⑧
15,10, ニホンピロベリｰ,---,酒井学, 3.8, 27, -14, -17,10, 97.4, ⑮⑮,15, 7, イェドプリオル,---,和田竜, 3.7, 30,  -9, -34,10, 39.3, ⑬⑬,15, 6,Ａデアリングプライド, 73,浜中俊, 1.4, 59,*  8, -12, 2,  5.0, ①①,15,12,Ｋトｰセンケイトゥｰ, 82,中井裕, 2.9, 71,   6,   0,15,156.5,⑫⑬⑭
16,14,Ｌメイショウヤマヒメ, 38,武幸四, 4.3, 24, -11, -25,12,120.2, ⑬⑬,,,,,,,,,,,,,16, 9,Ｐヒノデポベｰダ, 56,熊沢重, 1.9, 56,   4, -12,16,350.0, ⑧⑨,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:不良(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:稍重(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:重(指数:-9),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:重(指数:-9),,,,,,,,,,,
単勝:280円 複勝:04=110円 02=140円 13=110円 枠連:840円,,,,,,,,,,,,"単勝:1,340円 複勝:05=270円 08=140円 10=130円 枠連:1,160円",,,,,,,,,,,,"単勝:1,220円 複勝:13=400円 15=2,320円 02=150円 枠連:9,670円",,,,,,,,,,,,単勝:270円 複勝:10=130円 03=130円 08=170円 枠連:440円,,,,,,,,,,,
馬連:900円 ワイド:02-04=270円 04-13=140円 02-13=230円,,,,,,,,,,,,"馬連:2,370円 ワイド:05-08=910円 05-10=770円 08-10=290円",,,,,,,,,,,,"馬連:45,930円 ワイド:13-15=9,590円 02-13=820円 02-15=6,850円",,,,,,,,,,,,馬連:550円 ワイド:03-10=250円 08-10=410円 03-08=350円,,,,,,,,,,,
"馬単:1,490円 3連複:480円 3連単:3,320円",,,,,,,,,,,,"馬単:6,360円 3連複:2,200円 3連単:21,450円",,,,,,,,,,,,"馬単:69,980円 3連複:43,390円 3連単:292,910円",,,,,,,,,,,,"馬単:890円 3連複:1,150円 3連単:3,690円",,,,,,,,,,,
■ 3R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 6R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 9R  芝1600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■12R  芝1200m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,御在所特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ａシｰリｰヴェｰル, 68,福永祐,, 67,*  2,*  4, 1,  1.9,⑤④④, 1,18,Ｉクｰルオｰプニング, 54,小牧太,, 66,*  5,* -8, 5, 17.1,⑧⑧⑤, 1, 9,Ａアルバタックス, 79,武豊  ,, 84,  16,* -2, 3,  4.9,⑥⑧⑧, 1, 8,Ａフルｰルシチｰ, 82,松若風,, 77,*  6,   3, 1,  3.5, ①①
 2, 8,Ｂモズノハナミチ, 66,小牧太, 0.3, 68,   1,*  4, 3,  7.3,⑪⑨③, 2,10,Ａロｰドフェンネル, 70,福永祐, 0.0, 66,   4,* -4, 1,  1.8,⑥⑥⑦, 2, 7,Ｄグリｰンラヴ, 76,福永祐, 0.2, 83,  10,*  7, 2,  4.4,⑯⑯⑯, 2, 5,Ｎオリエンタルサン, 61,藤懸貴, 0.5, 73,  -7,* 10,15,220.8, ⑬⑬
 3, 2,Ｊカツラッシュ, 55,松若風, 0.5, 63,*  3,  -3,10, 32.0,①①①, 3,17,Ｃサザンキング, 63,川須栄, 0.2, 64,*  8, -17, 9, 32.6,①①①, 3,13,Ｃサイモンラムセス, 78,松山弘, 0.3, 82,  17,  -7, 1,  2.6,⑧⑦⑦, 3,18,Ｆトウカイインパルス, 71,国分恭, 0.5, 71,  -5,   7, 7, 18.9, ⑪⑪
 4, 7,Ｉメイショウセイウン, 58,武幸四, 1.0, 62,*  3,  -7, 4,  9.8,②②②, 4, 2,Ｂマイネボニｰタ, 64,和田竜, 0.3, 66,*  7, -14, 2,  6.8,③②②, 4, 1,Ｋタガノリバレンス, 67,和田竜, 0.4, 81,  15,  -6, 6, 17.7,⑨⑨⑩, 4,10,Ｅキタサンエピソｰド, 71,小牧太, 0.5, 70,*  3,  -1, 6, 12.4, ②②
 5, 5,Ｇシゲルヒタチ, 59,酒井学, 1.4, 58,   0,  -3, 7, 19.1,⑧⑪⑫, 5, 3,Ｇシゲルヤマト, 56,北村友, 0.4, 65,   1,* -4,12, 78.8,⑫⑫⑫, 5, 5,Ｂディアデラバンデラ, 79,浜中俊, 1.0, 73,  12, -11, 7, 18.3,⑮⑬⑫, 5, 7,Ｇラブリｰプラネット, 69,福永祐, 0.6, 69,  -1,   2, 2,  3.6, ⑦⑦
 6,10,Ｃワイレアタヤス, 64,幸英明, 1.5, 59,  -1,  -2, 2,  6.3,⑬⑫⑪, 6,12,Ｊディアフレンド, 53,浜中俊, 0.8, 59,   2, -12, 7, 26.0,⑬⑬⑪, 6,10,Ｅタニノタキシｰド, 75,小牧太, 1.3, 70,  12, -13,10, 29.8,⑪⑮⑮, 6, 6,Ｍタガノビｰンズ, 62,義英真, 0.7, 68,*  2,  -2, 3,  6.9, ③③
 7,13,Ｈエイシンゴｰイング, 59,高倉稜, 1.5, 57,*  2, -10, 9, 29.3,③③⑤, 7,11,Ｆアユメライトアップ, 57,鮫島良, 0.8, 63,   0,* -8,11, 70.0,⑰⑯⑭, 7, 6,Ｇサンマルホｰム, 73,幸英明, 1.4, 71,  13, -14,11, 41.8,⑭⑭⑭, 7,14,Ｃサンセットスカイ, 72,武豊  , 0.7, 68,  -4,   4, 4,  7.8, ⑩⑩
 8,12,Ｆロｰドスパｰク, 60,浜中俊, 1.6, 58,   1,  -9, 8, 24.5,⑥⑥⑥, 8, 9,Ｈディスクレｰション, 56,酒井学, 0.9, 59,   4, -16,14,146.3,⑨⑩⑧, 8,16,Ｊチュウワストライク, 67,北村友, 1.6, 67,  12, -19,14, 96.7,⑩⑫⑬, 8,17,Ｋキネオリュウセイ, 65,松山弘, 0.8, 69, -11,*  9, 8, 26.4, ⑱⑯
 9, 1,Ｄジョウイチロウ, 61,国分優, 1.8, 54,   0,  -9,11, 57.5,⑩⑦⑧, 9, 8,Ｋスズカシャトル, 51,義英真, 1.0, 58,  -1,* -8,17,184.9,⑯⑮⑯, 9, 2,Ｉジョｰウォルタｰ, 72,高倉稜, 1.8, 64,  15, -26, 9, 27.8,⑫⑩⑨, 9, 1,Ｏエイユｰモモチャン, 58,北村友, 0.9, 66,  -7,   4,14, 77.1, ⑫⑫
10, 4,Ｍグランドリビエｰル, 45,北村友, 2.2, 54,  -4,  -3,12,143.3,⑫⑬⑬,10, 7,Ｌエｰティｰペガサス, 51,中井裕, 1.2, 57,   2, -19,10, 47.6,⑩⑨⑩,10, 8,Ｈアドマイヤライン, 73,川田将, 1.8, 65,* 20, -31, 5, 14.1,⑦⑤⑤,10,11,Ｂトウシンムサシ, 72,幸英明, 0.9, 67, -10,   7, 5,  9.9, ⑮⑮
11, 3,Ｋリｰサムケンケン, 52,義英真, 2.2, 52,   0, -12, 6, 16.0,⑦⑩⑨,11, 6,Ｅプレスアテンション, 57,松若風, 1.6, 50,*  5, -31, 3,  6.9,④④④,11,12,Ｌグレイスフルデイズ, 65,酒井学, 1.9, 63,  18, -32,13, 64.2,⑤⑥⑥,11,12,Ｒサンマルビュｰティ, 55,高倉稜, 1.1, 63,   1,  -6,17,283.0, ⑤⑤
12,14,Ｅセフィｰロ, 60,熊沢重, 2.4, 54,*  3, -17, 5, 13.1,④⑤⑦,12,15,Ｄメモリｰビレッジ, 60,幸英明, 1.6, 51,*  6, -34, 4,  8.2,⑤⑤③,12,11,Ｏシャスタｰデイジｰ, 61,武幸四, 2.1, 62,  18, -35,12, 56.4,④④④,12,16,Ｄメイショウカフウ, 72,武幸四, 1.1, 64,  -7,   2,13, 61.5, ⑭⑭
13,15,Ｌアスタｰスカイ, 49,田中健, 4.3, 39,   0, -31,14,271.5,⑨⑧⑩,13,16,Ｑバラシｰト, 42,熊沢重, 2.3, 45,   3, -37,16,156.4,⑪⑪⑨,13, 4,Ｎレッドバビロン, 61,中井裕, 2.6, 57,  14, -35,15,172.5,⑬⑪⑪,13, 9,Ｊデンコウタフネス, 67,鮫島良, 1.2, 67, -16,* 10,16,261.3, ⑯⑱
14, 9,Ｎシゲルタンゴ, 43,国分恭, 5.3, 34, -10, -16,15,282.4,⑭⑭⑭,14, 4,Ｎメイショウブイダン, 47,武豊  , 2.3, 45,   4, -39, 6, 21.4,②③⑥,14,14,Ｍタイセイマジック, 64,中谷雄, 2.7, 54,* 20, -48, 4, 13.2,②②②,14, 2,Ｐヴァッフシュテルケ, 58,和田竜, 1.3, 61,  -4,  -3,10, 35.3, ⑨⑨
15,11,Ｏネオヴァｰチェス, 33,藤懸貴, 8.4, 20, -11, -43,13,149.3,⑮⑮⑮,15, 5,Ｐナムラウエモン, 43,国分恭, 3.0, 40,  -2, -35,15,150.2,⑮⑭⑮,15,15,Ｆディレットリｰチェ, 74,川須栄, 3.0, 52,* 20, -52, 8, 27.5,③③③,15,15,Ｌアメイジングアスク, 62,岡田祥, 1.4, 61, -12,   3,18,289.5, ⑰⑰
,,,,,,,,,,,,16, 1, フェイトセンス,---,高倉稜, 3.1, 40,  -8, -21,18,276.4,⑱⑰⑰,16, 3,Ｐレアプラチナ, 49,熊沢重, 5.2, 35,* 21, -85,16,401.5,①①①,16,13,Ｉオフェｰリアシチｰ, 67,国分優, 1.7, 55,*  2, -15,12, 49.1, ④④
,,,,,,,,,,,,17,14,Ｍベイシス, 49,松山弘, 3.1, 41, -11, -14, 8, 30.4,⑭⑱⑱,,,,,,,,,,,,,17, 3,Ｈアグネスキズナ, 68,岩崎翼, 1.7, 55,  -1, -13, 9, 27.8, ⑥⑥
,,,,,,,,,,,,18,13,Ｏサクラハナフブキ, 44,国分優, 3.1, 40,   0, -41,13, 80.3,⑦⑦⑬,,,,,,,,,,,,,18, 4,Ｑスナｰクマスカラス, 57,熊沢重, 2.1, 50,  -3, -15,11, 43.3, ⑧⑧
