14年 6月29日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 6月29日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1600m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  ダ2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 7R  ダ1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝2000m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
 9, 7,Ｊナムラサラ, 21,国分優, 2.2, 24, -12, -29,10,117.4, ⑨⑪, 9,13,Ｉリｰサムタカ, 54,酒井学, 2.0, 61,   6,  -8,15,206.7,⑭⑫⑪, 9,10,Ｄサンライズネオ, 72,浜中俊, 1.4, 66,  -1,   5, 2,  5.4, ⑬⑬, 9, 9,Ｂトウシンイｰグル, 82,和田竜, 2.7, 62,  11, -31, 5,  8.4,⑦⑦⑧
10, 6,Ｋカシノマッハ, 18,鮫島良, 2.5, 23,* -2, -53,11,117.6, ②②,10,12,Ｋマコトアラバルダ, 51,岡田祥, 3.7, 55,   8, -28,12, 77.6,⑪⑦⑧,10,12,Ｉスクワドロン, 69,小牧太, 1.5, 65,*  6,  -3,11, 30.5, ②②,,,,,,,,,,,,
11, 2,Ｉコウエイナデシコ, 22,高倉稜, 2.8, 18, -10, -43, 6, 28.7, ⑥⑦,11, 6,Ｌウィナｰウェイ, 50,田辺裕, 4.0, 46,* 10, -36, 9, 47.6,②②②,11, 4,Ｃサンレイクウッド, 73,幸英明, 1.5, 64,   3,  -1, 7, 14.6, ④⑥,,,,,,,,,,,,
,,,,,,,,,,,,12, 7,Ｊマイネルエアダクス, 54,和田竜, 4.0, 49,   8, -31,10, 53.3,⑤⑥⑥,12,11,Ｐカジキ, 57,岩崎翼, 1.7, 62,*  6,  -5, 4, 12.3, ①①,,,,,,,,,,,,
,,,,,,,,,,,,13, 8,Ｎアインプロジット, 35,義英真, 4.4, 47,   6, -30,14,171.2,⑫⑪⑫,13, 3,Ｍチｰフアセスメント, 65,ウィリ, 1.8, 61,  -9,   9, 8, 22.2, ⑮⑮,,,,,,,,,,,,
,,,,,,,,,,,,14, 5,Ｍホッコｰモダニスト, 45,国分優, 5.1, 43,   6, -34,13,124.4,⑧⑨⑭,14,16,Ｋオリエンタルサン, 66,内田博, 2.3, 57,   5,  -8,12, 51.5, ⑥⑤,,,,,,,,,,,,
,,,,,,,,,,,,15, 3, ラバリック,---,松若風, 8.1, 31,   1, -50, 8, 21.3,⑦⑭⑮,15, 5,Ｎヨゾラニネガイヲ, 65,松山弘, 3.2, 49,   0, -12,15, 71.3, ⑨⑩,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,15,Ｏトゥルｰカラｰズ, 62,北村友, 3.4, 47, -13,  -1,16,198.6, ⑯⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:稍重(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+9 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:5),,,,,,,,,,,
単勝:350円 複勝:05=120円 10=110円 11=120円 枠連:270円,,,,,,,,,,,,単勝:620円 複勝:11=210円 15=190円 02=180円 枠連:540円,,,,,,,,,,,,単勝:250円 複勝:08=130円 14=320円 13=210円 枠連:490円,,,,,,,,,,,,"単勝:1,820円 複勝:06=470円 02=220円 01=180円 枠連:4,620円",,,,,,,,,,,
馬連:500円 ワイド:05-10=210円 05-11=210円 10-11=200円,,,,,,,,,,,,"馬連:1,640円 ワイド:11-15=640円 02-11=530円 02-15=470円",,,,,,,,,,,,"馬連:1,850円 ワイド:08-14=770円 08-13=390円 13-14=1,280円",,,,,,,,,,,,"馬連:7,080円 ワイド:02-06=1,490円 01-06=1,790円 01-02=600円",,,,,,,,,,,
"馬単:1,000円 3連複:470円 3連単:2,390円",,,,,,,,,,,,"馬単:3,400円 3連複:2,170円 3連単:14,940円",,,,,,,,,,,,"馬単:2,720円 3連複:3,200円 3連単:14,150円",,,,,,,,,,,,"馬単:15,150円 3連複:10,990円 3連単:96,680円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 5R  芝1800m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  芝2200m 3歳上ｵｰﾌﾟﾝ(国) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ阪神,,,,,,,,,,,,城崎特別,,,,,,,,,,,,宝塚記念 ＧⅠ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ａアルマミｰア, 69,武豊  ,, 73,   1,* 12, 1,  1.8,⑨⑧⑤, 1, 9, ティルナノｰグ,---,武豊  ,, 54, -13,* -4, 1,  1.5, ④④, 1, 8,Ａヒラボクプリンス, 82,浜中俊,, 83,  10,*  7, 2,  3.3,④⑥⑥, 1,11,Ｄゴｰルドシップ, 92,横山典,, 96,* 16,* 14, 1,  2.7,④⑤⑤
 2,11,Ｆグッドタイムロｰル, 57,岩田康, 0.1, 70,   2,*  9, 3,  7.6,⑤④③, 2,11, トｰセンバジル,---,福永祐, 0.0, 55, -14,* -1, 2,  6.8, ⑦⑤, 2, 4,Ｊマルケサス, 71,戸崎圭, 0.4, 78,   8,*  8, 5, 17.5,⑭⑭⑩, 2, 5,Ｈカレンミロティック, 85,池添謙, 0.5, 92,* 16,   6, 9, 55.9,③③③
 3, 7,Ｂジュｰンヴィエナ, 67,義英真, 1.2, 64,  -2,*  8, 4, 11.8,⑯⑯⑭, 3, 8, レッドソロモン,---,川須栄, 0.3, 49,*-10, -12, 3,  7.5, ②②, 3, 5,Ｃトランザムスタｰ, 81,福永祐, 0.5, 76,* 11,   1, 1,  2.6,③③②, 3, 3,Ｇヴィルシｰナ, 88,福永祐, 0.7, 89,* 17,  -1, 8, 35.6,①①①
 4,15,Ｃエイシンノア, 65,酒井学, 1.4, 59,*  7, -11, 2,  3.5,①①①, 4, 1, アドマイヤロケット,---,川田将, 0.4, 49, -13,  -9, 4,  9.6, ⑥③, 4, 9,Ｄレッドサクセサｰ, 80,岩田康, 0.6, 76,  10,   2, 3,  6.1,⑦⑤⑤, 4, 4,Ｌヒットザタｰゲット, 84,武豊  , 0.7, 91,  13,* 13,12, 70.9,⑩⑨⑨
 5, 9,Ｅタムロイレｰネ, 57,北村友, 1.6, 60,   2,  -2, 8, 45.9,⑥⑦④, 5,10, サｰジェントバッジ,---,浜中俊, 0.9, 44, -16, -11, 6, 20.2, ⑪⑨, 5, 3,Ｅヤマカツポセイドン, 77,北村友, 0.9, 76,   7,*  6,10, 41.1,⑮⑮⑯, 5, 2,Ｆデニムアンドルビｰ, 88,浜中俊, 0.7, 91,* 16,   5, 6, 24.3,⑥④④
 6, 5,Ｄシゲルサヌキ, 61,国分恭, 1.9, 59,   0,   1, 6, 22.1,⑭⑭⑫, 6, 3, カラｰラビアンコ,---,戸崎圭, 1.9, 33, -17, -21, 8, 40.6, ⑫⑪, 6,13,Ｇカリスマサンタイム, 74,義英真, 1.2, 73,   9,  -2,13,118.0,⑪⑪⑦, 6,12,Ｅフェイムゲｰム, 88,北村宏, 0.8, 90,* 18,  -1, 7, 33.1,②②②
 7,10,Ｉタガノホｰネット, 52,中井裕, 2.1, 59,   0,  -4,11,102.1,⑬⑪⑧, 7, 4, シゲルホウネンサイ,---,幸英明, 2.0, 31, -16, -27,11,116.3, ⑧⑧, 7,15,Ｂメイショウテンシュ, 81,武幸四, 1.3, 73,   9,  -4, 4,  9.2,⑧⑩⑧, 7, 7,Ａウインバリアシオン, 99,岩田康, 0.9, 88,  13,   8, 2,  3.0,⑨⑪⑪
 8,14,Ｊヒラボクプリンセス, 50,横山典, 2.4, 52,   3, -12,12,134.5,③②②, 8,12, ウインハインズ,---,和田竜, 2.1, 31, -14, -29,10,105.0, ③⑥, 8, 2,Ｌサトノシｰザｰ, 71,川田将, 1.4, 72,   8,  -3, 8, 29.0,⑨⑧⑪, 8, 1,Ｃホッコｰブレｰヴ, 92,戸崎圭, 0.9, 88,  15,   6, 5, 16.3,⑧⑦⑥
 9,16,Ｈクニサキオペラ, 55,畑端省, 2.7, 53,   0,  -9,16,368.8,⑪⑩⑩, 9, 5, スズカプレスト,---,岩田康, 2.2, 30, -17, -25, 5, 11.5, ⑨⑩, 9,16,Ｏキングオブタイム, 68,小牧太, 1.5, 72,  10,  -7, 9, 30.9,⑤⑦④, 9, 6,Ｂジェンティルドンナ, 94,川田将, 1.2, 85,  15,   0, 3,  4.1,⑤⑥⑦
10, 2,Ｍシェｰンブリッツ, 45,岩崎翼, 3.2, 48,   0, -14,13,202.6,⑧⑨⑨,10, 7, ジョウショｰチカラ,---,国分恭, 2.9, 22,*-10, -50, 7, 26.3, ①①,10,12,Ｎメイショウアサアケ, 68,武豊  , 1.6, 71,* 11, -10, 7, 22.2,②②①,10, 8,Ｊトｰセンジョｰダン, 84,内田博, 1.4, 84,  13,   2,11, 67.2,⑪⑩⑩
11, 3,Ｋカフラピコ, 49,川須栄, 3.2, 51,  -1, -12, 7, 42.3,⑩⑬⑬,11, 2, ダンツフクキタル,---,北村友, 3.0, 23, -20, -32, 9, 70.2, ⑩⑫,11,11,Ｆエンキンドル, 74,岡田祥, 1.7, 73,   8,  -5, 6, 21.2,⑩⑨⑨,11,10,Ｋメイショウマンボ, 84,武幸四, 1.5, 83,  14,  -3, 4, 10.4,⑦⑧⑧
12,13,Ｇアルプサロン, 55,幸英明, 3.5, 48,   2, -19, 9, 59.5,⑦⑤⑥,12, 6, ストロベリｰボス,---,義英真, 4.2,  2, -16, -57,12,143.8, ⑤⑦,12, 7,Ｈオｰバｰヘッド, 73,酒井学, 1.9, 68,   9,  -6,14,148.0,⑬⑬⑫,12, 9,Ｉヴェルデグリｰン, 84,田辺裕, 2.2, 77,  12,  -5,10, 64.1,⑫⑫⑫
13, 1,Ｎナムラスマイル, 43,松若風, 3.5, 47,   1, -19,10, 85.4,④⑥⑦,,,,,,,,,,,,,13, 1,Ｉフェイマスエンド, 71,田辺裕, 2.3, 63,   8,  -9,11, 56.3,⑫⑫⑬,,,,,,,,,,,,
14,12, イイヴィ,---,ウィリ, 4.2, 42,   0, -22, 5, 17.2,⑮⑮⑪,,,,,,,,,,,,,14, 6,Ｍジェットブリット, 70,内田博, 2.7, 63,   6,  -9,15,163.4,⑯⑯⑮,,,,,,,,,,,,
15, 6,Ｌメイショウコハル, 48,難波剛, 4.2, 43,  -1, -20,15,344.7,⑫⑫⑯,,,,,,,,,,,,,15,14,Ｐサンデｰミノル, 50,和田竜, 2.9, 61,   9, -17,16,169.5,⑥④⑭,,,,,,,,,,,,
16, 8,Ｏメイズ, 31,岡田祥,10.4,  3,   2, -77,14,250.7,②③⑮,,,,,,,,,,,,,16,10,Ｋタイセイウインディ, 71,松山弘, 3.3, 60,* 12, -24,12, 56.5,①①③,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:稍重(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:95 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:5),,,,,,,,,,,
単勝:180円 複勝:04=110円 11=190円 07=150円 枠連:450円,,,,,,,,,,,,単勝:150円 複勝:09=110円 11=150円 08=160円 枠連:420円,,,,,,,,,,,,"単勝:330円 複勝:08=150円 04=400円 05=130円 枠連:2,500円",,,,,,,,,,,,単勝:270円 複勝:11=170円 05=810円 03=820円 枠連:660円,,,,,,,,,,,
馬連:790円 ワイド:04-11=320円 04-07=260円 07-11=880円,,,,,,,,,,,,馬連:480円 ワイド:09-11=220円 08-09=240円 08-11=580円,,,,,,,,,,,,"馬連:3,850円 ワイド:04-08=1,330円 05-08=250円 04-05=1,090円",,,,,,,,,,,,"馬連:8,990円 ワイド:05-11=2,130円 03-11=2,630円 03-05=9,110円",,,,,,,,,,,
"馬単:1,060円 3連複:1,850円 3連単:5,280円",,,,,,,,,,,,"馬単:650円 3連複:880円 3連単:2,450円",,,,,,,,,,,,"馬単:6,110円 3連複:3,660円 3連単:30,400円",,,,,,,,,,,,"馬単:10,210円 3連複:57,870円 3連単:251,440円",,,,,,,,,,,
■ 3R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 6R  芝2400m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:13,,,,,■ 9R  芝1200m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■12R  ダ1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,皆生特別,,,,,,,,,,,,ﾘﾎﾞﾝ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ａキングズガｰド, 67,川田将,, 68,  -3,* 12, 1,  1.7, ⑦⑥, 1, 2,Ｄスペキュレイタｰ, 72,浜中俊,, 81,* -4,* 13, 6, 14.0,①①①, 1,13,Ｊレムミラス, 71,戸崎圭,, 74,   5,   4, 4, 10.1, ⑥⑥, 1, 8,Ｂエイシンライアン, 83,福永祐,, 72, -11,* 19, 1,  2.4, ⑥⑤
 2, 8,Ｆサンライズアルブル, 60,松若風, 0.2, 64,*  0,   5,13,129.0, ②②, 2, 5,Ｇククイナッツレイ, 65,岩田康, 0.1, 81,* -3,* 12, 4,  6.8,②②②, 2,14,Ｈカシノタロン, 72,高倉稜, 0.0, 75,   0,* 10, 6, 17.2, ⑬⑬, 2,14,Ｏリュクスメジャｰ, 68,浜中俊, 0.0, 72,* -9,* 16, 6, 17.8, ②②
 3, 5,Ｉマコトヴォカシオン, 59,内田博, 0.3, 64,  -4,* 11, 6, 22.7, ⑩⑧, 3, 1,Ｂマンノアクトレス, 74,義英真, 0.5, 77,* -4,   9, 5, 13.0,③③③, 3,12,Ｂワｰルンガ, 80,池添謙, 0.0, 74,* 16,  -6, 1,  2.4, ①①, 3,12,Ｇハニｰドント, 74,国分恭, 0.2, 69,* -7,  13, 8, 32.4, ①①
 4,10,Ｄクリアザコｰスト, 62,戸崎圭, 0.8, 59,  -5,   5, 4, 11.0, ⑧⑦, 4, 3,Ｅビップレボルシオン, 68,武豊  , 0.5, 76,  -5,  10, 2,  3.2,④④④, 4,16,Ｐシルクバｰニッシュ, 55,川須栄, 0.0, 74,* 14,  -5, 7, 26.4, ②②, 4,13,Ｄクワイアｰソウル, 80,横山典, 0.4, 67, -10,  14, 5, 17.7, ④④
 5, 6,Ｂエアカｰディナル, 64,浜中俊, 1.0, 59,  -6,   6, 2,  4.6, ⑮⑨, 5, 4,Ｃキョウワレイ, 72,小牧太, 0.6, 76,  -5,  10, 3,  6.0,⑤⑤⑤, 5,15,Ｄカシノエルフ, 73,酒井学, 0.1, 73,   2,   6,12, 72.4, ⑨⑨, 5,10,Ｅメイショウユメゴゼ, 76,武豊  , 0.4, 69, -10,  13, 4,  9.6, ③③
 6, 1,Ｃダンツトｰラス, 63,太宰啓, 1.0, 59,  -7,   7, 3, 10.6, ⑪⑬, 6, 7,Ａフォントルロイ, 77,福永祐, 0.9, 74,  -6,   8, 1,  2.1,⑦⑦⑦, 6,10,Ｅヤマノレオ, 72,和田竜, 0.1, 74,  10,  -2, 3,  7.0, ⑤④, 6,16,Ｎワキノネクサス, 69,北村友, 0.6, 67, -11,  14,15,166.2, ⑤⑥
 7,16,Ｍクリノマンボオｰ, 49,川須栄, 1.4, 56,  -2,  -2,15,201.9, ④④, 7, 6,Ｆスリｰダッシュ, 68,川須栄, 2.5, 56,  -6, -14, 7, 53.9,⑥⑥⑥, 7, 4,Ａロｰガンサファイア, 83,浜中俊, 0.2, 73,  11,  -3, 2,  3.4, ③③, 7, 1,Ｆアイアンテｰル, 75,太宰啓, 0.8, 66, -14,  15, 9, 36.2, ⑭⑫
 8,14,Ｌアグネスオピニオン, 51,国分優, 1.5, 53,*  0,  -6,11, 75.2, ①①,,,,,,,,,,,,, 8, 5,Ｋウエスタンムサシ, 70,義英真, 0.2, 72,   2,   4, 8, 38.6, ⑦⑦, 8, 9,Ｋジャマイカジョｰ, 72,幸英明, 0.8, 66, -12,  13,12, 94.8, ⑧⑧
 9, 4,Ｊナガラフライト, 57,北村友, 1.6, 53,  -7,   3,10, 66.0, ⑬⑭,,,,,,,,,,,,, 9, 3,Ｌビットスタｰダム, 70,幸英明, 0.3, 71,  -1,   7,10, 41.5, ⑫⑫, 9, 3,Ａコスタアレグレ, 83,ウィリ, 1.0, 64, -12,  11, 3,  5.4, ⑦⑦
10, 3,Ｎアスタｰブラン, 49,酒井学, 1.7, 52,  -6,  -1,16,262.9, ⑨⑪,,,,,,,,,,,,,10, 1,Ｎマイティｰスコｰル, 67,鮫島良, 0.4, 71,   0,   4, 9, 41.0, ⑩⑪,10, 2,Ｉメイショウゲンブ, 73,小牧太, 1.0, 65, -16,  15, 7, 19.5, ⑮⑭
11, 7,Ｅスリｰサウス, 61,幸英明, 1.8, 52,  -3,  -5, 8, 24.5, ⑥⑤,,,,,,,,,,,,,11, 9,Ｍヒカリトリトン, 68,太宰啓, 0.4, 69,   2,   2,15, 94.1, ⑧⑧,11,15,Ｌタガノナパヴァレｰ, 72,中井裕, 1.0, 65, -13,  13,11, 88.2, ⑩⑩
12,12,Ｋゼンノカヴァルリｰ, 54,福永祐, 1.8, 50,  -2,  -7, 5, 13.8, ③③,,,,,,,,,,,,,12, 7,Ｆヒｰラ, 72,中井裕, 0.4, 71,  -6,* 11, 5, 15.4, ⑯⑯,12,11,Ｊベルラピエル, 73,池添謙, 1.2, 61, -15,  13,10, 64.8, ⑫⑬
13,13,Ｇペプチドムｰン, 60,岩崎翼, 2.4, 46,  -7,  -5, 7, 24.2, ⑫⑫,,,,,,,,,,,,,13, 8,Ｃウォｰタｰサムデイ, 75,松山弘, 0.6, 67,  -5,   7,14, 83.8, ⑮⑮,13, 4,Ｃブロｰドソｰド, 80,岩田康, 1.3, 61, -13,  10, 2,  3.6, ⑪⑪
14, 2,Ｈシゲルイヨ, 59,藤懸貴, 2.6, 45,  -5, -11, 9, 55.2, ⑤⑩,,,,,,,,,,,,,14, 2,Ｉアイビｰフォｰルド, 71,北村友, 0.7, 66,  -5,   6,11, 47.0, ⑭⑭,14, 7,Ｍリズミックビｰト, 71,松山弘, 1.4, 61, -17,  13,16,216.7, ⑯⑮
15,15, ピｰスマｰク,---,国分恭, 3.3, 39,  -9, -10,12,122.8, ⑭⑮,,,,,,,,,,,,,15,11,Ｇエランドｰル, 72,松若風, 0.9, 63,   3,  -5,13, 72.8, ⑪⑩,15, 6,Ｈタイキガラハッド, 74,酒井学, 1.4, 60, -13,   8,14,141.5, ⑨⑨
16,11, シェルシェ,---,義英真, 4.5, 31, -13, -15,14,150.4, ⑯⑯,,,,,,,,,,,,,16, 6,Ｏビップセレブアイ, 62,北村宏, 0.9, 63,  10, -13,16,137.6, ④⑤,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:稍重(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:5),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-25 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:重(指数:-5),,,,,,,,,,,
"単勝:170円 複勝:09=110円 08=1,970円 05=400円 枠連:1,990円",,,,,,,,,,,,"単勝:1,400円 複勝:02=560円 05=350円 枠連:0円",,,,,,,,,,,,"単勝:1,010円 複勝:13=290円 14=380円 12=130円 枠連:6,290円",,,,,,,,,,,,"単勝:240円 複勝:08=140円 14=380円 12=590円 枠連:1,190円",,,,,,,,,,,
