14年 2月 8日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 2月 8日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 7R  ダ2400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,唐戸特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｍウインカレント, 46,バルジ,, 59,   2,* -4,13,112.7,⑩⑧⑦, 1, 4,Ａガルデルスリｰル, 59,藤岡康,, 57,  -1,* -9, 1,  2.6,⑥⑧③, 1, 4,Ａロックシンガｰ, 77,丸田恭,, 74,   8,*  9, 2,  4.7,⑧⑤①, 1, 4,Ｈニシノボレロ, 73,丸田恭,, 73,* -2,  14, 6, 14.3,①①①
 2, 6,Ｇオｰルドバルディｰ, 56,藤岡康, 0.0, 59,*  3,  -7, 4,  8.1,⑦④③, 2, 3,Ｃマルｰンドロップ, 56,丸田恭, 0.0, 54,*  1,*-13, 3,  6.8,②③⑦, 2,13,Ｍオンワｰドナルシス, 48,岩崎翼, 0.6, 71,   8,*  4,11, 55.2,⑥③④, 2, 3,Ｄマイネルスパｰブ, 75,丹内祐, 0.2, 74,* -4,  16, 7, 17.4,③③③
 3,16,Ｄポメグラネイト, 59,藤岡佑, 0.0, 57,*  3,  -8, 2,  6.0,⑤③②, 3,11,Ｇタガノティタｰニア, 45,北村友, 0.1, 56,*  2, -16, 4,  8.3,③②①, 3, 8,Ｌアドマイヤイナズマ, 57,丸山元, 0.9, 69,*  9,   0, 5,  7.0,②②③, 3,12,Ｂルミナスレッド, 77,黛弘人, 0.2, 73,* -4,  16, 3,  8.0,⑥⑤⑤
 4, 4,Ｂモズスタｰ, 63,古川吉, 0.2, 57,*  5, -11, 1,  2.3,①①①, 4, 5,Ｈポｰリュシカポｰレ, 45,松山弘, 0.4, 52,*  1, -17, 5,  8.5,④⑤⑤, 4,12,Ｄメイショウシャイン, 71,藤懸貴, 1.2, 67,   6,*  4, 4,  5.6,⑪⑪⑥, 4, 8,Ａベルニｰニ, 79,菱田裕, 0.2, 76,  -5,  19, 1,  1.8,⑧⑦⑦
 5, 1,Ｋフジインザスカイ, 49,吉田隼, 0.3, 59,   1,* -5,10, 66.8,⑫⑨⑧, 5, 8,Ｄベッラレジｰナ, 54,藤岡佑, 0.5, 52,*  1, -18, 2,  5.0,⑤⑥⑥, 5, 1,Ｂハワイアンソルト, 76,藤岡康, 1.5, 66,*  9,  -6, 1,  4.5,①①②, 5, 1,Ｆアメリカンダイナｰ, 74,北村友, 0.3, 75,  -6,  19, 9, 31.8,⑦⑨⑨
 6,15,Ｊグラサンギャル, 52,勝浦正, 0.7, 54,  -2,* -1, 9, 64.0,⑯⑮⑫, 6,16,Ｅニュｰプロロｰグ, 51,松田大, 0.6, 50,*  1, -21, 8, 31.3,⑩④②, 6, 7,Ｊヤマカツティラノ, 60,中井裕, 2.0, 65,   7,  -5,13,146.5,⑨⑧⑤, 6, 9,Ｇエｰシンエポナ, 74,藤岡康, 0.4, 73,  -5,  16, 2,  7.0,⑨⑧⑧
 7, 9,Ａナムラハリｰ, 64,中井裕, 1.0, 54,   3, -14, 7, 16.0,④⑤④, 7, 6,Ｂナイトジャスミン, 56,酒井学, 0.8, 50,  -1, -17, 6,  8.8,⑧⑦⑧, 7, 5,Ｆジョナパランセ, 69,城戸義, 2.5, 61,   6,  -6, 8, 16.1,⑤⑩⑧, 7,13,Ｊメイショウテッサイ, 70,吉田隼, 0.4, 77,  -9,* 24,10, 35.9,⑬⑬⑫
 8,10,Ｃアラｰトミノル, 60,松田大, 1.5, 49,   3, -18, 5,  9.1,⑥⑥⑥, 8,15,Ｋエアジャモｰサ, 42,杉原誠, 1.0, 48,  -2, -20,10, 77.2,⑨⑨⑩, 8,10,Ｇカｰバ, 65,田中健, 2.8, 59,*  9, -16, 7, 14.3,④④⑦, 8,11,Ｅミッキｰタイガｰ, 74,川須栄, 0.5, 75,  -8,* 21, 5, 13.7,⑫⑫⑬
