14年11月 9日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年11月 9日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  ダ1300m 2 歳新馬 馬齢,,,,,,,,,,,,■ 7R  ダ1300m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,,,,,,,,,,,,,奥多摩ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ａジェントルジャック, 67,ムｰア,, 63,   5,* -1, 4,  4.7, ⑥⑥, 1,12, スモｰダリング,---,戸崎圭,, 56, -13,*  6, 1,  3.4, ④⑤, 1,10,Ｂオｰタムラヴ, 71,内田博,, 74,   4,* 11, 1,  3.4, ④④, 1,14,Ａエｰルブリｰズ, 85,三浦皇,, 85,   3,   9, 1,  2.5, ⑧⑦
 2, 5,Ｂサンアルパイン, 65,岩部純, 0.8, 58,* 10, -15, 3,  4.5, ①①, 2, 8, タイキオｰルブルｰ,---,内田博, 0.4, 54,*-11,   1, 2,  3.9, ③③, 2,12,Ｌスウィｰプアウェイ, 63,北村宏, 0.5, 70,   4,   7, 4,  8.6, ⑦⑥, 2,12,Ｉマンボネフュｰ, 75,蛯名正, 0.0, 87,   0,* 13, 4,  8.6, ⑩⑨
 3, 4,Ｆゼトス, 54,横山典, 0.9, 53,  -2,*  0, 5, 12.5, ⑪⑪, 3,13, ニシノバランス,---,武士沢, 0.6, 51, -14,*  2,10, 45.2, ⑧⑧, 3, 1,Ａドレッシｰスタイル, 72,木幡初, 0.5, 70,   2,*  9, 2,  4.2, ⑧⑧, 3,16,Ｄマカハ, 81,内田博, 0.4, 83,  -2,* 12, 6, 15.3, ⑪⑫
 4, 7,Ｉトｰセンヌｰヴォｰ, 47,田中勝, 1.4, 51,  -3,* -2,12,108.6, ⑮⑬, 4, 1, ヌｰベルバｰグパリ,---,石橋脩, 0.9, 48,*-11,  -5, 4,  6.0, ①①, 4, 9,Ｆデュナトス, 68,松岡正, 0.5, 68,*  5,   4, 6, 14.9, ②②, 4, 5,Ｂハングリｰジャック, 83,ブドｰ, 0.5, 75,*  8,  -4, 5, 12.1, ②④
 5, 8,Ｋサルバドｰルクロス, 44,石橋脩, 1.4, 50,   0,  -8, 9, 40.7, ⑨⑨, 5, 9, スキップハｰト,---,田辺裕, 1.1, 47, -17,   1, 8, 23.1, ⑩⑩, 5, 4,Ｊオニノシタブル, 65,吉田豊, 0.8, 66,   1,   7,11, 33.5, ⑫⑫, 5, 2,Ｋエタｰナルムｰン, 72,木幡初, 0.5, 80,   2,   5,11, 36.0, ⑦⑧
 6,13,Ｏクインズケリド, 19,石川裕, 1.6, 51,*  8, -20, 7, 31.4, ④③, 6,10, ティアップサンダｰ,---,石川裕, 1.1, 47, -14,  -3, 9, 27.8, ⑤⑦, 6, 6,Ｋニシノイナズマ, 64,田辺裕, 1.1, 64,   4,   1,13, 50.6, ⑤③, 6,17,Ｃゴｰハンティング, 83,ムｰア, 0.5, 74,* 10,  -9, 3,  6.2, ③②
 7, 1,Ｄミュゼメルノワｰル, 56,田辺裕, 2.1, 47,   8, -23, 2,  4.0, ⑤④, 7, 3, トウショウデルタ,---,嘉藤貴, 1.3, 44, -18,   0,11, 46.9, ⑫⑫, 7, 7,Ｉドラゴンビュｰティ, 66,武士沢, 1.3, 62,  -1,   4,12, 38.3, ⑬⑭, 7, 8,Ｏマイネルアダマス, 71,柴田大, 0.7, 76,   5,  -1,16,213.8, ⑥⑥
 8,11,Ｊルパン, 44,横山和, 2.2, 44,  -6,  -5,10, 57.0, ⑬⑮, 8, 2, リッキｰファイト,---,横山和, 1.7, 43, -14,  -7,12, 50.3, ⑥⑥, 8,11,Ｍデルマアラレチャン, 61,石川裕, 1.3, 63,   3,   0,10, 28.0, ⑥⑦, 8, 9,Ｊチャｰチクワイア, 73,北村宏, 0.7, 74,   5,  -4,10, 33.4, ⑤⑤
 9, 3,Ｌツェッペリン, 36,北村宏, 2.3, 44,  -4,  -9, 8, 32.4, ⑫⑫, 9, 5, ディアクリュｰソス,---,吉田豊, 1.8, 40,*-11, -13, 3,  5.8, ②②, 9,16,Ｈヒメスズラン, 67,石橋脩, 1.6, 59,*  6,  -7, 9, 23.7, ①①, 9,10,Ｆプランスデトワｰル, 80,田辺裕, 0.7, 80,  -6,* 13, 8, 22.3, ⑯⑯
10, 9,Ｃシベリアンマッシブ, 58,蛯名正, 2.7, 43,*  9, -29, 1,  3.2, ②②,10, 6, マイネルヴィゴラス,---,柴田大, 2.5, 36, -18, -10, 6, 16.0, ⑪⑪,10, 5,Ｇリｰサムダイチ, 67,横山和, 1.6, 61,  -3,   4,16,182.2, ⑮⑮,10, 1,Ｈダロｰネガ, 78,戸崎圭, 0.8, 77,  -5,   9, 2,  5.6, ⑫⑬
11, 2,Ｈカガテディ, 49,武士沢, 2.9, 40,   3, -23,11, 76.7, ⑦⑦,11,14, フェスティヴオウカ,---,左海誠, 2.8, 33, -22,  -9,13, 75.3, ⑬⑬,11, 2,Ｃブラックシェンロン, 70,三浦皇, 1.7, 60,  -2,   3, 8, 19.8, ⑯⑯,11,15,Ｇベストドリｰム, 78,柴田善, 0.8, 78,  -5,   9, 7, 16.6, ⑮⑭
12,15,Ｇディｰプクィック, 51,吉田豊, 3.0, 39,   3, -24,13,109.0, ⑧⑧,12,11, ヤマトキャピタル,---,蛯名正, 2.9, 32,*-12, -22, 7, 22.3, ⑦④,12,13,Ｐファイアボｰル, 53,ブドｰ, 1.8, 58,   0,  -1,14, 74.8, ⑭⑬,12, 6,Ｐシゲルスダチ, 70,武士沢, 0.9, 77,   0,   3,14,108.3, ⑨⑩
13,10,Ｅシンボリセザンヌ, 56,木幡初, 3.2, 39,   8, -32, 6, 22.6, ③⑤,13, 4, ノラネコ,---,北村宏, 3.2, 31, -29,  -4, 5,  9.5, ⑭⑭,13,15,Ｅコウギョウサンデｰ, 69,小島太, 2.1, 56,   2,  -6, 3,  6.8, ⑪⑩,13, 7,Ｍコンサｰトレディ, 71,吉田豊, 1.1, 74,  -2,   2,12, 53.1, ⑬⑪
14, 6,Ｍタマモカチグリ, 29,左海誠, 4.3, 30,  -7, -22,14,124.3, ⑭⑭,14, 7, セイユウサンクス,---,松岡正, 3.5, 26, -16, -22,14,178.2, ⑨⑨,14, 8,Ｎサンタレジｰナ, 60,田中勝, 2.6, 52,   2, -10,15, 81.1, ⑨⑨,14,11,Ｅミナレット, 81,嘉藤貴, 1.2, 73,  -6,   6, 9, 22.5, ⑰⑰
