14年 5月31日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 5月31日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  ダ1400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1800m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,白百合ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｂワンダｰアジル, 67,義英真,, 78,*  6,*  6, 5, 16.9, ①①, 1, 2,Ｂサンレイロッキｰ, 61,水口優,, 61, -15,   5, 8, 24.7, ⑤⑤, 1, 3,Ｂサトノユニコｰン, 72,小牧太,, 74,* -5,  14, 1,  2.5, ③③, 1, 2,Ａステファノス, 82,岩田康,, 85,  10,* 16, 1,  2.3, ⑧⑨
 2, 7,Ａリノリオ, 70,酒井学, 1.2, 66,   0,*  3, 1,  1.7, ⑦⑥, 2,18,Ｃスカイライン, 61,川田将, 0.1, 62, -16,*  7, 4,  6.4, ⑨⑩, 2,11,Ｆケイリンチャンプ, 71,岩田康, 0.0, 72,* -3,  11, 3,  6.0, ①①, 2, 3,Ｃピオネロ, 79,武豊  , 0.0, 85,  12,  13, 5,  7.5, ⑦⑦
 3, 3,Ｅライロア, 60,川田将, 1.4, 67,*  5,  -4, 3,  6.2, ②②, 3, 7,Ｊラテラルアｰク, 47,四位洋, 0.2, 61, -18,*  9,13,100.3, ⑪⑬, 3, 5,Ｃヴェアデイロス, 72,岩崎翼, 0.2, 72, -11,* 20, 9, 33.3, ⑭⑬, 3, 1,Ｂモｰリス, 80,浜中俊, 0.1, 84,   9,* 18, 4,  7.1, ⑩⑩
 4, 2,Ｄダンツトｰラス, 61,藤岡佑, 1.4, 64,  -1,*  3, 6, 26.0, ⑩⑧, 4,17,Ｅウィステリアメジロ, 57,武豊  , 0.2, 60, -16,   6, 3,  4.6, ⑩⑧, 4,10,Ｇビリオネア, 70,太宰啓, 0.5, 70,  -7,  13, 2,  3.7, ⑨⑦, 4, 9,Ｄミヤビジャスパｰ, 79,池添謙, 0.5, 78,  12,   7, 2,  4.3, ⑨⑧
 5, 4,Ｈアゲｰラ, 57,松山弘, 1.5, 65,*  3,  -4, 2,  5.1, ③③, 5, 4,Ｈカシマフェニックス, 55,義英真, 0.4, 54, -14,  -4, 6, 19.1, ③③, 5, 4,Ｅナムライットウセイ, 71,松田大, 0.5, 68,  -9,* 15, 6, 19.0, ⑩⑪, 5,11,Ｅレｰヴデトワｰル, 75,川田将, 0.8, 77,   6,  13, 3,  6.7, ⑫⑪
 6, 1,Ｆスリｰサウス, 60,小林徹, 1.8, 62,   2,  -5,10, 56.0, ⑤⑤, 6, 6,Ｄアユメライトアップ, 59,鮫島良, 0.5, 58, -16,   2,14,152.5, ⑧⑨, 6,14,Ｏブレイヴフィｰト, 54,幸英明, 0.7, 68,* -3,   7,12, 71.6, ②②, 6, 4,Ｈロングリバイバル, 72,小牧太, 1.0, 71,  14,  -7,10,110.5, ⑤⑤
 7,10,Ｃイｰジスコンゴウ, 63,北村友, 1.9, 61,*  3,  -8, 4,  9.7, ④④, 7, 1,Ｉエｰティｰペガサス, 53,藤田伸, 0.7, 50,*-12, -11,12, 67.9, ②②, 7,15,Ｋヒロノエンペラｰ, 67,藤岡康, 0.8, 66,* -5,   7, 7, 19.9, ④④, 7, 7,Ｆストロベリｰキング, 72,菱田裕, 1.1, 74,   9,   5, 8, 52.8, ⑪⑫
 8,15,Ｌピッツネイル, 52,岩崎翼, 2.0, 59,   1,  -5,11, 70.5, ⑥⑦, 8, 8,Ｍタウトナ, 35,田中博, 0.7, 47,* -9, -16,17,294.3, ①①, 8, 1,Ａサダムダイジョウブ, 74,川田将, 0.9, 67,  -9,  12, 4,  8.9, ⑪⑩, 8,10,Ｌワクワクカンヲ, 61,松若風, 1.4, 69,  13,  -9,11,116.3, ⑥⑥
 9, 8,Ｎサンライズアルブル, 49,和田竜, 2.4, 57,   0,  -7,12,142.2, ⑧⑨, 9,12,Ｇクロスドミナンス, 55,小牧太, 0.8, 49, -13,  -9, 9, 27.9, ④④, 9, 6,Ｉプラネットスコア, 68,小坂忠, 1.0, 64,  -5,   6,14,113.2, ⑥⑤, 9,12,Ｊサングラス, 68,幸英明, 1.6, 66,  16, -18, 9, 63.5, ④④
10, 6,Ｏファイナルダンサｰ, 44,藤懸貴, 2.4, 57,  -3,  -2,16,419.4, ⑭⑪,10,14, トｰホウジャッカル,---,酒井学, 1.0, 56, -23,*  9,10, 32.9, ⑱⑱,10, 7,Ｍデンコウタフネス, 64,国分優, 1.1, 64, -10,  11,15,241.3, ⑬⑭,10, 5,Ｇセセリ, 72,藤田伸, 2.1, 62,  16, -25, 6, 16.0, ③③
11,16,Ｇカネトシハッカｰ, 57,幸英明, 3.3, 49,  -4, -11, 8, 51.2, ⑬⑭,11,15,Ａプレスアテンション, 68,松若風, 1.0, 49, -18,  -5, 2,  4.2, ⑬⑫,11, 2,Ｄスズカブリザｰド, 71,義英真, 1.2, 62,  -8,   6,11, 52.5, ⑧⑧,11, 8,Ｉワｰドイズボンド, 71,義英真, 3.5, 48,* 21, -59, 7, 20.1, ②②
12, 5,Ｉフジノゴｰルド, 57,太宰啓, 3.3, 49,  -3, -12, 7, 39.7, ⑫⑫,12,16,Ｋベイシス, 45,幸英明, 1.1, 49, -18,  -4, 7, 20.9, ⑫⑪,12, 9,Ｎゴッドドリｰム, 64,北村友, 1.4, 61, -12,  10, 8, 32.0, ⑮⑮,12, 6,Ｋウインスプラッシュ, 61,松山弘, 3.7, 48,* 23, -63,12,240.1, ①①
13,12,Ｋアグネスモバイル, 54,池添謙, 3.4, 48,  -4, -10, 9, 51.4, ⑮⑯,13, 5,Ｌプレスリｰ, 36,国分優, 1.3, 48, -20,  -3,16,266.4, ⑮⑮,13, 8,Ｈジョｰラプタｰ, 70,松山弘, 1.4, 62,  -6,   4,10, 38.6, ⑦⑨,,,,,,,,,,,,
14, 9,Ｊオｰミバンビｰナ, 56,小坂忠, 3.5, 48,  -1, -16,13,151.3, ⑨⑩,14, 9, ビｰビｰジンガ,---,岩田康, 2.2, 36, -19, -17, 1,  3.3, ⑭⑭,14,13,Ｌエアｰウェｰブ, 66,国分恭, 1.4, 60,  -6,   2, 5, 18.1, ⑤⑥,,,,,,,,,,,,
15,11,Ｐムｰンシャイン, 32,岡田祥, 3.7, 45,  -6, -11,15,354.2, ⑯⑮,15,11,Ｏアンカｰズアウェイ, 32,小崎綾, 2.4, 35, -22, -15,18,501.8, ⑰⑰,15,12,Ｊクラヴィコｰド, 67,小崎綾, 1.5, 61, -10,   7,13, 82.6, ⑫⑫,,,,,,,,,,,,
16,14,Ｍスタｰレット, 52,小崎綾, 4.0, 43,  -2, -19,14,308.0, ⑪⑬,16,10,Ｎコスモメイフェア, 34,菱田裕, 2.4, 32, -14, -29,15,176.9, ⑦⑦,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17,13, ペｰルヴィサｰジュ,---,和田竜, 3.1, 27, -22, -26,11, 64.9, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+9 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:77 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-2),,,,,,,,,,,
"単勝:1,690円 複勝:13=350円 07=110円 03=170円 枠連:1,390円",,,,,,,,,,,,"単勝:2,470円 複勝:02=380円 18=200円 07=2,420円 枠連:2,200円",,,,,,,,,,,,単勝:250円 複勝:03=120円 11=200円 05=600円 枠連:220円,,,,,,,,,,,,単勝:230円 複勝:02=120円 03=200円 01=220円 枠連:710円,,,,,,,,,,,
