14年 3月29日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 3月29日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  ダ1200m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ2000m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,甲南ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｃザマンダ, 57,池添謙,, 61,*  3,  -2, 4,  6.2, ①①, 1, 5,Ａアイアムナチュラル, 71,バルジ,, 59,   1,* -5, 1,  1.6,⑤⑥⑤, 1,11,Ｅボストンビリｰヴ, 67,国分優,, 67,  -7,* 12,10, 23.8, ⑫⑫, 1,12,Ｃトウショウヘイロｰ, 87,シュタ,, 84,  15,   0, 3,  5.4,④④③
 2,12,Ａクレアドｰル, 66,シュタ, 0.3, 58,  -2,*  2, 1,  3.6, ⑧⑥, 2, 1,Ｃアガスティア, 59,池添謙, 0.1, 58,  -1,* -2, 3,  7.6,⑩⑩⑩, 2, 2,Ｂマウントフジ, 69,バルジ, 0.2, 70,   5,   0, 4,  6.7, ④⑤, 2,13,Ｊハスラｰ, 83,秋山真, 0.0, 83,  15,   1, 8, 32.8,⑤⑤⑤
 3, 9,Ｋイルｰシヴキャット, 43,和田竜, 0.9, 53,  -3,  -2, 3,  5.3, ⑩⑧, 3, 3,Ｂヴィッセン, 60,松山弘, 0.4, 57,   0,* -6, 4, 12.6,⑦⑧⑧, 3, 9,Ｆスピｰディｰドｰタ, 65,北村宏, 0.4, 66,   4,  -2, 8, 16.1, ⑤④, 3,11,Ｆスタｰバリオン, 85,四位洋, 0.3, 84,  13,*  3, 4,  5.9,⑪⑩⑦
 4, 4,Ｂピサノナイトレイ, 64,北村宏, 0.9, 53,   0,  -5, 2,  5.1, ⑤③, 4, 8,Ｅタイマツリ, 56,義英真, 0.6, 55,*  2, -13,11, 93.0,①①①, 4,12,Ａスマｰトロデム, 71,義英真, 0.6, 64,  -1,   1, 5, 10.3, ⑨⑨, 4, 9,Ａヴォｰグトルネｰド, 90,和田竜, 0.6, 85,  11,*  8, 1,  2.5,⑯⑮⑭
 5, 5,Ｊムｰントラベラｰ, 44,バルジ, 1.3, 51,  -1,  -6, 9, 28.6, ⑥⑦, 5,13,Ｈピアノコンクｰル, 53,松若風, 1.3, 50,*  2, -18,12,139.2,③③③, 5, 6,Ｄマｰティンオｰト, 68,太宰啓, 0.8, 66,   7,  -8, 2,  4.3, ③③, 5, 1,Ｂバトｰドｰル, 88,北村宏, 1.1, 76,  15,  -9, 7, 32.2,③③④
 6, 8,Ｄルｰルビクトリア, 55,国分恭, 1.4, 47,  -6,  -2, 7, 13.1, ⑪⑩, 6, 4,Ｆテイエムゲッタドン, 56,和田竜, 1.4, 51,   1, -17, 2,  5.6,④⑤④, 6, 7,Ｇメイショウヒメユリ, 65,武幸四, 0.8, 66,   1,  -2, 3,  5.5, ⑧⑧, 6, 8,Ｌコウユｰヒｰロｰ, 80,太宰啓, 1.2, 82,   9,*  5,13, 88.1,⑮⑯⑯
 7,13,Ｈディアベビｰドｰル, 47,松若風, 1.5, 47,  -8,* -1,15,251.6, ⑮⑭, 7,12,Ｄマイネルエアダクス, 59,柴田大, 1.7, 51,  -3, -11, 7, 30.3,⑬⑫⑫, 7, 4,Ｃエｰシングランダム, 69,藤田伸, 1.1, 61,   3,  -7, 1,  3.8, ⑦⑦, 7, 2,Ｄタイガｰシｰド, 86,小牧太, 1.3, 79,  13,  -3, 6, 26.0,⑩⑪⑫
 8, 7,Ｍハルハル, 40,柴田大, 1.6, 48,  -7,  -3,12,104.3, ⑫⑪, 8,14,Ｌクリノフクロクジュ, 45,小牧太, 1.7, 51,   0, -16, 6, 24.9,⑧⑦⑦, 8,10,Ｈヨゾラニネガイヲ, 64,ペドロ, 1.2, 62,*  9, -13, 7, 14.5, ②①, 8, 4,Ｅグレイレジェンド, 85,松山弘, 1.6, 76,  14,  -8,15,151.5,⑧⑧⑧
 9,15,Ｌララミニョンヌ, 41,義英真, 2.0, 45,*  2, -18, 6, 10.8, ②②, 9, 9,Ｍロアジス, 42,北村宏, 1.8, 46,*  2, -22, 8, 32.1,②②②, 9, 1,Ｉチェリｰミルズ, 64,松山弘, 1.3, 59,   2,  -8, 9, 21.2, ⑥⑥, 9,10,Ｇアサクサポイント, 84,国分優, 1.7, 76,  11,  -1,12, 79.4,⑭⑭⑮
10, 6,Ｎメイショウラバンド, 37,武幸四, 2.1, 46,  -4, -11, 8, 16.1, ⑨⑨,10,11,Ｉトウカイソレイユ, 49,ペドロ, 1.8, 48,  -2, -14, 9, 36.2,⑫⑪⑪,10, 3,Ｌミチシルベ, 61,柴田大, 1.5, 57,  -2,  -5,11, 65.6, ⑩⑩,10,15,Ｉサンマルデュｰク, 84,武幸四, 1.8, 78,  11,  -4,11, 57.6,⑬⑬⑪
11, 1,Ｆマナオラナ, 51,松山弘, 2.5, 42,   0, -18, 5,  9.5, ④④,11,10,Ｋランズデｰル, 47,太宰啓, 1.9, 49,   1, -21,10, 63.5,⑥④⑥,11, 5,Ｊサンマルリジイ, 63,和田竜, 1.6, 55,  -5,  -4,12, 78.4, ⑪⑪,11,14,Ｈベルサリエｰレ, 84,ペドロ, 1.8, 73,* 17, -18, 2,  4.4,②②②
12, 2,Ｐエスジｰカピタｰナ, 29,太宰啓, 2.8, 40,  -8, -10,14,243.3, ⑭⑮,12, 6,Ｇゴライコウ, 53,鮫島良, 2.3, 49,   0, -21,14,404.2,⑨⑨⑨,12, 8,Ｋルｰシｰブライド, 62,松若風, 3.9, 38,*  9, -38, 6, 11.1, ①②,12, 6,Ｐヒュウマ, 70,川島信, 2.1, 70,* 17, -20, 5, 15.6,①①①
13,11,Ｅタマモグラッセ, 52,水口優, 3.0, 40,   1, -23,10, 33.3, ③⑤,13, 7,Ｊスズカアポロ, 48,秋山真, 2.7, 41,  -3, -19, 5, 17.8,⑪⑬⑬,,,,,,,,,,,,,13, 7,Ｋアサクサショパン, 81,バルジ, 2.8, 68,  15, -21, 9, 39.2,⑦⑥⑥
14,10,Ｇマルヨラピド, 47,国分優, 3.2, 34,  -8, -15,13,208.5, ⑬⑬,14, 2,Ｎヤマイチリｰダｰ, 15,国分恭, 2.8, 41,  -6, -14,13,145.7,⑭⑭⑭,,,,,,,,,,,,,14, 5,Ｏデルマイザナミ, 74,鮫島良, 3.2, 70,  11, -17,10, 43.3,⑫⑫⑬
15,14,Ｏアイファｰフィリア, 37,吉井友, 3.6, 32,  -4, -24,16,509.3, ⑦⑫,,,,,,,,,,,,,,,,,,,,,,,,,15, 3,Ｎアルムダプタ, 78,国分恭, 3.5, 62,  14, -25,14,129.6,⑥⑦⑨
16,16,Ｉタマモカグヤヒメ, 45,秋山真, 3.8, 30, -15, -11,11, 97.8, ⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,16,16,Ｍメイショウブンブク, 80,藤田伸, 3.6, 65,  13, -23,16,214.4,⑨⑨⑩
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
