14年 5月18日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 5月18日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  ダ2100m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■10R  ダ1600m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,青竜ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｂオｰルデフィｰト, 62,田中勝,, 62,  -7,*  8, 2,  7.9, ④⑤, 1, 2,Ａパリカラノテガミ, 68,松岡正,, 73,   0,*  8, 5, 15.1,⑯⑪⑭, 1,11,Ａヘイロｰフォンテン, 77,戸崎圭,, 75,*  0,* 17, 1,  2.3,②②②, 1, 6,Ａノｰスショアビｰチ, 83,村田一,, 75,*  9,   4, 7, 11.9, ①①
 2, 8,Ｆダイワナッティｰ, 52,柴田大, 0.2, 60,* -2,   0, 4, 15.4, ③②, 2,11,Ｍファイントライ, 46,的場勇, 0.2, 66,* 11, -20,14,274.3,①①①, 2, 8,Ｂフィｰユブルｰ, 77,内田博, 0.3, 74,*  0,  14, 4,  6.1,①①①, 2,13,Ｇアナザｰバｰジョン, 72,ウィリ, 0.1, 74,*  8,   4, 4,  6.9, ③③
 3, 7,Ａアルディバイン, 66,北村宏, 0.3, 59,  -6,   4, 1,  1.3, ⑥④, 3, 4,Ｆプロレタリアト, 59,長岡禎, 0.2, 69,   2,* -1, 3,  6.3,⑦⑨⑧, 3, 9,Ｉワｰルドレｰヴ, 68,蛯名正, 0.4, 74,   0,* 16, 6, 17.3,⑦⑦⑥, 3, 3,Ｃペアン, 77,内田博, 0.2, 74,   5,* 10, 3,  6.7, ⑫⑪
 4, 1,Ｄディアヴォｰグ, 58,武士沢, 1.0, 53, -10,   3, 3, 15.1, ⑪⑪, 4,10,Ｂレッドボルゲｰゼ, 67,三浦皇, 0.4, 68,  -1,*  2, 6, 15.8,⑱⑮⑮, 4,10,Ｅフレンドワン, 73,田中勝, 0.9, 71,  -1,  13, 5, 14.3,⑩⑩⑨, 4, 9,Ｆロスヴァイセ, 73,川田将, 0.3, 75,   4,* 11, 8, 23.9, ⑭⑬
 5,15,Ｅパロパロ, 52,松岡正, 1.1, 53,  -9,   1, 5, 18.8, ⑩⑨, 5, 7,Ｅレテルノアモｰレ, 61,横山典, 0.5, 63,   3,  -8, 4,  7.2,③⑤⑤, 5, 7,Ｈデルマカマイタチ, 69,井上敏, 1.0, 71,  -2,* 15,11, 85.3,⑨⑨⑩, 5, 4,Ｅアｰルプロセス, 75,横山典, 0.4, 72,   1,* 13, 5,  7.2, ⑯⑮
 6, 2, サクラルコｰル,---,戸崎圭, 1.2, 53, -16,*  8, 7, 39.8, ⑭⑮, 6, 9,Ｈケイクエスト, 56,内田博, 0.5, 66,   2,  -5, 2,  3.3,⑨⑩⑨, 6, 2,Ｇジオメトリｰ, 70,松岡正, 1.1, 69,   0,  10, 9, 31.9,⑤⑤⑤, 6,12,Ｂベストルｰラｰ, 77,福永祐, 0.5, 71,   6,   6, 6,  9.6, ⑪⑫
 7,14,Ｊシャノンラン, 46,武幸四, 1.2, 55, -14,*  7, 8, 40.7, ⑮⑭, 7, 3,Ｉコスモヨウヘイ, 54,柴田大, 0.7, 65,   2,  -7, 7, 16.2,⑬⑧⑩, 7, 3,Ｌコスモナイスガイ, 67,柴田大, 1.4, 69,  -2,  12, 7, 26.9,⑫⑫⑫, 7, 1,Ｈアｰスコネクタｰ, 71,蛯名正, 0.5, 70,   7,   3, 9, 31.9, ⑦⑦
 8, 5,Ｃミライヘノマイ, 58,内田博, 1.3, 52, -11,   2, 6, 23.0, ⑬⑫, 8, 8,Ｋカワキタアロｰ, 53,大野拓, 0.7, 64,   1,  -5,12,206.7,⑧⑫⑪, 8, 5,Ｃウェルウィッチア, 76,北村宏, 1.5, 66,   0,   5, 2,  4.9,⑧⑧⑧, 8, 2,Ｏデンコウヒノマル, 58,岩田康, 0.5, 71,   6,   5,10, 33.4, ⑩⑩
