14年 8月17日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 8月17日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■ 4R  芝2000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 7R  ダ1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1200m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西部日刊ｽﾎﾟｰﾂ杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｃブラッククロｰバｰ, 60,和田竜,, 66,* 13,  -8, 3,  5.8, ④③, 1, 9,Ａマイネボニｰタ, 62,和田竜,, 63,* -1,*  1, 1,  2.9,②①①, 1, 9,Ｅアイムユアドリｰム, 68,松山弘,, 62,   3,  -2, 3,  6.0, ④⑥, 1, 2,Ｊホッコｰサラスタｰ, 63,武幸四,, 77,  -4,* 12, 5,  8.8, ④①
 2, 3,Ｄハクサンフレンチ, 58,浜中俊, 0.0, 63,  10,  -5, 4,  6.1, ⑤⑤, 2, 6,Ｂディパｰテッド, 62,松若風, 0.1, 60,* -4,*  3, 3,  5.2,⑤⑤⑥, 2, 7,Ｄレゼトワｰル, 69,川田将, 0.0, 61,   0,   0, 2,  4.6, ⑥⑤, 2, 1,Ａシンデレラボｰイ, 88,浜中俊, 0.2, 73,  -5,* 10, 1,  3.3, ⑤④
 3,10,Ｆタイセイメテオ, 56,岩崎翼, 0.2, 56,  -1,*  2,10, 31.5, ⑩⑩, 3, 2,Ｄディアフレンド, 56,浜中俊, 0.2, 59,* -2,*  0, 5,  9.9,①③③, 3,13,Ｍスリｰエスペラント, 57,酒井学, 0.1, 58, -10,*  5,10, 33.7, ⑪⑪, 3, 8,Ｃホｰプタウン, 77,幸英明, 0.2, 74,  -6,* 12, 2,  3.5, ⑨⑨
 4,12,Ｋセイウンデライラ, 44,中井裕, 0.3, 57,   4,* -4, 9, 28.0, ⑨⑧, 4,13,Ｆフェミニンドレス, 56,幸英明, 0.4, 56,* -2,  -5, 4,  9.5,⑬②②, 4,11,Ｌヒカリセット, 61,高倉稜, 0.1, 59, -14,*  8,11, 60.4, ⑫⑫, 4,11,Ｄケイアイウィルゴｰ, 76,和田竜, 0.5, 70,  -6,   8, 4,  6.2, ⑧⑧
 5, 2,Ｂラッフォルツァｰト, 63,酒井学, 0.3, 61,* 13, -12, 2,  5.4, ③④, 5, 4,Ｅトｰワクリステル, 56,藤岡佑, 0.6, 55,* -3,  -2, 6, 16.0,⑥⑥④, 5, 3,Ｆモオプナツヨシ, 68,幸英明, 0.1, 60,  -7,   4, 4,  8.0, ⑩⑨, 5, 7,Ｂシンジュボシ, 77,川田将, 0.7, 66,  -4,   2, 3,  4.2, ⑥⑤
 6, 4,Ａハルマッタン, 70,川田将, 0.5, 59,* 14, -16, 1,  2.4, ②②, 6,12,Ｋバタｰカップ, 49,川田将, 0.9, 53,  -6,  -2, 8, 22.9,⑩⑪⑪, 6, 6,Ｇキネオキャノン, 67,岩崎翼, 0.1, 60,*  5,  -4, 8, 17.1, ③③, 6, 5,Ｈアイビｰフォｰルド, 68,酒井学, 0.7, 67,  -9,   8,10,106.5, ⑩⑩
 7,15,Ｎツジスｰパｰサクラ, 41,小牧太, 0.7, 51,   1,  -5, 6, 21.4, ⑫⑪, 7,14,Ｇデンコウガイア, 55,松山弘, 1.0, 57, -10,*  7,11, 41.3,⑱⑱⑱, 7, 8,Ａヒルノケアンズ, 72,田中健, 0.2, 59,   0,  -2, 7, 10.2, ⑦⑧, 7, 4,Ｉシルクバｰニッシュ, 66,川須栄, 0.7, 67,  -7,   7, 6, 21.6, ⑦⑦
 8, 7,Ｊエレディｰタ, 46,藤岡佑, 0.9, 49,   5, -12, 8, 22.7, ⑧⑦, 8,10, ジョウノソフィア,---,藤懸貴, 1.0, 51,* -4,  -8, 9, 33.3,⑧⑧⑧, 8,12,Ｉデアリングプライド, 66,浜中俊, 0.2, 59,  -4,   1, 1,  3.7, ⑨⑦, 8, 9,Ｋパｰプルタイヨｰ, 63,小坂忠, 0.7, 69, -11,* 11,12,236.7, ⑪⑪
 9,11,Ｏゼンノウラヌス, 41,幸英明, 1.0, 49,   7, -16,12, 59.9, ⑦⑥, 9,11,Ｈワンダｰベレｰザ, 52,義英真, 1.2, 50,  -5,  -9, 7, 20.7,⑫⑩⑦, 9, 4,Ｊエクセレンフレｰル, 62,川島信, 0.4, 59,*  6,  -8, 9, 31.0, ①①, 9,10,Ｇメロｰト, 71,国分恭, 1.1, 62,* -1,  -5, 9, 52.9, ②③
10, 5,Ｅモントルルシュマン, 57,荻野琢, 1.0, 47,  -3,  -5,14,119.2, ⑬⑬,10, 5,Ｃウィステリアメジロ, 59,酒井学, 1.3, 48,  -5, -11, 2,  5.1,⑦⑨⑨,10, 1,Ｋカゼニタツライオン, 61,松若風, 0.5, 56,   0,  -5, 5,  8.6, ⑤④,10, 6,Ｌスズノオオタカ, 59,小牧太, 1.9, 50,* -2, -15,11,128.5, ①②
11,14,Ｐウインジラソｰレ, 31,国分恭, 1.3, 43,   1, -13,15,177.1, ⑪⑫,11,16,Ｌエミネントフラワｰ, 48,国分恭, 1.3, 50,  -6,  -5,14, 77.2,⑭⑭⑭,11, 5,Ｃクインズパｰル, 70,藤懸貴, 0.8, 54,*  5, -11, 6,  9.6, ②②,11,12,Ｆスピアナｰト, 72,松山弘, 2.1, 49,* -2, -17, 8, 30.3, ③⑥
12, 1,Ｌウインバニラスカイ, 43,松山弘, 1.9, 38,   7, -27, 7, 22.5, ⑥⑨,12, 8,Ｎメイショウホタル, 46,武幸四, 1.4, 50,  -6,  -8,10, 35.3,⑪⑬⑫,12,14,Ｈヴァルナビット, 66,国分恭, 1.0, 48, -14,   0,13,113.3, ⑬⑬,12, 3,Ｅカシノタロン, 74,高倉稜, 9.0,-42, -40, -70, 7, 25.0, ⑫⑫
13,17,Ｒリバイブビｰト, 22,高倉稜, 1.9, 38, -12,  -9,17,357.4, ⑰⑭,13, 1,Ｏアルｰシュ, 42,高倉稜, 1.5, 46,* -4, -17,12, 44.1,③④⑤,13,10,Ｎピンクストｰン, 52,中井裕, 1.0, 52,  -1,  -8,12, 69.1, ⑧⑩,,,,,,,,,,,,
14, 9,Ｍシゲルオミズトリ, 43,熊沢重, 2.0, 38,  -6, -13,18,453.5, ⑭⑯,14,17,Ｍクレスコポッケ, 46,岩崎翼, 1.7, 46,  -7,  -9,16,182.2,⑮⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,
15,16,Ｈヒデノプラチナ, 49,鮫島良, 2.3, 37, -14, -11,13, 88.0, ⑱⑱,15, 7,Ｊマグナカルタ, 49,熊沢重, 1.8, 45,  -7, -14,15, 84.5,⑨⑫⑬,,,,,,,,,,,,,,,,,,,,,,,,
