14年 3月 1日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 3月 1日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  ダ1700m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
 7, 6,Ｂタガノエッヴィｰバ, 63,太宰啓, 0.8, 60,  -3,*  8, 1,  3.0,⑬⑫⑪, 7, 2,Ｆキャプテンサクラ, 68,荻野琢, 0.7, 62,*  8,  -4, 2,  4.8, ①①, 7,12,Ｅシゲルジョウム, 71,太宰啓, 0.6, 63,*  6, -15, 9, 30.8,①①①, 7, 7,Ｊニシノボレロ, 75,丸田恭, 0.8, 72,  15,  -8,10, 19.8,⑥⑪⑨
 8,10,Ｆメイショウキホｰテ, 61,武幸四, 1.0, 59,   1,   0, 7, 15.4,⑦⑥⑥, 8, 5,Ｇホットサマｰデイ, 66,北村友, 0.9, 58,  -4,   2,10, 58.4, ⑦⑥, 8, 6,Ｄメイショウテッサイ, 74,吉田隼, 0.6, 67,  -2,   5, 5,  8.2,⑫⑩⑨, 8, 2,Ｌメイショウリョウマ, 75,菱田裕, 1.0, 71,* 17, -17, 7, 13.5,④⑥④
 9,14,Ｌヨッヘイ, 48,西田雄, 1.1, 55,  -1,   2,13,125.2,⑧⑨⑨, 9, 6,Ｌヒヅグｰタス, 60,田中博, 0.9, 57, -20,* 12,11, 83.3, ⑭⑭, 9, 3,Ｇアドマイヤライン, 71,北村友, 0.8, 65,   3,  -8, 2,  3.6,⑦⑦⑦, 9,10,Ｅアドマイヤネアルコ, 77,丸山元, 1.0, 72,* 18, -20, 6, 12.4,②②③
10, 7,Ｍスカイノフｰサン, 47,藤岡佑, 1.1, 56,  -6,* 10, 6, 14.5,⑭⑬⑫,10,13,Ｅナリタキャッツアイ, 69,松山弘, 1.0, 57,  -4,   1, 3,  7.0, ⑧⑨,10, 4,Ｊアｰセナルゴｰル, 67,鮫島克, 0.9, 63,  -1,  -2,10, 66.0,⑧⑨⑪,10, 9,Ｇアｰカイブ, 76,二本柳, 1.1, 71,  15, -14, 2,  5.6,⑫⑨⑧
11,12,Ｉグラサンギャル, 57,勝浦正, 1.1, 54,  -3,   5,10, 38.8,⑪⑩⑩,11,11,Ｈエゾムサシ, 66,柴山雄, 1.0, 56,  -8,   4, 9, 43.3, ⑩⑪,11, 9,Ｈリッカタキシｰド, 68,藤岡康, 1.0, 65,  -2,   2,12,104.7,⑪⑪⑫,11, 1,Ｉスノｰストｰム, 76,吉田隼, 1.2, 70,  15, -14, 5,  9.3,⑪⑫⑩
12,11,Ｈジョックロック, 57,丸田恭, 1.7, 49,  -5,   5,11, 40.8,⑮⑭⑭,12,10,Ｉミシックトウショウ, 66,黛弘人, 1.1, 56,  -2,  -1, 8, 29.1, ⑥⑧,12,10,Ａボｰイフレンド, 76,山口勲, 1.0, 61,*  7, -17, 3,  5.4,④④⑤,12, 4,Ｏサトノイクシｰド, 70,鮫島克, 1.2, 70,  11,* -3,14, 45.2,⑭⑮⑮
13,16,Ｋオｰルビｰファイン, 49,藤岡康, 2.0, 48,*  2, -12,12,102.2,⑤⑤⑧,13,14,Ｍコｰリンヴァレロ, 59,西田雄, 1.1, 55, -11,   5,14,233.8, ⑬⑫,,,,,,,,,,,,,13,11,Ｋソｰルデスタン, 75,黛弘人, 1.4, 69,  14, -13,12, 32.5,⑬⑬⑬
14,13,Ｎディアベビｰドｰル, 46,古川吉, 3.0, 43,  -6,  -6,15,150.1,⑫⑮⑮,14,12,Ｋウォｰタｰサウンド, 60,バルジ, 1.8, 48,  -8,  -4,12,136.3, ⑪⑬,,,,,,,,,,,,,14,12,Ｄユキノサムライ, 77,古川吉, 1.5, 68,  15, -20, 8, 14.1,⑨⑧⑪
15, 9,Ｏカルネアデス, 43,伴啓太, 3.5, 38,  -3, -16,14,128.6,⑩⑪⑬,,,,,,,,,,,,,,,,,,,,,,,,,15,14,Ｈタガノレイヨネ, 76,松山弘, 3.3, 59,* 17, -51, 1,  4.2,③⑤⑭
16, 2,Ｐファｰマキャリｰ, 27,藤懸貴, 4.5, 33,  -9, -12,16,233.7,⑯⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:1),,,,,,,,,,,
"単勝:760円 複勝:04=330円 01=270円 05=510円 枠連:2,780円",,,,,,,,,,,,単勝:230円 複勝:04=120円 08=190円 07=300円 枠連:530円,,,,,,,,,,,,単勝:340円 複勝:02=160円 05=190円 01=510円 枠連:680円,,,,,,,,,,,,"単勝:870円 複勝:05=290円 13=710円 06=380円 枠連:4,010円",,,,,,,,,,,
"馬連:2,260円 ワイド:01-04=980円 04-05=2,120円 01-05=1,670円",,,,,,,,,,,,馬連:690円 ワイド:04-08=330円 04-07=650円 07-08=980円,,,,,,,,,,,,"馬連:1,100円 ワイド:02-05=460円 01-02=1,470円 01-05=1,920円",,,,,,,,,,,,"馬連:13,710円 ワイド:05-13=3,520円 05-06=1,750円 06-13=5,040円",,,,,,,,,,,
"馬単:5,460円 3連複:15,180円 3連単:82,350円",,,,,,,,,,,,"馬単:1,230円 3連複:2,590円 3連単:8,300円",,,,,,,,,,,,"馬単:2,050円 3連複:7,710円 3連単:30,890円",,,,,,,,,,,,"馬単:25,220円 3連複:46,990円 3連単:277,600円",,,,,,,,,,,
■ 3R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 6R  芝1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 9R  ダ1700m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■12R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,八代特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｂドナエテルニテ, 54,藤岡佑,, 66,* -4,*  3, 3,  9.0, ①①, 1, 9,Ａケイティｰプライド, 79,バルジ,, 71,   3,  -1, 1,  3.2,④⑤④, 1, 1,Ｏデンコウリキ, 64,武幸四,, 78,*  0,* 15, 3,  8.3,⑮①①, 1, 4,Ｆラインロバｰト, 66,的場勇,, 73,  -7,* 13,14, 76.9, ⑪⑧
 2,16,Ａカレンステイシｰ, 55,勝浦正, 0.2, 64,* -8,*  4, 1,  1.6, ④④, 2,10,Ｋサトノプレステｰジ, 68,藤岡康, 0.0, 71,   2,*  3, 8, 13.4,⑫⑩⑨, 2,11,Ｋセトノプロミス, 70,柴山雄, 0.4, 70,* -1,  12,10, 65.4,②②③, 2,17,Ｂアグネスハビット, 70,菱田裕, 0.1, 72,   2,   3, 1,  2.8, ⑤⑤
 3,15,Ｃグッドウェｰブ, 54,藤岡康, 0.5, 59,* -7,  -1, 5, 12.7, ②②, 3,11,Ｄアドマイヤキンカク, 73,丸山元, 0.2, 70,   4,  -3, 3,  6.6,⑨⑥⑥, 3, 7,Ｈステｰジジャンプ, 72,森一馬, 0.5, 70,  -2,* 13,14, 94.1,①③②, 3,18,Ｃエｰシンサファイア, 70,藤岡佑, 0.1, 72,  -1,   5, 3,  4.5, ⑥⑦
 4, 5,Ｅタマモテンカラット, 53,中舘英, 0.9, 53,* -9,  -5, 2,  6.6, ③③, 4, 1,Ｅアルトゥバン, 72,黛弘人, 0.2, 69,   3,  -2, 9, 27.5,⑥⑦⑦, 4,16,Ａマジカルツアｰ, 77,松山弘, 0.5, 72,* -1,  12, 1,  2.0,③④④, 4, 3,Ａミッキｰマンデｰ, 71,秋山真, 0.1, 72,  -2,   7, 2,  3.9, ⑦⑥
 5, 2,Ｄエンジェルキック, 54,丸山元, 1.1, 51, -13,  -4, 4, 11.8, ⑥⑦, 5, 3,Ｉヤマニンアルゴシｰ, 71,丸田恭, 0.3, 66,*  5,  -6, 4,  9.6,③③③, 5, 9,Ｃオｰバｰヘッド, 75,菱田裕, 0.9, 68,  -5,* 15,15,142.7,⑧⑩⑨, 5, 9,Ｍカシノワルツ, 61,二本柳, 0.2, 71,   1,   3, 9, 40.1, ④④
 6, 6,Ｈプルメリアアスク, 48,秋山真, 1.1, 51, -11,  -5,13,181.8, ⑤⑤, 6,12,Ｇレッドキングダム, 72,松山弘, 0.3, 68,*  5,  -6, 7, 12.8,⑤④⑤, 6, 6,Ｌウェｰブオｰキッド, 67,荻野琢, 1.0, 68,  -3,  11, 5, 11.0,④⑦⑥, 6, 6,Ｈシュウギン, 65,黛弘人, 0.2, 71,*  8,  -3,10, 43.7, ①①
 7,12,Ｎマコトヴィガラス, 36,中井裕, 1.3, 49, -18,  -1,16,272.5, ⑬⑬, 7, 6,Ｊマイネルコンキスタ, 71,中井裕, 0.4, 68,  -1,*  2,11, 45.5,⑬⑬⑪, 7, 2,Ｆブリスコｰラ, 73,城戸義, 1.0, 67,  -2,   9, 6, 15.0,⑤⑥⑦, 7,14,Ｄリネンヴィヴィッド, 70,西田雄, 0.3, 69,  -5,   7, 5, 14.0, ⑩⑩
 8, 4,Ｐクリノツネチャン, 35,鮫島良, 1.3, 50, -13,  -5, 8, 43.8, ⑧⑧, 8, 4,Ｃアニマトゥｰル, 75,菱田裕, 0.5, 67,   1,  -2, 6, 12.6,⑩⑪⑩, 8, 4,Ｍライズアゲイン, 65,吉田隼, 1.1, 69,  -3,  10,11, 70.1,⑯⑨⑧, 8,12,Ｌラパｰジュ, 62,勝浦正, 0.5, 68,  -8,*  8, 4, 13.2, ⑭⑬
 9,17,Ｆウィステリアカット, 50,太宰啓, 1.3, 48, -17,  -2, 9, 44.8, ⑫⑩, 9, 5,Ｈダノンドリｰム, 71,藤岡佑, 0.5, 66,   1,  -2, 2,  4.0,⑪⑫⑬, 9, 3,Ｅスリｰプレシャス, 74,バルジ, 1.3, 65,  -2,   6, 4, 10.8,⑥⑤⑤, 9,11,Ｉミキノティｰタイム, 65,太宰啓, 0.5, 66,  -7,   7, 7, 19.9, ⑬⑫
10, 9,Ｊミスズモンブラン, 43,菱田裕, 1.5, 46, -19,  -2,10, 68.1, ⑮⑮,10,14,Ｆノアミラクル, 72,西田雄, 0.7, 64,   4,  -9,10, 33.8,⑦⑧⑧,10,15,Ｐセヴェルス, 58,田中健, 1.5, 64,  -3,   7, 9, 61.9,⑨⑧⑩,10, 8,Ｋウタヒメ, 62,吉田隼, 0.7, 64,  -2,  -1,11, 49.5, ⑧⑨
11, 8,Ｑコウユｰユメノホシ, 32,山口勲, 1.7, 44, -22,  -2,14,187.0, ⑯⑰,11, 8,Ｂディアデラバンデラ, 76,吉田隼, 0.8, 62,*  5, -15, 5, 10.7,②②②,11,12,Ｄシルクエルドｰル, 74,丸山元, 1.6, 64,  -7,  11, 2,  4.7,⑬⑯⑬,11,10,Ｏエッフェル, 57,山口勲, 0.9, 61,*  6, -12,17,167.7, ③③
12,13,Ｇデクラレｰション, 48,古川吉, 1.8, 42, -22,  -4, 6, 20.5, ⑰⑯,12, 7,Ｍエクセレントブルｰ, 64,山口勲, 1.3, 58,  -1, -11,14,182.5,⑭⑭⑭,12,13,Ｂメイショウビリｰヴ, 76,川須栄, 1.6, 67,  -4,   9,12, 70.9,⑩⑪⑫,12,15,Ｅカシノラピス, 68,丹内祐, 0.9, 62, -13,*  9,12, 63.7, ⑯⑭
13, 3,Ｒトウカイアイドル, 25,長岡禎, 1.9, 40, -16, -10,15,189.9, ⑩⑪,13,15,Ｏフロｰズンムｰン, 57,柴山雄, 1.4, 56,   3, -19,13,166.2,⑧⑨⑫,13, 8,Ｉハンドインハンド, 72,太宰啓, 1.7, 66,  -7,  10,13, 75.0,⑭⑮⑮,13,16,Ｇグランデクロコ, 66,高倉稜, 1.2, 57,  -3,  -6,15, 85.5, ⑨⑪
