14年 9月13日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 9月13日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  芝1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1800m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,野分特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｃメイショウオオラカ, 50,城戸義,, 60,*  8, -15, 5,  8.7, ①①, 1,18,Ｅラガｰギアチェンジ, 60,岩崎翼,, 69,  12, -12, 4,  6.3, ⑤④, 1, 8,Ｄディｰプサウス, 76,福永祐,, 79,   8,*  7, 3,  5.8, ⑨⑩, 1, 3,Ｃミヤビジャスパｰ, 76,池添謙,, 86,  -2,* 19, 1,  2.1, ⑥⑥
 2,11,Ｆウリボｰ, 46,武豊  , 0.4, 55,*  6, -17, 1,  3.0, ③②, 2, 2,Ｒサイバｰロイド, 40,松山弘, 0.2, 69,   6,* -5,12, 79.7, ⑪⑬, 2, 3,Ｆヴィンテｰジロｰズ, 70,松若風, 0.0, 79,   8,*  5, 7, 15.9, ⑥⑧, 2, 1,Ｂフェｰタルロｰズ, 78,松若風, 0.0, 81,*  5,   4, 4,  9.7, ①①
 3,12,Ｄジョｰアラタ, 47,藤田伸, 0.7, 52,   0,*-12, 4,  8.0, ⑪⑩, 3,15,Ｇリリカルホイッスル, 59,小崎綾, 0.2, 68,   9,* -9, 8, 13.3, ⑨⑩, 3, 7,Ｂカラフルブラッサム, 77,武豊  , 0.2, 78,   5,* 10, 2,  4.5, ⑮⑭, 3, 2,Ａケイティｰプライド, 80,浜中俊, 0.2, 83,  -1,  13, 2,  2.4, ⑤⑤
 4,10,Ｐメイショウゲントク, 25,松山弘, 0.7, 50,  -6,* -3,14,146.1, ⑯⑯, 4, 5,Ａアグネスジェシカ, 72,義英真, 0.7, 62,  10, -18, 2,  4.7, ⑦⑥, 4, 1,Ｅアキノクリンチ, 74,太宰啓, 0.4, 73,* 10,  -5, 6, 13.5, ④③, 4, 5,Ｄタマラマ, 76,松山弘, 0.3, 85,  -4,  16, 5, 14.8, ⑦⑦
 5, 6,Ｎブラヴィッシモ, 30,浜中俊, 0.8, 52,   5, -19, 2,  6.7, ④③, 5, 7,Ｃナイトジャスミン, 62,福永祐, 0.7, 64,   9, -14, 1,  4.7, ⑬⑪, 5,10,Ｇプリンセスアスク, 70,岩崎翼, 0.4, 73,* 13, -11, 4,  7.6, ①①, 5, 7,Ｇロングリバイバル, 71,小牧太, 0.4, 76,   2,   2, 6, 18.8, ③③
 6,13,Ｅシゲルエベッサン, 47,藤岡佑, 1.7, 42,  -4, -15, 8, 13.2, ⑭⑮, 6, 8,Ｍキャロル, 47,菱田裕, 0.9, 60,   5, -12,15,116.9, ⑯⑯, 6,12,Ｃブリュネット, 77,藤岡佑, 0.5, 71,   9,  -5, 5, 11.0, ⑦⑥, 6, 8,Ｈメロｰト, 70,太宰啓, 0.7, 72,*  4,  -3, 7, 63.9, ②②
 7, 1,Ｍデンコウコハク, 31,小林徹, 1.7, 44,   3, -23,11, 54.2, ⑧⑦, 7,14,Ｄビブラビブレ, 61,浜中俊, 1.0, 59,  11, -23, 7, 13.2, ④⑤, 7, 6,Ｋハイキｰトｰン, 66,武幸四, 0.7, 73,   6,   0,12, 45.3, ⑭⑫, 7, 4,Ｅカロッサル, 75,幸英明, 0.8, 72,   2,  -2, 3,  7.3, ④④
 8, 7,Ｉミュトスレディ, 41,川島信, 2.0, 42,  -2, -21, 6, 10.7, ⑬⑪, 8,17,Ｂメイショウエフワン, 64,松若風, 1.0, 58,  11, -24, 5,  7.2, ⑧⑦, 8, 9,Ｈマイネリベルタス, 68,和田竜, 0.7, 73,   7,   0,10, 30.9, ⑪⑬, 8, 6,Ｆホｰマンベルウィン, 73,北村友, 0.9, 77,  -5,  10, 8, 65.3, ⑧⑧
 9,14,Ｌトウケイファルコン, 31,池添謙, 2.2, 39,   4, -30, 3,  7.8, ⑦⑤, 9, 1,Ｑタイキイルソｰレ, 41,ペロヴ, 1.0, 60,   5, -13,13, 84.6, ⑭⑮, 9, 5,Ｏアメｰジングムｰン, 55,鮫島良, 0.8, 71,* 12, -13,13, 73.7, ③②,,,,,,,,,,,,
10,16,Ｋセングウ, 31,川須栄, 2.3, 41,   6, -32,13, 67.2, ⑤④,10, 6,Ｊヤマカツスピｰド, 53,幸英明, 1.1, 58,   8, -20,10, 44.2, ⑮⑫,10,11,Ａレッドジゼル, 78,四位洋, 0.9, 68,   9,  -9, 1,  3.1, ⑩⑨,,,,,,,,,,,,
11, 4,Ｂメザニン, 52,幸英明, 2.6, 37,   0, -28, 7, 12.5, ⑩⑫,11, 3,Ｌハッピｰウィンド, 50,国分優, 1.2, 57,   9, -24,18,176.5, ⑥⑨,11, 4,Ｊソロデビュｰ, 66,城戸義, 1.3, 63,* 10, -20,14,213.4, ⑤④,,,,,,,,,,,,
12, 5,Ｈヒデノプラチナ, 44,義英真, 2.6, 36,   1, -29,12, 63.3, ⑨⑨,12, 4,Ｉオｰミバンビｰナ, 58,武豊  , 1.2, 56,   6, -19, 6, 12.8, ⑫⑭,12, 2,Ｎヴァイセフラウ, 56,小崎綾, 1.9, 57,   9, -26, 9, 29.5, ②⑤,,,,,,,,,,,,
13, 9,Ｊウォｰタｰアイリス, 36,武幸四, 2.9, 36,   3, -34,15,157.5, ⑥⑧,13,12,Ｆサンバレッスン, 60,太宰啓, 1.3, 53,* 16, -37, 9, 38.2, ①①,13,13,Ｉスペランツァデｰア, 68,ペロヴ, 2.0, 57,   8, -22,11, 35.0, ⑬⑪,,,,,,,,,,,,
14, 8,Ｇニホンピロラプタｰ, 45,松若風, 3.0, 33,  -4, -27,10, 32.0, ⑮⑭,14,11,Ｐバトルスパｰト, 44,鮫島良, 1.4, 55,  12, -33,14, 87.8, ③③,14,14,Ｌベストセラｰアスク, 60,浜中俊, 2.4, 53,   9, -33, 8, 22.3, ⑧⑦,,,,,,,,,,,,
15, 3,Ａテイエムセキハン, 52,畑端省, 3.3, 32,   6, -41, 9, 15.6, ②⑥,15,10,Ｏラストアタック, 46,北村友, 1.8, 51,   2, -20,11, 46.7, ⑰⑰,15,15,Ｍカネトシキフジン, 58,川島信, 2.6, 54,   6, -26,15,289.8, ⑫⑮,,,,,,,,,,,,
16,15,Ｏタレントナチュラル, 26,菱田裕, 3.5, 30,  -3, -33,16,166.4, ⑫⑬,16,13,Ｋメイショウタイリン, 52,武幸四, 2.3, 45,* 15, -49,17,151.7, ②②,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,17, 9,Ｎサトノパテック, 46,岡田祥, 2.6, 41,  10, -46,16,121.7, ⑩⑧,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:+6 ﾚｰｽｱｶﾞﾘ指数:-18 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:63 ﾚｰｽﾍﾟｰｽ指数:+8 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-4),,,,,,,,,,,
単勝:870円 複勝:02=210円 11=150円 12=160円 枠連:890円,,,,,,,,,,,,"単勝:630円 複勝:18=250円 02=1,940円 15=430円 枠連:4,440円",,,,,,,,,,,,"単勝:580円 複勝:08=160円 03=380円 07=180円 枠連:2,420円",,,,,,,,,,,,単勝:210円 複勝:03=110円 01=150円 02=110円 枠連:0円,,,,,,,,,,,
"馬連:1,680円 ワイド:02-11=680円 02-12=780円 11-12=490円",,,,,,,,,,,,"馬連:27,150円 ワイド:02-18=7,580円 15-18=1,680円 02-15=14,110円",,,,,,,,,,,,"馬連:3,780円 ワイド:03-08=1,200円 07-08=540円 03-07=1,320円",,,,,,,,,,,,"馬連:1,030円 ワイド:01-03=310円 02-03=140円 01-02=290円",,,,,,,,,,,
