14年 5月17日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 5月17日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  ダ1400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1600m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,立川特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａリンガスアリュｰル, 66,田中勝,, 62,  -5,*  5, 1,  2.6, ⑪⑩, 1,16,Ｂニナフェアリｰ, 64,川田将,, 67,*  2,  -4, 5,  9.6, ②②, 1, 5,Ａシンキングマシｰン, 74,大野拓,, 78,  -1,* 19, 1,  1.7, ⑯⑭, 1,11,Ｄリグヴェｰダ, 78,川田将,, 81,  -3,* 12, 1,  3.1, ④⑤
 2,14,Ｃノｰスファイヤｰ, 62,ウィリ, 0.1, 61,  -4,*  1, 3,  5.0, ⑥⑥, 2, 6,Ｊヤマニンマルキｰザ, 51,蛯名正, 0.0, 68,  -5,*  6,11, 75.3, ⑨⑧, 2,14,Ｅシゲルアボカド, 70,丸田恭, 1.0, 69,  -2,* 12,13,122.4, ⑭⑮, 2, 3,Ｆフジマサエンペラｰ, 74,内田博, 0.0, 80,  -3,  10, 2,  4.6, ⑩③
 3, 6,Ｂラズライトブルｰ, 63,戸崎圭, 0.4, 59,  -3,*  0, 5, 10.5, ⑧⑦, 3, 2,Ｅアンリキャトル, 58,北村宏, 0.1, 67,  -4,   3, 3,  4.7, ⑦⑦, 3,10,Ｏノボサイボｰグ, 61,柴田大, 1.0, 72,  -4,* 15, 9, 83.2, ⑮⑯, 3, 8,Ｇサイモンラムセス, 74,ウィリ, 0.1, 78,* -1,   8, 6,  8.3, ②②
 4,11,Ｄサウザンドオｰクス, 60,江田照, 0.4, 59,* -1,  -4, 4,  9.6, ①①, 4, 8,Ｄブラウンカイ, 60,中舘英, 0.2, 64,*  2,  -8, 9, 29.7, ①①, 4, 8,Ｈクレバｰカイオウ, 68,吉田豊, 1.1, 69,   1,   7, 6, 20.3, ⑪⑪, 4, 2,Ｂタツストロング, 80,丸田恭, 0.3, 75,  -6,* 11, 3,  5.0, ⑪⑨
 5,15,Ｅホｰルドミｰタイト, 60,内田博, 0.8, 56,  -3,  -6, 2,  3.7, ③⑤, 5,10,Ｃメタフィジクス, 63,戸崎圭, 0.3, 64,  -7,   4, 2,  4.3, ⑪⑪, 5,15,Ｇパトロクロス, 68,内田博, 1.3, 68,   5,   1, 3,  7.3, ⑦⑥, 5, 6,Ｃワンダｰロｰド, 78,吉田豊, 0.3, 76,* -1,   4, 4,  6.8, ①①
 6, 3,Ｈロｰズオヌットゥ, 55,丸田恭, 1.1, 55,  -4,  -2,14,185.7, ⑩⑪, 6,11,Ａブラックエミオ, 65,横山典, 0.3, 63,  -5,   2, 6, 10.3, ⑩⑨, 6, 2,Ｄセトノブロッサム, 71,戸崎圭, 1.5, 65,   4,   0, 4, 10.2, ⑥⑧, 6, 4,Ｌマンボネフュｰ, 69,蛯名正, 0.4, 75,  -3,   6, 5,  6.9, ③④
 7, 4,Ｉドナアヴィｰド, 54,石橋脩, 1.5, 50,  -3, -11, 6, 15.3, ④③, 7, 7,Ｆアプレイザル, 54,ウィリ, 0.4, 62,  -2,  -5, 4,  9.2, ⑥⑥, 7, 6,Ｍアビスコ, 63,田中勝, 1.6, 65,  -1,   5,12,113.2, ⑫⑬, 7, 1,Ｉコスモトゥルｰラヴ, 71,柴田大, 0.6, 74,  -6,   7, 7, 18.0, ⑦⑧
 8, 7,Ｇマイカイ, 57,柴田大, 1.5, 53,  -5,  -7, 8, 35.7, ⑫⑫, 8, 5,Ｍコスモラヴコｰル, 45,柴田大, 0.7, 60,   0, -10,15,149.3, ④④, 8,13,Ｆショウナンアポロン, 69,井上敏, 1.7, 63,   4,  -3,16,198.2, ⑤⑤, 8,10,Ｋプロスペラスマム, 70,井上敏, 0.8, 68,  -5,   1,11,301.0, ⑤⑦
