14年11月29日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年11月29日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-10,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝2000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｵﾘｴﾝﾀﾙ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,10,Ｂソワンドタイガｰ, 59,松岡正,, 51,*-12,* -1, 6, 11.9, ②②, 1, 7, トキノフウジン,,西谷誠,,,,, 1,  2.9,⑤③②, 1,15,Ｃロングシャドウ, 77,戸崎圭,, 71,  -3,   0, 7, 15.3,⑪⑩⑦, 1, 2,Ｇマイネオｰラム, 74,柴田大,, 82,  12,* -2, 6, 18.1,⑥⑤⑤
 2, 8,Ｄピックアンドポップ, 51,北村宏, 0.0, 52,*-13,*  0, 1,  3.3, ③③, 2, 3, ミヤビリファイン,,山本康,204.3,,,, 3,  5.3,①①①, 2, 2,Ｄキネオダンサｰ, 77,杉原誠, 0.0, 76,  -4,*  5, 6, 15.1,⑧⑪⑪, 2, 4,Ｋコスモチョコレイ, 71,津村明, 0.0, 80,  12,  -4,11, 77.9,③④④
 3, 1,Ａコンドルヒデオ, 59,ムｰア, 0.0, 51,*-12,* -1, 2,  4.5, ①①, 3, 2, ニシノファブレッド,,原田和,205.4,,,, 8, 25.3,⑦⑤⑤, 3,16,Ａトレジャｰマップ, 80,ムｰア, 0.1, 69,* -1,  -3, 2,  4.4,⑦⑥⑥, 3,12,Ｉロジメジャｰ, 73,松岡正, 0.2, 79,* 13, -10, 9, 31.8,④③③
 4,14,Ｃゼトス, 57,横山典, 0.6, 46, -15,  -2, 3,  5.1, ⑦⑧, 4, 4, マイネルグｰト,,五十嵐,206.4,,,, 7, 22.3,③④④, 4,13,Ｂイレプレイスブル, 78,横山和, 0.2, 71,  -4,*  3, 4,  5.8,⑬⑬⑬, 4,11,Ａキミノナハセンタｰ, 79,北村宏, 0.2, 80,  10,* -2, 1,  1.8,⑩⑨⑧
 5, 5,Ｅドリｰムメモリｰ, 50,田辺裕, 0.6, 47, -13,  -4, 8, 18.4, ④④, 5, 8, バルダメンテ,,高野和,206.8,,,, 5, 11.1,⑧⑧⑦, 5, 5,Ｊホワイトマニキュア, 68,木幡初, 0.2, 70,  -4,   0,13, 46.8,⑨⑧⑨, 5, 5,Ｃカムフィｰ, 76,戸崎圭, 0.3, 79,   9,*  0, 2,  5.7,⑨⑩⑩
 6, 9,Ｋルｰシｰイズマイン, 38,武士沢, 0.7, 45, -14,  -5,13,128.7, ⑥⑤, 6, 9, マグナムボｰイ,,草野太,208.8,,,,10, 52.1,②②③, 6, 8,Ｍバスティｰド, 66,ブノワ, 0.3, 66,*  0,  -9, 9, 23.3,②②②, 6,10,Ｌヘルデンテノｰル, 71,吉田豊, 1.3, 71,   8, -10, 7, 20.1,⑫⑫⑪
 7,15,Ｇトｰセンメリッサ, 47,戸崎圭, 0.8, 44, -14,  -6, 4, 10.1, ⑤⑦, 7,10, グリｰティングワン,,難波剛,209.3,,,,12, 70.2,⑪⑩⑨, 7, 9,Ｈロッカバラｰド, 69,コント, 0.4, 65,*  0, -11,10, 26.1,④③③, 7, 6,Ｆディアデルレイ, 75,後藤浩, 1.6, 64,  10, -23, 4,  8.5,⑧⑦⑦
 8,16,Ｌダンガンコゾウ, 38,後藤浩, 1.1, 42, -14,  -7,11, 32.8, ⑨⑨, 8, 1, ラノララク,,小野寺,210.7,,,, 9, 37.8,④⑨⑪, 8,11,Ｆウインインスパイア, 73,岩田康, 0.5, 69,  -4,  -1, 1,  4.0,⑫⑫⑫, 8, 1,Ｂキュリオスティｰ, 77,岩田康, 1.8, 65,   8, -17, 3,  8.1,⑪⑪⑫
 9,13,Ｐメイショウキシドウ,-30,ブノワ, 1.8, 39, -24,  -2, 5, 11.7, ⑯⑮, 9, 6, ウインボナンザ,,熊沢重,211.2,,,, 2,  3.3,⑨⑪⑩, 9, 3,Ｅヴァルコイネン, 74,田辺裕, 0.5, 69,  -5,   0, 3,  5.5,⑭⑭⑭, 9, 7,Ｅイイデフュｰチャｰ, 75,蛯名正, 1.8, 65,* 15, -36, 5, 17.4,①①①
10, 7,Ｆマジックボｰイ, 49,岩田康, 1.9, 36, -17, -12, 7, 12.9, ⑪⑪,10,12, ディｰプフォンテン,,浜野谷,213.4,,,, 4,  8.6,⑫⑫⑫,10, 6,Ｇセンショウゴｰルド, 71,吉田豊, 0.6, 67,  -2,  -8, 5, 13.8,③④④,10, 9,Ｄヨッヘイ, 76,柴山雄, 1.9, 63,  12, -29, 8, 21.9,⑤⑥⑥
11,11,Ｍエスティノｰヴァ, 29,菅原隆, 2.1, 35, -14, -17,16,207.6, ⑧⑥,11,13, ケンブリッジベスト,,佐久間,214.2,,,,13,121.6,⑩⑦⑧,11,10,Ｐディｰルフロｰ, 58,パｰト, 0.6, 65,  -2,  -9, 8, 18.9,⑥⑤⑤,11, 3,Ｈモンプレジｰル, 73,江田照, 2.0, 63,   9, -24,12,157.9,⑦⑧⑨
12, 2,Ｊシンザンユウコク, 42,井上敏, 2.1, 35, -17, -13,12,126.7, ⑩⑩,,,,,,,,,,,,,12, 4,Ｉシンボリネルソン, 69,津村明, 0.7, 65,  -4,  -7,14, 85.9,⑤⑦⑧,12, 8,Ｊナスノアオバ, 72,ブノワ, 2.5, 58,* 14, -46,10, 41.4,②②②
13,12,Ｈスティｰルブルグ, 46,西田雄, 2.3, 34, -20, -12, 9, 25.2, ⑫⑭,,,,,,,,,,,,,13,12,Ｎファイネストアワｰ, 65,蛯名正, 0.8, 64,  -3, -10,11, 36.1,⑩⑨⑩,,,,,,,,,,,,
14, 6,Ｏトゥルｰスナイト,  9,田中勝, 3.1, 27, -20, -19,15,155.8, ⑬⑬,,,,,,,,,,,,,14, 7,Ｌネルトスグアサ, 68,武士沢, 0.9, 69,  -6,  -1,15,138.5,⑮⑮⑮,,,,,,,,,,,,
15, 4,Ｎセイユウムサシ, 12,伊藤工, 3.4, 24, -26, -12,14,139.8, ⑮⑯,,,,,,,,,,,,,15, 1,Ｋラフェットデメｰル, 68,福永祐, 1.3, 54,*  0, -25,12, 43.1,①①①,,,,,,,,,,,,
16, 3,Ｉキョウエイボサツ, 46,原田和, 3.8, 21, -17, -28,10, 28.0, ⑭⑫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-16 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:重(指数:-6),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:稍重(指数:7),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:稍重(指数:7),,,,,,,,,,,
"単勝:1,190円 複勝:10=280円 08=150円 01=160円 枠連:1,550円",,,,,,,,,,,,単勝:290円 複勝:07=160円 03=180円 02=370円 枠連:500円,,,,,,,,,,,,"単勝:1,530円 複勝:15=470円 02=340円 16=210円 枠連:1,610円",,,,,,,,,,,,"単勝:1,810円 複勝:02=770円 04=2,970円 12=1,300円 枠連:21,260円",,,,,,,,,,,
"馬連:2,140円 ワイド:08-10=750円 01-10=790円 01-08=380円",,,,,,,,,,,,"馬連:1,000円 ワイド:03-07=450円 02-07=1,250円 02-03=1,240円",,,,,,,,,,,,"馬連:10,410円 ワイド:02-15=3,080円 15-16=1,190円 02-16=1,400円",,,,,,,,,,,,"馬連:42,580円 ワイド:02-04=8,770円 02-12=3,560円 04-12=12,410円",,,,,,,,,,,
"馬単:5,380円 3連複:2,990円 3連単:26,050円",,,,,,,,,,,,"馬単:1,640円 3連複:5,440円 3連単:18,610円",,,,,,,,,,,,"馬単:19,400円 3連複:14,070円 3連単:125,090円",,,,,,,,,,,,"馬単:82,150円 3連複:218,920円 3連単:1,341,120円",,,,,,,,,,,
■ 2R  芝1600m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 5R  ダ1600m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■11R  芝1400m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,,,,,,,,,,,,,2014ﾌｧﾝﾀｽﾃｨｯｸ ｼﾞｮｯｷｰｽﾞ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｄコスモキｰマン, 54,柴田大,, 64,*  1,   4, 6, 10.3, ①①, 1, 7, スモｰクフリｰ,---,岩田康,, 61,* -9,*  8, 1,  1.5, ③③, 1, 3,Ｃトウカイビジョン, 75,浜中俊,, 78,   2,* 14, 2,  4.1, ④④, 1, 5,Ｅフレイムヘイロｰ, 80,田辺裕,, 84,* 12,   1,10, 27.7, ③③
 2,15,Ｒワラッチャオ, 29,北村宏, 0.2, 62,  -6,* 11, 8, 17.0, ⑨⑨, 2,16, ソルプレｰサ,---,田辺裕, 0.2, 60,  -9,*  7, 2,  6.5, ⑦⑥, 2,15,Ａエｰシンサファイア, 76,岩田康, 0.2, 75,*  3,  10, 1,  2.9, ②②, 2,13,Ａマカハ, 83,浜中俊, 0.0, 83,  10,*  5, 2,  4.6, ⑫⑧
 3, 6,Ｃカスクストレングス, 55,蛯名正, 0.5, 59,  -5,   5, 4,  6.7, ⑧⑥, 3,14, ギンガメテオｰル,---,ブノワ, 0.2, 59,* -8,   6, 6, 20.7, ②②, 3,16,Ｂメガオパｰルカフェ, 76,田中勝, 0.4, 74,   2,  10, 4,  6.9, ⑨⑦, 3, 6,Ｇピｰクトラム, 79,デフリ, 0.1, 82,  11,   2, 1,  3.8, ⑦⑥
 4, 1,Ｂノワｰルギャルソン, 56,浜中俊, 0.7, 55,* -1,  -2, 2,  5.8, ③③, 4, 9, ミステリウム,---,パｰト, 0.2, 61, -11,* 10, 3,  6.8, ⑨⑨, 4, 4,Ｇザンブロｰネ, 70,ムｰア, 0.6, 72,   2,   8, 5,  7.8, ③③, 4, 3,Ｃエアジェルブロワ, 82,スマレ, 0.3, 79,  11,  -2, 5,  9.5, ④④
 5,18,Ｅシｰドパｰル, 54,田辺裕, 0.7, 58, -10,* 11, 1,  4.0, ⑭⑬, 5, 3, トｰセンスパンキｰ,---,小野寺, 1.4, 52, -13,   3,10, 52.5, ⑬⑪, 5,10,Ｉディアポジション, 62,戸崎圭, 0.8, 71,   1,   9, 8, 26.7, ⑧⑨, 5, 1,Ｎキョウエイバサラ, 72,ヒュｰ, 0.3, 80,* 14,  -7,15, 71.3, ①①
 6,16,Ｆクインズミラｰグロ, 53,戸崎圭, 0.7, 57,  -7,*  8, 3,  6.0, ⑫⑫, 6, 1, パヴォｰネ,---,後藤浩, 1.5, 48,  -9,  -4, 5, 18.8, ⑤⑤, 6,12,Ｄポンデザムｰル, 74,ブノワ, 0.8, 72,  -1,  12, 6,  9.0, ⑭⑬, 6, 9,Ｋプリンセスジャック, 76,スミヨ, 0.3, 78,   8,   2, 7, 19.0, ⑩⑨
 7,13,Ｇリｰディングライツ, 49,三浦皇, 1.0, 53,  -6,   1, 5,  6.8, ⑪⑪, 7, 2, ハニｰファンタジｰ,---,石川裕, 1.9, 47,  -9,  -8,16,185.5, ④④, 7,14,Ｌデルマカマイタチ, 61,井上敏, 0.9, 72,  -2,* 13,13,170.2, ⑮⑭, 7,14,Ｄプランスデトワｰル, 81,マクド, 0.4, 77,   6,*  5, 8, 19.4, ⑬⑭
 8, 7,Ｈサトノコスミック, 45,岩田康, 1.2, 52, -13,*  9, 7, 11.2, ⑯⑰, 8, 5, メイショウアルパ,---,蛯名正, 1.9, 47,* -8,  -9, 4, 17.2, ①①, 8,11,Ｈホクレアポパイ, 70,木幡初, 0.9, 73,  -2,* 14, 9, 49.4, ⑯⑯, 8, 7,Ｊダロｰネガ, 78,福永祐, 0.4, 77,   7,*  3, 6, 13.9, ⑪⑬
 9, 5,Ｑスリルオブジョイ, 29,長岡禎, 1.2, 49,  -4,  -7,11, 62.7, ④⑤, 9,15, ヴィクトリｰアスカ,---,赤岡修, 2.0, 47, -12,  -3,11, 87.9, ⑫⑫, 9, 5,Ｋジェイケイニュｰス, 61,マクド, 1.0, 70,   1,   8,10, 56.1, ⑦⑧, 9,10,Ｂロノ, 82,ムｰア, 0.4, 76,   6,*  5, 3,  6.3, ⑭⑮
10, 2,Ｎリネンパタｰ, 34,伴啓太, 1.4, 48, -10,   2,16,237.7, ⑬⑭,10, 4, コスモノビリス,---,柴田大, 2.4, 45, -11,  -8, 8, 42.2, ⑧⑩,10, 1,Ｊレイアロハ, 62,江田照, 1.2, 68,  -1,   8, 7, 26.5, ⑩⑪,10, 8,Ｉハングリｰジャック, 78,パｰト, 0.6, 76,  11,  -4, 4,  7.6, ⑤⑦
11, 3,Ａアウトリｰチ, 59,大庭和, 1.5, 45,*  0, -17, 9, 24.7, ②②,11,13, ロイヤルアスカ,---,北村宏, 2.7, 42,  -9, -13,12, 99.8, ⑩⑦,11, 2,Ｆトップアドバンス, 71,横山和, 1.2, 70,  -3,  11,11,145.1, ⑬⑮,11,11,Ｍメイショウヒデタダ, 74,岩田康, 0.6, 76,   9,  -2,14, 50.6, ⑨⑩
12, 4,Ｊテイエムスサノオｰ, 45,丸山元, 1.5, 46,  -7,  -5,17,247.1, ⑩⑩,12,12, ナムラレジェンド,---,長岡禎, 3.5, 39, -18,  -7,15,129.1, ⑯⑯,12, 7,Ｅサウンドメモリｰ, 72,蛯名正, 2.2, 61,   0,  -2, 3,  6.8, ⑫⑩,12, 2,Ｆオビｰディエント, 79,コント, 0.6, 75,   7,   0,12, 32.7, ⑧⑫
13,10,Ｌタケデンタップ, 41,井上敏, 1.6, 46, -11,   1,10, 37.9, ⑮⑮,13,10, タニオブキャップ,---,江田照, 3.7, 34, -15, -14,13,105.0, ⑮⑬,13, 8,Ｍカンタベリｰマｰチ, 59,丸山元, 2.4, 59,   2,  -7,14,209.3, ⑥⑥,13,12,Ｌトゥザサミット, 74,赤岡修, 0.9, 72,   8,  -6,13, 47.4, ⑮⑪
14,17,Ｐシャンディキｰル, 30,木幡初, 1.8, 44, -15,   2,15,210.9, ⑰⑱,14, 8, アポロメイン,---,西田雄, 3.8, 34, -10, -23,14,109.3, ⑥⑧,14, 9,Ｏパワｰショット, 52,原田和, 2.8, 55,*  4, -14,16,299.6, ①①,14,15,Ｈアｰルデュラン, 78,蛯名正, 1.1, 69,   3,   0,11, 30.8, ⑯⑯
15, 8,Ｋコスモエルドｰル, 42,黛弘人, 1.8, 43,  -5, -12,13, 95.2, ⑥⑧,15, 6, ポッドカイザｰ,---,丸田恭, 3.8, 32, -16, -13, 9, 51.2, ⑪⑭,15, 6,Ｎユキノビリｰブ, 56,丹内祐, 3.2, 53,   3, -15,12,158.9, ⑤⑤,15, 4,Ｐクインズハリジャン, 54,戸崎圭, 1.3, 68,* 13, -18, 9, 20.3, ②②
16, 9,Ｉギンザジャンヌ, 45,杉原誠, 1.9, 42,  -5, -15,12, 83.3, ⑦⑦,16,11, バトナｰジュ,---,田中勝, 5.8, 20, -17, -28, 7, 34.3, ⑭⑮,16,13,Ｐマルタｰズポラリス, 47,草野太, 3.2, 53,  -1, -10,15,268.0, ⑪⑫,16,16,Ｏロマンス, 61,北村宏, 2.6, 53,  11, -32,16,175.5, ⑥⑤
17,12,Ｍハニｰズダンス, 36,丹内祐, 2.2, 38,* -2, -25,18,247.8, ⑤④,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,11,Ｏユノ, 32,二本柳, 2.3, 43, -11,  -7,14,186.0, ⑱⑯,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
