14年 2月22日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 2月22日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  ダ2400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝2000m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,あすなろ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｄカシノスティｰヴ, 57,西田雄,, 63,  -1,*  2, 5, 11.6, ⑤⑤, 1,10,Ｋウルパラクア, 52,松田大,, 64,*  2,  -6, 8, 34.6,⑬①①, 1, 1,Ｆメイショウシャイン, 69,松田大,, 70,   8,*  5, 4,  7.4,⑤④③, 1, 1,Ｂアドマイヤデウス, 76,丸山元,, 78,   3,* 12, 1,  2.8,④④③
 2,11,Ａサウスセレクト, 65,バルジ, 0.2, 61,   5,  -4, 1,  1.9, ④④, 2, 1,Ｃオｰスミフブキ, 58,吉田隼, 0.3, 63,  -6,*  7, 2,  4.5,⑨⑮⑫, 2, 5,Ａオンワｰドナルシス, 77,岩崎翼, 0.0, 69,   7,*  5, 3,  7.0,③⑤④, 2, 4,Ａシャンパｰニュ, 76,バルジ, 0.3, 72,*  4,   4, 3,  4.1,②②②
 3,14,Ｉサウンドグランデ, 44,川須栄, 0.4, 61,*  8,  -7, 8, 57.7, ②②, 3,17,Ｂグロリアスカフェ, 61,藤田伸, 0.3, 61,*  0,  -8, 1,  1.9,⑤④②, 3, 4,Ｄハワイアンソルト, 73,藤岡康, 0.2, 70,   7,*  6, 2,  5.2,⑦⑧⑧, 3, 7,Ｃオｰルステイ, 69,中谷雄, 0.6, 69,*  5,  -2, 4,  8.4,①①①
 4, 4,Ｂスマｰトエビデンス, 65,森一馬, 0.5, 58,*  8,  -9, 2,  4.2, ①①, 4,16,Ｌスズカヴァンガｰド, 52,西田雄, 0.4, 64,  -9,* 11,10, 71.6,⑯⑰⑭, 4,13,Ｅゴｰイングベル, 72,森一馬, 0.2, 68,   7,   3, 5,  8.0,④⑥⑥, 4, 8,Ｄゲットアテｰプ, 67,勝浦正, 0.6, 74,   0,* 11, 2,  2.9,⑧⑧⑧
 5, 3,Ｆアワｰズヒロイン, 51,長岡禎, 0.5, 57,  -3,* -2, 6, 36.2, ⑥⑥, 5, 8,Ｇマイネルオプタ, 55,丹内祐, 0.6, 57,*  0, -12, 6, 20.5,⑰⑥⑤, 5, 7,Ｂアドマイヤイナズマ, 76,丸山元, 0.3, 67,*  9,  -2, 1,  3.1,①①①, 5, 2,Ｇウェｰブゴｰルド, 62,菱田裕, 1.6, 61,   1,  -6, 5, 10.5,⑤⑤④
 6, 8,Ｃディアデュｰルマン, 59,勝浦正, 0.7, 55,   3,  -7, 3,  5.0, ③③, 6,14,Ｊニシノチャステティ, 53,バルジ, 0.6, 58,*  0, -10, 7, 21.3,⑦⑤④, 6, 2,Ｃガッテンキャンパス, 76,杉原誠, 0.5, 67,*  9,  -1, 7, 11.3,⑩③⑤, 6, 9,Ｅロングリバイバル, 67,吉田隼, 1.6, 59,*  4, -12, 7, 50.9,③③⑤
 7, 6,Ｅディアキンカク, 56,菱田裕, 1.0, 51,  -7,  -4, 4, 10.2, ⑦⑦, 7, 3,Ｉゴｰルドシェンロン, 53,川須栄, 0.8, 58,  -4,  -5, 5, 12.3,⑧⑩⑪, 7,11,Ｈヤマカツポセイドン, 67,菱田裕, 0.9, 64,   6,   2,10, 50.2,⑧⑩⑫, 7, 5,Ｆハッピｰメモリｰズ, 66,北村友, 1.9, 59,   1, -10, 8, 58.7,⑥⑥⑥
 8, 1,Ｈエストデスティネ, 45,黛弘人, 1.4, 47, -11,  -4,10, 96.1, ⑧⑧, 8, 9,Ａマサノジュエリｰ, 74,菱田裕, 1.0, 53,*  0, -18, 4,  9.7,①②③, 8, 3,Ｋワンダｰバライル, 64,伴啓太, 1.0, 64,   6,   2,14,348.2,⑬⑫⑩, 8, 3,Ｉキタサンキンボシ, 49,荻野琢, 2.1, 55,   0, -12, 6, 22.1,⑦⑦⑦
