14年 7月12日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 7月12日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝2750m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 4R  芝3350m 3歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,,,,,,■ 7R  ダ1150m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝2000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
 9,10, サンマルボス,,五十嵐,184.9,,,, 1,  3.4,⑨⑧⑨, 9, 1, トップミノル,,熊沢重,224.5,,,, 2,  4.4,⑧⑤⑧, 9, 9,Ｉナイルエクスプレス, 55,木幡初, 1.3, 51,   2, -10, 7, 37.3, ⑦⑧,,,,,,,,,,,,
10,11, ルｰベル,,森一馬,185.5,,,,11, 44.2,⑩⑫⑫,10, 4, コブラボｰル,,金子光,226.7,,,,12,105.3,⑬⑫⑫,10,11,Ｍメジャｰホｰプ, 50,西田雄, 1.3, 49,  -9,   0,13,107.2, ⑬⑫,,,,,,,,,,,,
11, 5, カワキタバルク,,小野寺,186.2,,,,14,180.3,⑬⑨⑩,11,10, パリスブルｰ,,山本康,227.0,,,,13,106.9,⑦⑩⑪,11, 4,Ｐクリスタルキｰ, 40,原田和, 1.5, 46, -13,   2,16,391.4, ⑯⑮,,,,,,,,,,,,
12, 8, モンモン,,横山義,187.0,,,, 7, 16.9,⑧⑪⑪,12, 9, メイショウゾウセン,,小野寺,228.6,,,,11, 44.5,①⑥⑩,12,15,Ｊサクラナモラｰダ, 53,伴啓太, 1.6, 51,*  8, -17, 9, 41.3, ①①,,,,,,,,,,,,
13, 6, ヴェイロン,,林満明,188.8,,,, 6, 13.8,⑭⑬⑬,13,13, スカイアクセス,,蓑島靖,231.3,,,, 8, 33.7,⑩⑬⑬,13, 5,Ｈジャｰサンプラｰン, 56,吉田豊, 1.6, 46, -10,   0,15,169.6, ⑭⑭,,,,,,,,,,,,
14, 4, ラブリｰスタｰ,,山本康,192.6,,,, 9, 35.7,⑫⑭⑭,,,,,,,,,,,,,14,13,Ｇリワｰドタｰン, 59,田中勝, 1.6, 46, -12,   0,10, 42.1, ⑮⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,15, 2,Ｌラブシュｰペ, 51,嘉藤貴, 1.8, 47,   3, -14,14,163.6, ⑥⑦,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16, 3,Ｎアミフジテンショウ, 47,江田照, 3.4, 30,  -9, -19,11, 57.4, ⑫⑬,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-1),,,,,,,,,,,
"単勝:610円 複勝:03=210円 13=150円 09=190円 枠連:1,330円",,,,,,,,,,,,"単勝:1,080円 複勝:03=340円 05=230円 02=690円 枠連:3,290円",,,,,,,,,,,,単勝:360円 複勝:14=150円 06=170円 01=200円 枠連:780円,,,,,,,,,,,,単勝:160円 複勝:04=110円 05=180円 01=110円 枠連:0円,,,,,,,,,,,
"馬連:1,510円 ワイド:03-13=520円 03-09=630円 09-13=380円",,,,,,,,,,,,"馬連:3,300円 ワイド:03-05=1,230円 02-03=3,110円 02-05=3,360円",,,,,,,,,,,,馬連:930円 ワイド:06-14=400円 01-14=500円 01-06=470円,,,,,,,,,,,,"馬連:1,070円 ワイド:04-05=280円 01-04=140円 01-05=360円",,,,,,,,,,,
"馬単:3,510円 3連複:2,350円 3連単:15,260円",,,,,,,,,,,,"馬単:5,860円 3連複:28,920円 3連単:176,510円",,,,,,,,,,,,"馬単:1,750円 3連複:1,990円 3連単:8,680円",,,,,,,,,,,,"馬単:1,300円 3連複:590円 3連単:3,040円",,,,,,,,,,,
■ 2R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 5R  ダ1150m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝2000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■11R  芝1800m 3歳上1600万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ福島,,,,,,,,,,,,,,,,,,,,,,,,天の川ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ａイデアオブクィｰン, 66,蛯名正,, 63,  -6,* 13, 1,  1.9,③④④, 1,11, ブラックレッグ,---,田辺裕,, 53,  -8,*  0, 4,  8.6, ⑤⑤, 1,10,Ａダイワリベラル, 79,北村宏,, 81,  -5,* 23, 1,  1.6,④④③, 1, 3,Ｆフィロパトｰル, 78,石橋脩,, 84,   8,  10, 3,  5.0,④④③
 2, 7,Ｉドナアヴィｰド, 54,北村宏, 0.2, 60,* -6,   8, 5, 12.8,②②②, 2, 5, オｰロラッシュ,---,吉田豊, 0.0, 55,* -5,  -2, 5, 13.7, ②②, 2, 4,Ｃナイフリッジ, 69,横山典, 0.2, 79,  -6,* 23, 3, 10.4,⑧⑦⑦, 2, 4,Ｇケイアイチョウサン, 77,戸崎圭, 0.2, 88,   1,* 23, 1,  4.3,⑪⑫⑫
 3, 3,Ｅリｰスリング, 57,戸崎圭, 0.2, 61,  -9,* 13, 6, 17.0,⑤⑧⑤, 3, 9, アルマエルモ,---,田中勝, 0.0, 56,* -7,   0, 6, 15.4, ③③, 3, 2,Ｇアンブリッジロｰズ, 65,エスポ, 0.2, 79,  -4,  19, 2,  6.9,⑤⑤⑤, 3, 9,Ｃチェリｰヒロイン, 80,横山典, 0.2, 84,   4,  16, 2,  4.5,⑤⑥⑥
 4,12,Ｂニシノサヤ, 63,田辺裕, 0.6, 55,* -6,   5, 2,  4.0,⑩③③, 4, 6, カイマノア,---,北村宏, 0.3, 52,  -8,  -3, 2,  4.3, ④④, 4,13,Ｈベルゲンクライ, 64,吉田豊, 0.4, 82,  -9,* 24, 7, 24.8,⑪⑪⑧, 4,10,Ｉミヤコマンハッタン, 76,柴田大, 0.3, 79,*  9,   3, 5, 13.4,②②②
 5, 4,Ｃメイプルチャンス, 62,吉田豊, 0.6, 57,  -9,  10, 4, 11.2,⑪⑨⑦, 5,13, レｰスノワエ,---,横山典, 0.8, 46, -17,*  0, 9, 27.1, ⑦⑦, 5, 9,Ｌサルジェンツチェリ, 62,五十嵐, 0.5, 77,  -7,  20,13,197.3,⑦⑩⑨, 5, 2,Ｋアップルジャック, 73,西田雄, 0.3, 82,   3,  14, 6, 14.2,⑥⑤⑤
 6, 1,Ｄミライヘノマイ, 59,平野優, 0.7, 58, -11,* 12, 8, 20.5,⑨⑩⑧, 6,10, ショウナンダイナモ,---,柴田善, 1.4, 40, -19,  -4,11, 54.1, ⑪⑪, 6,14,Ｄルネッタアスｰル, 69,木幡初, 0.6, 70,* -4,   9, 8, 32.9,①①①, 6, 6,Ｈダイワズｰム, 77,柴田善, 0.4, 83,   2,  15, 9, 18.7,⑧⑧⑧
 7,13,Ｈカリビアンロマンス, 54,柴田善, 0.9, 52,* -7,   2, 7, 18.8,①①①, 7, 2, デルタタイム,---,大庭和, 1.8, 40, -14, -10,10, 52.0, ⑥⑥, 7, 8,Ｍテンミライ, 61,田辺裕, 0.6, 75,  -6,  17, 4, 11.6,⑥⑥⑥, 7, 5,Ａパワｰスポット, 82,大野拓, 0.5, 87,  -2,* 24, 8, 17.6,⑭⑭⑭
 8, 6,Ｊマンハッタンレディ, 53,的場勇, 1.6, 49,  -8,  -2, 9, 26.7,⑥⑤⑥, 8,16, ナンゴクオｰジ,---,木幡初, 1.9, 36, -24,  -3,14, 75.2, ⑬⑫, 8,11,Ｊマイネルランスタン, 63,柴田大, 1.2, 65,* -3,   1, 9, 39.8,③③④, 8, 1,Ｂラロメリア, 82,田辺裕, 0.6, 82,   3,  15, 7, 15.7,⑫⑪⑪
 9,11,Ｇウインサラ, 55,大野拓, 1.8, 50,  -8,  -1,10,114.4,⑦⑦⑨, 9,12, ダンガンコゾウ,---,内田博, 2.1, 35, -15, -12, 7, 19.5, ⑧⑧, 9, 7,Ｂサトノフェアリｰ, 75,田中勝, 1.5, 65,  -7,   8, 5, 12.1,⑫⑫⑪, 9, 8,Ｄブリッジクライム, 80,北村宏, 0.6, 80,   2,  13, 4,  6.7,⑬⑨⑩
10, 5,Ｋエントリｰアゲン, 51,原田和, 2.0, 49, -14,   6,11,226.2,⑬⑫⑫,10, 3, アラマサファスリ,---,的場勇, 2.2, 34, -20, -10,16,129.4, ⑩⑩,10,16,Ｐメロディフェア, 53,伴啓太, 1.7, 56,* -3,  -7,10, 61.9,②②②,10,13,Ｌベストディｰル, 73,内田博, 0.6, 75,* 11,  -3,12, 42.4,①①①
11, 9,Ｆクインズストリｰク, 56,田中勝, 2.2, 48, -10,   0, 3, 10.7,⑧⑪⑪,11, 1, ポンテアンジェロ,---,柴田大, 2.5, 32, -19, -13, 3,  5.2, ⑨⑨,11, 6,Ｆヒシサイレンス, 67,江田照, 1.8, 59,  -6,   1,12, 67.8,⑮⑨⑩,11,12,Ｍフサイチアソｰト, 72,江田照, 1.0, 78,  -2,  15,14,166.7,⑩⑬⑬
12, 8,Ｌスイｰトソフィｰ, 50,伴啓太, 2.2, 46,  -8,  -7,12,228.3,④⑥⑩,12, 4, キｰセｰブ,---,熊沢重, 2.6, 33,* -5, -26,13, 61.7, ①①,12, 5,Ｅアイアムライジング, 68,蛯名正, 2.0, 61, -11,   6, 6, 13.3,⑭⑭⑬,12,11,Ｎアラフネ, 71,吉田豊, 1.0, 78,   2,   8,13, 92.4,⑨⑩⑨
13,10,Ｍティエスヴァレｰ, 34,木幡初, 2.3, 48, -15,   6,13,281.6,⑫⑬⑬,13,14, シェリエ,---,西田雄, 3.0, 27, -21, -15,15,105.0, ⑫⑬,13, 1,Ｎクリｰンメタボ, 60,西田雄, 2.3, 56,  -9,   0,15,274.3,⑩⑬⑫,13, 7,Ｅウイングドウィｰル, 78,田中勝, 1.1, 73,   3,   4,11, 20.9,⑦⑦⑦
,,,,,,,,,,,,14, 8, ワイルドテイスト,---,戸崎圭, 3.8, 18, -31, -14, 1,  2.9, ⑭⑭,14, 3,Ｏテルバイク, 59,武士沢, 2.3, 60, -12,   5,11, 63.7,⑯⑯⑮,14,14,Ｊゼンノルジェロ, 74,熊沢重, 1.7, 64,*  9, -16,10, 20.1,③③④
,,,,,,,,,,,,15, 7, シゲルノマオイ,---,杉原誠, 4.0, 18, -52,*  2, 8, 20.6, ⑮⑮,15,15,Ｋジェイケイヒｰロｰ, 62,伊藤工, 3.8, 36,  -6, -28,14,220.5,⑨⑧⑭,,,,,,,,,,,,
,,,,,,,,,,,,16,15, ハイヴォルテｰジ,---,大野拓,11.3,-52, -82, -36,12, 54.4, ⑯⑯,16,12,Ｉトキノユウ, 63,原田和, 5.3, 25, -12, -38,16,311.1,⑬⑮⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+10 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:59 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-1),,,,,,,,,,,
単勝:190円 複勝:02=110円 07=250円 03=260円 枠連:800円,,,,,,,,,,,,単勝:860円 複勝:11=270円 05=380円 09=480円 枠連:720円,,,,,,,,,,,,単勝:160円 複勝:10=110円 04=190円 02=160円 枠連:650円,,,,,,,,,,,,"単勝:500円 複勝:03=160円 04=180円 09=150円 枠連:1,400円",,,,,,,,,,,
"馬連:1,110円 ワイド:02-07=480円 02-03=550円 03-07=1,920円",,,,,,,,,,,,"馬連:4,180円 ワイド:05-11=1,330円 09-11=2,060円 05-09=2,610円",,,,,,,,,,,,馬連:770円 ワイド:04-10=390円 02-10=280円 02-04=970円,,,,,,,,,,,,"馬連:1,440円 ワイド:03-04=570円 03-09=450円 04-09=640円",,,,,,,,,,,
"馬単:1,820円 3連複:3,280円 3連単:10,820円",,,,,,,,,,,,"馬単:7,600円 3連複:21,000円 3連単:97,400円",,,,,,,,,,,,"馬単:1,000円 3連複:1,550円 3連単:4,530円",,,,,,,,,,,,"馬単:2,440円 3連複:2,120円 3連単:10,140円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 6R  芝1200m 2 歳新馬 馬齢,,,,,,,,,,,,■ 9R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■12R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ福島,,,,,,,,,,,,三陸特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｅコスモキングダム, 57,柴田大,, 66,*  4,   3, 7, 17.4,①①①, 1,14, ニシノラッシュ,---,田辺裕,, 60,* -9,*  2, 1,  1.8, ③③, 1,14,Ｇケイジｰタイタン, 70,岩部純,, 74,* 13,  -4, 3,  6.0,①①①, 1, 2,Ｍヤサカオディｰル, 60,的場勇,, 73,  -2,*  9,13, 55.0, ⑦⑨
 2, 4,Ｈハヤブサゴッド, 56,戸崎圭, 0.2, 63,*  3,   4, 2,  3.8,③②②, 2, 6, タケショウビクタｰ,---,石橋脩, 0.7, 51,* -6,  -9, 6, 17.4, ①①, 2, 7,Ｃベリｰトゥベリｰ, 76,田中勝, 0.2, 75,   7,*  6, 1,  3.4,⑨⑧⑦, 2, 3,Ｂカシノワルツ, 67,二本柳, 0.0, 73,   1,   7, 3,  6.6, ④⑤
 3, 9,Ｆヘルツフロイント, 56,北村宏, 0.5, 64,  -1,*  9, 3, 11.2,⑭⑪⑧, 3, 7, トリアンドルス,---,戸崎圭, 0.8, 50, -11,  -5, 2,  5.3, ④④, 3, 8,Ａスギノハルバｰド, 77,内田博, 0.4, 72,  10,  -2, 2,  4.1,⑥⑤④, 3,13,Ｆラパｰジュ, 65,石橋脩, 0.2, 71,  -9,* 13, 7, 16.9, ⑭⑭
 4, 1,Ｍミスタｰロｰレンス, 34,柴田善, 0.8, 60,  -1,   6,10, 40.3,⑨⑨⑤, 4, 2, スｰパｰフレア,---,嶋田純, 0.8, 51, -15,* -1,13,108.0, ⑦⑥, 4,11,Ｆダノンアイガｰ, 71,石橋脩, 1.0, 67,   7,  -1, 9, 31.5,⑩⑨⑧, 4, 5,Ｎガッダムアスカ, 55,エスポ, 0.2, 70,*  3,   1, 8, 18.7, ②③
 5, 6,Ｂマルヨグラス, 62,西田雄, 0.8, 63,   0,   5, 6, 16.1,⑤⑥④, 5, 1, ミエノサンキュｰ,---,エスポ, 1.2, 44, -16,  -7, 5, 16.9, ⑧⑦, 5, 2,Ｉアルマベルヴァ, 69,戸崎圭, 1.1, 66,* 13, -13, 8, 16.7,③②②, 5,10,Ｈシゲルホウオウザ, 64,柴田大, 0.4, 68,  -2,   4,11, 35.5, ⑨⑧
 6,13,Ｃテイエムコンドル, 61,嘉藤貴, 0.9, 59,  -1,   6, 5, 14.7,⑫⑩⑨, 6, 4, ウインマジュｰル,---,大野拓, 1.3, 44, -11, -12, 4, 16.3, ⑤⑤, 6, 6,Ｈブルｰボサノヴァ, 69,柴田未, 1.1, 68,   3,*  4,12,120.5,⑭⑮⑫, 6,15,Ｌホｰクインザブルｰ, 60,嶋田純, 0.4, 68,*  3,  -1,12, 46.8, ③②
 7, 3,Ａドリｰムエルダｰ, 64,原田和, 1.4, 56,*  2,  -5, 1,  1.8,②③③, 7,10, トｰセンシャイニｰ,---,江田照, 1.7, 38,* -7, -21,10, 41.4, ②②, 7,12,Ｏクリノテンペスタ, 56,宮崎北, 1.3, 66,   4,   1,13,171.3,⑫⑫⑩, 7,11,Ａブルジュオン, 67,大野拓, 0.4, 68,  -6,   8, 4,  7.0, ⑪⑩
 8,12,Ｋクランキングアップ, 52,伴啓太, 1.5, 57,   0,  -1,11, 96.5,⑩⑧⑦, 8,15, ヒマラヤテンカ,---,武士沢, 1.9, 37, -15, -16,14,136.4, ⑨⑨, 8, 5,Ｄオリオンザムｰン, 74,田辺裕, 1.7, 62,   3,  -2, 6, 13.0,⑮⑬⑭, 8, 7,Ｊトゥｰルモンド, 62,吉田豊, 0.5, 69, -11,* 12, 9, 19.2, ⑮⑬
 9, 5,Ｌニシノモリンガ, 52,木幡初, 2.3, 52,  -4,  -2,13,221.7,⑬⑬⑬, 9, 5, ロｰドワイルド,---,伊藤工, 2.0, 35, -12, -19,12, 92.9, ⑥⑧, 9,13,Ｅロｰレルアルトス, 72,蛯名正, 2.0, 61,   7,  -9, 7, 13.6,⑬⑩⑪, 9,14,Ｃツクバアラモｰド, 67,北村宏, 0.6, 65,  -5,   4, 2,  4.9, ⑩⑫
10,11,Ｄアマクダリ, 59,宮崎北, 2.6, 46,   1, -14, 4, 14.4,④④⑥,10,11, タマモカチグリ,---,原田和, 2.1, 33, -24, -11, 9, 25.0, ⑪⑩,10, 3,Ｊキネオレジェンド, 69,北村宏, 2.6, 57,   7, -16, 4,  7.3,⑦⑦⑥,10, 4,Ｉビッグダｰジリン, 63,嘉藤貴, 0.7, 63,   1,  -3,14,142.6, ⑤④
11, 2,Ｊウインドオブケン, 54,田辺裕, 3.1, 42,   0, -17, 9, 38.0,⑥⑤⑩,11, 8, ワットプラケオ,---,柴田大, 2.2, 34, -27,  -8,11, 91.5, ⑬⑫,11,15,Ｂトウショウプライド, 77,江田照, 2.6, 57,  10, -22, 5,  8.3,⑤④③,11, 8,Ｅテイエムコウノトリ, 66,内田博, 0.9, 61,  -2,  -3, 1,  3.6, ⑧⑦
12,10,Ｉフユハナビ, 55,杉原誠, 3.4, 43,  -3, -12,14,249.4,⑦⑫⑫,12,12, ニシノクラッチ,---,北村宏, 2.4, 29, -21, -17, 3,  6.8, ⑩⑬,12,10,Ｎラブインペラｰトル, 62,的場勇, 2.6, 58,   3,  -7,15,413.7,⑪⑭⑮,12,12,Ｇシニョリｰナ, 64,江田照, 1.0, 59,  -8,   1, 5,  7.9, ⑬⑪
13, 8,Ｇディアアイスバイン, 56,梶晃啓, 3.6, 42,   0, -19, 8, 30.4,⑧⑦⑪,13, 9, キノル,---,蛯名正, 2.4, 32, -33,  -5, 7, 19.0, ⑭⑭,13, 1,Ｋコスモナチュラル, 67,柴田大, 2.9, 56,   8, -20,10, 53.9,②⑥⑨,13, 9,Ｄオリオンザプラズマ, 66,田辺裕, 1.1, 59, -11,   4,10, 31.4, ⑯⑯
14, 7, サムライノモン,---,田中勝, 6.7, 22,  -5, -38,12,120.7,⑪⑭⑭,14,13, ゴｰルドクェスト,---,田中勝, 2.5, 28, -24, -16, 8, 19.9, ⑫⑪,14, 4,Ｍドリｰミングラヴ, 65,木幡初, 3.2, 54,   5, -17,14,298.5,⑧⑪⑬,14, 6,Ｋチュウワベイビｰ, 61,田中勝, 1.3, 55,   0, -11, 6, 12.8, ⑥⑥
,,,,,,,,,,,,15, 3, トｰセンエデン,---,内田博, 4.3,  8, -42, -21,15,153.2, ⑮⑮,15, 9,Ｌケイアイホクトセイ, 66,エスポ, 3.9, 48,* 12, -35,11, 66.6,④③⑤,15, 1,Ｐリトルボナンザ, 45,西田雄, 1.6, 52,  -9,  -5,15,220.2, ⑫⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,Ｏエヌワイグレｰス, 50,原田和, 2.3, 42,*  6, -29,16,298.8, ①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:稍重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-1),,,,,,,,,,,
"単勝:1,740円 複勝:14=510円 04=220円 09=370円 枠連:390円",,,,,,,,,,,,単勝:180円 複勝:14=120円 06=260円 07=170円 枠連:440円,,,,,,,,,,,,単勝:600円 複勝:14=200円 07=140円 08=160円 枠連:610円,,,,,,,,,,,,"単勝:5,500円 複勝:02=1,220円 03=250円 13=390円 枠連:14,750円",,,,,,,,,,,
"馬連:3,310円 ワイド:04-14=1,000円 09-14=2,490円 04-09=840円",,,,,,,,,,,,"馬連:1,240円 ワイド:06-14=580円 07-14=290円 06-07=1,000円",,,,,,,,,,,,"馬連:1,070円 ワイド:07-14=400円 08-14=520円 07-08=290円",,,,,,,,,,,,"馬連:18,490円 ワイド:02-03=4,350円 02-13=11,860円 03-13=1,630円",,,,,,,,,,,
