14年 6月 1日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 6月 1日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝2000m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝2910m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1400m 4歳上ｵｰﾌﾟﾝ(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,安土城ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｍアドマイヤウイング, 48,四位洋,, 65,  -5,*  4, 4,  6.8,⑧⑨⑥, 1,13, チョイワルグランパ,,白浜雄,,,,, 1,  3.4,②①①, 1,12,Ｎフギン, 64,藤田伸,, 78,* 11,   4, 4,  7.9, ②②, 1, 8,Ａウイングザムｰン, 91,秋山真,, 91,  -2,* 31, 1,  3.0, ⑨⑨
 2,13,Ａメイショウビザン, 63,吉田隼, 0.0, 62,* -3,  -2, 1,  3.0,②③③, 2, 7, クレバｰベスト,,植野貴,193.4,,,, 4,  8.0,③②②, 2, 4,Ｅレｰヴドプランス, 68,幸英明, 0.2, 74,   3,   9, 2,  5.0, ⑥⑥, 2,12,Ｄサンライズメジャｰ, 85,池添謙, 0.1, 88,  -1,  27, 5, 11.8, ⑧⑦
 3, 9,Ｂサンドラバロｰズ, 62,川須栄, 0.2, 62,  -4,  -1, 2,  5.2,⑨⑦⑦, 3, 3, マイネルグｰト,,金子光,195.8,,,, 6, 11.0,⑦⑦⑦, 3,10,Ａチェネレントラ, 69,藤岡佑, 0.2, 74,   0,  12, 6, 12.1, ⑨⑨, 3, 4,Ｂニンジャ, 86,藤岡康, 0.3, 85,   3,  19, 6, 14.2, ③④
 4,11,Ｄベストセラｰアスク, 60,藤岡佑, 0.3, 60,* -3,  -4, 3,  6.0,⑤⑤⑤, 4,10, オｰルアズワン,,熊沢重,195.9,,,, 3,  6.0,⑥⑥⑥, 4,16,Ｍコナブリュワｰズ, 65,藤岡康, 0.3, 73,  -4,* 15, 3,  5.0, ⑫⑪, 4, 9,Ｈワキノブレイブ, 83,幸英明, 0.4, 81,*  5,  14, 8, 24.0, ②③
 5, 5,Ｆパラプリュイ, 57,松若風, 0.6, 60,  -7,*  1, 9, 24.4,⑫⑬⑬, 5,12, グリッタｰウイング,,西谷誠,196.0,,,, 2,  4.8,④④④, 5, 3,Ｈグレイングロｰス, 66,義英真, 0.4, 71,   9,   0, 5,  9.9, ③③, 5, 3,Ｍサクラアドニス, 77,小崎綾, 0.4, 81,*  7,  13,12, 52.8, ④②
 6, 8,Ｋメイショウソウヨウ, 52,太宰啓, 0.7, 53,* -2, -15, 6, 14.2,⑦②②, 6, 1, テイエムエビスオｰ,,難波剛,196.7,,,,10, 22.7,①③③, 6,15,Ｄコズミックショア, 68,和田竜, 0.6, 70,  -9,* 16, 1,  3.6, ⑭⑫, 6, 2,Ｊプリムラブルガリス, 81,四位洋, 0.4, 86,  -5,* 29, 3,  6.9, ⑪⑪
 7, 6,Ｌニュｰティアラ, 52,北村友, 0.7, 56,  -5,  -9,12, 80.0,③⑥④, 7, 5, モンモン,,江田勇,197.0,,,,11, 66.4,⑤⑤⑤, 7, 7,Ｂハギノソフィア, 69,吉田隼, 0.9, 64,   8,  -5,10, 33.3, ④④, 7, 7,Ｅワイズリｰ, 84,高倉稜, 0.5, 83,   0,  21, 9, 29.7, ⑤⑥
 8,14,Ｅエイユｰチャキｰラ, 57,秋山真, 0.7, 55,* -1, -14,13, 94.3,④①①, 8, 6, ボストンエンペラｰ,,林満明,197.3,,,, 9, 19.0,⑧⑧⑧, 8, 6,Ｌアグネスフィズ, 66,岩崎翼, 0.9, 65,* 17, -15, 7, 18.9, ①①, 8, 1,Ｇメイショウヤタロウ, 83,藤田伸, 0.6, 83,  -2,  22, 4, 10.5, ⑦⑧
