14年 5月25日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 5月25日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  芝2000m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1400m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
13, 2,Ｋピュアジャパン, 41,柴田未, 2.4, 41, -11,  -9,14,325.3, ⑬⑭,13, 1,Ｍアンバｰロｰド, 57,武士沢, 4.0, 49,   1, -17,13,278.0,⑨⑬⑬,13, 7,Ｂヴィンテｰジイヤｰ, 80,内田博, 1.9, 65,   1,   0, 1,  3.9, ⑨⑦,13,15,Ｆマジックタイム, 75,横山典, 1.8, 68,* 10, -20, 6, 38.5,④④④
14, 9,Ｎツクバプレジデント, 27,横山和, 2.4, 40, -11, -10,12,145.3, ⑪⑫,,,,,,,,,,,,,14, 5,Ｍハワイアンシュガｰ, 73,岩部純, 2.1, 65,   2,  -2,16,181.0, ⑥⑥,14, 7,Ｏシャイニｰガｰル, 69,田中勝, 1.8, 70,   8, -12,14,112.4,⑫⑩⑪
15,10,Ｍシゲルリュウキュウ, 39,江田照, 2.7, 38,  -9, -15,11,131.8, ⑩⑪,,,,,,,,,,,,,15,16,Ｎサウンドカスケｰド, 73,福永祐, 2.9, 56,*  4, -13, 8, 22.1, ①①,15, 2,Ｍディルガ, 70,浜中俊, 2.1, 67,   6, -11,12, 91.5,⑭⑭⑭
16,16,Ｉエクセレントミノル, 49,三浦皇, 2.7, 35,* -7, -20, 8, 58.4, ⑤④,,,,,,,,,,,,,16,13,Ｐツクバアラモｰド, 65,吉田豊, 3.1, 56,  -3,  -5,15, 66.9, ⑯⑯,16, 6,Ｑパシフィックギャル, 68,ウィリ, 2.6, 63,   6, -22, 8, 53.1,⑬⑫⑫
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17, 4,Ｎペイシャフェリス, 70,内田博, 3.2, 61,* 12, -46,13,103.7,①①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,Ｒエリｰザベスト, 65,川島信, 5.8, 23,* 11, -84,18,233.4,②②②
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:-4),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-1),,,,,,,,,,,
"単勝:230円 複勝:15=120円 07=1,350円 13=230円 枠連:3,780円",,,,,,,,,,,,"単勝:2,170円 複勝:04=860円 13=660円 05=600円 枠連:3,130円",,,,,,,,,,,,"単勝:2,550円 複勝:09=780円 04=200円 01=370円 枠連:1,590円",,,,,,,,,,,,単勝:980円 複勝:09=150円 10=110円 05=270円 枠連:390円,,,,,,,,,,,
"馬連:9,550円 ワイド:07-15=3,230円 13-15=460円 07-13=9,350円",,,,,,,,,,,,"馬連:9,130円 ワイド:04-13=2,510円 04-05=2,460円 05-13=2,120円",,,,,,,,,,,,"馬連:7,410円 ワイド:04-09=2,590円 01-09=3,310円 01-04=1,100円",,,,,,,,,,,,馬連:380円 ワイド:09-10=190円 05-09=910円 05-10=400円,,,,,,,,,,,
"馬単:12,910円 3連複:22,730円 3連単:105,980円",,,,,,,,,,,,"馬単:19,080円 3連複:30,300円 3連単:175,830円",,,,,,,,,,,,"馬単:20,960円 3連複:19,620円 3連単:158,540円",,,,,,,,,,,,"馬単:1,730円 3連複:1,530円 3連単:12,850円",,,,,,,,,,,
■ 3R  ダ1300m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 6R  芝1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 9R  芝1800m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■12R  ダ2100m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,ﾃﾚ玉杯,,,,,,,,,,,,丹沢ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 5,Ｄウェイトアンドシｰ, 65,岩田康,, 66,*  6,   3, 4, 10.6, ①①, 1,11,Ｂキミノナハセンタｰ, 74,北村宏,, 71,  -3,   5, 2,  4.1, ⑪⑩, 1, 9,Ａロンギングダンサｰ, 83,福永祐,, 83,   2,* 18, 1,  2.1,⑨⑨⑨, 1,15,Ｄスタｰバリオン, 87,蛯名正,, 85,  10,* 17, 4,  7.5,⑨⑪⑪
 2, 8,Ｉオニノシタブル, 61,吉田豊, 0.0, 66,   4,*  5,10, 36.9, ④④, 2, 8,Ｆキｰンソｰド, 68,田辺裕, 0.1, 71,  -5,*  8, 8, 24.8, ⑬⑬, 2, 4,Ｃブライトボｰイ, 77,石橋脩, 0.1, 77,* 17, -17, 6, 17.3,①①①, 2, 2,Ｃリキサンステルス, 87,浜中俊, 0.0, 85,* 12,  11, 8, 14.6,③③③
 3,15,Ｊトｰセンスティング, 58,北村宏, 0.1, 65,   3,   4, 3,  4.7, ⑤⑥, 3, 4,Ｋリバｰソウル, 62,岩田康, 0.2, 70,  -4,   6, 9, 27.6, ⑨⑪, 3, 7,Ｂサングップ, 79,松岡正, 0.1, 80,  10,  -1, 3,  6.8,③②②, 3, 5,Ｐトｰセンハルカゼ, 68,江田照, 0.2, 84,  11,* 13,10, 53.6,⑮⑮⑨
 4, 6,Ｆサマｰラヴ, 63,江田照, 0.4, 64,   0,*  7, 9, 27.6, ⑧⑦, 4,13,Ｃシングンジョｰカｰ, 71,武士沢, 0.3, 67,*  1,  -6, 4, 14.2, ②②, 4, 1,Ｆイレプレイスブル, 76,横山和, 0.3, 77,   7,   2, 4,  7.3,④④④, 4, 9,Ｆタガノビリｰヴィン, 84,ウィリ, 0.2, 84,  11,  11, 6,  9.4,⑤⑥⑤
 5, 1,Ｂナムラヒラリｰ, 66,三浦皇, 0.6, 61,   3,   1, 5, 11.5, ⑥⑤, 5, 3,Ｌバトルジェジェジェ, 60,井上敏, 0.3, 68,  -6,*  7,11, 63.1, ⑫⑫, 5,11,Ｅマグメル, 77,吉田豊, 0.5, 78,   8,  -1, 9, 39.9,⑤⑤⑤, 5, 7,Ａユｰロビｰト, 89,田辺裕, 0.4, 80,  11,   9, 5,  8.1,④⑤④
 6,10,Ｅベルウッドタイガ, 64,武士沢, 0.6, 60,  -1,*  5, 6, 12.4, ⑩⑨, 6,12,Ｄカバｰストｰリｰ, 70,浜中俊, 0.3, 65,   0,  -3, 6, 17.6, ⑤⑤, 6, 2,Ｇゴｰルドブライアン, 76,蛯名正, 0.7, 76,   2,   8, 8, 27.5,⑧⑧⑧, 6, 4,Ｉサンライズウェイ, 82,福永祐, 0.6, 81,  11,  11, 2,  5.5,⑧⑨⑧
 7, 9,Ｃダンディｰライアン, 66,石橋脩, 0.7, 59,*  4,  -2, 7, 17.9, ③③, 7, 2,Ｅリタｰンラルク, 69,横山典, 0.3, 67,  -7,*  8, 3,  8.0, ⑮⑭, 7,10,Ｉビｰムライフル, 75,戸崎圭, 0.8, 73,   3,   4, 2,  4.7,⑦⑦⑦, 7, 3,Ｂギャザｰロｰジズ, 89,横山典, 0.9, 78,  10,  10, 7, 14.6,⑪⑫⑫
 8, 7,Ａブラックメイプル, 70,内田博, 0.7, 60,*  5,  -3, 1,  2.6, ②②, 8, 7,Ｊベストドリｰム, 62,三浦皇, 0.4, 66,  -2,  -2, 7, 22.7, ⑩⑨, 8, 8,Ｋユウタｰウェｰヴ, 73,柴田大, 0.9, 72,  10, -13,11,106.0,②③③, 8,11,Ｅナリタポセイドン, 85,武士沢, 1.0, 78,  11,   5, 1,  3.4,⑭⑧⑦
 9, 3,Ｇドスコイサｰファｰ, 63,福永祐, 0.8, 60,  -3,*  7, 2,  4.6, ⑪⑩, 9, 6,Ａパドルウィｰル, 76,川田将, 0.4, 65,  -2,  -2, 1,  2.0, ⑦⑧, 9, 5,Ｊノｰヒッタｰ, 74,勝浦正, 0.9, 75,   1,   8, 5, 10.9,⑪⑪⑪, 9,10,Ｇサンマルデュｰク, 83,川島信, 1.3, 76,  10,   6,15,125.3,⑯⑯⑭
10,11,Ｈファビン, 63,田中勝, 0.8, 59,   0,   3, 8, 20.1, ⑨⑧,10, 1,Ｈシベリアンタイガｰ, 64,蛯名正, 0.6, 63,   0,  -8,10, 30.8, ③④,10, 6,Ｄタケルハヤテ, 77,江田照, 1.1, 69,   5,  -4,10, 65.4,⑥⑥⑥,10,14,Ｊコウユｰヒｰロｰ, 82,勝浦正, 1.5, 75,  10,   6,13, 77.8,⑬⑭⑮
11,14,Ｏワｰドオブコマンド, 31,松岡正, 2.7, 45, -15,   4,12,320.0, ⑮⑮,11,10,Ｇマイネプレセア, 68,柴田大, 0.8, 63,   0,  -9, 5, 17.6, ⑧⑦,11, 3,Ｈロｰドエフォｰル, 75,三浦皇, 1.2, 70,   0,   4, 7, 24.5,⑩⑩⑩,11,12,Ｍスズカカイゼル, 77,内田博, 1.8, 74,  11,   1, 9, 45.5,⑦⑦⑩
12, 4,Ｋグランパレ, 50,藤岡康, 2.8, 44,  -4, -10,11,287.7, ⑫⑫,12,15,Ｏワｰルドマッチ, 47,秋山真, 0.9, 58,*  1, -14,12,116.7, ④③,,,,,,,,,,,,,12,13,Ｌシンボリエンパイア, 77,北村宏, 1.9, 72,* 13,  -6, 3,  5.7,②②②
