14年 1月18日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 1月18日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  ダ1800m 3 歳新馬 馬齢,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  ダ1200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
11, 8,Ｋワｰルドタイム, 39,吉原寛, 1.2, 46,  -2, -15,10, 60.8, ⑤④,11, 6, テイケイジュエル,---,丸田恭, 4.4, 31, -15, -14, 8, 28.2,③⑥⑧,11, 1,Ｎデルマカマイタチ, 60,大野拓, 1.7, 62,  -2,   4,14,167.3,⑪⑩⑨,11, 3,Ｅエステｰラブ, 83,蛯名正, 0.6, 77,   0,  14, 9, 23.6, ⑫⑪
12,11,Ｍラッキｰゴｰルド, 36,武士沢, 1.4, 42, -15,  -3,14,213.8, ⑭⑭,12,12, スｰパｰスパｰク,---,柴田大, 4.5, 34, -18, -11,12,106.5,⑧⑪⑪,12, 2,Ｍミライヘノカゼ, 61,丸田恭, 1.9, 60,  -6,  10, 5, 11.2,⑮⑮⑮,12, 5,Ｋディアセルヴィス, 80,吉田豊, 0.7, 76,  -2,* 14,11, 65.9, ⑬⑬
13,16, ケンブリッジアド,---,江田照, 1.7, 41,  -8, -12,13,165.9, ⑪⑫,13,15, ベルウッドマカルｰ,---,石橋脩, 4.5, 33, -18, -11,11, 73.4,⑩⑫⑫,13, 5,Ｌリヴァロ, 61,宮崎北, 2.0, 62,  -2,   2, 7, 16.1,⑩⑪⑪,13,10,Ｎトレボｰネ, 77,森泰斗, 0.9, 75,*  8,   4,15,184.0, ④⑤
14, 3,Ｏリネンウッド, 24,森泰斗, 2.2, 36, -14, -11,15,231.8, ⑬⑬,14, 9, カシマブレイン,---,戸崎圭, 5.5, 30, -24,  -6,10, 40.2,⑮⑭⑭,14,15,Ｉリネンタキシｰド, 68,森泰斗, 2.8, 53,   0, -10,15,173.6,⑫⑦⑩,14, 7,Ｆノボレインボｰ, 82,横山和, 1.6, 66,*  8,  -3,14,171.0, ③④
15, 2,Ｈカシノワンダラｰ, 41,二本柳, 4.0, 11, -26, -17,12,164.6, ⑯⑯,15, 4, メルヘンハｰト,---,花田大, 5.6, 30, -24,  -6,15,182.4,⑭⑮⑮,15,10,Ｏレッドレガｰロ, 59,ブノワ, 3.1, 52,  -2,  -7,10, 20.7,⑨⑫⑫,15,11,Ｏグロｰリｰルピナス, 75,原田和, 1.7, 67,  -3,   7,16,466.5, ⑯⑯
16, 6,Ｊダイワランクアップ, 40,丸田恭, 4.5, 15,  -3, -42, 6, 24.4, ⑨⑩,16, 2, カｰリｰズタイム,---,武士沢, 6.1, 30, -28,  -4,13,122.2,⑯⑯⑯,,,,,,,,,,,,,16,13,Ｐジャｰエスペランサ, 73,田辺裕, 1.9, 64,  -2,   4, 8, 17.0, ⑮⑮
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+14 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:0),,,,,,,,,,,
"単勝:1,100円 複勝:09=270円 07=110円 14=770円 枠連:460円",,,,,,,,,,,,"単勝:340円 複勝:01=170円 05=140円 16=2,150円 枠連:650円",,,,,,,,,,,,単勝:360円 複勝:09=170円 08=170円 04=520円 枠連:740円,,,,,,,,,,,,"単勝:700円 複勝:06=270円 01=240円 15=510円 枠連:1,470円",,,,,,,,,,,
"馬連:770円 ワイド:07-09=380円 09-14=3,050円 07-14=980円",,,,,,,,,,,,"馬連:690円 ワイド:01-05=350円 01-16=5,750円 05-16=4,660円",,,,,,,,,,,,"馬連:700円 ワイド:08-09=290円 04-09=1,480円 04-08=1,100円",,,,,,,,,,,,"馬連:1,820円 ワイド:01-06=750円 06-15=1,920円 01-15=1,670円",,,,,,,,,,,
"馬単:2,370円 3連複:5,610円 3連単:31,960円",,,,,,,,,,,,"馬単:1,430円 3連複:26,470円 3連単:112,750円",,,,,,,,,,,,"馬単:1,330円 3連複:5,650円 3連単:22,360円",,,,,,,,,,,,"馬単:3,800円 3連複:11,210円 3連単:53,460円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 5R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 8R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■11R  芝1600m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾆｭｰｲﾔｰｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｂサウスゴビ, 57,蛯名正,, 51,* -9,*  9, 5, 12.6,④③③, 1,14,Ａマイネルヴェルト, 64,松岡正,, 55,* -5,   5, 1,  2.8,③②②, 1, 1,Ａタサジャラ, 73,内田博,, 74,   4,   7, 2,  5.3, ④③, 1,12,Ａレッドアリオン, 89,蛯名正,, 85,  13,  12, 1,  2.4,⑥⑨⑨
 2, 1,Ａベック, 69,後藤浩, 0.2, 46, -10,*  9, 1,  1.7,⑥⑥⑤, 2,12,Ｋモンドクラッセ, 43,柴田善, 0.0, 55,* -6,   5, 4,  9.2,⑤③③, 2,15,Ｇタンブルブルｰタス, 67,三浦皇, 0.0, 74,*  5,   7, 4, 10.4, ③②, 2, 1,Ｃセイルラｰジ, 87,北村宏, 0.3, 80,  16,   4, 3,  8.6,③④③
 3, 9,Ｃバイタルワンダｰ, 57,吉田豊, 0.2, 50,* -8,   6, 3,  8.5,③②②, 3, 1,Ｄストｰミング, 55,田中勝, 0.2, 57, -10,* 14, 6, 13.0,⑮⑪⑨, 3, 4,Ｉシｰクレットアｰム, 67,大野拓, 0.0, 74,  -3,* 14, 7, 16.0, ⑩⑧, 3,14,Ｋルナ, 75,後藤浩, 0.3, 80,* 19,  -2, 9, 25.4,①①①
 4, 2,Ｅコスモパトラ, 54,柴田大, 0.3, 51,* -9,   7, 6, 20.8,②④④, 4,15,Ｅコズミックライト, 51,田辺裕, 0.3, 50,* -6,   1, 2,  4.4,②①①, 4, 7,Ｆカワキタシャウト, 69,横山典, 0.3, 70, -11,* 19, 8, 18.3, ⑭⑬, 4, 8,Ｄタイキパｰシヴァル, 84,石橋脩, 0.3, 80,* 17,  -1, 7, 15.1,②②②
 5, 4,Ｉメイクザカット, 49,津村明, 0.3, 50, -11,* 10,11, 52.3,⑩⑧⑦, 5, 8,Ｉレディシャングリラ, 47,内田博, 0.3, 53,  -7,   5, 7, 15.0,⑥⑤⑤, 5,12,Ｈヴェンセｰル, 67,吉原寛, 0.7, 69,*  7,  -1, 9, 18.4, ①①, 5, 4,Ｂコスモソｰンパｰク, 88,柴田大, 0.4, 81,   9,  14, 5,  9.8,⑬⑬⑫
 6, 8,Ｄウインヤｰド, 55,原田和, 0.4, 50, -12,* 10, 7, 23.1,⑨⑨⑧, 6,13,Ｍコスモヘルム, 36,柴田大, 0.5, 51,  -7,   2,13,130.3,①④④, 6,13,Ｅクリノトルネｰド, 69,戸崎圭, 0.9, 66, -13,* 15, 6, 13.1, ⑮⑮, 6,10,Ｇキングレオポルド, 81,戸崎圭, 0.5, 77,  13,   4, 8, 16.1,⑨⑧⑧
 7,14,Ｇスパルタカス, 54,田辺裕, 0.9, 43,* -9,   2, 4, 10.8,⑤⑤⑥, 7,10,Ｂアンリキャトル, 60,北村宏, 0.7, 52, -11,* 11, 3,  6.7,⑯⑯⑫, 7,11,Ｋロクイチスマイル, 67,ブノワ, 1.0, 65,  -6,   8,12, 80.1, ⑬⑭, 7, 5,Ｈレオアクティブ, 79,横山典, 0.6, 77,   5,* 17, 2,  7.7,⑯⑮⑮
 8,10,Ｆペイシャゴンジセ, 54,嘉藤貴, 1.1, 45, -12,   6,15,221.6,⑬⑩⑩, 8, 6,Ｆパイストロピカル, 50,津村明, 0.7, 50,  -8,   2,10, 32.7,④⑦⑥, 8,10,Ｂノボサイボｰグ, 72,ベリｰ, 1.0, 65,  -3,   6, 1,  2.5, ⑪⑩, 8, 3,Ｅセイウンジャガｰズ, 82,吉田豊, 0.6, 80,   8,  14,10, 31.2,⑭⑭⑭
 9,13,Ｋフォトンベルト, 46,柴田善, 1.1, 44, -13,   7,14,201.3,⑫⑫⑪, 9, 5,Ｌキネオハンタｰ, 38,後藤浩, 0.9, 44,* -6,  -5, 9, 27.0,⑧⑥⑦, 9,16,Ｄトウカイチャｰム, 70,蛯名正, 1.4, 62,   4,  -4, 3,  5.8, ⑤⑤, 9, 7,Ｍチャｰリｰブレイヴ, 74,ブノワ, 0.7, 76,  16,  -2,13, 50.6,④⑤⑤
10, 5,Ｊマイネルモヒｰト, 48,ブノワ, 1.2, 42,* -8,  -2,10, 41.1,①①①,10, 2,Ｐフェスティヴシｰ, 15,原田和, 0.9, 50, -11,   6,16,334.2,⑦⑫⑩,10, 5,Ｃウエスタンソｰレ, 70,田中勝, 1.5, 60,   1,  -3, 5, 12.6, ⑥⑥,10, 9,Ｏティｰハｰフ, 73,津村明, 0.7, 79,   3,* 18,11, 33.7,⑮⑯⑯
11,12,Ｎマキシマムフロウ, 32,森泰斗, 1.4, 44, -14,   7, 9, 40.8,⑪⑯⑭,11,16,Ｇカフェテキｰラ, 48,ベリｰ, 1.1, 43,  -9,  -4, 8, 23.9,⑩⑧⑧,11, 8,Ｍユウヅキ, 59,丸田恭, 1.6, 59,   3,  -5,10, 45.3, ⑦⑦,11,16,Ｉダノンプログラマｰ, 78,田中勝, 0.8, 75,  11,   5,12, 42.1,⑪⑪⑪
12,15,Ｍチャンピオンリング, 44,丸田恭, 1.6, 39, -14,   4,12, 55.8,⑮⑭⑮,12, 4,Ｃポッドコンジュ, 56,戸崎圭, 1.3, 46, -12,   4, 5, 10.2,⑪⑭⑭,12, 9,Ｎトシスプリング, 57,柴田善, 2.0, 57,  -1,  -4,13,104.2, ⑧⑨,12,13,Ｊゴットフリｰト, 77,田辺裕, 0.8, 76,  12,   4, 4,  9.1,⑩⑩⑩
13, 6,Ｐクｰルジャイロ, 22,横山和, 1.7, 38, -14,   3, 8, 32.6,⑧⑬⑬,13, 9,Ｎコスモカナメ, 21,ブノワ, 2.2, 34, -10, -11,11, 46.6,⑬⑬⑮,13, 2,Ｌリネンヴィヴィッド, 63,森泰斗, 2.2, 54, -17,   7,14,154.3, ⑯⑯,13, 6,Ｆエベレストオｰ, 81,柴田善, 0.9, 75,  13,  -1,16,343.8,⑧⑦⑦
14, 7,Ｈストｰクス, 52,吉原寛, 1.8, 41, -14,   4,13,195.2,⑭⑮⑯,14, 7,Ｈクラウンイヴ, 47,蛯名正, 2.5, 30,  -9, -17,12, 58.6,⑫⑩⑬,14, 6,Ｏヒアルロンサン, 51,柴田大, 2.3, 54,  -7,  -2,15,291.5, ⑫⑫,14, 2,Ｎスズジュピタｰ, 74,松岡正, 0.9, 76,   8,   8,15,342.6,⑫⑫⑬
15,16,Ｏハクタイノカカク, 27,内田博, 2.3, 36, -11,  -7, 2,  6.2,⑦⑦⑨,15, 3,Ｊタケデンカイザｰ, 43,嘉藤貴, 3.1, 21, -10, -28,14,240.2,⑨⑨⑪,15,14,Ｊアラビアンマジック, 67,松岡正, 3.4, 45,*  5, -23,11, 47.0, ②④,15,11,Ｌカオスモス, 75,内田博, 0.9, 74,* 17,  -8, 6, 11.1,⑤③④
16,11,Ｌヤマニンシャｰジュ, 44,江田照, 4.6, 20, -12, -24,16,417.2,⑯⑪⑫,16,11,Ｏホウショウマスタｰ, 18,横山和, 4.3, 11, -12, -39,15,291.1,⑭⑮⑯,16, 3,Ｐアラマサウイン, 50,津村明, 3.6, 42,  -4, -16,16,521.0, ⑨⑪,16,15,Ｐエアラフォン, 73,ベリｰ, 1.2, 70,  15,  -8,14, 76.8,⑦⑥⑥
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:3),,,,,,,,,,,
"単勝:1,260円 複勝:03=240円 01=110円 09=190円 枠連:550円",,,,,,,,,,,,"単勝:280円 複勝:14=120円 12=240円 01=320円 枠連:1,030円",,,,,,,,,,,,単勝:530円 複勝:01=240円 15=270円 04=340円 枠連:960円,,,,,,,,,,,,"単勝:240円 複勝:12=150円 01=270円 14=590円 枠連:1,080円",,,,,,,,,,,
馬連:720円 ワイド:01-03=360円 03-09=970円 01-09=330円,,,,,,,,,,,,"馬連:1,110円 ワイド:12-14=480円 01-14=570円 01-12=2,710円",,,,,,,,,,,,"馬連:2,440円 ワイド:01-15=890円 01-04=1,070円 04-15=1,480円",,,,,,,,,,,,"馬連:1,280円 ワイド:01-12=600円 12-14=1,460円 01-14=4,210円",,,,,,,,,,,
"馬単:2,250円 3連複:1,710円 3連単:13,950円",,,,,,,,,,,,"馬単:1,880円 3連複:5,610円 3連単:20,940円",,,,,,,,,,,,"馬単:3,850円 3連複:9,150円 3連単:48,010円",,,,,,,,,,,,"馬単:1,920円 3連複:14,830円 3連単:55,230円",,,,,,,,,,,
■ 3R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 6R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 9R  芝1600m 3 歳500万(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■12R  芝1800m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,菜の花賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｃマリカ, 59,江田照,, 63,*  4,  -5, 5, 12.5, ①①, 1, 7,Ｄオリオンザプラズマ, 71,田辺裕,, 69,  -1,* 11, 5, 10.2, ⑪⑩, 1, 8,Ｆカウニスクッカ, 61,田辺裕,, 72,* -5,*  7, 6, 13.8,①①①, 1, 9,Ｃフィロパトｰル, 78,石橋脩,, 77,* 12,   0, 4,  8.6,②②②
 2,11,Ｈサンタレジｰナ, 48,北村宏, 0.3, 58,   2,  -6, 3,  7.6, ⑤④, 2, 3,Ｇセトノブロッサム, 70,吉田豊, 0.3, 67,  -5,* 12, 6, 11.2, ⑮⑭, 2,13,Ｈシニョリｰナ, 60,江田照, 0.5, 66,* -6,   1,12, 87.7,②②②, 2, 2,Ａモンストｰル, 83,柴田善, 0.3, 80,   3,* 15, 1,  2.3,⑥⑥⑥
 3, 2,Ｄヒラリアス, 58,田辺裕, 0.6, 55,   2,  -7, 2,  5.0, ④⑥, 3,13,Ｉアイネクライネ, 66,江田照, 0.3, 68,   0,   8, 9, 22.5, ⑫⑪, 3, 5,Ｊペイシャフェリス, 56,内田博, 0.5, 67,  -8,   3, 4,  8.6,③③③, 3, 1,Ｇブルｰバレット, 73,横山和, 0.4, 70,* 13, -10,11, 53.8,①①①
 4,15,Ａヒメスズラン, 61,石橋脩, 0.6, 56,   2,  -8, 1,  2.6, ⑥⑤, 4, 9,Ｍスズカアｰサｰ, 64,丸田恭, 0.4, 66,   6,   1,11, 86.9, ③③, 4, 4,Ｉツクバアスナロ, 58,横山典, 0.6, 64, -12,*  8, 5, 11.3,⑧⑩⑨, 4, 7,Ｅコスモバルバラ, 75,戸崎圭, 0.6, 74,   4,   8, 5, 13.3,⑤⑤④
 5,14,Ｌクツワホｰムラン, 42,大野拓, 0.8, 52,  -8,*  0, 8, 17.9, ⑫⑫, 5, 2,Ｃケンブリッジサン, 72,森泰斗, 0.6, 65,   3,   1, 3,  4.8, ⑥⑥, 5, 1,Ｂラグタイム, 65,田中勝, 0.8, 64, -12,   6, 7, 27.5,⑫⑨⑧, 5, 8,Ｆシャドウライフ, 75,田辺裕, 0.6, 78,  -3,* 23, 6, 13.4,⑪⑪⑧
 6, 3,Ｅマダムアグライア, 57,横山典, 0.9, 54,*  4, -12, 7, 13.1, ②②, 6, 8,Ｅロマネクイｰン, 71,武士沢, 0.6, 66,*  9,  -4, 7, 19.4, ②①, 6, 3,Ｅタカラジャンヌ, 63,三浦皇, 0.8, 65,  -9,   3,10, 40.5,⑥⑥⑥, 6,11,Ｈヤヤラｰラ, 72,内田博, 0.7, 73,   5,   3, 8, 28.5,③③③
 7, 4,Ｏサンメンフィス, 37,上野翔, 1.0, 53,   0,  -9, 9, 20.7, ⑧⑧, 7, 6,Ａバｰニングハｰト, 74,津村明, 0.7, 65,   1,   3, 2,  4.6, ⑩⑨, 7, 7,Ａニシノミチシルベ, 70,松岡正, 0.9, 62,  -9,  -1, 1,  2.2,⑨⑦⑦, 7, 4,Ｊエレガンテココ, 71,江田照, 0.7, 74,   4,   6,13, 64.1,④④⑤
 8,12,Ｇサイプリペディウム, 49,武士沢, 1.1, 52,  -2,  -8,12,155.8, ⑩⑪, 8,15,Ｊバルザック, 66,大野拓, 0.7, 65,  -3,   7,12,111.5, ⑭⑬, 8, 9,Ｄムｰドスウィングス, 63,戸崎圭, 0.9, 63, -13,*  7, 3,  5.4,⑩⑫⑫, 8, 3,Ｋダブルオｰセブン, 70,木幡初, 0.8, 74,   0,  12,10, 38.1,⑧⑧⑨
 9, 8,Ｆキレイナオヒメサマ, 50,三浦皇, 1.1, 51,   0, -10, 6, 13.0, ⑦⑦, 9,12,Ｋモルフェメアリｰ, 65,原田和, 0.7, 64,   3,   1,16,414.1, ⑧⑫, 9,10, レインボｰラヴラヴ,---,吉原寛, 0.9, 62, -10,   3,14,240.0,④⑧⑪, 9, 6,Ｄコスモバタフライ, 77,柴田大, 1.1, 70,   0,   8, 3,  6.7,⑨⑨⑦
10, 5,Ｎビオレント, 39,宮崎北, 1.1, 49, -17,*  6,15,220.7, ⑮⑮,10,16,Ｎファンアットコｰト, 63,二本柳, 0.8, 63,   5,  -2,13,179.2, ⑤⑤,10, 6,Ｃイマスグキスミｰ, 64,蛯名正, 1.0, 64, -15,*  8, 2,  5.4,⑭⑬⑬,10, 5,Ｂストラスペイ, 78,横山典, 1.3, 66,  -3,  11, 2,  4.5,⑩⑩⑪
11,13,Ｊラララ, 45,花田大, 1.6, 44, -10,  -6,14,205.6, ⑭⑬,11, 1,Ｏキネオリリｰ, 59,後藤浩, 0.9, 60,   5,  -3, 8, 22.4, ④④,11,11,Ｇダイワラスタｰ, 60,後藤浩, 1.0, 61,  -7,  -3, 8, 35.2,⑤⑤④,11,13,Ｌアｰスガルド, 67,ベリｰ, 1.4, 68,  -3,  11, 7, 23.9,⑬⑫⑫
12, 7,Ｂブラックソヴリン, 60,内田博, 1.7, 46,   0, -15, 4,  8.2, ⑨⑩,12,10,Ｆガッダムアスカ, 70,石橋脩, 1.0, 62,   3,  -1, 4,  5.1, ⑨⑧,12, 2, リヴァｰトウショウ,---,吉田豊, 1.3, 59, -14,   1,11, 85.5,⑬⑪⑩,12,12,Ｉインダクティ, 71,丸田恭, 1.6, 67,  -4,  12,12, 56.1,⑫⑬⑬
13, 6,Ｉピンクドラゴン, 46,ブノワ, 1.8, 43,  -9,  -8,11, 82.5, ⑬⑭,13,11,Ｈアウルム, 67,横山和, 1.1, 59,  -1,   1,14,229.0, ⑬⑮,13,14,Ｋレッドルシアン, 52,柴田善, 1.7, 51,  -7, -14, 9, 37.8,⑦④⑤,13,10,Ｍバシレウス, 44,蛯名正, 1.6, 64,   1,  -2, 9, 29.2,⑦⑦⑩
