14年 4月13日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 4月13日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 4R  芝2750m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1700m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  ダ1700m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
 9, 6,Ｉプラチナバディ, 56,長岡禎, 1.2, 54,  -9,   5,15,229.5,⑭⑭⑫, 9,14, ティアップビクタｰ,,石神深,186.1,,,,11, 48.3,⑨⑧⑧, 9, 4,Ｃマスタｰプラチナム, 69,村田一, 1.5, 62,   5,  -5, 4, 13.1,⑮⑫⑩, 9, 8,Ｍスズカロｰドスタｰ, 55,黛弘人, 1.4, 62,   0,   4, 8, 25.2,⑥⑨⑨
10,15,Ｈヤマニンピエジェ, 58,田中健, 1.4, 49,* -5,  -5,11, 46.5,①①①,10, 6, イチザゴｰルド,,田村太,188.9,,,,14, 93.6,⑪⑪⑫,10, 8,Ｈアンジェラスベル, 66,木幡初, 1.8, 60,   4,  -7,14, 78.8,⑥⑬⑬,10,12,Ｌトキノユウ, 66,西田雄, 1.7, 61,   0,   3,13,125.7,⑬⑩⑫
11, 1,Ｌテイエムイチリュウ, 53,岩崎翼, 1.5, 48,  -8,  -1,14,121.5,⑫⑨⑧,11, 4, マイネルグｰト,,五十嵐,188.9,,,, 7, 14.5,⑫⑫⑩,11,14,Ｋニットウミュｰズ, 64,中谷雄, 1.9, 57,   5, -10,15,184.0,⑩⑧⑥,11, 2,Ｋワンダｰストラ, 66,小坂忠, 1.8, 59,  -2,   2,12,121.4,⑨⑫⑩
12,13,Ｅエンジェルラダｰ, 59,藤岡康, 1.5, 50,  -8,  -1, 1,  3.7,⑦⑦⑩,12, 3, ショウナンカリｰノ,,金子光,190.5,,,,12, 72.6,⑤⑩⑪,12, 5,Ｂパｰティブロッサム, 73,藤岡康, 2.2, 55,*  7, -17, 1,  2.6,①①①,12, 6,Ｆトミケンプレミオ, 72,木幡初, 2.1, 57,*  2,  -6, 3,  5.7,②②③
13,12,Ｎテイエムコンドル, 47,高倉稜, 2.3, 45, -10,  -3,12, 74.8,⑩⑬⑭,13,13, ウエスタンディオ,,白浜雄,197.4,,,, 9, 23.2,⑬⑬⑬,13, 7,Ｉラインビュｰティｰ, 65,木幡初, 2.5, 53,   4, -15,11, 58.9,④⑨⑪,13, 1,Ｊホクシン, 66,伴啓太, 2.3, 56,  -2,  -1,11,100.6,⑧⑪⑬
14, 7,Ｆランドントウォｰク, 58,吉田隼, 2.4, 45,  -8,  -9, 9, 23.6,⑨⑩⑬,,,,,,,,,,,,,14, 9,Ｍビッグダｰジリン, 64,菱田裕, 2.5, 52,*  6, -18,12, 60.3,⑧⑤⑧,,,,,,,,,,,,
15, 9,Ｏデュフｰル, 39,柴田善, 3.9, 33, -10, -17,13,111.3,⑮⑮⑮,,,,,,,,,,,,,15, 3,Ｎグラマラスグロウ, 62,古川吉, 5.5, 35,   5, -41, 8, 23.9,③⑦⑮,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-8 ﾚｰｽｱｶﾞﾘ指数:+7 馬場:良(指数:1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:69 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+4 馬場:良(指数:1),,,,,,,,,,,
"単勝:1,330円 複勝:14=490円 11=740円 08=210円 枠連:4,680円",,,,,,,,,,,,"単勝:1,310円 複勝:01=280円 05=430円 07=260円 枠連:6,340円",,,,,,,,,,,,"単勝:270円 複勝:06=140円 15=470円 02=310円 枠連:1,640円",,,,,,,,,,,,"単勝:250円 複勝:09=150円 13=830円 11=320円 枠連:3,220円",,,,,,,,,,,
"馬連:14,660円 ワイド:11-14=4,150円 08-14=1,330円 08-11=1,710円",,,,,,,,,,,,"馬連:7,290円 ワイド:01-05=910円 01-07=1,210円 05-07=940円",,,,,,,,,,,,"馬連:2,560円 ワイド:06-15=1,070円 02-06=720円 02-15=3,040円",,,,,,,,,,,,"馬連:5,340円 ワイド:09-13=1,890円 09-11=550円 11-13=5,430円",,,,,,,,,,,
"馬単:25,410円 3連複:20,360円 3連単:145,990円",,,,,,,,,,,,"馬単:16,050円 3連複:10,840円 3連単:100,810円",,,,,,,,,,,,"馬単:3,540円 3連複:11,430円 3連単:41,760円",,,,,,,,,,,,"馬単:7,530円 3連複:15,610円 3連単:74,890円",,,,,,,,,,,
■ 2R  芝1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-10,,,,,■ 5R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 8R  ダ1150m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■11R  芝2000m 4歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,福島民報杯,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,16,Ａハピネス, 60,杉原誠,, 64,  -4,*  3, 1,  2.0, ⑥⑥, 1,15,Ｆシャドウカラｰズ, 52,村田一,, 60,* -7,  -1, 4,  8.8,④④③, 1,16,Ｈレッドグラサｰジュ, 66,国分恭,, 65,  -5,* 12, 6, 11.9, ⑪⑧, 1, 5,Ｂレッドレイヴン, 91,柴田善,, 87,  12,* 17, 1,  2.7,⑨⑨⑤
 2, 3,Ｂグッドウェｰブ, 56,藤岡康, 0.2, 62,*  2,  -5, 2,  4.6, ①①, 2,14,Ｂマダムジルウェット, 58,吉田隼, 0.0, 57,* -7,  -3, 2,  3.4,②②②, 2,12,Ｅウインオｰラム, 69,黛弘人, 0.0, 67,  -2,*  9, 1,  3.5, ⑦⑤, 2,11,Ｇムｰンリットレイク, 84,菱田裕, 0.6, 79,* 16,  -1,10, 25.0,②②②
 3,14,Ｅタカラジェニファ, 50,北村友, 0.2, 62,* -1,  -2, 3,  6.1, ③④, 3,12, タイセイマジック,---,中谷雄, 0.2, 61, -13,*  7,10, 49.7,⑮⑮⑮, 3, 7,Ｆマサノボラｰレビア, 68,川須栄, 0.1, 67,*  3,   4, 4,  7.8, ②①, 3, 4,Ｍケイアイチョウサン, 80,勝浦正, 0.6, 84,   9,* 16, 7, 15.6,⑬⑬⑫
 4, 8,Ｆファインシュシュ, 50,木幡初, 0.2, 62,  -6,*  3, 6, 19.8, ⑦⑦, 4, 7,Ａテイエムリキオｰ, 68,菱田裕, 0.3, 58, -11,   1, 3,  5.7,⑫⑫⑫, 4,15,Ｄナリタキャッツアイ, 69,城戸義, 0.3, 64,*  3,   2, 5, 10.3, ④④, 3, 7,Ｅセイルラｰジ, 84,丸山元, 0.6, 80,   9,  13,12, 43.1,⑫⑫⑪
 5, 7,Ｃシングルカスク, 55,丸山元, 0.2, 62,*  1,  -3, 4,  8.8, ②②, 5, 4,Ｉカワキタアロｰ, 46,杉原誠, 0.4, 58, -10,  -1,13, 58.2,⑧⑧⑩, 5, 3,Ｇモリトブイコｰル, 67,丸山元, 0.6, 61,  -5,   7, 8, 18.4, ⑩⑨, 5,14,Ｆラブイズブｰシェ, 84,古川吉, 0.6, 79,  13,   5, 3,  6.7,⑤⑤③
 6, 5,Ｄクインズラッシュ, 54,高倉稜, 0.6, 56,  -2,  -6, 5, 11.8, ④③, 6, 6,Ｋワンハンドカット, 44,黛弘人, 0.5, 51,* -6, -11, 8, 20.5,①①①, 6,14,Ｊオリエンタルエジル, 64,草野太, 0.8, 59,  -6,   6,15,160.1, ⑬⑫, 6, 2,Ｃアロマカフェ, 88,大庭和, 0.8, 78,  10,   8, 4, 12.2,⑩⑩⑨
 7,10,Ｌサンマイアミ, 40,長岡禎, 1.2, 48,  -8,  -9,15,274.7, ⑧⑨, 7, 5,Ｃランデッククィｰン, 57,木幡初, 0.5, 53,  -9,  -7, 5, 14.8,⑦⑤④, 7, 2,Ｉトウショウハマｰ, 66,西田雄, 0.8, 58,  -7,   7,11, 42.7, ⑭⑭, 7, 9,Ｊレインスティック, 82,吉田隼, 0.8, 79,   9,  13,14, 64.9,⑭⑭⑭
 8, 9,Ｍトミケンユオスタ, 35,勝浦正, 1.3, 47, -10,  -8, 9, 66.2, ⑩⑫, 8, 9, ウイングパラダイス,---,古川吉, 0.6, 57, -16,*  6,16,228.9,⑯⑯⑯, 8, 8,Ａサマｰハピネス, 71,菱田裕, 0.8, 58,  -3,   3, 3,  5.7, ⑨⑩, 8, 3,Ｈミエノワンダｰ, 84,三浦皇, 0.8, 78,   9,  10, 2,  5.4,⑪⑪⑬
 9, 6,Ｈサイプリペディウム, 49,村田一, 1.3, 48, -11,  -6,12,119.5, ⑫⑩, 9, 2, ホッコｰゴウケン,---,藤岡康, 0.7, 52, -10,  -6, 6, 16.2,⑪⑩⑦, 9, 5,Ｂデイブレイク, 70,柴山雄, 0.9, 58,  -8,   7, 9, 20.0, ⑮⑮, 9,13,Ｎアクションスタｰ, 78,北村友, 0.9, 80,   6,* 16, 8, 18.0,⑮⑮⑯
10, 2,Ｉテムル, 48,西田雄, 1.5, 45, -10, -10, 8, 49.6, ⑨⑧,10,10,Ｅライヨｰル, 53,三浦皇, 0.9, 49, -10, -10, 1,  3.3,⑩⑪⑧,10,11,Ｌサクライスピラｰト, 63,吉田隼, 0.9, 60,*  4,  -2, 2,  4.8, ③③,10, 6,Ａマルカプレジオ, 94,川須栄, 1.0, 77,   6,  15, 9, 22.3,⑯⑯⑮
11,15,Ｎシエルエトワｰル, 25,川須栄, 1.6, 44,  -8, -12,14,183.3, ⑪⑪,11,13,Ｍグッドマッチ, 31,伴啓太, 1.1, 48, -13,  -7,15,212.5,⑭⑭⑭,11, 9,Ｏテッシン, 54,勝浦正, 1.1, 56, -16,* 13,14,106.7, ⑯⑯,11,10,Ｐシゲルササグリ, 74,中井裕, 1.1, 74,  12,   0,13, 47.7,⑦⑦⑦
12, 4, リベルテ,---,菱田裕, 1.6, 43,  -2, -19,10, 73.2, ⑤⑤,12, 3,Ｄビレッジソング, 53,中井裕, 1.5, 41,  -8, -20, 7, 16.5,⑥⑦⑥,12, 6,Ｐエヌワイグレｰス, 46,杉原誠, 1.7, 51,  -1,  -5,16,256.3, ⑥⑥,12,12,Ｋサムソンズプライド, 82,柴山雄, 1.1, 72,* 15,  -5,11, 29.8,④③④
13,11,Ｇカヴァリエｰル, 49,西村太, 1.6, 43, -18,  -4, 7, 25.2, ⑭⑬,13,16,Ｈサンドミエシュ, 48,木幡初, 1.5, 40,  -8, -21,14, 77.2,⑤⑥⑨,13,13,Ｋメイショウアルファ, 64,伴啓太, 2.2, 47,   0, -10,10, 31.5, ⑤⑦,13,16,Ｏセイクリッドセブン, 77,高田潤, 1.3, 71,  13,  -5,16,171.6,⑥⑥⑧
14,12,Ｊグロリアスヴァレｰ, 47,伴啓太, 2.0, 39, -18,  -8,16,363.5, ⑮⑮,14,11,Ｇコスモラヴコｰル, 48,丹内祐, 1.6, 40, -10, -18, 9, 27.5,⑨⑨⑪,14,10,Ｎアラビアンマジック, 59,丹内祐, 2.5, 44,*  3, -16,13, 77.3, ①②,14,15,Ｄゼロス, 87,国分恭, 1.7, 64,* 16, -18, 5, 12.2,①①①
15,13,Ｋノｰステラス, 43,三浦皇, 2.4, 33, -14, -18,11,106.2, ⑬⑭,15, 8,Ｊコスモベツァｰリ, 46,川須栄, 1.8, 38, -11, -19,12, 55.2,⑬⑬⑬,15, 4,Ｃベルモントホウオウ, 70,嶋田純, 3.2, 36,  -4, -17, 7, 14.5, ⑧⑪,15, 8,Ｉトップカミング, 84,岩部純, 1.7, 67,  13, -12,15,157.6,③④⑥
16, 1, サワカゼ,---,松若風, 3.6, 17, -33, -16,13,169.7, ⑯⑯,16, 1,Ｌスｰパｰスパｰク, 33,北村友, 2.0, 36,  -9, -28,11, 54.9,③③⑤,,,,,,,,,,,,,16, 1,Ｌペプチドアマゾン, 80,藤岡康, 2.2, 63,  12, -13, 6, 12.7,⑧⑧⑩
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:1),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:0),,,,,,,,,,,
単勝:200円 複勝:16=120円 03=150円 14=160円 枠連:400円,,,,,,,,,,,,"単勝:880円 複勝:15=330円 14=170円 12=800円 枠連:1,600円",,,,,,,,,,,,"単勝:1,190円 複勝:16=390円 12=170円 07=340円 枠連:580円",,,,,,,,,,,,"単勝:270円 複勝:05=130円 11=410円 04=320円 枠連:1,880円",,,,,,,,,,,
馬連:540円 ワイド:03-16=240円 14-16=300円 03-14=460円,,,,,,,,,,,,"馬連:2,000円 ワイド:14-15=780円 12-15=5,770円 12-14=1,900円",,,,,,,,,,,,"馬連:2,710円 ワイド:12-16=1,000円 07-16=1,960円 07-12=720円",,,,,,,,,,,,"馬連:4,060円 ワイド:05-11=970円 04-05=590円 05-07=1,400円",,,,,,,,,,,
"馬単:820円 3連複:970円 3連単:3,210円",,,,,,,,,,,,"馬単:4,570円 3連複:21,720円 3連単:148,170円",,,,,,,,,,,,"馬単:6,470円 3連複:7,000円 3連単:47,420円",,,,,,,,,,,,"馬単:5,760円 3連複:8,030円 3連単:33,890円",,,,,,,,,,,
■ 3R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 6R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 9R  芝2000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■12R  芝1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,喜多方特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ａエアカミュゼ, 63,三浦皇,, 58,*  2,*  0, 1,  1.7,④③②, 1,16, ビッグアｰサｰ,---,藤岡康,, 67,   2,* -1, 4,  8.3, ⑤⑤, 1,13,Ａアウトオブシャドウ, 73,吉田隼,, 72,   2,* 11, 1,  2.5,⑦⑥⑤, 1, 4,Ａスピアナｰト, 71,藤岡康,, 74,   8,   1, 2,  5.4, ⑤④
 2, 2,Ｃトウショウワイルド, 58,古川吉, 0.8, 56,   0,*  0, 8, 33.9,⑬⑧⑦, 2, 7,Ａクラウンアイリス, 66,国分恭, 0.4, 60,  -9,*  6, 3,  6.7, ⑪⑨, 2, 7,Ｐレッドセインツ, 60,木幡初, 0.0, 71,*  4,   8, 3,  6.2,⑧④③, 2, 5,Ｍサンライズポパイ, 63,北村友, 0.3, 69,   5,   1,10, 24.0, ⑩⑧
 3, 8,Ｆジョックロック, 55,勝浦正, 1.2, 52,  -1,* -2, 6, 23.4,⑭⑫⑩, 3, 3,Ｂヨッテウタッテ, 60,松若風, 0.6, 61,*  6, -13, 1,  2.7, ②②, 3,16,Ｏアンブリッジロｰズ, 62,三浦皇, 0.4, 69,   1,   8, 7, 16.0,⑨⑨⑥, 3,12,Ｇテイエムコウノトリ, 65,三浦皇, 0.6, 65,   5,  -2, 4,  7.9, ⑪⑩
 4,14, レオパイレｰツ,---,吉田隼, 1.4, 51,   1, -10,10, 37.7,⑥⑥④, 4, 1,Ｇジョｰヌダンブル, 49,勝浦正, 0.8, 61,*  7, -17, 5,  9.8, ①①, 4, 4,Ｆレッドシェリフ, 66,川須栄, 0.5, 68,  -1,* 12, 9, 24.0,⑩⑪⑫, 4, 6,Ｋアンウォンド, 63,杉原誠, 0.6, 69,* 12, -10, 3,  5.5, ①①
 5, 1,Ｄメイショウロブロイ, 57,菱田裕, 1.6, 47,  -3,  -4, 2,  5.4,⑫⑬⑫, 5,11,Ｄヴァッフシュテルケ, 55,北村友, 0.8, 57,  -2,  -7, 6, 10.2, ⑦⑦, 5, 5,Ｃコアレスドラゴン, 70,北村友, 0.8, 64,   2,  -1, 4,  9.5,③⑤④, 5,16,Ｄキｰパップ, 68,西村太, 0.7, 65,   8,  -8, 6, 11.2, ⑦⑥
 6, 9,Ｂブラックシェンロン, 61,木幡初, 1.6, 49,  -2,  -6, 3,  6.9,⑩⑩⑧, 6, 4,Ｆディアエトワｰル, 51,吉田隼, 1.2, 53,   3, -18, 2,  4.2, ③③, 6,12,Ｇキワミ, 66,長岡禎, 0.8, 62,*  5,  -5, 5, 13.4,②②②, 6, 2,Ｃタガノレオｰネ, 68,菱田裕, 0.8, 60,  -2,   1, 1,  3.9, ⑬⑬
 7, 4,Ｉカネトシエンパシｰ, 42,松若風, 1.6, 48,*  3, -15,13,115.2,②②③, 7,14,Ｋアラマサクリスエス, 40,柴山雄, 1.3, 48,  -7,  -9, 9, 57.2, ⑨⑧, 7, 9,Ｌマイネルハｰトレｰ, 64,菱田裕, 0.9, 65,  -2,   9,12, 57.1,⑫⑭⑬, 7,14,Ｐヒラボクロマンス, 57,古川吉, 0.9, 61,   6,  -8,12, 40.0, ⑧⑪
 8, 3,Ｇエｰスワン, 53,丹内祐, 1.8, 46,*  4, -17, 7, 30.8,①①①, 8, 9,Ｈロワドｰル, 49,丸山元, 1.4, 47, -11,  -6,15,168.0, ⑩⑪, 8,15,Ｈギリギリヒｰロｰ, 65,松若風, 0.9, 64,  -1,   5,14, 79.5,⑪⑩⑩, 7, 7,Ｅハｰモニｰフェア, 66,吉田隼, 0.9, 58,  -2,   0,11, 30.5, ⑭⑭
 9,15, アマクダリ,---,宮崎北, 1.9, 47,  -1, -11,12, 81.0,⑨⑦⑨, 9, 8,Ｅアップルシェア, 54,城戸義, 1.5, 47,  -1, -18, 7, 13.9, ⑥⑥, 9, 1,Ｋスズカファイタｰ, 64,藤岡康, 1.1, 65,  -3,* 11, 6, 13.5,⑭⑯⑯, 9, 3,Ｂジャストザオネスト, 71,川須栄, 1.1, 57,   4,  -9, 5, 10.5, ⑨⑦
10,12,Ｌタイセイフラッシュ, 30,柴山雄, 2.8, 39,   1, -22, 9, 36.8,⑤⑤⑥,10,12,Ｉメニアオバ, 48,古川吉, 1.6, 48,*  4, -25, 8, 38.1, ④④,10, 8,Ｎソロデビュｰ, 62,勝浦正, 1.2, 60,   2,  -7,15,102.8,⑥⑦⑦,10, 9,Ｆアギャント, 65,竹之下, 1.1, 62,* 13, -17, 7, 12.1, ②②
11,10, スズカエルフォトン,---,藤岡康, 2.9, 40,  -5, -12, 4, 16.9,⑮⑮⑭,11,13, バゴラグｰン,---,黛弘人, 1.6, 45, -12,  -7,13, 97.7, ⑫⑫,11, 6,Ｅマイネルランスタン, 67,中井裕, 1.3, 59,   1,  -5,10, 30.6,⑤⑧⑧,11,15,Ｏトクラットリバｰ, 58,柴山雄, 1.1, 56,   0,  -5,14,104.4, ⑫⑫
12,11,Ｈボｰルドケｰム, 45,中井裕, 3.3, 38,  -2, -22,11, 55.0,⑧⑨⑪,12, 6,Ｊアクアプリンセス, 47,木幡初, 1.7, 44, -22,*  0,11, 83.7, ⑮⑭,12,10,Ｍストｰンヘンジ, 64,村田一, 1.3, 61,  -1,   1,13, 62.7,⑬⑫⑭,12, 8,Ｌシェｰル, 63,木幡初, 1.3, 58,   9, -15, 9, 19.9, ⑥⑨
13, 7,Ｊドックオブザベイ, 39,西田雄, 3.4, 37,  -1, -21,14,142.2,⑪⑪⑬,13, 5,Ｃリトルスカッシュ, 55,平野優, 2.1, 39, -15, -11,14,111.5, ⑬⑬,13, 2,Ｂマイネルアクロス, 71,丹内祐, 1.4, 61,  -3,   5, 8, 22.1,⑯⑮⑮,13,13,Ｈマックスストレイン, 65,丸山元, 1.4, 53, -15,*  7,13, 82.9, ⑯⑯
14, 6,Ｅエスティクレスト, 56,黛弘人, 3.9, 32,*  2, -32, 5, 21.5,③④⑤,14,10,Ｍチアフルミイチャン, 32,西田雄, 2.1, 38,  -6, -21,16,343.5, ⑧⑩,14,11,Ｉシンボリパソドブレ, 65,木幡初, 1.5, 59,  -2,  -1,16,122.7,⑮⑬⑪,14,10,Ｊシャルロッカ, 64,国分恭, 1.7, 49, -13,   0,16,143.0, ⑮⑮
15, 5,Ｋクリアレイク, 38,伴啓太, 4.4, 30,  -5, -25,15,206.5,⑦⑭⑮,15,15,Ｌサンフォンタナ, 39,菱田裕, 3.8,  7, -22, -27,12, 96.3, ⑯⑯,15, 3,Ｄヤマトダイアンサス, 69,丸山元, 2.3, 47,*  5, -26, 2,  5.6,①①①,15, 1,Ｉニシノニカ, 64,勝浦正, 1.8, 51,   7, -21, 8, 16.3, ④③
