14年 7月19日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 7月19日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 7R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝2600m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,信夫山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｃナイアガラモンロｰ, 29,戸崎圭,, 34,  -4,  -6, 2,  4.2, ③③, 1, 4,Ｇアビエイタｰ, 59,エスポ,, 67,*  5,   4, 7, 23.5,③②②, 1, 6,Ｇラストシャングリラ, 54,江田照,, 65,* -1,*  1,10, 31.0,①①①, 1, 9,Ｇマイネルサンオペラ, 76,蛯名正,, 79,*  4,* 12, 1,  4.5,⑥⑥④
 2, 5,Ａトｰセンペンタゴン, 35,内田博, 0.2, 32, -14,*  0, 3,  4.7, ⑨⑧, 2, 1,Ｄジャックポット, 64,内田博, 0.2, 67,   3,*  7, 3,  8.1,④④③, 2, 5,Ｌウルトラバロｰズ, 48,蛯名正, 0.6, 61,* -2,* -5, 6, 13.4,④③③, 2, 8,Ｃルミナスレッド, 77,江田照, 0.1, 74,*  5,   5, 2,  5.0,①①①
 3,11,Ｂマニワプリンセス, 32,宮崎北, 0.3, 31,  -9,  -5, 7, 20.0, ⑦⑦, 3, 3,Ｂオウトラヴェス, 67,北村宏, 1.1, 60,*  5,  -6, 2,  3.4,②①①, 3, 7,Ｉサプライズレナ, 52,田中勝, 0.9, 58,  -4,* -3, 3,  8.0,⑪⑨⑦, 3, 7,Ｊアナンジュパス, 75,北村宏, 0.1, 77,   3,* 12, 8, 14.4,⑦⑦⑤
 4, 3,Ｇサｰクルワルツ, 26,西田雄, 0.4, 29, -15,* -1, 6, 10.9, ⑩⑨, 4,12,Ａヴァｰルハイト, 67,石川裕, 1.1, 61,   0,   4, 4, 11.8,⑥⑥⑦, 4,15,Ｆダノンフォｰミュラ, 55,杉原誠, 1.1, 56,* -3,  -9, 4, 11.5,⑥⑥⑧, 4, 4,Ｂエイダイポイント, 78,岩部純, 0.4, 75,   3,   9, 3,  5.9,⑧⑧⑥
 5,10,Ｅパイナワレア, 27,蛯名正, 0.6, 27,  -6, -13, 1,  3.4, ⑤④, 5,13,Ｅトｰアキヨモリ, 63,江田照, 1.1, 62,  -2,*  6, 5, 12.9,⑪⑧⑥, 5,10,Ａブリｰジョ, 65,石橋脩, 1.1, 56,* -3,  -9, 5, 11.8,⑦⑤⑤, 5, 6,Ｅカｰマイン, 77,戸崎圭, 0.5, 71,*  4,   3, 7, 11.6,③②②
 6, 8,Ｆイアペトス, 26,二本柳, 0.6, 27,  -7, -11, 8, 35.1, ⑥⑥, 6, 8,Ｃコスモジグ, 66,戸崎圭, 1.7, 57,  -2,   1, 1,  2.0,⑩⑨⑧, 6, 3,Ｂスパｰクルキャット, 65,横山典, 1.2, 53,  -4,  -9, 1,  2.5,⑤⑧④, 6, 1,Ｈマイネルテンクウ, 75,柴田大, 0.7, 71,*  4,   1, 5,  6.3,⑤③③
 7, 4,Ｄヒノキノカホリ, 28,柴田大, 0.7, 27,* -2, -18, 5,  9.9, ②②, 7, 7,Ｈダイオプサイド, 57,武士沢, 1.8, 56,  -3,   2,11,113.9,⑧⑩⑪, 7,11,Ｍディｰエスプロパｰ, 47,武士沢, 1.5, 54,  -7,  -7,13, 82.7,⑯⑭⑮, 7, 3,Ｆカンタベリｰナイト, 76,二本柳, 0.9, 71,   1,   6, 9, 25.2,⑩⑩⑩
 8, 6, エアルコンクエスト,---,木幡初, 0.7, 26,  -6, -14, 9, 46.7, ④⑤, 8,14,Ｋシナモン, 55,吉田豊, 2.0, 55,  -3,   2,12,118.1,⑫⑫⑩, 8,12,Ｈゴｰルドリｰガル, 54,西田雄, 1.6, 51,  -7,  -9,11, 42.8,⑫⑬⑫, 8,10,Ａマイネルティンラン, 79,エスポ, 1.1, 67,*  4,  -5,10, 44.9,④④⑦
 9, 9, ラプロムナｰド,---,小野寺, 1.6, 17, -19, -10,11,119.7, ⑪⑪, 9,15,Ｍコスモラヴコｰル, 52,柴田大, 2.0, 56,   3,  -8, 8, 36.6,⑤⑤⑤, 9,14,Ｋガラハッド, 51,大野拓, 1.8, 50,  -5, -14, 9, 30.3,⑧⑪⑩, 9, 2,Ｉサンバジｰリオ, 75,石橋脩, 1.2, 68,   3,  -1, 6,  8.0,⑨⑨⑨
10, 2, キャプレット,---,北村宏, 2.3,  6,* -1, -38, 4,  5.0, ①①,10, 2,Ｊネクストロｰド, 56,西田雄, 2.6, 54,  -7,   4,14,189.4,⑮⑮⑮,10, 2,Ｅコスモアイオライト, 56,柴田大, 1.9, 50,  -5, -14, 8, 24.6,⑩⑩⑨,10, 5,Ｄトライアゲイン, 77,横山典, 2.2, 56,*  4, -19, 4,  6.1,②⑤⑧
11, 1,Ｈネブカドネザル, 24,嘉藤貴, 2.7,  0, -13, -32,10,101.0, ⑧⑩,11, 6,Ｆプコナコナ, 60,伴啓太, 2.6, 53,  -5,  -1,13,143.0,⑭⑬⑬,11,13,Ｄミヤビソｰダライト, 60,吉田豊, 2.2, 46,* -1, -29, 7, 19.2,②②②,,,,,,,,,,,,
,,,,,,,,,,,,12,11,Ｎマｰシャラｰ, 47,的場勇, 2.9, 50,  -5,  -3, 9, 64.9,⑬⑭⑭,12, 9,Ｏステイバンク, 38,原田和, 2.3, 45,  -8, -13,16,179.4,⑭⑯⑯,,,,,,,,,,,,
,,,,,,,,,,,,13, 9,Ｌファイアボｰル, 54,木幡初, 3.3, 46,  -3, -10,10, 99.2,⑨⑪⑫,13, 4,Ｊマンディスキュア, 52,柴田未, 2.7, 40,* -2, -33,14, 97.0,③④⑥,,,,,,,,,,,,
,,,,,,,,,,,,14,10,Ｉフリメｰル, 56,二本柳, 3.4, 45,*  5, -23,15,259.3,①③④,14, 8,Ｃメタフィジクス, 61,エスポ, 3.0, 37,  -6, -32, 2,  3.8,⑮⑫⑬,,,,,,,,,,,,
,,,,,,,,,,,,15, 5, スプリングキセキ,---,石橋脩, 5.2, 31,  -1, -31, 6, 19.4,⑦⑦⑨,15, 1,Ｐロックゴｰルド, 34,石川裕, 3.1, 36,  -7, -28,15,165.5,⑬⑮⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,16,16,Ｎヘレン, 44,嘉藤貴, 3.3, 35,* -3, -40,12, 79.3,⑨⑦⑪,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:重(指数:-7),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:稍重(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:稍重(指数:0),,,,,,,,,,,
