14年 3月 2日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 3月 2日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  芝2000m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1800m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,関門橋ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ａハクユウカンベエ, 67,藤岡佑,, 68,*  0,*  5, 2,  3.3, ①①, 1,12,Ｆファシｰノ, 56,北村友,, 78,*  5,* 13, 4, 10.4,②③③, 1,11,Ｆイルミナティ, 68,黛弘人,, 75,* -2,* 17, 6, 17.5,①①①, 1, 6,Ｈテｰオｰケンジャ, 74,北村友,, 84,   9,* 10, 9, 30.2,④⑧⑧
 2,13,Ｃスマｰトエビデンス, 64,城戸義, 0.4, 64,* -1,   2, 4,  7.3, ②②, 2,14,Ａコルサｰレ, 62,菱田裕, 0.1, 75,*  5,* 10, 1,  2.2,⑬②②, 2, 7,Ａスマｰトルピナス, 75,杉原誠, 0.6, 74,  -6,* 19, 2,  5.7,⑦⑧⑦, 2, 8,Ｇダノンフェニックス, 76,吉田隼, 0.2, 82,  11,*  6, 1,  2.5,⑥⑥⑤
 3, 7,Ｉケｰジｰプリサイス, 45,西村太, 1.2, 53, -20,*  6,10, 75.1, ⑫⑩, 3, 1,Ｂロｰレルトルネｰド, 60,田中健, 1.0, 66,   2,   5, 2,  4.5,③⑧⑥, 3, 5,Ｃアルカナ, 72,藤岡佑, 0.6, 71,  -4,  16, 5, 14.3,⑤⑤⑤, 3, 9,Ｉトｰホウストロング, 73,鮫島良, 0.2, 82,  13,   0, 8, 23.9,⑦③③
 4, 9,Ｈキｰコｰド, 47,藤岡康, 1.2, 55, -15,*  4, 9, 70.3, ⑧⑧, 4, 3,Ｌブラウ, 51,吉田隼, 1.1, 64,*  5,  -5,10, 32.3,①①①, 4, 1,Ｊボロンベルラルｰン, 62,勝浦正, 0.8, 69,* -3,  10, 7, 23.8,③④④, 4, 5,Ｅデウスウルト, 79,藤岡康, 0.4, 79,  12,   1, 2,  4.0,③⑤⑥
 5, 2,Ｄサビｰナクレスタ, 62,菱田裕, 1.5, 50,  -8,  -4, 1,  2.6, ③③, 4,17,Ｈモウイイデショウ, 55,松若風, 1.1, 64,*  4,  -1, 7, 20.4,⑭④⑤, 5, 9,Ｂヴィルジニア, 74,北村友, 1.0, 67,  -4,   9, 1,  1.6,④⑥⑥, 5, 3,Ｆフィロパトｰル, 78,菱田裕, 0.6, 75,* 16, -11, 3,  5.1,①①①
 6, 6,Ｋクリノホテイソン, 27,岩崎翼, 1.6, 49, -11,  -3,13,211.1, ⑤⑤, 6, 2,Ｊドリｰムジュエリｰ, 52,中井裕, 1.3, 66,   1,   5,11, 32.6,⑩⑬⑦, 6, 4,Ｅカナルナニ, 70,柴山雄, 1.1, 62,* -3,   4, 3,  9.0,⑨③③, 6, 7,Ｄスマｰトリバティｰ, 81,古川吉, 0.7, 75,  12,  -4, 7, 17.1,⑤④④
 7,11,Ｂサウンドグランデ, 67,勝浦正, 1.7, 48,  -9,  -5, 5,  7.5, ⑥⑥, 7, 4,Ｇヤマニンルポ, 55,藤岡佑, 1.5, 61,   1,   0, 8, 26.9,⑥⑩⑫, 7,10,Ｋファンアットコｰト, 62,二本柳, 1.5, 61,  -6,   6,11,107.2,⑧⑩⑪, 7, 1,Ａスノｰドン, 81,中井裕, 0.7, 76,   9,   0, 4,  9.0,⑧⑦⑦
 8, 5,Ｊプラスワン, 42,西田雄, 1.9, 47, -18,  -1,14,233.9, ⑩⑦, 8, 8,Ｏヒラボクマキシム, 50,勝浦正, 1.5, 64,   2,   1,14,176.1,⑮⑫⑩, 8, 3,Ｉコスモサリｰ, 62,丹内祐, 1.7, 56,* -3,  -3, 9, 79.5,②②②, 8, 4,Ｃドリｰムトレイン, 81,藤岡佑, 1.0, 70,* 14, -15, 5, 10.3,②②②
