14年 3月16日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 3月16日 中京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 4R  芝3000m 4歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■10R  ダ1400m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
 9, 5,Ｊミッドシアタｰ, 32,松山弘, 1.3, 46,   3, -12,10, 48.4, ③④, 9,13, トｰセンシｰザｰ,,石神深,204.2,,,,11, 69.2,⑬⑫⑫, 9, 9,Ｌアｰトオブキング, 66,国分優, 1.5, 62,   8,  -8, 7, 23.5, ⑦⑦, 9, 7,Ｈビタミンエｰス, 72,松田大, 0.9, 70,  -5,  15, 8, 12.2, ⑫⑫
10,13,Ｆアルカンシエル, 47,西村太, 1.4, 43,  -6,  -4,15,271.7, ⑫⑪,10, 6, アラビアンドラゴン,,金子光,204.7,,,,13,104.3,⑨⑩⑩,10,10,Ｍエアロブンバ, 64,松田大, 1.6, 61,*  9, -12, 9, 27.5, ④④,10, 8,Ｅアナザｰバｰジョン, 74,田辺裕, 0.9, 69,  -2,  11, 3,  7.8, ⑧⑧
11, 3,Ｄメイショウパラオ, 50,武幸四, 1.7, 42,  -4,  -7, 9, 28.5, ⑪⑫,11, 7, クリノメダリスト,,大江原,204.9,,,,12, 99.8,⑭⑬⑬,11,16,Ｎハイランドコンドル, 57,伊藤工, 1.9, 57,  -4,*  4,16,267.4, ⑯⑯,11, 6,Ｃアｰスコネクタｰ, 77,丸田恭, 1.1, 67,  -2,  10, 7, 12.0, ⑦⑦
12, 2,Ｈモンサンレグルス, 45,岩崎翼, 2.1, 36,  -5, -11, 8, 23.5, ⑩⑩,12, 5, カントリｰスノｰ,,山本康,204.9,,,, 4, 18.0,⑤⑤⑤,12,13,Ｃヒシアメジスト, 72,岩崎翼, 1.9, 58,   8, -12, 5, 14.5, ⑧⑧,12, 9,Ｄメイショウシンシア, 75,武幸四, 1.2, 71,  -2,  10, 1,  4.0, ⑩⑩
13,14, シャレｰドレジｰナ,---,武士沢, 2.4, 34, -14,  -4,13,148.6, ⑮⑮,13,12, トモヲエラババ,,高野和,206.5,,,,14,121.5,⑥⑦⑦,13, 3,Ｐジパング, 31,吉田隼, 2.6, 53,   6, -16,12, 48.8, ⑨⑫,13,13,Ｇカレンマタドｰル, 72,勝浦正, 1.2, 67,  -1,   8, 4,  9.5, ⑨⑨
14,10,Ｅフィｰルドエデン, 47,伴啓太, 3.0, 29, -11, -13,12,107.3, ⑭⑭,14,11, シゲルオオカミザ,,黒岩悠,207.8,,,, 6, 24.9,⑪⑭⑭,14, 4,Ｈスピｰディｰドｰタ, 69,丸山元, 2.7, 52,   9, -21, 8, 26.3, ⑤⑥,,,,,,,,,,,,
15, 9, ワンダｰシャルメ,---,藤懸貴, 3.1, 29, -14, -10,16,281.8, ⑯⑯,,,,,,,,,,,,,15,14,Ｆマルトクスパｰト, 71,伴啓太, 2.7, 53,* 11, -23, 6, 17.8, ①①,,,,,,,,,,,,
16, 7, エイシントット,---,太宰啓, 3.8, 25,  -2, -28,14,160.0, ⑨⑨,,,,,,,,,,,,,16,15,Ｏエクスブルグ, 47,松山弘, 3.4, 48,* 11, -28,14, 82.4, ②②,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:0),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:76 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:0),,,,,,,,,,,
"単勝:580円 複勝:16=200円 15=410円 12=120円 枠連:6,610円",,,,,,,,,,,,"単勝:260円 複勝:01=170円 03=790円 10=570円 枠連:1,170円",,,,,,,,,,,,単勝:210円 複勝:01=160円 06=180円 12=250円 枠連:600円,,,,,,,,,,,,"単勝:1,500円 複勝:12=660円 04=1,520円 11=460円 枠連:3,090円",,,,,,,,,,,
"馬連:7,160円 ワイド:15-16=1,430円 12-16=350円 12-15=650円",,,,,,,,,,,,"馬連:2,820円 ワイド:01-03=1,060円 01-10=1,240円 03-10=4,310円",,,,,,,,,,,,"馬連:790円 ワイド:01-06=390円 01-12=700円 06-12=1,190円",,,,,,,,,,,,"馬連:26,990円 ワイド:04-12=4,840円 11-12=3,850円 04-11=8,210円",,,,,,,,,,,
"馬単:12,900円 3連複:4,100円 3連単:39,830円",,,,,,,,,,,,"馬単:3,710円 3連複:11,690円 3連単:39,670円",,,,,,,,,,,,"馬単:1,180円 3連複:3,440円 3連単:9,060円",,,,,,,,,,,,"馬単:44,480円 3連複:141,650円 3連単:870,290円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■ 5R  芝3000m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 8R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■11R  芝1200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾄﾘﾄﾝｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,14,Ｉエイシンソニック, 52,太宰啓,, 61,* -3,*  4,10, 46.4,⑦④④, 1, 3, シゲルヘビザ,,中村将,,,,, 2,  5.2,③①①, 1, 1,Ｃフリｰクエンシｰ, 74,太宰啓,, 75,*  3,*  8, 1,  2.6,①①①, 1,12,Ｋフレデフォｰト, 74,中井裕,, 82,  -2,  15,13, 34.6, ⑤⑥
 2, 7,Ａリタｰントゥジェム, 63,長岡禎, 0.0, 59,  -5,*  7, 6, 13.1,⑤⑧⑧, 2,13, ヘリオスフィア,,五十嵐,199.6,,,, 4,  8.7,⑤④②, 2, 2,Ｂクラウディオス, 76,松田大, 0.4, 70,*  3,   6, 3,  4.8,③②③, 2, 8,Ｈビキニブロンド, 76,吉田隼, 0.0, 83, -10,* 23, 2,  5.3, ⑫⑫
 3, 5,Ｆライトオブホｰプ, 58,田辺裕, 0.1, 55,* -3,   1, 4, 11.6,①①①, 3, 4, アポロドｰロス,,横山義,199.7,,,, 6, 16.3,⑦⑤③, 3, 9,Ｉスリｰヨｰク, 65,黛弘人, 0.7, 69,*  3,   4, 8, 59.2,④④④, 3,17,Ｍサニｰヘイロｰ, 73,勝浦正, 0.2, 80,  -6,  16,14, 51.6, ⑪⑩
 4, 8,Ｌゴルゴネイオン, 48,中井裕, 0.3, 57,* -3,   0, 5, 12.8,②②②, 4, 6, トップストライド,,石神深,200.4,,,, 3,  7.4,④②④, 4, 7,Ｇフォルトファｰレン, 73,シュタ, 0.8, 69,   1,   7, 5,  9.3,⑧⑦⑨, 4, 5,Ｂマッキｰコバルト, 81,丸田恭, 0.2, 78,  -6,  16,11, 21.2, ⑨⑨
 5, 2,Ｇベストガｰディアン, 57,北村友, 0.6, 55,  -6,*  4, 2,  4.1,⑪⑫⑫, 5,10, ナンデヤネン,,上野翔,201.2,,,, 7, 18.7,⑥⑦⑥, 5, 5,Ｅサトノシｰザｰ, 73,丸山元, 0.9, 68,   0,*  7, 4,  6.9,⑦⑨⑧, 5,11,Ｃシゲルアセロラ, 81,国分優, 0.2, 77,* 13,  -2, 5,  9.2, ①①
 6,15,Ｊウィステリアカフナ, 50,古川吉, 0.6, 55,  -4,   1,11, 62.6,⑥⑥⑥, 6, 1, タイセイジｰニアス,,白浜雄,202.0,,,, 8, 19.3,①⑥⑧, 6, 3,Ａサカジロスイセイ, 79,国分優, 0.9, 67,   2,   4, 2,  3.9,⑤⑤⑥, 6,13,Ｅヤマニンプチガトｰ, 78,松田大, 0.3, 78,  -9,  18, 1,  4.9, ⑬⑬
 7,11,Ｎミュゼエクスプレス, 47,西田雄, 0.6, 55,  -4,   1, 8, 31.3,⑮⑦⑦, 7, 5, アスタｰコリント,,林満明,202.6,,,, 5, 11.7,⑧⑧⑦, 7, 6,Ｈサンマルヴィエント, 69,田辺裕, 1.1, 65,   0,   5, 7, 37.7,⑩⑩⑦, 7, 6,Ｊキングオブロｰ, 75,中舘英, 0.4, 78, -12,* 20, 7, 14.3, ⑭⑭
 8,13,Ｄゴッドエンペラｰ, 59,藤岡佑, 0.6, 54,  -4,   1, 9, 31.4,⑫⑤⑤, 8,11, フロレント,,浜野谷,203.1,,,,10, 87.1,⑨⑨⑨, 8, 4,Ｆクオリティタイム, 73,松山弘, 1.4, 67,   1,   4, 9, 72.7,⑨⑧⑩, 8, 2,Ｑエｰシンシャラク, 71,藤岡佑, 0.4, 75,  -2,  10, 6, 10.8, ⑥⑤
 9, 9,Ｂエンジェルラダｰ, 62,シュタ, 0.7, 53,* -3,  -2, 1,  2.1,③③③, 9, 8, プレミアムウォｰズ,,草野太,203.4,,,, 1,  2.0,②③⑤, 9,10,Ｄケイアイホクトセイ, 73,勝浦正, 1.6, 61,   1,  -1, 6, 11.9,⑥⑥⑤, 9,10,Ｇオレニホレルナヨ, 77,古川吉, 0.5, 73,  -1,   7, 9, 18.3, ④④
10, 3,Ｅゲンパチスカイ, 59,吉田隼, 0.9, 56,  -5,   2, 7, 28.5,⑭⑬⑬,10, 9, トゥイｰドルダム,,植野貴,205.1,,,,11,139.2,⑫⑪⑪,10, 8,Ｊニチドウレパｰド, 60,伴啓太, 2.7, 54,*  3, -14,10,106.8,②③②,10, 9,Ｄオｰシャンカレント, 80,シュタ, 0.5, 74,  -3,  10,12, 34.4, ⑧⑦
11, 4,Ｈゴｰルドパｰル, 52,勝浦正, 1.2, 49,  -5,  -3,13,111.1,⑨⑩⑨,11, 7, ビｰトマグナム,,山本康,205.6,,,,13,144.5,⑩⑩⑩,,,,,,,,,,,,,11,16,Ｎブラｰニｰストｰン, 72,高倉稜, 0.6, 76, -15,* 20,17, 80.5, ⑰⑰
12,12,Ｋマルタｰズポラリス, 49,武士沢, 1.9, 47,  -6,  -7,12, 70.9,⑩⑮⑮,12,12, ダムｰルフォンテン,,蓑島靖,206.7,,,,12,141.6,⑬⑫⑫,,,,,,,,,,,,,12, 4,Ｏダイメイザクラ, 72,武士沢, 0.7, 75, -15,* 19,16, 79.6, ⑯⑯
13,10,Ｃテイエムゲッタドン, 60,松若風, 2.2, 43,  -5, -12, 3,  8.6,④⑨⑩,13, 2, ナデシコホマレ,,大江原,218.2,,,, 9, 44.1,⑪⑬⑬,,,,,,,,,,,,,13, 7,Ｌラフレｰズカフェ, 73,西田雄, 0.7, 73, -13,  16,10, 19.3, ⑮⑮
14, 6,Ｍケイウンヘブンズ, 48,森一馬, 2.5, 45,  -5,  -9,15,436.8,⑬⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,,14, 3,Ｐキョウエイバサラ, 71,丸山元, 0.7, 72,  -9,  12,18,108.6, ⑩⑪
15, 1,Ｏジャンパップ, 45,伴啓太, 2.7, 41,  -6, -14,14,154.2,⑧⑪⑪,,,,,,,,,,,,,,,,,,,,,,,,,15, 1,Ａサカジロロイヤル, 82,太宰啓, 0.7, 72,  -6,  10, 4,  7.9, ⑦⑧
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,15,Ｆメイショウイザヨイ, 77,武幸四, 1.0, 67,*  3,  -3, 3,  7.8, ②③
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,14,Ｉシルクウェッジ, 76,黛弘人, 1.1, 65,*  3,  -4,15, 65.1, ③②
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,18,Ｒサンブルエミュｰズ, 63,田辺裕, 1.1, 69, -16,  15, 8, 15.8, ⑱⑱
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:0),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+6 馬場:良(指数:2),,,,,,,,,,,
"単勝:4,640円 複勝:14=1,090円 07=330円 05=440円 枠連:11,020円",,,,,,,,,,,,"単勝:520円 複勝:03=180円 13=230円 04=430円 枠連:1,570円",,,,,,,,,,,,"単勝:260円 複勝:01=140円 02=190円 09=1,110円 枠連:630円",,,,,,,,,,,,"単勝:3,460円 複勝:12=800円 08=230円 17=1,340円 枠連:1,800円",,,,,,,,,,,
"馬連:13,380円 ワイド:07-14=3,290円 05-14=5,740円 05-07=2,050円",,,,,,,,,,,,"馬連:1,660円 ワイド:03-13=530円 03-04=1,240円 04-13=1,450円",,,,,,,,,,,,"馬連:680円 ワイド:01-02=280円 01-09=1,590円 02-09=2,890円",,,,,,,,,,,,"馬連:10,440円 ワイド:08-12=3,380円 12-17=20,090円 08-17=5,300円",,,,,,,,,,,
"馬単:25,510円 3連複:38,820円 3連単:366,400円",,,,,,,,,,,,"馬単:3,120円 3連複:10,130円 3連単:43,170円",,,,,,,,,,,,"馬単:1,170円 3連複:9,420円 3連単:25,700円",,,,,,,,,,,,"馬単:29,480円 3連複:227,180円 3連単:1,372,540円",,,,,,,,,,,
■ 3R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 6R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 9R  芝1600m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■12R  芝2000m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小牧特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｃキクノメテオ, 71,川島信,, 70,   5,   8, 2,  9.6, ④④, 1,16,Ｈマテンロウボス, 57,松田大,, 70,  -6,   8, 3,  5.9,⑩⑧⑦, 1,10,Ｆレネットグルｰヴ, 73,松山弘,, 81,  11,* 13, 3,  5.6,⑥⑥⑦, 1, 9,Ｂアウォｰディｰ, 78,松山弘,, 79,  -4,* 15, 3,  6.6,⑦⑦⑦
 2,10,Ａサンマルヴィグラス, 76,松田大, 0.0, 71,*  7,   6, 1,  1.6, ②②, 2,10,Ｄメイクアップ, 61,丸田恭, 0.0, 70,  -8,* 12, 4,  7.7,⑨⑫⑫, 2, 8,Ｎミニョネット, 66,北村友, 0.3, 76,  13,   4, 7, 12.2,⑤⑤⑤, 2, 5,Ｃミエノキセキ, 78,古川吉, 0.0, 78,  -3,* 13, 4, 10.4,⑤⑤⑤
 3,14,Ｉデンコウリョウ, 66,北村友, 0.6, 66,   0,   8, 7, 28.3, ⑫⑫, 3, 9,Ｎロブロイクリス, 49,川島信, 0.2, 74, -12,* 19,16,215.3,⑱⑱⑱, 3, 4,Ｅスカイキュｰティｰ, 74,藤岡佑, 0.3, 75,  10,   8, 4,  8.3,⑦⑦⑥, 3, 7,Ｈポセイドンバロｰズ, 73,北村友, 0.2, 78,  -3,  10, 7, 22.6,⑥⑥⑥
 4, 1,Ｂヴェアデイロス, 75,岩崎翼, 0.8, 63,  -6,* 12, 5, 10.8, ⑮⑮, 4, 4,Ｂスカイライン, 62,松山弘, 0.2, 65,* -4,   1, 5, 10.2,②②②, 4, 3,Ｃアルマディヴァン, 75,吉田隼, 0.4, 73,* 17,  -5, 2,  5.0,④③②, 4,10,Ａアロヒラニ, 81,田辺裕, 0.3, 78,  -4,* 14, 2,  2.9,⑧⑩⑨
 5, 4,Ｍチェリｰミルズ, 62,松山弘, 1.0, 62,  -5,*  8,11, 53.9, ⑭⑬, 5, 6,Ｏテイエムリキオｰ, 48,武士沢, 0.3, 70,  -8,* 10,12, 50.4,⑪⑭⑭, 5,14,Ｂミラクルアスク, 76,丸山元, 0.4, 75,   9,  10, 1,  4.9,⑪⑩⑧, 5, 6,Ｄゴｰルドブライアン, 77,吉田隼, 0.5, 75,  -6,  12, 5, 13.7,⑩⑨⑩
 6,15,Ｄトｰセンプリモ, 71,勝浦正, 1.1, 60,   4,  -1, 6, 17.8, ⑥⑥, 6, 7,Ｃスズカヴァンガｰド, 61,西田雄, 0.3, 66,  -7,   5, 9, 19.1,⑥⑩⑧, 6,15,Ｉレイヌドネｰジュ, 70,松田大, 0.5, 74,   6,* 12,10, 20.9,⑭⑬⑫, 6, 2,Ｆコスモユウチャン, 75,丹内祐, 0.6, 68,*  0,  -2, 9, 46.0,③②②
 7, 2,Ｋロｰズミラクル, 64,高倉稜, 1.1, 61,   1,   1, 4,  9.7, ⑦⑦, 7, 8,Ｆコスモパトラ, 60,丹内祐, 0.5, 65,  -8,   5,13, 50.7,⑧⑪⑪, 7,11,Ｄエメラルドヴァレｰ, 75,太宰啓, 0.6, 73,   5,* 13,13, 51.2,⑬⑫⑬, 7, 3,Ｊダブルオｰセブン, 67,勝浦正, 0.7, 73,  -4,   8,10, 92.7,⑨⑧⑧
 8, 5,Ｇトウショウハマｰ, 67,西田雄, 1.1, 61,   0,   3,14,183.0, ⑪⑪, 8,12,Ｇアカイスイセイ, 57,藤岡佑, 0.5, 67,  -8,   8,11, 35.8,⑭⑮⑮, 8,12,Ｌスリｰキャピトル, 68,中井裕, 0.6, 73,   8,   8,12, 49.5,⑩⑨⑩, 8, 4,Ｇナスノシベリウス, 75,丸田恭, 0.7, 65,  -2,  -1, 8, 30.5,①③③
 9,12,Ｊニシノプレゼンス, 65,中谷雄, 1.2, 60,   3,  -1,13,151.9, ⑤⑤, 9,18,Ｅオｰスミフブキ, 60,吉田隼, 0.7, 57,* -5,  -8, 2,  5.2,①①①, 9,16,Ａグレイスフラワｰ, 85,丸田恭, 0.6, 71,   5,* 14, 8, 12.6,⑮⑮⑯, 9, 8,Ｉシャドウウィザｰド, 70,藤岡佑, 0.8, 65,*  0,  -6, 6, 21.4,②①①
10,11,Ｅテイエムシシオｰ, 69,吉田隼, 1.2, 61,   2,   1, 3,  9.7, ⑧⑧,10,11,Ｌシゲルヤマト, 51,高倉稜, 0.8, 58,* -4,  -6,15,196.9,⑮④⑤,10, 2,Ｋプラチナテｰラｰ, 68,高倉稜, 0.8, 68,* 16,  -8, 5, 11.1,③④④,10,11,Ｋギリギリヒｰロｰ, 66,丸山元, 1.0, 70,  -5,   7,11, 99.3,⑪⑪⑪
11, 7,Ｏアスタｰキング, 54,中井裕, 1.5, 58,*  8,  -8,12, 63.3, ①①,11, 5,Ｒアサクサプライド, 36,北村友, 0.9, 64, -10,   5, 6, 12.9,⑬⑰⑰,11, 5,Ｊクイｰンアルタミラ, 69,西田雄, 0.9, 69,   5,  10,14, 69.5,⑫⑭⑮,,,,,,,,,,,,
12, 8,Ｐミキノティｰタイム, 52,太宰啓, 1.5, 59,  -1,   1, 9, 33.9, ⑩⑩,12, 3,Ｊジェットブラック, 55,シュタ, 1.0, 56,  -6,  -8, 1,  3.6,⑤⑥⑥,12, 9,Ｈセシリア, 71,シュタ, 1.0, 66,* 20, -17, 6, 12.0,②①①,,,,,,,,,,,,
13,16,Ｈマルイチワンダｰ, 66,古川吉, 1.7, 57,   3,  -4, 8, 33.8, ⑨⑨,13,14,Ｋエルトント, 51,田辺裕, 1.0, 60,  -8,  -1,10, 26.7,⑫⑬⑬,13, 1,Ｍアクアライン, 67,勝浦正, 1.4, 64,   8,  -3,11, 22.2,⑨⑪⑨,,,,,,,,,,,,
14, 9,Ｌワンダｰブロタｰル, 64,国分優, 1.8, 55,  -3,   0,16,392.4, ⑬⑭,14, 1,Ｍミリオンブライト, 51,伴啓太, 1.1, 54,* -5, -11,14,190.6,③⑤③,14, 7,Ｇミラクルルｰジュ, 73,田辺裕, 1.7, 61,   5,  -2, 9, 15.3,⑯⑯⑭,,,,,,,,,,,,
15, 3,Ｆメイショウアルファ, 68,伴啓太, 2.0, 54,   5, -10,10, 41.5, ③③,15, 2,Ａギャングセブン, 63,中舘英, 1.7, 51, -10,  -8, 8, 15.4,⑯⑯⑯,15,13,Ｏアルファアリア, 64,中舘英, 2.1, 55,   8, -13,15,178.0,⑧⑧⑪,,,,,,,,,,,,
16, 6,Ｎデルマビシャモン, 55,西村太, 2.1, 53,  -5,   0,15,264.2, ⑯⑯,16,17,Ｐヤマニンカリヨン, 45,伊藤工, 2.7, 38,  -7, -28,17,268.1,⑰⑨⑩,16, 6,Ｐスズカルミナリｰ, 49,伴啓太, 4.5, 30,  14, -59,16,243.8,①②③,,,,,,,,,,,,
,,,,,,,,,,,,17,13,Ｑファイナルカヨ, 43,国分優, 3.0, 36,  -7, -33,18,348.8,⑦⑦⑨,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18,15,Ｉサヴィルロウ, 56,藤懸貴, 3.4, 33,* -4, -43, 7, 15.0,④③④,,,,,,,,,,,,,,,,,,,,,,,,
