14年 4月27日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 4月27日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  ダ1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 7R  芝1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝2000m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,府中市市制施行60周年記念,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｅアンジュシュエット, 57,後藤浩,, 63,   8,   0, 1,  3.2, ⑦⑤, 1, 9, グラスワイルド,---,柴田大,, 65,  -1,*  3,11,115.8, ⑫⑪, 1,10,Ｂリｰサルウェポン, 70,戸崎圭,, 75,   5,* 13, 1,  2.7, ⑧⑧, 1, 4,Ｆグランデスバル, 79,杉原誠,, 79,* -6,  12, 6,  9.4,①①①
 2,12, アネラノヘア,---,浜中俊, 0.0, 66,   7,*  1, 6, 13.3, ⑥⑦, 2, 8,Ａアルディバイン, 63,北村宏, 0.2, 64,*  4,  -6, 2,  4.2, ④④, 2, 8,Ａコスモエルデスト, 71,柴田大, 0.1, 74,   6,   9, 2,  3.8, ⑥⑥, 2,10,Ａリベルタス, 84,浜中俊, 0.2, 76,* -8,  12, 3,  6.4,④③③
 3, 6,Ａリンガスアリュｰル, 61,柴田善, 0.1, 65,   0,* 10, 3,  7.0, ⑮⑭, 3, 6,Ｃジュガンティｰヤ, 61,田辺裕, 0.6, 59,   2,  -7, 4, 11.3, ⑧⑥, 3, 2,Ｅダイワジャスト, 64,後藤浩, 0.3, 72,* 11,  -1, 4,  6.7, ①①, 3, 7,Ｈカネトシマｰシャル, 76,藤岡康, 0.3, 78,  -9,* 15, 8, 36.6,③④⑤
 4, 8,Ｇレッドクラリス, 55,内田博, 0.6, 62,   2,*  4, 4,  7.6, ⑭⑬, 4,13, トラストマティｰニ,---,蛯名正, 0.6, 60,  -1,* -2, 9, 38.7, ⑬⑬, 4, 3,Ｄサフランスカイ, 65,岩田康, 0.3, 72,* 10,   1, 5, 10.7, ②②, 4, 9,Ｇリラコサｰジュ, 79,岩田康, 0.5, 75,* -7,   9, 5,  8.8,②②②
 5, 4,Ｄタカラフロｰリック, 58,蛯名正, 1.0, 57,   7,  -7, 2,  3.9, ④⑥, 5, 7,Ｅオｰルデフィｰト, 57,田中勝, 0.7, 60,   1,  -5, 3,  7.4, ⑨⑨, 5, 7,Ｃトルセドｰル, 68,田辺裕, 0.3, 70,   5,   7, 3,  3.9, ⑨⑨, 5, 1,Ｃブリッジクライム, 81,横山典, 0.7, 74, -12,* 15, 4,  7.4,⑪⑪⑪
 6, 2,Ｉサウザンドオｰクス, 53,江田照, 1.0, 58,* 11, -14, 7, 15.3, ①①, 6, 5,Ｂディアポジション, 61,戸崎圭, 1.0, 57,   4, -11, 1,  2.0, ⑤⑤, 6, 4,Ｆウインイルソｰレ, 64,石橋脩, 0.6, 68,   7,   0, 6, 18.1, ④④, 6, 6,Ｋロジサンデｰ, 71,田辺裕, 0.7, 72,  -9,   9, 9, 42.8,⑦⑧⑦
 7,10,Ｊテイエムペガサス, 52,武士沢, 1.4, 55,   5,  -9,15,269.5, ⑧⑧, 7,12,Ｈパロパロ, 53,松岡正, 1.9, 50,  -1, -13, 7, 19.6, ⑩⑫, 7, 9,Ｇオリエンタルダガｰ, 62,江田照, 0.9, 63,  -1,   9, 7, 23.2, ⑪⑪, 7, 8,Ｄガチバトル, 80,田中勝, 0.8, 70,* -7,   5, 7, 14.2,⑧⑤④
 8,16,Ｋセイントロｰズバド, 51,田辺裕, 1.7, 50,*  9, -19, 8, 18.6, ②②, 8,15,Ｆデモクラシｰ, 56,武士沢, 1.9, 50,   1, -15, 8, 29.3, ⑪⑩, 8,11,Ｈカシノレント, 57,二本柳, 1.2, 59,   2,  -1, 9,140.2, ⑩⑩, 8, 5,Ｊネオブラックダイヤ, 75,北村宏, 0.8, 72, -10,  10,11,106.7,⑩⑩⑨
 9, 5,Ｈグレイトフル, 54,横山和, 2.0, 49,   7, -19, 9, 22.7, ③③, 9,14,Ｇヒシサブリナ, 56,内田博, 1.9, 51,*  6, -23, 6, 16.8, ①①, 9, 6,Ｋシゲルトオトウミ, 52,勝浦正, 1.3, 61,   9, -10, 8,102.3, ⑤⑤, 9,11,Ｂシャドウバンガｰド, 84,戸崎圭, 0.8, 71,  -8,   7, 1,  3.2,⑤⑥⑥
10,13,Ｍセイウンコレット, 47,北村宏, 2.1, 50,   2, -10,10, 42.2, ⑫⑫,10,11, シゲルリュウキュウ,---,江田照, 3.8, 37, -19,  -7,12,153.7, ⑮⑭,10, 5,Ｊシャインシュラｰク, 52,武士沢, 1.7, 55,   9, -17,10,221.8, ③③,10, 3,Ｅヘルデンテノｰル, 80,柴田善, 0.8, 73, -10,  10, 2,  3.5,⑨⑨⑩
11,15,Ｂスプレンダｰ, 60,三浦皇, 2.2, 48,   8, -20, 5, 11.3, ⑤④,11, 2,Ｌニシノスコｰピオン, 42,村田一, 3.8, 37,   2, -33,10,104.6, ⑦⑦,11, 1,Ｉデサフィナｰド, 54,原田和, 1.8, 53,   5, -11,11,239.3, ⑦⑦,,,,,,,,,,,,
12,14,Ｆケイツｰエマｰ, 56,戸崎圭, 2.6, 46,  -1,  -9,11, 48.5, ⑯⑯,12, 3,Ｉサトノバイタル, 49,秋山真, 3.9, 35, -20,  -7,14,223.8, ⑭⑮,,,,,,,,,,,,,,,,,,,,,,,,
13, 9,Ｃファイナルカヨ, 59,井上敏, 2.7, 46,   3, -17,13, 98.9, ⑪⑩,13, 4,Ｄキャラメルソング, 58,横山典, 4.0, 34,*  5, -40, 5, 12.2, ③②,,,,,,,,,,,,,,,,,,,,,,,,
14, 3,Ｎマナスル, 46,勝浦正, 2.8, 46,   0, -11,16,362.4, ⑬⑮,14,10,Ｋカシノリｰベ, 43,井上敏, 4.8, 28,   1, -43,15,341.3, ⑥⑧,,,,,,,,,,,,,,,,,,,,,,,,
15,11,Ｌマンディスキュア, 48,松岡正, 4.2, 36,   5, -33,12, 50.4, ⑨⑨,15, 1,Ｊカノｰプス, 48,横山和, 6.2, 19,*  5, -58,13,167.8, ②③,,,,,,,,,,,,,,,,,,,,,,,,
16, 1,Ｏバゴラグｰン, 43,柴田大, 4.5, 37,   3, -31,14,224.6, ⑩⑪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:2),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:-14 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:2),,,,,,,,,,,
"単勝:320円 複勝:07=130円 12=370円 06=220円 枠連:1,310円",,,,,,,,,,,,"単勝:11,580円 複勝:09=1,870円 08=180円 06=310円 枠連:14,120円",,,,,,,,,,,,単勝:270円 複勝:10=130円 08=130円 02=170円 枠連:360円,,,,,,,,,,,,単勝:940円 複勝:04=250円 10=250円 07=680円 枠連:840円,,,,,,,,,,,
"馬連:2,230円 ワイド:07-12=880円 06-07=450円 06-12=2,050円",,,,,,,,,,,,"馬連:17,550円 ワイド:08-09=3,740円 06-09=11,250円 06-08=580円",,,,,,,,,,,,馬連:480円 ワイド:08-10=210円 02-10=320円 02-08=390円,,,,,,,,,,,,"馬連:2,520円 ワイド:04-10=910円 04-07=3,140円 07-10=2,420円",,,,,,,,,,,
"馬単:3,490円 3連複:5,520円 3連単:25,660円",,,,,,,,,,,,"馬単:48,190円 3連複:55,750円 3連単:490,670円",,,,,,,,,,,,"馬単:850円 3連複:860円 3連単:2,990円",,,,,,,,,,,,"馬単:5,430円 3連複:20,880円 3連単:132,290円",,,,,,,,,,,
■ 2R  ダ1300m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 5R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 8R  ダ1600m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■11R  芝2000m 3 歳ｵｰﾌﾟﾝ(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｻﾝｹｲｽﾎﾟｰﾂ賞ﾌﾛｰﾗｽﾃｰｸｽ ＧⅡ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｂモントボｰゲン, 60,後藤浩,, 57,* -3,  -1, 2,  3.4, ②②, 1, 8,Ｂネオリアリズム, 65,戸崎圭,, 74,* -5,*  9, 1,  2.0,③③③, 1,13,Ｋスパｰクオンアイス, 57,岩田康,, 70,   4,*  3, 4,  9.4, ⑤⑤, 1, 2,Ｇサングレアル, 71,岩田康,, 79,  13,*  9, 4,  9.1,⑬⑬⑬
 2,10,Ｅハブｰブ, 56,村田一, 0.3, 57,  -5,  -1, 8, 35.2, ⑤⑤, 2,12,Ｃレッドレギオン, 64,北村宏, 0.1, 72,* -5,   6, 2,  3.9,①①①, 2, 1,Ｃショウリノウタゲ, 65,三浦皇, 0.4, 65,   2,   2, 3,  6.5, ⑦⑥, 2, 5,Ａブランネｰジュ, 78,秋山真, 0.0, 75,* 18,  -6, 6, 10.1,③③③
 3, 5,Ｊスカイグランジャｰ, 51,内田博, 0.4, 57, -14,*  7, 7, 26.1, ⑮⑯, 3, 6,Ｄバスティｰド, 62,田辺裕, 0.5, 68,* -5,   2, 3, 10.1,②②②, 3,11,Ｊヤマトダイアンサス, 60,北村宏, 0.5, 65,*  5,  -3, 2,  5.4, ③③, 3,17,Ｋマイネオｰラム, 67,松岡正, 0.2, 75,  14,   2,13, 91.9,⑩⑫⑫
 4,13,Ｋディアジｰスタｰ, 51,藤岡康, 0.5, 56,  -7,  -1,10, 61.7, ⑧⑧, 4,10,Ｋロンギングケイシｰ, 52,石橋脩, 0.6, 68,  -6,   2,10, 29.5,⑨⑪④, 4, 2,Ｂオフショア, 66,内田博, 0.6, 67,   0,*  6, 6, 12.0, ⑬⑬, 4,15,Ｎマロｰブルｰ, 66,戸崎圭, 0.3, 73,  17,  -7, 9, 21.0,⑥⑥⑥
 5,16,Ｃプレフェリｰト, 59,岩田康, 0.7, 54,  -9,  -1, 3,  4.5, ⑪⑪, 5,11,Ｅレッドボルゲｰゼ, 57,三浦皇, 0.6, 69,  -6,   3, 8, 22.2,⑤⑥⑦, 5, 3,Ｄフルｰツガｰデン, 64,江田照, 1.0, 63,  -1,*  3,10, 88.5, ⑪⑪, 5,13,Ｏニシノアカツキ, 63,勝浦正, 0.3, 76,  13,*  5,11, 84.7,⑮⑭⑭
 6, 4,Ｐスピリットチャイム, 33,松岡正, 0.7, 54,  -9,  -1,12,226.1, ⑯⑫, 6,16,Ｆギブアンドテイク, 56,柴田善, 0.7, 71,  -9,*  9, 4, 11.6,⑭⑬⑬, 6, 7,Ａプリンセスカママル, 76,後藤浩, 1.1, 59,   3,  -3, 1,  2.0, ⑧⑧, 6, 7,Ｅマジックタイム, 73,杉原誠, 0.3, 76,  14,   2, 1,  2.8,⑫⑪⑪
 7, 9,Ｆコスモピンチョス, 56,柴田大, 0.8, 53,* -3,  -8, 5, 16.0, ③③, 7, 7,Ｌカンタベリｰマｰチ, 52,藤岡康, 1.0, 64,  -6,  -1,11,149.1,⑥⑤⑥, 7,12,Ｅリアライズクレア, 64,浜中俊, 1.1, 61,   4,  -7, 5,  9.8, ④④, 7,16,Ｍイサベル, 66,浜中俊, 0.5, 73,  10,*  6, 2,  5.6,⑱⑱⑰
 8,11,Ｄクラスタディケイ, 57,横山和, 0.8, 52,  -9,  -1, 4, 10.0, ⑦⑩, 8, 1,Ｈパイストロピカル, 53,大庭和, 1.1, 62,  -6,  -4,12,150.3,④④⑤, 8,10,Ｉラノララク, 61,柴田大, 1.3, 61,*  5, -10,13,212.3, ②②, 8, 8,Ｉマイネグレヴィル, 68,柴田大, 0.6, 70,* 19, -17, 3,  7.6,①①①
 9, 2,Ａゴｰルデンスピｰド, 68,田辺裕, 0.9, 50,  -5,  -6, 1,  2.6, ④④, 9, 3,Ｇブリｰジョ, 54,岩田康, 1.4, 66, -13,*  9, 5, 18.2,⑰⑰⑰, 9, 8,Ｆメイショウポピュラ, 64,藤岡康, 1.5, 61,   1,  -3, 8, 36.1, ⑨⑨, 9, 1,Ｆデルフィｰノ, 72,横山典, 0.7, 67,  15,  -8, 8, 20.1,⑦⑦⑦
10,14,Ｇロｰレルパシオン, 55,北村宏, 1.1, 51, -11,  -1,11, 74.9, ⑫⑭,10,14,Ｉケセラストｰン, 52,横山和, 1.4, 60,  -9,  -1, 9, 27.0,⑫⑫⑪,10, 4,Ｍソフトライム, 54,田中勝, 1.7, 57,   2,  -9,11,147.3, ⑥⑦,10, 6,Ｂハピネスダンサｰ, 75,藤岡康, 0.9, 67,  17, -16, 5,  9.6,⑤⑤⑤
11,15,Ｈデジタルアゲン, 54,武士沢, 1.1, 50, -12,  -1, 6, 20.4, ⑭⑮,11, 2, ドルチェメンテ,---,浜中俊, 1.6, 56,  -8,  -9, 6, 19.0,⑧⑧⑨,11, 9,Ｈアポロレジｰナ, 61,田辺裕, 2.1, 51,*  6, -18, 7, 27.2, ①①,11, 4,Ｃヤマニンアリエッタ, 74,横山和, 1.0, 65,  14,  -9,14,112.5,⑪⑩⑩
12, 6,Ｍドクタｰシェイド, 47,柴田善, 1.8, 44,  -7, -13,14,363.7, ⑨⑥,12,17,Ｊラフィンテｰル, 52,武士沢, 1.7, 61, -11,   0,15,313.3,⑮⑭⑯,12, 6,Ｌカカアデンカ, 54,嶋田純, 2.3, 52,   2, -12,12,174.0, ⑩⑩,12,10,Ｌプレミアステイタス, 67,柴田善, 1.2, 65,  15, -16,15,121.3,⑧⑨⑨
13, 3,Ｎミスティックナイト, 41,原田和, 1.8, 44, -13,  -7,13,306.4, ⑬⑬,13,18,Ａデルママツタロウ, 67,蛯名正, 1.9, 55, -10,  -7, 7, 21.9,⑯⑯⑭,13, 5,Ｇポイントキセキ, 61,勝浦正, 2.6, 50,   0, -12, 9, 62.4, ⑫⑫,13, 3,Ｒプロクリス, 48,内田博, 1.3, 64,  15, -17, 7, 15.9,⑨⑧⑧
