14年 2月10日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 2月10日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 4R  芝1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  ダ2100m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■10R  芝2400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ゆりかもめ賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｃキョウエイマグマ, 63,蛯名正,, 63, -11,* 11, 2,  3.5, ⑦⑥, 1,15,Ｐシンボリネルソン, 41,三浦皇,, 69, -14,* 10,12, 41.7, ⑮⑭, 1,15,Ｉマイネルボンド, 71,ベリｰ,, 75,* 17,* -7, 8, 13.7,③⑤③, 1, 4,Ｄラングレｰ, 70,戸崎圭,, 85, -10,* 24, 1,  3.1,⑤⑥⑦
 2, 3,Ｄディアポジション, 63,横山典, 0.4, 59, -11,*  6, 1,  3.1, ⑤⑤, 2, 3,Ａアンジェリック, 62,横山典, 0.1, 62,  -8,  -1, 2,  5.2, ⑤④, 2, 3,Ｄレッドエンブレム, 74,内田博, 0.4, 73,* 17, -13, 1,  3.0,①①①, 2, 9,Ｌゴｰルドアクタｰ, 62,石橋脩, 0.2, 83,* -8,  20,14, 44.8,⑦⑦⑥
 3, 6,Ｂアルディバイン, 64,北村宏, 0.5, 57,* -8,   2, 4,  7.0, ②②, 3, 9,Ｇブランシェトワｰル, 51,大野拓, 0.1, 63,* -5,  -4,11, 38.2, ①①, 3, 8,Ａウェルウィッチア, 75,後藤浩, 0.5, 71,  16, -10, 2,  6.7,⑤④④, 3, 3,Ｆダイワリベラル, 65,後藤浩, 0.2, 79,* -7,  15, 4, 12.7,②②②
 4, 7,Ｆナイルエクスプレス, 62,宮崎北, 0.6, 58,* -9,   2, 3,  6.8, ④③, 4,13,Ｅケルシャンス, 56,田辺裕, 0.2, 63,* -6,  -4, 5, 12.8, ③③, 4, 5,Ｃジャｰラベンナ, 74,三浦皇, 0.7, 71,  16, -11, 4,  7.8,⑥⑥⑥, 4,16,Ｏラハイナルナ, 60,北村宏, 0.3, 77,* -8,  16, 5, 13.3,⑬④③
 5, 5,Ｋサトノスティング, 44,的場勇, 0.6, 57,* -7,   0, 7, 17.4, ①①, 5,16,Ｄメイショウボイス, 57,ブノワ, 0.5, 59,  -9,  -4, 6, 13.1, ⑧⑧, 5,13,Ｆピｰスオブウィｰク, 73,柴田大, 0.7, 71,* 16, -15, 5,  7.9,②②②, 5, 7,Ｐデルカイザｰ, 59,ブノワ, 0.4, 83, -11,* 24,11, 35.3,⑫⑬⑭
 6, 2,Ａドスコイサｰファｰ, 65,田辺裕, 0.8, 56, -12,   5, 8, 17.5, ⑨⑨, 6, 7,Ｊモントボｰゲン, 50,リスポ, 0.5, 59,  -8,  -5, 1,  2.5, ⑥⑥, 6, 4,Ｅバンクシｰ, 74,嶋田純, 0.9, 69,  12,* -5, 9, 32.2,⑬⑬⑬, 6,13,Ｃダノンアンビシャス, 71,横山典, 0.4, 79,  -9,  20, 2,  4.5,⑩⑪⑨
 7, 1,Ｇニットギブソン, 60,戸崎圭, 1.0, 54,* -9,  -1, 6, 17.0, ③④, 7, 1,Ｂウインエレメント, 58,戸崎圭, 0.5, 62, -12,*  2, 3,  5.9, ⑫⑬, 7, 2,Ｂヴィアレｰギア, 74,吉田豊, 1.0, 69,  15, -11, 7, 13.3,⑩⑪⑩, 7, 1,Ａマドリｰドカフェ, 72,内田博, 0.4, 79,* -8,  16, 3,  5.0,③③④
 8, 4,Ｉマルケットリｰ, 55,石橋脩, 1.0, 55, -14,   4,10, 43.1, ⑪⑩, 8, 2,Ｆエタニティタイム, 52,田中勝, 0.5, 60, -10,  -2,10, 33.4, ⑨⑨, 8,10,Ｈトウショウマナｰズ, 72,戸崎圭, 1.3, 67,  16, -16, 3,  6.8,⑪⑩⑧, 8,11,Ｋトライアゲイン, 62,三浦皇, 0.7, 78, -11,  18,16, 79.0,⑪⑫⑫
