14年10月 5日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年10月 5日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝2970m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  芝1200m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,道頓堀ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａアイファｰサラオｰ, 53,義英真,, 50,*  0,  -9, 1,  4.2, ①①, 1, 1, アップトゥデイト,,林満明,,,,, 1,  1.6,①①①, 1,16,Ｋセウアズｰル, 71,菱田裕,, 87,  10,* 15, 9, 36.2, ⑫⑪, 1, 5,Ａラインスピリット, 76,古川吉,, 79,*-13,  20, 2,  3.4, ①①
 2,14,Ｆカジノプレイヤｰ, 46,太宰啓, 0.0, 52,  -2,  -6, 7, 12.4, ⑥⑤, 2, 5, アドマイヤパｰシア,,西谷誠,203.0,,,, 2,  3.0,②②③, 2, 7,Ｎヴァンセンヌ, 68,小崎綾, 0.0, 84,  10,*  9, 7, 21.1, ⑨⑧, 2, 4,Ｃモズハツコイ, 76,菱田裕, 0.0, 79,*-15,  21, 3,  5.7, ②②
 3, 3,Ｄメイショウゲントク, 51,松山弘, 0.1, 50,  -9,*  2, 3,  6.2, ⑫⑫, 3, 8, ヤマニンルポ,,中村将,203.1,,,, 5, 26.2,⑧⑤④, 3, 1,Ｂハッピｰモｰメント, 78,藤岡康, 0.3, 83,   6,* 16, 3,  6.1, ⑰⑰, 3, 2,Ｉミッドナイトクロス, 72,四位洋, 0.2, 76, -18,  21, 6, 12.0, ③③
 4, 2,Ｐトウケイワイルド, 21,酒井学, 0.1, 49,  -8,*  0,14,183.5, ⑪⑪, 4, 2, タイキサクセション,,浜野谷,203.4,,,,10,142.5,⑤③②, 4,13,Ｄヴィンテｰジロｰズ, 77,松若風, 0.5, 80,   8,* 10, 4, 12.9, ⑮⑮, 4, 1,Ｇアグネスウイッシュ, 73,藤田伸, 0.4, 75, -24,* 25, 9, 36.0, ⑨⑨
 5, 7,Ｇタピエス, 43,四位洋, 0.3, 50,  -3,  -6,10, 24.8, ⑦⑦, 5,10, キュウシュウソダチ,,田村太,204.8,,,, 4, 16.1,⑨⑦⑥, 5, 9,Ｊウインリバティ, 72,国分恭, 0.7, 77,   9,   4,14, 53.0, ⑪⑩, 5, 7,Ｄレムミラス, 75,和田竜, 0.5, 73, -17,  17, 1,  2.5, ④④
 6,11,Ｅミュゼバトラｰ, 50,松田大, 0.4, 47,  -5,  -5, 8, 14.2, ⑩⑨, 6, 6, テイエムスラッガｰ,,難波剛,205.1,,,, 6, 30.7,⑦⑧⑧, 6, 8,Ｅフェイマスエンド, 77,義英真, 0.8, 75,  10,  -2,12, 44.4, ⑦⑨, 6, 6,Ｅメイショウツガル, 74,北村友, 0.6, 72, -20,  18, 7, 20.0, ⑤⑤
 7, 9,Ｂジョｰアラタ, 52,藤田伸, 0.7, 47,* -1, -14, 2,  4.6, ③③, 7, 4, ブラボｰスキｰ,,北沢伸,205.2,,,, 3,  7.5,③④⑤, 7,11,Ａドラゴンストリｰト, 80,藤岡佑, 1.1, 72,   6,   2, 1,  2.1, ⑯⑯, 7, 3,Ｂマイネボヌｰル, 76,柴田未, 0.6, 72, -21,  19, 8, 25.2, ⑦⑧
 8, 5,Ｌカツカモ, 33,小崎綾, 0.7, 47,*  0, -14, 9, 19.7, ②②, 8, 7, テイエムマッチョ,,佐久間,207.2,,,, 9,133.7,⑥⑨⑨, 8,18,Ｃエｰシンハクリュｰ, 78,松山弘, 1.1, 74,   9,  -2,10, 38.1, ⑩⑫, 8, 8,Ｆケイアイウィルゴｰ, 74,藤岡康, 0.7, 70, -20,  17, 5, 10.8, ⑧⑥
