14年11月 8日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年11月 8日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 4R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  ダ1150m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1150m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,小野川湖特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ａアイスキャンドル, 58,丹内祐,, 47,*  3,*-17, 7, 11.4,⑦④③, 1, 5,Ｉサンライズベｰダｰ, 66,吉田隼,, 73,* -1,* 16, 4, 10.6,②②②, 1,16,Ｈウインネオルｰラｰ, 66,丹内祐,, 69,  -3,  10, 4,  7.5, ④④, 1, 5,Ａイキ, 75,小崎綾,, 68,   4,   9, 1,  2.3, ③②
 2,13,Ｎバラブシュカ, 27,小崎綾, 0.0, 47,   1,*-14, 3,  7.3,⑪⑦④, 2, 4,Ｄアルティメイトラブ, 71,伴啓太, 0.1, 72,*  0,  14, 5, 12.8,①①①, 2,14,Ｂケイリンボス, 68,中谷雄, 0.0, 69,  -4,* 11, 6,  8.6, ⑧⑦, 2, 3,Ｅエイシンラナウェｰ, 67,高倉稜, 0.0, 68,  -3,* 14, 2,  5.0, ⑧⑧
 3, 1,Ｍトｰセンラブリｰ, 30,吉田隼, 0.3, 44,   1,*-15,10, 14.8,⑬⑧⑦, 3, 1,Ｂセルリアンラビット, 73,古川吉, 0.3, 73,  -2,* 16, 2,  6.0,⑬⑦④, 3, 1,Ｃウインオｰラム, 68,黛弘人, 0.2, 69,  -7,* 12, 2,  7.3, ⑩⑧, 3, 1,Ｄエジル, 70,伊藤工, 0.1, 65,  -6,* 16, 8, 20.9, ⑩⑨
 4, 6,Ｄブラウンウィナｰ, 45,伊藤工, 0.9, 39,   0, -19, 8, 12.1,⑩⑪⑨, 4,13,Ａメジャｰステップ, 75,丸山元, 0.4, 71,* -1,  13, 1,  1.5,⑤③③, 4, 7,Ｊミカルベウス, 64,吉田隼, 0.3, 67,*  0,   6, 1,  3.8, ①①, 4, 8,Ｂエミネントレコｰド, 75,松若風, 0.4, 65,  -1,   9, 3,  5.5, ⑦⑦
 5,12,Ｃディｰバスタｰ, 49,岩崎翼, 1.0, 41,   1, -21, 6, 10.4,⑨⑨⑩, 5, 9,Ｅサンデｰミノル, 70,小崎綾, 0.7, 70,  -5,* 15, 6, 14.2,⑧⑪⑩, 5,13,Ｇアキノアッパｰ, 66,西田雄, 0.5, 66,  -6,   9, 8, 18.4, ⑨⑩, 5,12,Ｇダブルフェイス, 66,津村明, 0.5, 63,*  6,   2, 5, 10.4, ①①
 6, 5,Ｈヨザクラフブキ, 40,伴啓太, 1.2, 39,   0, -21,13, 50.3,⑧⑩⑧, 6, 8,Ｃアチｰヴ, 71,松若風, 0.7, 72,  -3,  15, 3,  9.4,⑫⑫⑪, 6, 9,Ｄヤマニンブルジョン, 68,田中健, 0.5, 66,* -1,   5, 3,  7.5, ②②, 6,11,Ｆブルｰミｰフラワｰ, 66,丹内祐, 0.5, 63,   1,   7,10, 30.1, ⑥⑥
 7,14,Ｉプラムチャン, 39,丸山元, 1.3, 38,*  4, -28, 2,  5.9,②②②, 7, 6,Ｈプラスワン, 68,西田雄, 0.8, 70,  -2,  11, 8, 57.1,③④⑤, 7, 6,Ｐヤマカツマｰフィ, 54,高倉稜, 0.7, 63, -13,* 13,14, 58.7, ⑮⑬, 7, 9,Ｃチュウワベイビｰ, 73,原田和, 0.6, 63,   4,   3, 4, 10.0, ⑤④
 8, 7,Ｂファストクリス, 49,津村明, 1.5, 39,  -1, -20,11, 19.7,⑮⑭⑬, 8, 2,Ｊグラスティファニｰ, 63,木幡初, 1.0, 67,  -4,  11, 9, 75.6,⑥⑨⑦, 8,11,Ａチュウワワンダｰ, 72,原田和, 0.8, 62,  -5,   5, 7, 12.7, ⑦⑥, 8,13,Ｈパッシオｰネラヴィ, 66,丸山元, 0.7, 62,*  5,   1, 6, 15.2, ②③
