14年 8月23日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 8月23日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1700m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 4R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 7R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  芝1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,十勝岳特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｉディアドムス, 30,三浦皇,, 56,*  1,*  5, 8, 20.7,②②①, 1, 5,Ｄラストダンサｰ, 64,長岡禎,, 74,   1,* 11, 6, 22.0,⑤⑤⑥, 1,11,Ｃタサジャラ, 72,ロｰウ,, 72,* -4,* 12, 1,  2.6, ②②, 1, 9,Ｂアドマイヤアロマ, 73,福永祐,, 73,   3,* 12, 1,  2.0,⑤⑥⑦
 2, 1,Ｂエンプレスダンス, 59,和田竜, 0.9, 51,*  0,   0, 3,  5.5,③③③, 2, 3,Ｉダンスｰルクレｰル, 58,井上敏, 0.0, 73,*  2,*  8, 8, 34.9,②③②, 2, 5,Ａサンマルヴィグラス, 73,城戸義, 0.4, 68,* -3,   7, 3,  4.9, ①①, 2, 4,Ａナイトブルｰミング, 73,丸山元, 0.2, 71,   5,   6, 4,  9.9,⑦④③
 3, 2,Ｃバウトナカヤマ, 59,津村明, 0.9, 52,  -1,*  1,10, 22.6,⑥⑦⑥, 3, 1,Ｅメイショウトキムネ, 64,和田竜, 0.2, 71,*  4,   4, 4, 12.3,①①①, 3,10,Ｇトウカイチャｰム, 68,丸山元, 0.5, 67,* -3,   7,10, 41.3, ③③, 3, 7,Ｃダイワレジェンド, 72,三浦皇, 0.2, 70,   4,   6, 2,  3.1,④⑤⑤
 4, 6,Ｄマイネルオフィｰル, 54,丹内祐, 0.9, 51,*  0,   0, 1,  3.0,⑤④⑤, 4,13,Ｃコスモカウピリ, 65,丹内祐, 1.1, 64,   1,   0, 3,  5.9,⑥⑦④, 4,12,Ｉアイナマｰリエ, 62,井上敏, 0.5, 66,  -6,   8, 8, 31.0, ⑤⑤, 4, 3,Ｄピサノベッテル, 71,四位洋, 0.4, 69,   2,   9, 3,  8.2,⑥⑦⑥
 5, 8,Ｋロウアンドロウ, 25,福永祐, 1.4, 48,  -3,   0, 4,  7.9,⑩⑨⑧, 5, 4,Ｆスズカルｰブル, 64,柴山雄, 1.8, 58,   1,  -5, 9, 36.6,⑦⑥⑦, 5, 7,Ｄサトノプレシャス, 71,勝浦正, 0.6, 64, -12,* 12, 2,  3.4, ⑨⑨, 5, 8,Ｆワクワクキリシマ, 68,勝浦正, 0.5, 70,   2,   9, 7, 19.1,⑧⑧⑨
 6,11,Ｇシシャモショウグン, 37,藤岡康, 1.8, 45,  -4,  -3,12, 62.9,⑫⑩⑨, 6, 8,Ｂタガノハウリング, 66,藤岡康, 2.2, 56,*  2, -12, 2,  5.2,③②③, 6, 3,Ｊカメット, 59,田中博, 0.8, 63,  -9,   8, 6, 15.3, ⑥⑥, 6, 5,Ｈシュヴァリエ, 64,藤田伸, 0.6, 68,   0,   9, 8, 42.5,⑨⑨⑧
 7, 3,Ｍプレｰケストｰレン, 24,丸田恭, 1.9, 41,  -1,  -8, 9, 21.2,⑦⑥④, 7, 2,Ｌケンブリッジハｰツ, 56,丸山元, 2.6, 56,   1,  -8,12,337.2,⑩⑨⑨, 7, 4,Ｂタマモエスカルゴ, 72,黛弘人, 0.9, 62,  -6,   5, 4,  8.8, ④④, 7, 1,Ｉサクラオｰドシエル, 56,和田竜, 0.9, 62,* 10, -14, 9, 54.7,①①①
 8, 4,Ｆフィｰルドリアン, 38,古川吉, 2.2, 44,  -5,  -3, 5,  9.2,⑬⑬⑪, 8,12,Ｇヴェントアウレオ, 64,松田大, 2.6, 53,   2, -13, 5, 17.7,④④⑤, 8, 6,Ｅジツリキフォｰティ, 70,古川吉, 0.9, 62,  -9,   7, 7, 25.2, ⑦⑦, 8, 6,Ｇスワンソング, 67,菱田裕, 1.4, 57,   7, -15, 5, 14.0,③③④
 9,13,Ａマラカイトスタｰ, 62,柴山雄, 2.9, 35,*  0, -18, 2,  5.4,④⑤⑦, 9, 6,Ａエアカペｰジ, 67,福永祐, 2.6, 53,   0, -10, 1,  1.6,⑨⑧⑧, 9, 8,Ｆテイエムシシオｰ, 68,長岡禎, 1.0, 61,  -8,   5, 5, 15.2, ⑧⑧, 9, 2,Ｅアナスタシアブルｰ, 71,藤岡康, 2.6, 44,*  8, -37, 6, 16.4,②②②
10, 5,Ｅトｰセンジャズ, 49,黛弘人, 3.2, 36,  -2, -18, 6, 12.3,⑧⑧⑩,10,10,Ｋエイユｰバｰチョ, 56,小崎綾, 2.8, 54,   0, -11,13,339.3,⑧⑩⑩,10, 1,Ｈフレイヤ, 65,丹内祐, 1.3, 56, -14,   6,11, 68.4, ⑩⑩,,,,,,,,,,,,
11,12,Ｌエルヴィルダ, 24,丸山元, 3.4, 34,  -3, -18,13,157.8,⑨⑪⑫,11, 7,Ｊナムラアｰス, 56,古川吉, 3.0, 53,  -1, -11,10,156.8,⑫⑪⑪,11, 2,Ｌダンツキャノン, 47,和田竜, 2.1, 48, -15,   0, 9, 39.8, ⑪⑪,,,,,,,,,,,,
12,10,Ｊサイレンスラヴ, 28,菱田裕, 3.8, 30,*  1, -28,11, 37.0,①①②,12,11,Ｍゲラｰデ, 49,黛弘人, 3.6, 49,  -1, -16,11,306.2,⑪⑫⑫,12, 9,Ｋステラビアンカ, 52,中谷雄, 3.5, 34, -20,  -9,12,171.7, ⑫⑫,,,,,,,,,,,,
13, 7,Ｈデルマグｰリンダイ, 32,池添謙, 4.2, 28,  -4, -23, 7, 19.2,⑪⑫⑬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-14 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:稍重(指数:-5),,,,,,,,,,,,ｸﾗｽ上位平均:73 ﾚｰｽﾍﾟｰｽ指数:+0 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:1),,,,,,,,,,,
"単勝:2,070円 複勝:09=660円 01=210円 02=550円 枠連:2,300円",,,,,,,,,,,,"単勝:2,200円 複勝:05=690円 03=1,240円 01=410円 枠連:14,260円",,,,,,,,,,,,単勝:260円 複勝:11=140円 05=220円 10=560円 枠連:660円,,,,,,,,,,,,単勝:200円 複勝:09=110円 04=170円 07=120円 枠連:840円,,,,,,,,,,,
"馬連:6,880円 ワイド:01-09=2,190円 02-09=4,370円 01-02=1,300円",,,,,,,,,,,,"馬連:18,690円 ワイド:03-05=4,350円 01-05=1,330円 01-03=2,880円",,,,,,,,,,,,"馬連:960円 ワイド:05-11=460円 10-11=1,410円 05-10=2,210円",,,,,,,,,,,,馬連:740円 ワイド:04-09=280円 07-09=170円 04-07=420円,,,,,,,,,,,
"馬単:16,310円 3連複:25,190円 3連単:161,930円",,,,,,,,,,,,"馬単:35,410円 3連複:35,550円 3連単:240,790円",,,,,,,,,,,,"馬単:1,530円 3連複:7,270円 3連単:23,640円",,,,,,,,,,,,"馬単:1,110円 3連複:610円 3連単:3,150円",,,,,,,,,,,
■ 2R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 5R  芝1500m 2 歳新馬 馬齢,,,,,,,,,,,,■ 8R  ダ1700m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■11R  芝2000m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ札幌,,,,,,,,,,,,,,,,,,,,,,,,TVh賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 3,Ｃテイエムダンシング, 51,小林徹,, 53,  -8,   2, 5, 12.7, ⑥⑦, 1, 1, アルマワイオリ,---,勝浦正,, 68,*-13,* 12, 1,  1.8,①①①, 1, 1,Ｄカネコメオスタｰ, 71,小崎綾,, 67,* -4,  11, 6, 12.1,①①①, 1,11,Ｐアズマシャトル, 70,和田竜,, 80,   7,* 13, 5,  7.7,⑧⑧⑧
 2, 4,Ｂイシス, 51,三浦皇, 0.0, 53,* -2,  -5, 2,  3.1, ①①, 2, 2, タマモホットポット,---,和田竜, 0.6, 63, -15,   9, 4,  9.2,④④③, 2, 3,Ｉシャドウシティｰ, 66,福永祐, 0.1, 66,* -5,  12, 5, 11.6,⑤⑥⑤, 2, 5,Ｄサクラボｰルド, 80,勝浦正, 0.1, 80,   7,* 13, 4,  7.5,⑨⑨⑨
