14年 4月26日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 4月26日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 4R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  ダ1400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  ダ1400m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
 9,12,Ｍヴィヴァルディ, 44,嘉藤貴, 0.7, 55, -11,   3,15,273.4, ⑬⑫, 9,17,Ｂサンマルホウセキ, 62,蛯名正, 0.9, 55,*  0, -17, 2,  3.1,③⑤⑥, 9,15,Ｐアポロヌリｰ, 60,長岡禎, 0.7, 63,   3,  -1,15,145.3, ⑦⑧, 9,10,Ｅミッキｰヘネシｰ, 81,蛯名正, 1.4, 74,  -5,* 17, 2,  5.7, ⑮⑮
10,13,Ｉラブウィスパｰ, 54,内田博, 1.0, 52,  -9,  -2, 9, 33.6, ⑨⑨,10, 3,Ｏトｰセンオｰキッド, 43,三浦皇, 1.5, 49,  -4, -18, 9, 46.7,⑩⑪⑪,10,12,Ｎハッピｰチャｰト, 65,柴田大, 0.7, 63,   6,  -5, 8, 17.3, ⑤⑤,10, 3,Ｌフォルテリコルド, 79,内田博, 1.5, 72,  -2,  10,10, 27.3, ⑨⑨
11,14,Ｊトロｰジャンアｰト, 52,横山典, 1.2, 52, -15,*  5, 6,  9.0, ⑮⑮,11, 1,Ｒレッドハミング, 40,伊藤工, 1.5, 50,  -5, -15,17,359.4,⑭⑮⑬,11,13,Ｍヴェルフェン, 65,武士沢, 0.8, 62,  -2,   4,10, 24.9, ⑭⑫,11,13,Ｈエステｰラブ, 81,大庭和, 1.5, 74,  -2,  12,11, 88.4, ⑪⑫
12, 7,Ｋアウラグリｰン, 48,武士沢, 1.5, 50, -14,   1,14,173.1, ⑭⑭,12,15,Ｄクイｰンラズベリ, 59,横山和, 1.6, 47,  -6, -16, 8, 37.5,⑬⑬⑭,12, 7,Ｊメテオｰラビアンカ, 67,伊藤工, 0.8, 61,  -4,   6, 7, 15.7, ⑬⑬,12,14,Ｇツルオカハチマン, 81,横山和, 1.6, 71,  -5,  13, 9, 21.6, ⑬⑭
13, 3, スノｰレパｰド,---,横山和, 1.7, 47, -18,*  4,10, 68.6, ⑯⑯,13, 5,Ｋコスモミヅハノメ, 49,柴田大, 1.6, 50,  -7, -14,14,153.4,⑰⑰⑮,13, 8,Ｏタｰゲットゾｰン, 61,横山和, 0.9, 60,   0,   1,16,183.4, ⑩⑩,13,12,Ｏエスカｰダ, 72,梶晃啓, 1.7, 70,   1,   5,13,260.5, ⑤⑤
14,16,Ｌクツワホｰムラン, 46,伊藤工, 1.9, 43,  -7, -13,12,124.8, ⑧⑥,14, 7,Ｎトキメキブンブン, 45,岩部純, 1.7, 47,  -7, -16,16,355.9,⑮⑭⑯,14,14,Ｄロクイチスマイル, 69,杉原誠, 1.0, 60,  -5,   5,13, 41.4, ⑫⑭,14,16,Ｎグロｰリｰルピナス, 75,原田和, 1.8, 71,  -5,  12,15,448.9, ⑭⑬
15,15,Ｎベンディシオン, 40,井上敏, 2.0, 43, -10, -11,11, 74.1, ⑪⑪,15, 9,Ｌエスティルｰジュ, 47,井上敏, 1.7, 46,  -4, -22,18,433.2,⑫⑫⑫,15,10,Ｉシゲルアボカド, 68,シュタ, 1.1, 60,  -5,   4,11, 30.8, ⑯⑮,15,15,Ｐユジェニックブルｰ, 66,村田一, 3.0, 60,  -1,  -4,14,266.9, ⑧⑧
16, 4,Ｏワイルドデショ, 10,杉原誠, 3.7, 30, -14, -20,16,343.8, ③⑬,16, 8,Ｆミラクルステイ, 56,横山典, 2.0, 42,  -7, -19, 5, 13.6,⑯⑯⑰,16,16,Ｅアプロｰチミｰ, 69,岩部純, 1.2, 58,   1,  -4,14, 74.0, ⑨⑨,,,,,,,,,,,,
,,,,,,,,,,,,17, 6,Ｐアルカンシエル, 43,武士沢, 2.3, 42, -13, -13,13,125.8,⑱⑱⑱,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,18,11,Ｍスクノｰド, 47,大庭和, 3.0, 35,*  1, -51,11, 99.8,⑨③③,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-9 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:84 ﾚｰｽﾍﾟｰｽ指数:-13 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-2),,,,,,,,,,,
単勝:950円 複勝:05=230円 08=150円 01=240円 枠連:640円,,,,,,,,,,,,単勝:210円 複勝:14=120円 04=210円 02=240円 枠連:660円,,,,,,,,,,,,"単勝:550円 複勝:04=200円 11=320円 03=220円 枠連:1,050円",,,,,,,,,,,,"単勝:670円 複勝:02=210円 01=250円 05=160円 枠連:3,010円",,,,,,,,,,,
"馬連:1,460円 ワイド:05-08=580円 01-05=1,230円 01-08=680円",,,,,,,,,,,,"馬連:930円 ワイド:04-14=350円 02-14=400円 02-04=1,020円",,,,,,,,,,,,"馬連:3,570円 ワイド:04-11=1,320円 03-04=680円 03-11=1,380円",,,,,,,,,,,,"馬連:3,080円 ワイド:01-02=830円 02-05=430円 01-05=710円",,,,,,,,,,,
"馬単:3,490円 3連複:4,050円 3連単:25,810円",,,,,,,,,,,,"馬単:1,310円 3連複:2,480円 3連単:8,390円",,,,,,,,,,,,"馬単:8,510円 3連複:7,180円 3連単:53,010円",,,,,,,,,,,,"馬単:5,490円 3連複:3,840円 3連単:23,680円",,,,,,,,,,,
■ 2R  ダ1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 5R  芝1600m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 8R  芝1800m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  芝2400m 4歳上ｵｰﾌﾟﾝ(国) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾒﾄﾛﾎﾟﾘﾀﾝｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｅメガオパｰルカフェ, 53,田中勝,, 60,  -2,*  2, 3,  7.4, ⑥⑥, 1,12,Ｇベストドリｰム, 53,三浦皇,, 62,   0,* -2, 2,  5.1, ⑩⑩, 1, 8,Ｅイレプレイスブル, 73,横山和,, 70,*  8,  -7, 9, 17.8,①①①, 1, 8,Ｃラブリｰデイ, 90,シュタ,, 87,  11,*  8, 1,  3.0,④⑥⑤
 2,15,Ｈバリス, 50,横山典, 0.0, 59,*  0,   0, 1,  2.2, ④③, 2,11,Ｅダブルコｰク, 54,蛯名正, 0.0, 61,   0,  -4, 5,  8.2, ⑦⑨, 2, 9,Ｃベルゲンクライ, 74,原田和, 0.0, 73,   1,*  7, 8, 16.9,⑭⑭⑭, 2,11,Ｄプロモントｰリオ, 88,田辺裕, 0.3, 83,   9,*  6, 5, 11.5,⑥⑨⑨
 3, 7,Ａエストゥペンド, 64,田辺裕, 0.1, 58,  -4,*  6, 2,  2.9, ⑩⑨, 3,14,Ｊスイｰトルイｰズ, 45,田辺裕, 0.1, 61,  -4,*  3, 9,101.0, ⑭⑯, 3,10,Ｎエスオンマイチェス, 60,北村宏, 0.0, 72,   5,   0, 5, 10.5,⑦⑩⑩, 3, 2,Ｈアドマイヤバラｰド, 82,北村宏, 0.3, 82,* 12,  -3, 4,  6.9,②②②
 4,13,Ｃエンリルバロｰズ, 57,シュタ, 0.5, 56,*  0,  -5, 4,  7.8, ②②, 4, 2,Ｂアンリキャトル, 58,北村宏, 0.2, 58,   0,  -7, 3,  6.7, ⑧⑦, 4, 1,Ａボｰイフレンド, 76,横山典, 0.1, 70,   7,  -4, 3,  7.5,④④④, 4,10,Ｂダｰビｰフィズ, 92,田中勝, 0.4, 83,   9,   5, 3,  5.5,⑦⑧⑧
 5, 5,Ｍコスモチャイム, 47,柴田大, 0.6, 57,  -1,  -4, 9,139.0, ⑤④, 5,15,Ａジュエルプラネット, 63,田中勝, 0.3, 58,   3, -11, 1,  2.1, ⑥⑥, 5, 2,Ｈタイセイグルｰヴィ, 69,松岡正, 0.2, 71,   5,  -3,10, 36.5,⑧⑦⑦, 5, 3,Ａサトノアポロ, 94,蛯名正, 0.7, 80,* 12,  -5, 2,  3.3,③③③
 6, 1,Ｄアントファガスタ, 56,三浦皇, 1.0, 52,  -3,  -4, 6, 17.9, ⑧⑧, 6, 4,Ｍコスモヨウヘイ, 41,柴田大, 0.4, 58,  -2,  -6, 7, 26.5, ⑯⑬, 6, 7,Ｏコンドッティエｰレ, 59,杉原誠, 0.2, 72,   3,*  2,16,425.3,⑪⑪⑪, 6, 6,Ｇメイショウウズシオ, 82,横山典, 0.7, 78,   9,   2,10, 76.9,⑨⑦⑦
 7, 3,Ｂディアヴォｰグ, 58,武士沢, 1.0, 55,  -9,*  6, 5, 17.4, ⑯⑯, 7, 8,Ｋショウナンマンボ, 44,杉原誠, 0.6, 56,  -3,  -7,12,174.4, ⑬⑭, 7, 3,Ｂロンギングゴｰルド, 75,三浦皇, 0.3, 70,   6,  -4, 2,  4.2,⑩⑧⑧, 7, 9,Ｆエクスペディション, 86,内田博, 0.9, 79,  11,  -6, 7, 17.2,⑤④⑥
 8,10,Ｆフユハナビ, 53,杉原誠, 1.3, 50,*  1, -12,16,704.3, ①①, 8,10,Ｄヤマニンボレアル, 56,武士沢, 0.8, 53,  -2, -12,11,151.3, ⑫⑫, 8, 4,Ｇプライドイズメシア, 72,シュタ, 0.3, 68,   6,  -7, 7, 11.9,⑤⑤⑤, 8, 4,Ｉミキノバンジョｰ, 81,柴田大, 0.9, 78,* 13, -13, 9, 57.9,①①①
 9, 2,Ｐプラウドワンダｰ, 44,原田和, 1.4, 50,  -3,  -8,11,274.8, ⑫⑦, 9, 6,Ｃアプレイザル, 57,シュタ, 0.8, 51,   3, -19, 4,  8.0, ⑤⑤, 9,16,Ｍスｰパｰマダム, 64,田辺裕, 0.4, 68,   3,  -1,11, 44.6,⑫⑬⑬, 9, 1,Ｅコウエイオトメ, 87,三浦皇, 1.0, 78,   8,   2, 6, 15.5,⑩⑩⑩
10,14,Ｇハｰドマティｰニ, 52,横山和, 1.6, 48,  -5,  -7, 7, 41.3, ⑨⑪,10,13,Ｐミュゼタイフｰン, 35,嘉藤貴, 1.1, 48,  -6, -10,13,256.2, ⑮⑮,10, 5,Ｆマイネルイルミナル, 72,柴田大, 0.4, 70,   7,  -9, 1,  3.3,⑥⑥⑥,10, 7,Ｋトップカミング, 80,岩部純, 1.0, 78,   8,   2,11,192.2,⑪⑪⑪
11,11,Ｋカネトシモナカ, 49,村田一, 1.7, 50,  -7,  -3,14,519.4, ⑮⑭,11,16,Ｉノｰワンズレシピ, 45,横山和, 1.5, 42,*  4, -32,14,297.6, ③③,11,15,Ｄインプレザリオ, 74,内田博, 0.6, 67,   4,  -6, 6, 11.7,⑬⑫⑫,11, 5,Ｊマイネルジェイド, 80,松岡正, 1.4, 74,  11, -12, 8, 26.4,⑧⑤④
12, 4,Ｎワイルドビュｰティ, 46,長岡禎, 2.0, 47,  -8,  -5,13,433.7, ⑭⑮,12, 9,Ｏニシノラヴリｰ, 37,村田一, 1.6, 43,   1, -29,16,369.5, ④④,12,12,Ｊアｰドバｰク, 66,武士沢, 0.6, 68,   1,   0,15,324.4,⑮⑮⑮,,,,,,,,,,,,
13,12,Ｏラッシュレイン, 44,嘉藤貴, 2.1, 45,  -1, -16,12,340.6, ③⑤,13, 5,Ｌドリｰムマｰチ, 44,内田博, 1.8, 42,  -1, -26,10,107.8, ⑪⑪,13,14,Ｋマイネルランスタン, 64,嘉藤貴, 0.7, 64,*  8, -16,14,235.0,③③③,,,,,,,,,,,,
14, 8,Ｊサイプリペディウム, 49,大庭和, 2.8, 43,  -6, -14,10,242.7, ⑬⑬,14,17, ロジシｰカｰ,---,松岡正, 2.0, 40,*  5, -40, 8, 72.2, ②②,14,13,Ｉユキノユウダン, 69,蛯名正, 1.0, 63,   6, -14, 4,  7.7,⑨⑨⑨,,,,,,,,,,,,
15,16,Ｌグロリアスヴァレｰ, 48,井上敏, 5.1, 26,  -3, -37,15,548.2, ⑦⑩,15, 3,Ｆミヤビホｰクアイ, 53,伊藤工, 2.1, 37,   0, -35, 6, 13.6, ⑨⑧,15,11,Ｌオｰタムカラｰ, 64,長岡禎, 1.1, 59,*  8, -22,13,143.0,②②②,,,,,,,,,,,,
16, 6,Ｉディアキンカク, 49,蛯名正, 5.5, 21,  -6, -39, 8, 45.2, ⑪⑫,16, 7,Ｎウェルカムレイン, 38,岩部純, 2.2, 36,*  4, -44,17,471.2, ①①,16, 6,Ｐファｰストエバｰ, 56,田中勝, 1.8, 55,  -1, -13,12,127.4,⑯⑯⑯,,,,,,,,,,,,
,,,,,,,,,,,,17, 1,Ｈリックダンサｰ, 51,長岡禎,10.1,-62, -27, ---,15,320.9, ⑰⑰,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-3 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-4 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:87 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-1),,,,,,,,,,,
単勝:740円 複勝:09=180円 15=110円 07=110円 枠連:970円,,,,,,,,,,,,"単勝:510円 複勝:12=200円 11=270円 14=1,400円 枠連:1,930円",,,,,,,,,,,,"単勝:1,780円 複勝:08=400円 09=440円 10=410円 枠連:5,820円",,,,,,,,,,,,単勝:300円 複勝:08=140円 11=250円 02=190円 枠連:510円,,,,,,,,,,,
"馬連:1,230円 ワイド:09-15=340円 07-09=260円 07-15=140円",,,,,,,,,,,,"馬連:1,790円 ワイド:11-12=660円 12-14=4,360円 11-14=5,000円",,,,,,,,,,,,"馬連:10,260円 ワイド:08-09=2,410円 08-10=2,650円 09-10=2,750円",,,,,,,,,,,,"馬連:1,550円 ワイド:08-11=570円 02-08=410円 02-11=760円",,,,,,,,,,,
"馬単:2,910円 3連複:560円 3連単:7,060円",,,,,,,,,,,,"馬単:3,390円 3連複:32,870円 3連単:122,420円",,,,,,,,,,,,"馬単:18,940円 3連複:37,880円 3連単:194,160円",,,,,,,,,,,,"馬単:2,380円 3連複:2,910円 3連単:13,600円",,,,,,,,,,,
■ 3R  ダ2100m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 6R  ダ1600m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-3,,,,,■ 9R  芝2300m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■12R  芝1600m 4歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,新緑賞,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｎクｰルジャイロ, 45,三浦皇,, 71,*  4,* 10, 7, 17.3,①①①, 1, 3,Ａストロングサウザｰ, 81,北村宏,, 69,   2,* 11, 1,  1.6, ⑨⑧, 1, 6,Ａハギノハイブリッド, 76,三浦皇,, 76,   9,*  0, 1,  2.5,⑧⑨⑨, 1, 5,Ａチェリｰヒロイン, 81,横山典,, 75,  13,  -5, 2,  5.1, ③③
 2, 8,Ｂオペラハット, 60,横山典, 0.4, 69,*  4,*  8, 5, 12.0,⑩②②, 2, 7,Ｃプレジｰルシチｰ, 65,内田博, 0.2, 66,*  8,   0, 2,  4.9, ②②, 2,10,Ｆフェスティヴイェル, 69,北村宏, 0.5, 70,   9,  -8, 8, 37.3,⑨⑧⑧, 2, 7,Ｂガｰネットチャｰム, 79,蛯名正, 0.3, 74,  10,  -4, 1,  2.5, ⑦⑥
 3,13,Ａキネオフォルツァ, 67,北村宏, 0.4, 68,   2,* 10, 1,  2.8,⑧⑦⑤, 3, 9,Ｂトップアドバンス, 67,横山和, 0.7, 63,   3,   4, 3,  6.0, ⑧⑨, 3, 1,Ｂデルカイザｰ, 75,田中勝, 0.5, 70,  10, -12, 4,  9.0,⑥⑥⑥, 3, 8,Ｋブルｰバレット, 63,長岡禎, 0.4, 70,* 19, -22,10, 24.8, ①①
 4, 3,Ｅマッチレスヒｰロｰ, 59,蛯名正, 1.8, 59,   2,   0, 2,  4.0,②⑤⑥, 4, 8,Ｅラシアンカウボｰイ, 60,柴田大, 0.7, 65,   4,   2, 7, 34.6, ⑦⑦, 4, 3,Ｃオリハルコン, 73,蛯名正, 0.7, 69,  10, -14, 2,  2.9,⑦⑦⑦, 4,10,Ｅチェリｰメドゥｰサ, 75,田辺裕, 0.4, 72,   7,  -1, 5, 12.1, ⑨⑨
 5, 2,Ｄスカイダイヴァｰ, 60,田中勝, 1.9, 59,  -1,   6, 4,  9.7,⑮⑭⑭, 5, 2,Ｆマックスユｰキャン, 60,横山典, 1.1, 59,   6,  -4, 4,  8.8, ⑤⑤, 5, 4,Ｋキネオワｰルド, 46,内田博, 0.8, 69,   8,  -6, 6, 20.6,⑩⑩⑩, 5, 2,Ｄオｰキッドレイ, 76,内田博, 0.5, 71,   4,*  2, 4,  7.8, ⑪⑪
 6, 5,Ｉリトルキング, 55,嘉藤貴, 2.4, 58,   2,  -3, 9, 43.6,⑤⑧⑧, 6, 4,Ｉメイプルレジェンド, 56,田中勝, 1.8, 54,   7, -13, 8, 71.0, ③③, 6, 8,Ｉウインミラグロス, 61,田辺裕, 0.8, 68,* 13, -24, 9, 42.8,②②②, 6, 4,Ｈタイキソレイユ, 73,松岡正, 0.5, 71,   4,*  2, 9, 19.9, ⑩⑩
 7, 4,Ｆブラウンサタｰン, 59,内田博, 2.8, 54,   0,  -3, 6, 12.6,⑨⑫⑫, 7, 6,Ｄサンマルウィｰク, 62,長岡禎, 2.3, 51,*  8, -18, 9, 92.4, ①①, 7, 2,Ｄテスタメント, 71,松岡正, 1.1, 68,  12, -22, 5,  9.6,⑤⑤④, 7, 6,Ｃダイワフェリス, 79,北村宏, 0.5, 69,  11,  -9, 3,  6.6, ⑥④
 8,10,Ｇタイセイデュｰク, 58,田辺裕, 2.9, 52,   0,  -5, 8, 31.3,⑬⑬⑬, 8, 1,Ｈアイアピｰル, 58,田辺裕, 2.6, 47,   4, -15, 5, 21.5, ⑥⑥, 8, 7,Ｅアンジュデュバン, 71,横山和, 1.2, 63,* 16, -38, 7, 24.5,①①①, 8, 1,Ｇボンジュｰルココロ, 73,田中勝, 0.5, 70,   7,  -3, 6, 12.9, ⑤⑦
 9,14,Ｋディｰエスマインド, 53,横山和, 3.6, 48,   2, -17,13,142.1,④④④, 9, 5,Ｇトｰアコナユキ, 59,嘉藤貴, 2.8, 47,   6, -19, 6, 25.9, ④④, 9,11,Ｇサヴァティアｰノ, 64,シュタ, 1.3, 63,  11, -27, 3,  7.5,④③③, 9, 3,Ｊスリｰカｰニバル, 72,武士沢, 0.6, 71,   7,  -3, 8, 17.9, ⑧⑧
10,11,Ｌビビッドレッド, 50,岩部純, 3.7, 48,   2, -17,10, 54.4,③③③,,,,,,,,,,,,,10, 5,Ｊユニバｰサルビｰチ, 61,柴田大, 3.2, 54,  10, -52,11,134.3,③④⑤,10,11,Ｆプロスペラスマム, 74,原田和, 0.8, 65,* 15, -21,11,175.9, ②②
10, 1,Ｊディｰプフォンテン, 53,杉原誠, 3.7, 48,   1, -13,12, 80.7,⑥⑩⑩,,,,,,,,,,,,,11, 9,Ｈクラウンデピュティ, 64,横山典, 4.3, 46,   7, -56,10, 61.0,⑪⑪⑪,11, 9,Ｉナオミノユメ, 73,シュタ, 1.2, 62,  11, -20, 7, 15.6, ④⑤
12,12,Ｏタケルムｰン, 39,原田和, 3.7, 48,   1, -13,15,354.6,⑫⑪⑪,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13, 9,Ｈカガグレイハｰト, 57,長岡禎, 4.0, 46,   1, -17,11, 79.1,⑪⑥⑨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14, 6,Ｍチョチョイノチョイ, 48,武士沢, 4.6, 43,  -5,  -7,14,215.4,⑭⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,15,Ｃフクノブリュｰナク, 60,松岡正, 4.6, 43,   1, -25, 3,  4.8,⑦⑨⑦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
