14年 2月22日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 2月22日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 4R  ダ1400m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝2000m 4歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ京都,,,,,,,,,,,,,,,,,,,,,,,,稲荷特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｃエリｰザベスト, 61,川島信,, 62,* -1,*  1, 2,  3.1,⑭①①, 1, 2, タマモユウトウセイ,---,池添謙,, 61,*  1,  -3, 1,  2.8, ④④, 1, 4,Ｈサンライズネオ, 68,浜中俊,, 75,   6,*  6, 1,  4.2, ④③, 1, 7,Ｅマデイラ, 77,川田将,, 76,* 11,  -9, 2,  5.1,①①①
 2,15,Ｅメイショウブｰケ, 59,国分優, 0.2, 62,  -2,*  2, 4,  7.4,⑦④③, 2, 5, ウォｰタｰショパン,---,福永祐, 0.4, 58,*  1,  -7, 2,  5.2, ③②, 2, 7,Ａマウンテンファスト, 74,国分恭, 0.5, 69,*  8,   0, 4,  6.4, ②②, 2, 2,Ｃラスカルスピｰド, 78,上村洋, 0.1, 76,   9,* -5, 1,  2.5,⑥⑥⑥
 3, 2,Ｄブロンクスシルバｰ, 59,国分恭, 0.3, 61,  -3,*  3, 5,  9.7,⑩⑧⑥, 3, 8, エイシンロｰリン,---,熊沢重, 0.9, 57,  -3,  -6, 7, 26.1, ⑦⑦, 3, 8,Ｂロｰレルボルケｰノ, 74,秋山真, 0.6, 68,   4,   2, 2,  4.6, ⑤⑥, 3, 5,Ｉメイショウブシン, 70,幸英明, 0.4, 75,   6,* -4, 8, 48.1,⑨⑨⑨
 4, 7,Ａアカイツバサ, 63,小坂忠, 1.1, 56,  -3,  -4, 6, 18.5,③⑦⑦, 4,14, ピサノナイトレイ,---,和田竜, 0.9, 56,   0, -10, 6, 10.0, ⑤⑥, 4, 9,Ｅナムラケンシロウ, 70,幸英明, 0.6, 70,   3,   5, 5,  8.9, ⑧⑦, 4,10,Ｇスリｰロブロイ, 74,国分恭, 0.4, 73,   7,  -6, 9,102.5,⑧⑧⑦
 5,12,Ｈアイリッシュハｰプ, 52,デムｰ, 1.1, 55,  -3,  -5, 3,  7.4,⑤⑤⑤, 5, 6, ドキドキマドンナ,---,太宰啓, 1.1, 53, -11,*  2,10, 48.6, ⑫⑫, 5,12,Ｋプレミアムゴｰルド, 65,武幸四, 0.8, 68,  -4,*  9,12, 29.6, ⑬⑬, 5, 9,Ｆヤマニンガｰゴイル, 75,松山弘, 0.5, 71,* 10, -15, 7, 31.7,③②②
 6, 1,Ｆウインバレリｰナ, 57,和田竜, 1.9, 53,  -2, -12,10,157.6,①③④, 6, 7, ナムラアンバｰ,---,国分優, 1.1, 50, -15,*  7,11, 87.1, ⑯⑬, 6, 5,Ｆジｰブラック, 70,デムｰ, 0.8, 67,   4,   2, 3,  5.6, ⑦⑤, 6, 3,Ｂスズカアンペｰル, 79,福永祐, 0.5, 73,   7,  -6, 5,  6.7,⑦⑦⑧
 7, 5,Ｂトｰセンクラウド, 62,福永祐, 1.9, 50,* -2, -14, 1,  2.6,②②②, 7,12, マチルダ,---,松山弘, 1.3, 52,*  2, -17, 8, 36.3, ②①, 7,15,Ｄエルウェｰオｰジャ, 70,松山弘, 0.9, 66,   2,   2, 9, 23.4, ⑨⑨, 7, 4,Ａエｰシンマックス, 82,太宰啓, 0.9, 67,   7, -15, 4,  6.1,④⑤⑤
 8,16,Ｇチコリｰ, 55,幸英明, 2.4, 49,  -4, -13, 9, 64.5,⑫⑪⑧, 8,16, メイショウルナ,---,武幸四, 1.5, 50,  -8,  -6, 4,  6.8, ⑩⑪, 8, 2,Ｇヴァルナビット, 68,小牧太, 1.1, 65,  -7,*  9,10, 25.5, ⑭⑭, 8, 6,Ｈカレンバッドボｰイ, 73,デムｰ, 0.9, 66,* 10, -20, 3,  5.2,②③③
 9, 8,Ｏソネットライタｰ, 36,松山弘, 2.6, 47,  -4, -14, 8, 34.2,⑨⑩⑨, 9, 9, タイセイデザイア,---,川島信, 1.7, 46,  -9,  -7,14,126.3, ⑪⑩, 9,16,Ｊホッコｰジョイフル, 66,熊沢重, 1.2, 66,  -1,   2,11, 28.8, ⑩⑫, 9, 1,Ｊヴィｰヴァギブソン, 66,武幸四, 1.2, 67,   4, -11,10,156.8,⑩⑩⑩
10,13,Ｐラヴァｰズタイム, 26,岡田祥, 2.7, 47,  -7, -10,11,209.2,⑮⑫⑫,10,13, エスペランサナナ,---,畑端省, 2.0, 45,  -5, -13,15,129.9, ⑧⑨,10,10,Ｉプラネットスコア, 67,小坂忠, 1.2, 64,   6,  -5, 6, 10.6, ③④,10, 8,Ｄポセイドンバロｰズ, 77,浜中俊, 1.3, 63,* 10, -25, 6, 11.2,⑤④④
11, 3,Ｌシゲルノト, 43,太宰啓, 3.4, 46,  -7, -15,16,412.8,⑬⑬⑬,11, 3, サンセットライヴ,---,小坂忠, 2.1, 43, -13,  -5,16,352.4, ⑮⑭,11, 1,Ｃジョウショｰキング, 73,国分優, 1.5, 60,* 10, -11, 8, 22.1, ①①,,,,,,,,,,,,
12, 4,Ｍリュクスラブ, 41,水口優, 3.5, 45,  -8, -13,12,256.2,⑯⑮⑭,12,11, サウンドタｰゲット,---,浜中俊, 2.5, 42,   0, -24, 3,  6.3, ⑥⑤,12,13,Ｐウォｰタｰシュｰト, 49,太宰啓, 1.5, 65,  -1,   2,16,523.1, ⑫⑪,,,,,,,,,,,,
13, 9,Ｋステラマリｰン, 47,上村洋, 4.1, 37,  -5, -26,15,350.4,⑥⑨⑩,13,10, ファｰレンハイト,---,岡田祥, 2.9, 37, -11, -13, 9, 38.8, ⑬⑮,13,11,Ｏスズカヘリオス, 55,水口優, 1.5, 62,  -2,   1,15,510.3, ⑪⑩,,,,,,,,,,,,
14,10,Ｉマホン, 49,池添謙, 5.4, 28,  -9, -31, 7, 19.3,⑧⑭⑮,14,15, シｰヴァｰジア,---,上村洋, 3.2, 36, -13, -14,13,118.3, ⑭⑯,14, 6,Ｎビコｰワンダフル, 57,田中健, 2.1, 56,  -9,   3,14,359.3, ⑮⑮,,,,,,,,,,,,
15,14,Ｊマルサンマリナｰ, 49,秋山真, 5.7, 27,  -9, -31,13,278.2,⑪⑯⑯,15, 4, インタｰナショナル,---,竹之下, 4.3, 28,  -6, -31,12,107.5, ⑨⑧,15,14,Ｍエイユｰモモチャン, 61,福永祐, 2.2, 54,   3, -11, 7, 18.2, ⑥⑧,,,,,,,,,,,,
16,11,Ｎテイエムデザイヤｰ, 36,小牧太, 6.1, 28,  -3, -46,14,316.9,④⑥⑪,16, 1, アルリネｰジ,---,四位洋, 5.5, 20,*  2, -53, 5,  7.1, ①③,16, 3,Ｌストリｰトワイズ, 63,上村洋, 4.4, 34, -13, -15,13,136.2, ⑯⑯,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:78 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:-1),,,,,,,,,,,
単勝:310円 複勝:06=140円 15=220円 02=260円 枠連:560円,,,,,,,,,,,,単勝:280円 複勝:02=150円 05=190円 08=490円 枠連:360円,,,,,,,,,,,,単勝:420円 複勝:04=190円 07=190円 08=160円 枠連:590円,,,,,,,,,,,,単勝:510円 複勝:07=170円 02=140円 05=670円 枠連:450円,,,,,,,,,,,
"馬連:1,420円 ワイド:06-15=510円 02-06=560円 02-15=1,000円",,,,,,,,,,,,"馬連:620円 ワイド:02-05=260円 02-08=1,480円 05-08=1,680円",,,,,,,,,,,,"馬連:1,800円 ワイド:04-07=710円 04-08=330円 07-08=380円",,,,,,,,,,,,"馬連:690円 ワイド:02-07=280円 05-07=2,390円 02-05=1,030円",,,,,,,,,,,
"馬単:2,670円 3連複:3,690円 3連単:17,380円",,,,,,,,,,,,"馬単:1,170円 3連複:4,750円 3連単:15,220円",,,,,,,,,,,,"馬単:3,270円 3連複:1,910円 3連単:11,680円",,,,,,,,,,,,"馬単:1,770円 3連複:7,690円 3連単:35,160円",,,,,,,,,,,
■ 2R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 5R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 8R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:13,,,,,■11R  芝1400m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,斑鳩ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ａホワイトクリスマス, 63,池添謙,, 61,  -4,*  1, 1,  2.9, ③③, 1, 4,Ｆサウンズオブアｰス, 57,デムｰ,, 62,  -1,* -7, 1,  2.3,④⑦⑦, 1, 3,Ｇトランザムスタｰ, 76,福永祐,, 76,* 11,   0, 2,  3.7,①①①, 1, 4,Ｄアドマイヤドバイ, 81,福永祐,, 84,  18,  -2, 1,  1.8, ④③
 2, 4,Ｃスイｰプアロｰ, 58,幸英明, 0.5, 58,* -2,  -6, 3,  4.2, ②②, 2,16,Ｄアドマイヤシｰマ, 58,福永祐, 0.1, 63,   1,*-10, 4,  7.8,⑥⑤⑤, 2, 8,Ｆトゥルｰフレンド, 77,国分恭, 0.0, 78,   6,* 11, 8, 64.2,⑩⑨⑧, 2, 3,Ｋサカジロロイヤル, 72,国分優, 0.2, 82,* 20,  -7,10, 78.3, ②②
 3,15,Ｅサウンドシャカラカ, 55,デムｰ, 0.5, 57,  -6,* -2, 4,  8.2, ⑥④, 3,12,Ｇクリノダイコクテン, 52,小牧太, 0.8, 55,   0, -21,10, 71.3,⑨⑥⑥, 3, 9,Ｂナリタポセイドン, 80,和田竜, 0.2, 78,   8,   4, 5,  8.2,⑥⑥⑤, 3, 6,Ｇハングリｰジャック, 78,デムｰ, 0.3, 79,  18,  -6, 9, 19.3, ⑤④
 4, 2,Ｈアップルシェア, 52,国分恭, 1.1, 51,  -9,  -4,10,116.2, ⑧⑨, 4, 3,Ｂマイネボニｰタ, 60,和田竜, 1.0, 55,*  2, -25, 6, 17.9,①④④, 4, 1,Ａサカジロスイセイ, 81,国分優, 0.6, 73,   9,   0, 4,  6.9,④④④, 4, 9,Ｂメイショウヤタロウ, 83,浜中俊, 0.3, 78,  13,*  2, 7, 14.4, ⑩⑩
 5, 1,Ｆメイショウパラオ, 53,秋山真, 1.2, 51,  -9,  -4, 8, 28.6, ⑨⑧, 5, 5,Ａサンジェナｰロ, 79,川田将, 1.1, 52,*  3, -30, 2,  3.8,②①①, 5,10,Ｃサンライズワｰルド, 79,川田将, 0.6, 77,   9,   1, 3,  5.2,⑤⑤⑥, 5, 2,Ｃシルクドリｰマｰ, 81,川田将, 0.4, 78,  15,  -3, 2,  6.1, ⑧⑦
 6,16,Ｄワンダｰバリデス, 55,小坂忠, 1.4, 51,  -8,  -7, 9, 36.3, ⑦⑥, 6, 9,Ｊシゲルヒダカ, 50,国分恭, 1.3, 51,  -5, -15,14,392.9,⑬⑬⑬, 6, 7,Ｈビｰチブレイブ, 75,松山弘, 0.7, 73,* 10,  -4, 7, 26.6,③③③, 6, 5,Ｅニシノビｰクイック, 80,四位洋, 0.4, 77,  14,  -2, 8, 19.3, ⑨⑧
 7, 9,Ｎシゲルイワシロ, 34,太宰啓, 1.4, 51,*  0, -15, 6, 16.6, ①①, 7, 1,Ｉショウナンアトラス, 50,浜中俊, 1.3, 51,  -3, -21, 5, 10.4,⑧⑨⑩, 7, 2,Ｅパｰフェクトスコア, 78,浜中俊, 0.8, 73,* 10,  -5, 1,  2.6,②②②, 7, 7,Ｆマイネボヌｰル, 80,和田竜, 0.6, 76,  15,  -6, 5, 12.5, ⑦⑨
 8, 3,Ｇランズデｰル, 52,川田将, 1.8, 46, -12,  -8, 5,  9.7, ⑩⑪, 8, 8,Ｎウインボナンザ, 44,国分優, 1.6, 49,  -1, -28,11, 78.8,⑦⑧⑧, 8, 4,Ｄエタｰナルヒｰロｰ, 79,幸英明, 1.0, 74,   8,  -1, 6, 13.8,⑧⑦⑦, 8, 1,Ｈダンツカナリｰ, 77,太宰啓, 0.6, 77,* 20, -14, 4, 12.5, ①①
 9,10,Ｂバトルフェイス, 58,四位洋, 2.0, 45,  -5, -16, 2,  3.9, ④⑤, 9,10,Ｈラディｰア, 51,松山弘, 1.7, 48,*  2, -37, 7, 24.7,③②②, 9, 6,Ｊミッキｰエｰル, 65,太宰啓, 1.8, 69,   7,  -7, 9, 70.7,⑦⑧⑨, 9,11,Ａダイナミックガイ, 84,松山弘, 0.8, 74,  18, -13, 3, 10.0, ⑥⑥
10, 5,Ｏテイエムヒッカッタ, 34,田中健, 2.0, 44,  -7, -14,14,456.8, ⑤⑦,10,15,Ｍスイｰトルイｰズ, 46,上村洋, 1.7, 48,  -2, -27,15,418.1,⑮⑪⑪,10, 5,Ｉアズマユニヴァｰス, 69,川島信, 1.9, 65,   5,  -4,10,196.3,⑨⑩⑩,10, 8,Ｉショウナンマハ, 75,幸英明, 0.9, 72,  10,  -3,11,166.4, ⑪⑪
11, 8,Ｉシゲルソウシュウ, 52,福永祐, 2.1, 43, -12, -10, 7, 24.3, ⑪⑩,11,13,Ｌメｰリングキャット, 46,太宰啓, 1.7, 48,  -2, -25,12,203.2,⑪⑫⑫,,,,,,,,,,,,,11,10,Ｊエｰシンシャラク, 72,小牧太, 1.8, 63,* 20, -29, 6, 13.8, ③⑤
12, 6,Ｌシロイヨウセイ, 41,田村太, 2.5, 40, -15, -10,15,561.1, ⑭⑬,12, 6,Ｅティｰエスネオ, 58,幸英明, 1.7, 48,*  1, -37, 3,  6.3,⑤③③,,,,,,,,,,,,,,,,,,,,,,,,
13,14,Ｊダイシンウィン, 47,小牧太, 2.9, 36, -14, -15,11,145.3, ⑫⑫,13,11,Ｏアガスティア, 41,池添謙, 1.7, 48,  -1, -29, 8, 38.6,⑩⑩⑨,,,,,,,,,,,,,,,,,,,,,,,,
14,11,Ｐトｰアコシタンタン, 25,熊沢重, 3.1, 37, -17, -13,12,152.0, ⑮⑮,14,14,Ｃオンワｰドハンタｰ, 59,秋山真, 1.8, 48,  -6, -18, 9, 70.9,⑭⑮⑮,,,,,,,,,,,,,,,,,,,,,,,,
15,13,Ｋティエスアｰク, 42,中村将, 3.3, 33, -15, -17,16,777.1, ⑬⑭,15, 2,Ｋメイショウファルコ, 49,武幸四, 2.0, 47,  -8, -18,13,281.2,⑯⑯⑭,,,,,,,,,,,,,,,,,,,,,,,,
16,12,Ｍイチザブイ, 40,国分優, 7.5, -7, -24, -47,13,302.5, ⑯⑯,16, 7,Ｐテイエムハヤカゼ, 39,田中健, 4.8, 12,  -8, -59,16,801.8,⑫⑭⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:61 ﾚｰｽﾍﾟｰｽ指数:-7 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-0 ﾚｰｽｱｶﾞﾘ指数:-13 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-10 馬場:良(指数:-1),,,,,,,,,,,
