14年 3月16日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 3月16日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝1800m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  芝1200m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  ダ1400m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,播磨ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ａカゼノコ, 78,秋山真,, 60,  -2,*  6, 1,  1.3,⑬⑪⑫, 1, 3, イサベル,---,デムｰ,, 67,   3,* -3, 4,  6.7, ⑭⑪, 1, 3,Ｅメイショウコルノ, 67,川田将,, 72,   6,  -3, 2,  5.4, ⑥⑤, 1, 6,Ｃグレイスフルリｰプ, 84,川田将,, 84,*  9,  10, 2,  4.5, ①①
 2,11,Ｃフェイマスエンド, 61,川田将, 0.1, 61,  -3,*  5, 4, 13.3,⑫⑭⑪, 2, 1,Ａアデヤカコマチ, 62,川須栄, 0.6, 58,*  8, -23, 6, 11.8, ③②, 2, 7,Ｎクｰルジョジョ, 59,バルジ, 0.1, 71,   5,  -2,14, 76.7, ⑦⑦, 2, 7,Ｆブロｰドソｰド, 83,岩田康, 0.3, 82,*  8,   8, 4,  7.4, ②②
 3,15,Ｂメイショウキトラ, 63,城戸義, 0.2, 59,  -4,*  6, 8, 69.8,⑭⑮⑬, 3,10,Ｅタガノバラｰド, 54,岩田康, 0.8, 57,* 10, -29, 8, 15.2, ①①, 3,16,Ｋプライマリｰコｰド, 61,浜中俊, 0.1, 67, -10,* 12,12, 27.7, ⑯⑮, 3,12,Ｌアンリヴィｰルド, 78,四位洋, 0.5, 81,   1,* 16, 3,  6.7, ⑭⑫
 4, 2,Ｊタマモセナタｰ, 53,鮫島良, 0.2, 60,*  2,  -6,10, 73.2,①①①, 4, 4,Ｌピエｰルドリュヌ, 36,浜中俊, 0.9, 55,   4, -19, 2,  5.0, ⑦⑦, 4, 5,Ｃタイセイララバイ, 69,岩田康, 0.1, 69,  -2,*  4, 3,  6.6, ⑫⑫, 4, 5,Ｅフミノファルコン, 84,ペドロ, 0.5, 80,   7,   8, 6,  9.4, ⑤③
 5, 5,Ｌアガペｰ, 49,藤田伸, 0.2, 59,*  1,  -2, 6, 39.7,③③③, 5, 8,Ｈスヴァラッシｰ, 48,ペドロ, 0.9, 56,   3,*-16,10, 28.7, ⑨⑨, 5,12,Ａダンツキャンサｰ, 74,和田竜, 0.2, 71,*  9,  -8, 5,  8.6, ③③, 5,13,Ｇドレッドノｰト, 82,バルジ, 0.6, 79,   6,   9, 7, 21.3, ⑦⑦
 6, 3,Ｏアガスティア, 46,池添謙, 0.6, 55,  -4,   3, 7, 53.7,⑮⑬⑭, 6,13,Ｇキネオソレイユ, 48,四位洋, 1.3, 51,   6, -27, 5,  8.2, ⑥⑥, 6, 1,Ｉヤマノハヤブサ, 62,四位洋, 0.2, 67,  -2,   3, 4,  7.6, ⑪⑪, 6,11,Ｂコウセイコタロウ, 85,菱田裕, 0.8, 77,   7,   6, 8, 22.9, ④⑥
 7,16,Ｆサウザンドエｰス, 54,菱田裕, 0.7, 52,*  2,  -9,14,423.9,②②②, 7,14,Ｆテイエムサンビカ, 54,鮫島良, 1.5, 51,   4, -26, 9, 21.5, ⑪⑧, 7, 8,Ｇフェブノヘア, 65,デムｰ, 0.2, 71,   8,  -6, 6,  9.5, ④④, 7,10,Ａデザｰトオアシス, 86,デムｰ, 0.9, 75,   6,   7, 1,  3.2, ⑨⑧
 8, 4,Ｉカネトシタシナミ, 53,川須栄, 1.0, 55,  -1,  -5,13,304.3,⑦⑦⑦, 8, 7,Ｄビジュｰトウショウ, 55,池添謙, 1.7, 48,   1, -24, 7, 12.1, ⑫⑫, 8, 4,Ｈデンコウウノ, 64,菱田裕, 0.3, 67,   2,  -2, 9, 19.3, ⑨⑨, 8,14,Ｏキクノフレヴァン, 75,熊沢重, 1.0, 79,   4,   8,15,188.6, ⑪⑪
 9,10,Ｈティｰエスネオ, 54,幸英明, 1.0, 55,  -2,  -3, 2,  7.0,⑪⑩⑥, 9, 2,Ｃアバンダンティア, 58,秋山真, 2.0, 44,   7, -39, 3,  5.0, ⑤⑤, 9,10,Ｌダイヤモンドハイ, 61,池添謙, 0.5, 66,   6,  -9,10, 19.6, ⑤⑥, 9, 1,Ｈパワｰスポット, 81,藤田伸, 1.0, 78,   0,* 14, 9, 24.0, ⑯⑭
10, 1,Ｅトｰコｰプラネット, 55,岩田康, 1.4, 51,   0, -11, 3, 13.1,④④④,10,12,Ｂポｰシア, 60,バルジ, 2.1, 45,   7, -41, 1,  4.0, ④④,10,13,Ｄカシノヒカル, 67,小坂忠, 0.6, 63,   1,  -5,11, 23.6, ⑩⑩,10, 4,Ｍヤマノサファイア, 77,武豊  , 1.2, 78,   1,  12,10, 32.1, ⑮⑮
11,12,Ｇスリｰサウス, 54,武豊  , 1.7, 51,  -2, -10, 9, 71.9,⑨⑧⑨,11, 6,Ｊイレｰヌ, 41,菱田裕, 2.1, 45,   0, -27,13,252.6, ⑬⑭,11, 2,Ｍアラタマシャトル, 60,田中博, 0.6, 61,  -6,   2,13, 59.5, ⑭⑬,11, 9,Ｄナリタハリケｰン, 84,池添謙, 1.2, 74,   2,   9, 5,  9.2, ⑬⑬
12, 9,Ｄミレニアムスタｰ, 55,藤岡康, 1.9, 47,   0, -14,12,253.9,⑤⑥⑤,12, 9,Ｋアイファｰソｰニョ, 39,尾島徹, 2.1, 44,   1, -30,15,402.6, ⑩⑬,12, 6,Ｆテイエムチュラッコ, 66,義英真, 0.7, 66,* 13, -18, 8, 15.7, ①①,12, 8,Ｐエスカｰダ, 72,秋山真, 1.3, 73,*  9,   0,16,268.5, ③④
13, 8,Ｋヘッドクオｰタｰ, 49,尾島徹, 2.5, 43,  -1, -19,15,434.1,⑥⑤⑧,13, 5,Ｍワンダフルバディ, 35,幸英明, 2.2, 45,   0, -27,12,200.3, ⑮⑮,13,15,Ｊワンダフルワｰルド, 62,藤岡康, 0.7, 60,  -6,   0, 7, 13.3, ⑬⑭,13, 2,Ｉスズカロジック, 81,藤岡康, 1.3, 74,   7,   2,12, 64.0, ⑥⑤
14,14,Ｎアイハヴアドリｰム, 46,浜中俊, 2.5, 44,  -4, -13, 5, 22.0,⑩⑫⑮,14,15, ヤマノペガサス,---,義英真, 3.5, 35,*  8, -65,11,103.3, ②③,14, 9,Ｂフルｰルシチｰ, 69,ペドロ, 0.9, 62,* 11, -20, 1,  4.8, ②②,14, 3,Ｋアップトゥデイト, 79,尾島徹, 1.3, 74,   5,   5,13,150.7, ⑧⑩
