14年 7月 5日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 7月 5日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-18,,,,,■ 4R  ダ1150m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 7R  ダ1700m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝2600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,開成山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ａロジチャリス, 46,蛯名正,, 44, -10,* -7, 1,  1.1,⑥⑥③, 1,14,Ｂダイワコンシｰド, 62,北村宏,, 67,*  5,*  7, 1,  2.2, ①①, 1,14,Ｃマハｰシュリｰ, 63,横山典,, 62,*  1,*  2, 1,  1.7,③②②, 1, 3,Ｄレイトライザｰ, 72,横山典,, 79,  -1,* 15, 2,  5.1,⑥⑩⑩
 2, 8,Ｅカレイジルベルト, 32,江田照, 0.6, 37, -14,* -8, 6, 39.3,⑧⑧⑦, 2,12,Ａクラウンシンホニｰ, 67,横山典, 1.3, 53,  -3,*  3, 2,  3.2, ⑩⑨, 2,12,Ａコスモパトラ, 64,柴田大, 0.0, 66,*  2,*  1, 7, 19.4,②①①, 2, 4,Ｃジャングルパサｰ, 74,江田照, 0.2, 77,  -3,* 15, 6, 13.2,⑭⑬⑨
 3, 4,Ｆクリノダイシャリン, 28,嘉藤貴, 0.7, 32,* -9, -21, 4, 24.2,①①①, 3,13,Ｃバトルヴェルデ, 57,内田博, 1.3, 55,*  3,  -3, 4, 12.4, ②②, 3, 2,Ｂジャックポット, 63,武士沢, 0.1, 62,   0,*  3, 2,  6.3,⑤⑦⑤, 3,13,Ｆライトヴァｰス, 71,内田博, 0.4, 71,*  1,   1, 7, 21.0,⑩②③
 4, 1,Ｂタイセイフロｰラ, 46,吉田豊, 0.9, 34, -10, -20, 3, 13.1,④④④, 4, 1,Ｅブラウンタイガｰ, 56,田中勝, 1.4, 55,  -1,   0, 7, 21.0, ⑦⑧, 4,15,Ｋミュゼキングダム, 52,北村宏, 0.9, 58,  -1,  -5, 5, 13.2,④⑤⑥, 4, 2,Ｌヴェリタラブ, 64,柴田善, 0.4, 76,  -1,  11,13, 93.2,⑪⑫⑬
 5,11,Ｇマイネルリアン, 27,柴田大, 1.1, 31,* -8, -25, 5, 35.4,③③②, 5, 4,Ｄナイルエクスプレス, 56,木幡初, 1.5, 52,  -1,  -1, 3,  8.5, ⑥⑤, 5, 9,Ｅアプレイザル, 57,柴田善, 1.1, 54,*  0,  -7, 4,  9.2,⑭⑥④, 5,12,Ｍエルドリッジ, 61,大野拓, 0.5, 72,  -2,   5,11, 79.9,⑧⑧⑪
 6, 3,Ｄウインベルノアｰル, 34,石橋脩, 1.3, 30, -14, -18, 7, 41.5,⑦⑦⑧, 6,11,Ｈナイトアンドデイ, 50,柴田大, 1.6, 53,   1,  -3, 6, 18.4, ③④, 6, 8,Ｇアサヤケ, 56,嶋田純, 1.7, 51,  -4,  -5, 8, 45.4,⑬⑫⑧, 6,15,Ｈフェスティヴイェル, 69,北村宏, 0.5, 69,*  0,   1, 3,  6.1,④④②
 7, 5,Ｃムｰンビュｰティ, 35,大野拓, 2.0, 21, -11, -34, 2, 12.0,⑤⑤⑥, 7, 9,Ｆカｰボンタイクｰン, 56,杉原誠, 1.6, 51,  -3,   0, 8, 32.8, ⑨⑫, 7, 7,Ｌベストヴィジョン, 46,吉田豊, 1.8, 51,  -5,  -4, 9, 58.0,⑮⑭⑭, 7, 5,Ｅモシモシ, 71,田辺裕, 0.6, 80,  -5,* 19, 4,  8.5,⑮⑮⑭
 8, 6,Ｉノｰスヒｰロｰ, 22,木幡初, 2.4, 18,* -9, -45,10,102.8,②②⑤, 8, 6,Ｉブラックグランデ, 45,的場勇, 2.1, 47, -11,*  3,15,237.7, ⑫⑩, 8, 5,Ｊデピュティイモン, 53,石川裕, 1.8, 52,  -5,  -4,14,229.4,⑪⑬⑪, 8,14,Ａトルｰクマクト, 76,戸崎圭, 0.6, 69,*  0,   1, 1,  2.3,⑦⑥⑤
