14年 7月19日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 7月19日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 4R  ダ1700m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■10R  芝2600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
 9, 7,Ｆサｰジェントバッジ, 42,岩田康, 1.0, 38,  -9, -11, 2,  4.1,⑪⑪⑨, 9, 9,Ｄミッキｰナイト, 62,三浦皇, 2.6, 50,   4, -18, 1,  2.7,⑥⑥⑥, 9, 8,Ｄカトラス, 73,岩田康, 1.6, 61,  10, -14, 2,  4.7,③③④, 9, 9,Ｂチェイスザゴｰルド, 73,三浦皇, 0.8, 67,* 11, -20, 1,  2.4,⑦③②
10, 4,Ｉシシャモショウグン, 37,藤岡康, 1.2, 36,  -6, -19,11, 68.8,⑨⑧⑦,10,11,Ｊサカジロハンサム, 54,古川吉, 3.1, 49,   2, -19,12,157.0,⑩⑩⑩,10, 7,Ｋヤマニンティグル, 65,井上敏, 1.8, 60,   3,  -5,13,112.7,⑧⑩⑪,10, 3,Ｉカレンシュガｰレイ, 70,柴山雄, 1.1, 65,* 11, -24,11, 30.4,④②①
11, 9,Ｈトｰセンアプロｰズ, 38,木幡初, 1.4, 34,  -6, -22, 8, 32.0,⑧⑦⑩,11, 7,Ｋヤマカツサユリ, 46,池添謙, 3.6, 43,   2, -22,10,119.0,⑪⑪⑫,11,13,Ｉセクシｰボｰイ, 66,長岡禎, 1.9, 58,* 11, -20, 9, 51.9,①①①,11, 2,Ｊストｰンヘンジ, 68,黛弘人, 1.6, 62,  10, -27,12, 84.0,⑫⑨⑨
12, 2,Ｊアルボルデヴィダ, 37,池添謙, 3.4, 16,  -7, -47, 9, 48.9,⑦⑨⑧,12, 5,Ｌウォｰタｰヴォイス, 42,城戸義, 3.8, 44,   4, -29, 9, 53.2,③⑦⑪,12,10,Ｇキセキノチャンス, 69,城戸義, 2.2, 58,   3,  -8, 7, 14.5,⑫⑫⑬,12,11,Ｆセルリアンディンゴ, 71,古川吉, 1.8, 61,* 11, -32, 8, 13.8,①④⑪
,,,,,,,,,,,,,,,,,,,,,,,,13, 9,Ｍトｰアコナユキ, 55,横山和, 2.9, 52,   5, -17,11, 84.6,⑥⑧⑫,13,13,Ｍシｰサイドバウンド, 63,菱田裕, 2.2, 60,* 11, -39, 6, 12.0,②①⑦
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-8 馬場:良(指数:-1),,,,,,,,,,,
単勝:440円 複勝:11=150円 08=250円 12=190円 枠連:420円,,,,,,,,,,,,単勝:420円 複勝:04=190円 10=220円 01=250円 枠連:610円,,,,,,,,,,,,単勝:280円 複勝:01=180円 04=760円 03=220円 枠連:730円,,,,,,,,,,,,"単勝:1,070円 複勝:10=320円 12=470円 04=460円 枠連:1,770円",,,,,,,,,,,
"馬連:2,340円 ワイド:08-11=870円 11-12=510円 08-12=1,240円",,,,,,,,,,,,"馬連:3,130円 ワイド:04-10=860円 01-04=750円 01-10=1,330円",,,,,,,,,,,,"馬連:8,310円 ワイド:01-04=2,680円 01-03=740円 03-04=7,030円",,,,,,,,,,,,"馬連:5,640円 ワイド:10-12=1,740円 04-10=1,090円 04-12=2,360円",,,,,,,,,,,
"馬単:3,770円 3連複:5,300円 3連単:27,000円",,,,,,,,,,,,"馬単:5,310円 3連複:6,780円 3連単:35,400円",,,,,,,,,,,,"馬単:12,180円 3連複:27,120円 3連単:130,280円",,,,,,,,,,,,"馬単:8,500円 3連複:14,110円 3連単:83,350円",,,,,,,,,,,
■ 2R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 5R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 8R  ダ1000m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■11R  芝1200m 2 歳ｵｰﾌﾟﾝ(国) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,函館2歳ｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ａノｰスファイヤｰ, 66,津村明,, 69,*  6,* -1, 1,  1.9,⑧③②, 1,12,Ｂサウンドタｰゲット, 65,四位洋,, 66,   3,  -2, 5, 11.3, ⑤③, 1, 5,Ｉスｰパｰスタｰ, 67,松岡正,, 75,*  7,   5, 8, 16.8, ①①, 1,12,Ｂアクティブミノル, 65,藤岡康,, 67,*  6,  -9, 4,  8.5, ①①
 2,12,Ｈアイリッシュハｰプ, 58,岩田康, 0.1, 69,*  7,* -2, 3,  7.9,⑥②①, 2, 2,Ｃディアエトワｰル, 65,三浦皇, 0.0, 68,*  6,  -5, 2,  5.3, ②②, 2,10,Ｌタマモエスカルゴ, 52,黛弘人, 0.1, 74,*  5,   4,11, 85.7, ②②, 2, 6,Ｈタケデンタイガｰ, 53,津村明, 0.2, 60,  -2,* -4,11, 57.3, ⑦⑥
 3, 9,Ｆノルウェｰノモリ, 58,村田一, 1.3, 63,   3,  -5, 8, 32.3,⑫⑦⑥, 3,14,Ｄファンタジックアイ, 63,菱田裕, 0.2, 64,  -1,* -1, 6, 14.4, ⑪⑦, 3, 2,Ｋトウショウハマｰ, 63,村田一, 0.6, 68,   0,   3,10, 61.3, ④④, 3,16,Ｆトウショウピスト, 55,池添謙, 0.3, 60,   2,  -9, 2,  6.2, ⑥⑤
 4, 6,Ｇウインバレリｰナ, 58,黛弘人, 1.5, 63,   4,  -7,10, 74.7,⑤⑤⑤, 4, 1,Ｅラヴィングルック, 59,井上敏, 0.3, 65,*  8, -11, 9, 32.1, ①①, 4, 3,Ｆジツリキフォｰティ, 69,古川吉, 0.6, 68,  -5,*  6, 6,  9.8, ⑦⑤, 4, 4,Ｊトｰセンラｰク, 51,吉田隼, 0.3, 56, -10,*  3,12, 75.9, ⑮⑭
 5, 4,Ｂチュチュモｰヴ, 63,小崎綾, 1.8, 58,   0,  -5, 7, 19.5,⑨⑩⑩, 5,16,Ｇオｰトクレｰル, 57,黛弘人, 0.4, 63,*  5,  -8, 8, 31.5, ③⑤, 5, 7,Ｃモリトブイコｰル, 71,横山和, 0.8, 65,  -5,   4, 3,  7.4, ⑧⑦, 5, 8,Ａマイネルエスパス, 74,松岡正, 0.4, 61,*  3, -11, 1,  2.0, ③③
 6, 7,Ｃカネトシタシナミ, 61,藤岡康, 1.9, 58,  -1,  -4, 2,  4.2,⑬⑫⑧, 6,11,Ａエンジェルミディ, 66,池添謙, 0.4, 58,  -5,*  0, 1,  2.5, ⑭⑭, 6, 4,Ｈトウカイチャｰム, 68,小崎綾, 0.9, 63,  -8,   5, 9, 20.8, ⑨⑨, 6,13, アンブリカル,---,三浦皇, 0.4, 61,*  5, -12, 6, 19.2, ②②
 7, 2,Ｄロザリンド, 60,吉田隼, 2.4, 54,   2, -14, 5, 15.3,②⑧⑨, 7, 3,Ｎビュｰティガッキ, 47,柴田善, 0.4, 62,   3,  -7,13, 77.1, ④④, 7,12,Ｄサンマルヴィグラス, 70,藤田伸, 0.9, 66,*  4,  -2, 1,  2.7, ③③, 7, 5,Ｅキッズライトオン, 58,菱田裕, 0.5, 57,  -7,* -2, 7, 22.2, ⑫⑪
 8, 1,Ｋゴｰルデンフェザｰ, 55,松岡正, 2.5, 53,   2, -14, 6, 16.6,⑦⑨⑦, 8, 9,Ｋクリノキングムｰン, 52,横山和, 0.4, 60,   0,  -3,11, 51.5, ⑩⑩, 8, 6,Ａデオヴォレンテ, 72,池添謙, 1.0, 61, -10,*  6, 4,  9.0, ⑪⑪, 8, 9,Ｃクｰルホタルビ, 62,小牧太, 0.5, 59,*  3, -12, 5, 14.3, ④④
 9,11,Ｅディアメドゥｰサ, 60,秋山真, 2.7, 50,*  6, -24, 4,  8.4,①①③, 9, 8,Ｉベルプラｰジュ, 54,勝浦正, 0.5, 59,  -2,  -3, 3,  5.7, ⑨⑨, 9, 9,Ｂミシックトウショウ, 71,城戸義, 1.1, 63,  -2,   0, 2,  5.3, ⑥⑥, 9, 2,Ｋグランドポピｰ, 46,田中博, 0.5, 56,  -5,  -5, 8, 22.5, ⑩⑩
10, 8,Ｊキョウワマロン, 56,竹之下, 3.0, 49,   5, -24,11,122.1,④④④,10,13,Ｌシャノンラン, 51,松岡正, 0.5, 57,  -9,*  3,15,101.9, ⑯⑯,10,11,Ｅサビｰナクレスタ, 70,丸田恭, 1.2, 59,  -9,   3, 5,  9.1, ⑩⑩,10, 3, スルタｰナ,---,四位洋, 0.5, 57,   0, -10, 3,  6.8, ⑤⑦
11, 5,Ｉダンストゥゲザｰ, 57,井上敏, 3.0, 50,  -2, -12,13,274.8,⑪⑬⑬,11,15,Ｆマコトシニョｰラ, 58,藤田伸, 0.6, 59,  -3,  -3, 4,  8.8, ⑬⑪,11, 8,Ｊヒヅグｰタス, 64,柴山雄, 1.3, 58, -14,*  6,12, 90.2, ⑫⑫,11,15,Ｉカゼノトビラ, 51,丸山元, 0.5, 57,  -2,  -7,15,163.3, ⑨⑨
12,10,Ｌモンシェル, 47,長岡禎, 3.4, 48,   0, -17,12,168.7,⑩⑪⑪,12, 7,Ｈカメレオンアミ, 56,長岡禎, 0.8, 56,   2, -11,10, 33.8, ⑦⑥,12, 1,Ｇブルｰモントレｰ, 69,菱田裕, 2.0, 53,   0,  -9, 7, 10.8, ⑤⑧,12, 7,Ｄマコトダッソｰ, 59,勝浦正, 0.8, 53,  -5,  -9,10, 35.8, ⑪⑫
13, 3,Ｍブルｰナイル, 34,城戸義, 5.7, 34,   2, -43, 9, 72.2,③⑥⑫,13,10,Ｏヨイチスノｰ, 46,丹内祐, 0.9, 53,  -7,  -3,16,236.8, ⑮⑮,,,,,,,,,,,,,13,10, タケルオウジ,---,井上俊, 0.8, 53,  -1, -13,13, 96.6, ⑧⑧
,,,,,,,,,,,,14, 5,Ｊファブラノヴァ, 53,岩田康, 0.9, 53,  -4,  -8, 7, 18.7, ⑫⑬,,,,,,,,,,,,,14,11,Ｇディアタイガ, 53,柴山雄, 1.0, 49,  -7,  -9,16,223.4, ⑬⑮
,,,,,,,,,,,,15, 4,Ｍアロハエコモマイ, 48,藤岡康, 1.4, 47,  -1, -17,12, 67.3, ⑧⑫,,,,,,,,,,,,,15,14, ティｰズアライズ,---,松井伸, 1.0, 49,  -9,  -7,14,137.7, ⑭⑬
,,,,,,,,,,,,16, 6,Ｐノブシェンカｰ, 41,小林徹, 2.8, 30,   2, -37,14, 92.5, ⑥⑧,,,,,,,,,,,,,16, 1, エンタｰザスフィア,---,岩田康, 1.8, 40, -16, -12, 9, 25.1, ⑯⑯
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:71 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-1),,,,,,,,,,,
単勝:190円 複勝:13=110円 12=220円 09=400円 枠連:600円,,,,,,,,,,,,"単勝:1,130円 複勝:12=300円 02=180円 14=340円 枠連:520円",,,,,,,,,,,,"単勝:1,680円 複勝:05=470円 10=2,360円 02=1,130円 枠連:1,910円",,,,,,,,,,,,"単勝:850円 複勝:12=270円 06=970円 16=230円 枠連:5,380円",,,,,,,,,,,
"馬連:720円 ワイド:12-13=370円 09-13=630円 09-12=2,800円",,,,,,,,,,,,"馬連:3,020円 ワイド:02-12=1,040円 12-14=2,180円 02-14=1,150円",,,,,,,,,,,,"馬連:63,960円 ワイド:05-10=15,530円 02-05=5,570円 02-10=26,080円",,,,,,,,,,,,"馬連:16,810円 ワイド:06-12=3,830円 12-16=1,200円 06-16=3,670円",,,,,,,,,,,
"馬単:1,050円 3連複:4,080円 3連単:10,470円",,,,,,,,,,,,"馬単:7,040円 3連複:10,290円 3連単:63,180円",,,,,,,,,,,,"馬単:89,160円 3連複:287,160円 3連単:1,616,160円",,,,,,,,,,,,"馬単:27,240円 3連複:33,430円 3連単:228,870円",,,,,,,,,,,
■ 3R  ダ1000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 6R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 9R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■12R  芝2000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,松前特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｄコｰトリｰラッシュ, 58,長岡禎,, 62,*  4,  -5, 4,  7.4, ③②, 1, 2,Ｅレインオｰバｰ, 61,ロｰウ,, 73,   0,*  8, 5, 11.6,⑫⑫⑨, 1, 2,Ｊマヤノカデンツァ, 68,柴山雄,, 66,*  3,   6, 6, 13.3,⑫②②, 1, 5,Ａジャイアントリｰプ, 89,岩田康,, 84,   2,* 18, 2,  4.9,⑫⑫⑩
 2,12,Ｅワンダｰライツ, 56,藤岡康, 0.1, 62,*  6,  -6, 5, 13.2, ①①, 2, 8,Ａデルマシシマル, 65,秋山真, 0.2, 67,*  5,  -8, 1,  3.7,②②②, 2, 9,Ｆコンプリｰトゲｰム, 70,丸山元, 0.3, 66,*  3,   4, 5, 13.1,⑩③④, 2, 9,Ｆトレクァルティスタ, 74,四位洋, 0.0, 83,   5,* 14, 3,  6.1,⑪⑪⑨
 3,10,Ａブロンズテｰラｰ, 61,城戸義, 0.3, 60,*  4,  -7, 1,  2.8, ④③, 3,11,Ｉライトパｰプル, 58,藤田伸, 0.4, 67,*  5,  -9, 2,  4.2,⑤③③, 3, 6,Ｂタンスチョキン, 72,古川吉, 0.3, 69,  -1,* 11,10, 20.0,⑪⑫⑩, 3, 2,Ｂリメインサイレント, 78,柴山雄, 0.1, 79,*  9,   3, 1,  2.1,②②②
 4, 9,Ｈアグネスモバイル, 49,丸田恭, 0.9, 50, -16,*  1, 8, 26.0, ⑪⑫, 4,15,Ｄカワキタアロｰ, 62,横山和, 0.4, 66,   3,  -2, 8, 13.6,⑬⑨⑥, 4,13,Ａコスモソｰク, 75,丹内祐, 0.4, 65,   2,   5, 4,  6.1,②④③, 4, 8,Ｈライズトゥフェイム, 74,菱田裕, 0.4, 78,   7,   3, 4,  7.1,⑤③③
 5, 5,Ｋメイショウヴェスタ, 44,古川吉, 0.9, 52, -11,  -3,12,103.4, ⑩⑩, 5, 5,Ｊケイクエスト, 57,勝浦正, 0.4, 69,  -2,*  4, 9, 17.3,⑭⑬⑪, 5, 8,Ｌグランプレｰジョ, 63,吉田隼, 0.4, 66,   2,   6,11, 21.3,③⑥⑥, 5,12,Ｉラスカルトップ, 73,古川吉, 0.4, 79,   7,   6,10, 41.4,⑨⑨⑦
 6, 3,Ｊテイエムトッピモン, 45,田中博, 1.0, 50, -11,  -4, 7, 18.6, ⑨⑦, 6,13,Ｆビキニスタイル, 60,菱田裕, 0.6, 66,   3,  -8, 4,  6.6,⑦⑥⑤, 6, 3,Ｈパラティｰノ, 70,菱田裕, 0.4, 64,   1,   7, 9, 19.4,⑥⑧⑤, 6,11,Ｃコスモスタｰタｰ, 77,黛弘人, 0.4, 78,   7,   3, 8, 28.8,⑥⑤⑤
 7, 1,Ｃウｰルｰシュヴァル, 59,丸山元, 1.1, 52,   1, -12, 3,  6.3, ⑤④, 7, 1,Ｂウエスタンメグ, 64,藤岡康, 0.6, 66,   4,  -9, 3,  6.5,④④④, 7, 5,Ｉショウナンガッチャ, 69,岩田康, 0.7, 64,   0,   6, 3,  5.5,⑧⑪⑨, 7, 4,Ｄロｰドエフォｰル, 76,丸田恭, 0.6, 74,   7,   2, 9, 38.5,⑧⑥⑥
 8, 8,Ｉゲラｰデ, 48,黛弘人, 1.2, 48, -19,*  0,10, 70.7, ⑫⑪, 8, 6,Ｈヤマニンボレアル, 58,井上敏, 0.7, 64,   2,  -7,11, 86.1,⑥⑦⑦, 8,10,Ｋエイシンヴァラｰ, 64,藤岡康, 0.7, 64,   0,   6, 8, 18.2,⑤⑨⑪, 8, 3,Ｇディｰプストｰリｰ, 74,三浦皇, 0.7, 76,   4,   6, 6, 20.5,⑩⑩⑪
 9, 2,Ｂヤマニンキュルミネ, 60,小崎綾, 1.4, 47,  -5, -12, 2,  3.1, ⑥⑥, 9, 7,Ｃショウナンアトラス, 62,小牧太, 1.2, 58,   1, -11, 7, 12.8,⑧⑩⑫, 9, 4,Ｄキングスクルｰザｰ, 71,城戸義, 0.8, 64,   3,   2,12, 22.1,⑨⑤⑦, 9, 1,Ｊメイショウテッサイ, 71,松岡正, 0.9, 74,   7,  -1, 7, 27.5,⑦⑦⑧
10,11,Ｇホッコｰホウオウ, 50,勝浦正, 1.7, 44,  -7, -12, 6, 14.8, ⑧⑧,10, 4,Ｇプラチナジュエリｰ, 60,木幡初, 1.4, 58,*  7, -26, 6, 11.9,①①①,10,12,Ｇサウザンドエｰス, 70,藤田伸, 0.8, 63,*  3,  -1, 1,  3.7,①①①,10, 6,Ｅバロンドゥフォｰル, 75,吉田隼, 1.0, 70,*  8,  -7, 5, 10.0,③④④
11, 6,Ｆキレイナオヒメサマ, 50,竹之下, 1.8, 44,   3, -20, 9, 53.1, ②⑤,11,14, フィラｰレ,---,丸山元, 1.4, 60,  -4,  -2,14,155.6,⑯⑮⑭,11, 1,Ｃラフェットデメｰル, 72,小崎綾, 1.0, 61,   1,   2, 2,  5.4,④⑦⑧,11, 7,Ｋパｰプルタイヨｰ, 61,小林徹, 1.4, 69,   7,  -8,12,203.8,④⑧⑫
12, 4,Ｌエストスマイル, 43,井上敏, 2.8, 32,  -8, -23,11,101.6, ⑦⑨,12,10,Ｌコスモソラフネ, 52,丹内祐, 1.5, 58,   0, -13,10, 44.4,⑪⑪⑬,12,11,Ｅダンディｰライアン, 71,勝浦正, 1.6, 56,   1,  -3, 7, 17.5,⑦⑩⑫,12,10,Ｌヤマニンファラオ, 60,丹内祐, 1.7, 65,*  9, -19,11, 77.5,①①①
,,,,,,,,,,,,13,12,Ｋフェンガリ, 56,城戸義, 1.5, 55,   4, -22,15,173.8,③⑤⑧,13, 7,Ｍツクバインドラ, 56,黛弘人, 2.9, 51,  -2,  -8,13,214.2,⑬⑬⑬,,,,,,,,,,,,
,,,,,,,,,,,,14, 9,Ｍリバｰジャイアント, 44,菅原隆, 1.7, 54,   2, -21,13,148.4,⑨⑧⑩,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15, 3,Ｏサクラフェリシア, 37,松岡正, 2.6, 48,  -3, -21,12,120.3,⑩⑭⑮,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16,16,Ｎリネンプルｰフ, 43,長岡禎, 7.8, -7, -14, -68,16,222.1,⑮⑯⑯,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-5 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:0),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-1 ﾚｰｽｱｶﾞﾘ指数:-1 馬場:良(指数:-1),,,,,,,,,,,
