14年 4月12日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 4月12日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 4R  ダ1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 7R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■10R  芝2200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,湾岸ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ａツインキャンドル, 63,戸崎圭,, 66,*  7,  -4, 3,  4.4, ②②, 1,14,Ｇコクリュウノマイ, 59,田中勝,, 65,   6,  -3, 6, 15.7,⑤④②, 1, 5,Ａレッドジャクソン, 74,田中勝,, 69,   1,*  5, 1,  2.2,⑩⑨⑤, 1,17,Ｂクリｰルカイザｰ, 85,吉田豊,, 89,  10,* 15, 2,  4.1,⑧⑨⑤
 2,12,Ｃデルマノママナノダ, 62,田辺裕, 0.3, 61,   4,  -4, 2,  3.3, ⑤④, 2,15,Ａトｰセンハリケｰン, 67,戸崎圭, 0.0, 64,   5,* -1, 1,  1.9,⑫⑦③, 2, 6,Ｈカリスマアキラ, 66,横山和, 0.3, 65,   3,   1,11, 89.8,③⑤⑥, 2,14,Ｋグランデスバル, 79,杉原誠, 0.5, 81,* 11,   1, 6, 14.3,④③②
 3,10,Ｇオクリモノ, 53,柴田大, 0.7, 58,  -1,* -3, 6, 21.1, ⑨⑦, 3, 3,Ｅゴｰルデンスピン, 61,江田照, 0.1, 65,   5,* -1, 5,  7.7,⑦⑧⑩, 3,12,Ｊエピロｰグブリッジ, 64,蛯名正, 0.5, 64,*  3,  -3, 8, 38.2,⑧④③, 3, 6,Ｌレコンダイト, 78,蛯名正, 0.5, 81,  10,   7, 5, 13.8,⑩⑧⑦
 4, 3,Ｉハビタブルゾｰン, 51,吉田豊, 0.9, 56,   2,  -7, 4, 12.2, ⑥⑥, 4,11,Ｂドラゴンズタイム, 65,三浦皇, 0.4, 64,   6,  -3, 3,  7.2,⑨⑨⑤, 4,14,Ｃリキサンイレブン, 70,藤岡佑, 0.7, 63,   2,  -1, 5, 11.4,⑦⑦⑧, 4,15,Ｆシャドウパｰティｰ, 82,戸崎圭, 0.5, 80,   7,* 12, 1,  3.1,⑮⑭⑭
 5, 8,Ｂサンタレジｰナ, 62,北村宏, 1.1, 55,   4, -11, 1,  2.4, ④⑤, 5, 1,Ｍレッドメテオ, 53,蛯名正, 0.5, 61,*  7,  -8, 7, 42.4,①①①, 5, 2,Ｄコスモナイスガイ, 68,柴田大, 0.9, 66,  -4,*  8, 6, 18.3,⑭⑬⑬, 5,13,Ｊダノンフェニックス, 79,三浦皇, 0.5, 82,   7,* 13, 7, 16.9,⑭⑬⑬
 6, 4,Ｅナイスエモｰション, 55,田中勝, 1.3, 51,  -6,* -2,11,113.2, ⑪⑪, 6, 4,Ｈトウショウエディタ, 58,石橋脩, 0.7, 61,   4,  -3,10, 53.4,⑭⑫⑨, 6,11,Ｂシングンカイロス, 72,武士沢, 1.1, 61,   3,  -6, 2,  3.9,⑥⑥⑦, 6, 7,Ａトウシンモンステラ, 88,石橋脩, 0.6, 81,   6,* 15, 4,  7.9,⑰⑰⑰
 7, 1,Ｄショウナンバクフウ, 56,後藤浩, 1.7, 51,*  8, -19, 5, 16.6, ①①, 7,16,Ｄモンサンプロキオン, 64,田辺裕, 0.8, 58,   5,  -8, 2,  6.5,⑥⑥⑥, 7, 8,Ｍキリシマトリオ, 58,川島信, 1.2, 60,   0,  -2,10, 65.3,⑪⑪⑩, 7,16,Ｉガチバトル, 79,田中勝, 0.8, 79,   9,   7, 9, 22.0,⑫⑫⑨
 8,16, シャノンラン,---,蛯名正, 1.7, 48,   0, -12, 8, 57.1, ⑧⑨, 8,10,Ｏアイヅバレット, 47,藤岡康, 0.8, 63,   1,*  2,15,305.3,⑮⑮⑮, 8, 3,Ｆデルマハンニャ, 67,大野拓, 1.3, 61,   2,  -6,12,100.1,⑤⑧⑨, 8,18,Ｐトラストワン, 74,田辺裕, 0.9, 76,* 11,  -2,15, 70.9,⑦④③
