14年 8月24日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 8月24日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1500m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:18,,,,,■ 4R  芝2000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  ダ1700m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｴｱｸﾞﾙｰｳﾞｶｯﾌﾟ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｃマイネルグルマン, 53,丹内祐,, 57,  -6,* -3, 2,  4.2,⑦⑥④, 1, 2,Ａエアマチュｰル, 71,福永祐,, 69,  -1,*  5, 1,  2.0,⑦⑥⑦, 1,10,Ａメイショウドゥｰマ, 76,横山典,, 72,*  9,*  9, 1,  3.5,⑩①①, 1, 9,Ｃカｰティスバロｰズ, 82,蛯名正,, 75,* 11,   7, 2,  2.9,①①①
 2, 5,Ｄアトリエ, 53,四位洋, 0.0, 58,* -2,  -8, 4,  6.4,①①①, 2,11,Ｇショウナンアトラス, 61,小崎綾, 0.0, 66,*  3,  -5, 4,  6.5,④③①, 2, 4,Ｉファイトユアソング, 68,黛弘人, 0.2, 75,*  7,* 11, 4,  8.5,②③③, 2, 8,Ｅナンヨｰカノン, 77,小崎綾, 0.1, 75,  10,   8, 5, 15.7,④④②
 3, 3,Ａパイロキネシスト, 54,勝浦正, 0.3, 53,  -9,* -3, 6, 16.8,⑥⑧⑧, 3,15,Ｆウエスタンメグ, 61,藤岡康, 0.1, 70,  -1,*  7, 7, 24.2,⑧⑨④, 3, 1,Ｇケンブリッジギルド, 70,藤田伸, 0.9, 71,   5,* 10, 8, 18.9,⑧⑧⑤, 3, 3,Ａハイパｰチャｰジ, 84,戸崎圭, 0.2, 74,   8,* 11, 1,  2.2,⑫⑪⑧
 4, 1,Ｈウインエアフォｰス, 45,三浦皇, 0.4, 52,  -8,  -6, 3,  4.4,⑧⑦⑦, 4,16,Ｂプルママルカ, 65,戸崎圭, 0.3, 66,  -4,*  6, 2,  5.2,⑯⑫⑨, 4, 6,Ｄスマｰトダイバｰ, 72,松田大, 0.9, 67,   5,   7, 3,  5.3,③④④, 4,12,Ｊメイショウスミトモ, 75,古川吉, 0.3, 75,   9,   8, 6, 19.6,⑧⑨⑥
 5, 8,Ｂクリノテツマン, 54,吉田隼, 0.6, 50,* -4, -14, 8, 36.1,②②②, 5, 9,Ｈトｰセンマルシェ, 60,吉田隼, 0.3, 65,  -4,*  6, 6, 22.3,⑪⑪⑧, 5, 3,Ｌスプリングサヴァン, 61,福永祐, 0.9, 67,*  7,   4,10, 27.0,①②②, 5, 5,Ｄキングブレイク, 82,藤岡康, 0.4, 74,   5,* 14, 7, 23.4,⑬⑬⑩
 6, 9,Ｆミュゼバトラｰ, 51,柴山雄, 0.8, 47,* -4, -17, 7, 18.1,④③③, 6, 8,Ｃデュエット, 64,村田一, 0.8, 61,   1, -10, 5, 15.5,⑤⑤②, 6, 5,Ｈキクタロウ, 70,菱田裕, 1.0, 67,   6,   6,11, 50.6,⑤⑤⑥, 6, 7,Ｈアドマイヤキュｰト, 76,四位洋, 0.6, 75,   7,   9, 4, 14.9,⑩⑩⑪
 7, 7,Ｇロｰドシャリオ, 46,松田大, 1.0, 45,  -9, -12, 9, 75.1,⑨⑨⑨, 7,12,Ｅアワフレイム, 61,川田将, 0.9, 58,  -1,  -9, 3,  6.0,⑥⑦③, 7,12,Ｆベｰルグリｰン, 71,丸山元, 1.7, 63,   4,   2, 6, 13.1,⑥⑦⑧, 7, 2,Ｆカリスマサンタイム, 77,小林徹, 0.7, 71,   9,   5, 9, 61.7,⑨⑦⑦
 8, 4,Ｅクラシコ, 52,戸崎圭, 1.0, 45,  -6, -16, 1,  2.6,③⑤⑤, 8, 5,Ｉペイグラブル, 59,柴山雄, 1.3, 55,  -2, -11,10, 74.5,⑩⑧⑫, 8, 2,Ｂハギノウィッシュ, 76,四位洋, 1.8, 65,   4,   3, 5, 11.0,⑫⑪⑩, 8,11,Ｂアテンファｰスト, 83,池添謙, 1.1, 67,* 11,  -2, 3,  6.4,③③④
 9, 2,Ｉジャストフォｰユｰ, 43,蛯名正, 2.1, 34,  -6, -30, 5,  9.1,⑤④⑥, 9, 1,Ｄブリｰジョ, 63,三浦皇, 1.4, 55,  -2, -11, 8, 44.9,⑨⑩⑪, 9, 9,Ｊクレバｰカイザｰ, 66,津村明, 2.2, 61,   3,   2,12, 98.5,⑪⑫⑪, 9,13,Ｌスパｰクオンアイス, 70,長岡禎, 1.3, 67,  10,  -2,13,204.1,⑤⑤⑤
,,,,,,,,,,,,10,13,Ｎクリノミユキチャン, 48,横山和, 1.6, 54,  -7,  -1, 9, 59.1,⑮⑯⑮,10, 8,Ｋチェｰザレ, 66,松岡正, 2.3, 59,   3,  -2, 9, 20.1,⑨⑨⑨,10,10,Ｋコクリュウノマイ, 71,菱田裕, 1.3, 65,* 10,  -4,10, 70.1,②②③
,,,,,,,,,,,,11,14,Ｏリムｰブアゲン, 47,井上敏, 1.7, 53,  -6,  -5,14,176.8,⑭⑭⑭,11,11,Ｃコスモソｰク, 73,丹内祐, 2.4, 57,   5,  -6, 2,  3.7,④⑥⑦,11, 1,Ｉブルｰイングリｰン, 76,三浦皇, 2.0, 61,   9,  -6,11, 84.4,⑦⑥⑨
,,,,,,,,,,,,12, 7,Ｊキスキスバンバン, 59,松田大, 2.2, 48,  -6, -14,15,220.6,⑬⑬⑬,12, 7,Ｅティｰポイズン, 71,城戸義, 3.3, 53,   3, -10, 7, 15.5,⑦⑩⑫,12, 6,Ｍネイティヴコｰド, 66,横山和, 2.4, 58,   9, -10, 8, 31.6,⑥⑧⑫
,,,,,,,,,,,,13, 3,Ｐキャンバス, 44,四位洋, 2.9, 40,   1, -39,11, 92.4,③④⑩,,,,,,,,,,,,,13, 4,Ｇヴァルディヴィア, 77,柴田善, 2.6, 56,   6,  -7,12,105.9,⑪⑫⑬
,,,,,,,,,,,,14,10,Ｌグロｰバルシップ, 54,黛弘人, 3.2, 39,*  2, -49,13,173.7,②②⑥,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15, 6,Ｋカノｰプス, 54,中谷雄, 3.4, 39,*  2, -51,16,258.9,①①⑤,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16, 4,Ｍタイセイオｰシャン, 53,勝浦正, 3.4, 38,  -8, -28,12, 92.6,⑫⑮⑯,,,,,,,,,,,,,,,,,,,,,,,,
