14年 6月22日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 6月22日 函館,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 7R  ダ1000m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  芝1800m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,奥尻特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｈキクノアリア, 52,三浦皇,, 58, -11,*  5, 9, 38.4, ⑧⑦, 1, 7,Ｇクリノクレオパトラ, 56,荻野琢,, 69,   5,*  1, 9, 46.6,⑫⑪⑥, 1, 9,Ａゴｰインググレｰト, 74,田中博,, 67,  -4,*  8, 2,  4.0, ⑦⑧, 1, 6,Ａトレクァルティスタ, 78,四位洋,, 71,  -8,* 21, 1,  2.2,⑦⑦⑧
 2, 5,Ｆマダムアグライア, 56,勝浦正, 0.0, 60,*  3,  -4, 5,  7.9, ①①, 2,11,Ｂメイショウビザン, 64,岩田康, 0.0, 67,   8,  -8, 1,  2.0,④③③, 2,12,Ｄトｰセンプリモ, 69,井上敏, 0.2, 65,   1,   2, 4,  7.4, ⑤④, 2, 5,Ｅモエレフルｰル, 70,藤田伸, 0.3, 66,* -5,  11, 2,  5.8,②②②
 3, 8,Ａファｰビヨンド, 65,城戸義, 0.2, 58,  -2,  -2, 2,  5.4, ③③, 3,10,Ｅステラストリｰム, 58,三浦皇, 0.4, 64,   7,  -9, 5, 11.7,⑥⑥④, 3, 7,Ｂエルウェｰオｰジャ, 72,小崎綾, 0.3, 63,  -7,   7, 6,  8.9, ⑧⑦, 3, 9,Ｆオメガユニコｰン, 67,三浦皇, 0.3, 70,  -9,* 19, 6, 10.1,⑧⑧⑦
 4, 1,Ｄピサノナイトレイ, 61,小崎綾, 0.4, 54, -15,*  4, 1,  2.7, ⑪⑧, 4, 4,Ｌダッシュスライダｰ, 50,横山和, 0.6, 59,* 13, -27,11,123.0,①①①, 4,10,Ｉスｰパｰスタｰ, 61,松岡正, 0.5, 63,*  4,  -1, 9, 49.8, ③③, 4, 8,Ｉマイネルアルティマ, 59,岩田康, 0.3, 67,  -6,  14, 7, 15.8,④④④
 5, 3,Ｃメニアオバ, 63,柴田善, 0.9, 49,  -7,  -6, 4,  7.5, ⑤⑥, 5, 1,Ａエアマチュｰル, 66,松田大, 0.6, 62,   6, -10, 2,  5.6,⑬⑧⑨, 5, 6,Ｃパワフルラリマｰ, 69,津村明, 0.5, 62,*  3,  -1, 7,  9.1, ②②, 5, 1,Ｊアｰビバラスボｰイ, 56,柴田善, 0.3, 68,  -6,  14,10, 99.6,③③③
 6,10,Ｂスイｰプアロｰ, 65,池添謙, 0.9, 50,  -2,  -8, 3,  5.5, ④④, 6, 9,Ｋケレス, 50,小林徹, 0.7, 61,   6, -11,12,131.5,⑤⑦⑧, 6, 8,Ｇベストヒット, 64,横山和, 0.6, 61,   1,   0, 5,  7.5, ④⑤, 6, 7,Ｃカッパドキア, 72,松田大, 0.4, 67,  -9,  17, 4,  6.6,⑨⑨⑨
 7,12,Ｇナガラブルボン, 56,秋山真, 0.9, 50,  -5,  -6, 7, 18.1, ⑥⑤, 7, 5,Ｄウィステリアメジロ, 62,武豊  , 1.0, 58,   3,  -9, 3,  6.0,⑨⑬⑬, 7, 3,Ｋモｰニングムｰン, 58,丸田恭, 0.6, 59,  -4,   3, 8, 24.4, ⑥⑥, 7, 4,Ｈマイネルナタリス, 64,津村明, 0.4, 67,  -8,  15, 9, 66.6,⑤⑥⑤
 8, 6,Ｅクリノアシュラオｰ, 58,井上敏, 1.3, 46,  -8,  -8, 6,  9.6, ⑦⑨, 8, 8,Ｉコスモトレント, 52,津村明, 1.0, 57,   4, -13,10, 78.6,⑦⑨⑪, 8, 5,Ｊキシュウレパｰド, 59,城戸義, 0.8, 58, -11,   5,12,181.8, ⑨⑨, 8, 3,Ｇシベリアンタイガｰ, 67,黛弘人, 0.6, 67, -12,* 19, 5,  9.3,⑩⑩⑩
 9, 4,Ｉアミフジテンショウ, 50,吉田隼, 1.4, 44, -13,  -7, 8, 26.1, ⑨⑩, 9,13,Ｆマｰシャルシップ, 58,吉田隼, 1.1, 57,   3, -12, 4,  6.5,⑩⑫⑩, 9, 1,Ｈミチシルベ, 63,柴田善, 0.8, 57, -15,*  8,10, 97.7, ⑩⑩, 9, 2,Ｄキリシマトリオ, 70,丸田恭, 0.7, 58,* -5,   4, 8, 21.0,①①①
10,11,Ｋサンハンプトン, 40,松岡正, 1.7, 43,*  1, -17,10, 54.5, ②②,10, 2,Ｃスプリングアップ, 64,田中博, 1.5, 53,   7, -26, 6, 14.8,⑪⑤⑤,10, 4,Ｆリｰジェンシｰ, 65,藤岡康, 1.0, 57,*  4,  -7, 3,  6.0, ①①,10,10,Ｂラストタキオン, 73,吉田隼, 0.8, 60,  -8,   8, 3,  6.5,⑥⑤⑥
11, 9,Ｊメイショウツルヒメ, 43,酒井学, 2.3, 35, -11, -16,11, 80.9, ⑩⑪,11, 3,Ｈワンハンドカット, 52,長岡禎, 1.6, 51,* 11, -36, 7, 26.9,②②②,11,11,Ｌゴｰルドシオン, 57,長岡禎, 2.4, 39, -30,   2,11,176.5, ⑪⑪,,,,,,,,,,,,
12, 7,Ｌエニｰタイム, 24,西村太, 2.6, 31, -18, -14,12,189.8, ⑫⑫,12,14,Ｎマイネルパナケｰア, 41,黛弘人, 1.7, 54,   1, -11,13,230.0,⑭⑭⑭,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,13,12,Ｊタガノレジｰナ, 51,池添謙, 2.6, 43,   5, -36, 8, 39.2,⑧⑩⑫,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,14, 6,Ｍトゥｰレドゥｰ, 47,井上敏, 3.2, 40,   7, -51,14,285.0,③④⑦,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+5 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-10 ﾚｰｽｱｶﾞﾘ指数:+8 馬場:良(指数:-1),,,,,,,,,,,
"単勝:3,840円 複勝:02=1,020円 05=290円 08=190円 枠連:9,920円",,,,,,,,,,,,"単勝:4,660円 複勝:07=950円 11=130円 10=330円 枠連:2,500円",,,,,,,,,,,,"単勝:400円 複勝:09=170円 12=180円 07=190円 枠連:1,210円",,,,,,,,,,,,単勝:220円 複勝:06=120円 05=190円 09=200円 枠連:730円,,,,,,,,,,,
"馬連:12,360円 ワイド:02-05=2,450円 02-08=2,000円 05-08=740円",,,,,,,,,,,,"馬連:4,420円 ワイド:07-11=1,730円 07-10=6,880円 10-11=670円",,,,,,,,,,,,"馬連:1,260円 ワイド:09-12=490円 07-09=450円 07-12=970円",,,,,,,,,,,,馬連:740円 ワイド:05-06=310円 06-09=360円 05-09=890円,,,,,,,,,,,
"馬単:30,460円 3連複:16,030円 3連単:170,490円",,,,,,,,,,,,"馬単:12,200円 3連複:16,180円 3連単:173,440円",,,,,,,,,,,,"馬単:2,170円 3連複:2,730円 3連単:10,760円",,,,,,,,,,,,"馬単:1,200円 3連複:1,800円 3連単:6,390円",,,,,,,,,,,
■ 2R  芝1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 5R  芝1200m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  芝1200m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■11R  芝1200m 3歳上ｵｰﾌﾟﾝ(国) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ函館,,,,,,,,,,,,,,,,,,,,,,,,函館ｽﾌﾟﾘﾝﾄｽﾃｰｸｽ ＧⅢ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
