14年 6月22日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 6月22日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-5,,,,,■ 4R  芝3000m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■10R  芝2400m 3歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,芦ﾉ湖特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,13,Ｇペイシャンスゼｰタ, 54,石川裕,, 55,  -6,   0, 8, 37.6, ③③, 1, 1, ロｰドシュプリｰム,,石神深,,,,, 3,  5.8,①①①, 1, 4,Ｃメドウヒルズ, 77,吉田豊,, 86,* 14,* -2, 3,  6.5,③②②, 1,11,Ｆヴォルシェｰブ, 78,内田博,, 78,   6,  10, 1,  3.2,⑦⑤⑤
 2, 5,Ｃシュンドルボン, 59,木幡初, 0.0, 56,  -9,*  3, 1,  3.9, ⑨⑩, 2, 5, レッドキングダム,,西谷誠,202.6,,,, 4,  6.3,⑦②③, 2,10,Ｈダイワリベラル, 71,北村宏, 0.4, 79,* 13,  -6, 5, 18.8,⑤⑤④, 2, 6,Ｃエイダイポイント, 80,岩部純, 0.1, 79,   4,* 15,10, 42.3,⑨⑨⑨
 3,11,Ｄエルゴレア, 57,ウィリ, 0.3, 53,* -4,  -5, 3,  4.6, ①①, 3, 7, ホッコｰゼニト,,難波剛,203.2,,,, 9, 27.8,⑧⑤⑤, 3, 6,Ｅアデイインザライフ, 74,戸崎圭, 0.6, 77,   9,* -2, 1,  1.7,⑧⑨⑨, 3, 5,Ｉルミナスレッド, 76,松山弘, 0.3, 74,*  7,   3, 9, 35.7,②②②
 4,12,Ｊクインズストリｰク, 48,大野拓, 0.3, 54,  -6,  -2,10, 75.7, ⑦⑤, 4,10, レアｰレスパｰダ,,金子光,204.2,,,, 5,  8.7,④④④, 4, 9,Ａロンギングゴｰルド, 78,ウィリ, 0.6, 78,  11,  -4, 2,  4.4,⑦⑦⑦, 4, 9,Ｋフィルハｰマジック, 76,武士沢, 0.6, 73,   6,   3,11, 84.0,⑥⑦⑦
 5,10,Ａハビタブルゾｰン, 61,吉田豊, 0.3, 53,  -7,  -2, 2,  4.2, ⑥⑥, 5, 6, カシノデュｰク,,蓑島靖,204.5,,,, 2,  5.0,②⑦⑦, 5, 1,Ｂマイネルイルミナル, 77,柴田大, 0.7, 78,* 15, -14, 4, 11.5,①①①, 5, 8,Ｊマイネルテンクウ, 76,柴田大, 0.6, 72,*  7,  -1, 7, 19.5,④④③
 6,16,Ｂパルティｰル, 60,北村宏, 0.7, 49,* -5,  -8, 4,  4.9, ②②, 6,12, ヘリオスフィア,,五十嵐,204.6,,,, 1,  2.9,⑨⑥⑥, 6, 5,Ｇポップアップハｰト, 73,嘉藤貴, 1.0, 74,   9,  -7, 9, 52.4,⑩⑩⑧, 6, 1,Ｄブランクヴァｰス, 79,田辺裕, 0.6, 75,   3,* 12, 4,  7.2,⑪⑪⑪
 7, 6,Ｅクインズアベハ, 57,戸崎圭, 0.8, 50, -12,   1, 5,  6.9, ⑭⑭, 7,13, オマモリ,,浜野谷,205.3,,,, 8, 24.1,③③②, 7, 2,Ｄユキノユウダン, 76,原田和, 1.4, 70,* 14, -20, 8, 28.2,②③③, 7, 4,Ｅアナンジュパス, 78,戸崎圭, 0.6, 71,   6,   2, 5,  8.2,③③④
 8, 4,Ｋパルメット, 47,田中勝, 1.0, 49, -15,*  3,12, 78.8, ⑯⑯, 8,11, ルｰベル,,林満明,206.2,,,,11, 52.0,⑥⑨⑨, 8, 7,Ｊマドリｰドカフェ, 66,内田博, 1.5, 69,   8, -10, 6, 19.5,④⑧⑩, 8, 2,Ｇトｰセンワｰプ, 77,吉田豊, 0.7, 72,*  7,  -4, 2,  3.9,①①①
 9, 3, マスキエッタ,---,小島太, 1.0, 48, -14,   0,13,134.5, ⑮⑮, 9,14, カントリｰスノｰ,,山本康,206.7,,,, 6, 13.7,⑤⑧⑧, 9, 3,Ｆディｰエスタイド, 74,横山典, 1.5, 67,  11, -18, 7, 22.8,⑥④⑥, 9, 7,Ｈアンバサドゥｰル, 77,大野拓, 0.7, 74,   4,   7, 8, 30.0,⑩⑩⑩
10, 1,Ｉノアポルテ, 50,西田雄, 1.6, 44, -11,  -8,14,154.5, ⑪⑪,10, 8, ワイドクロス,,江田勇,209.1,,,,12, 68.9,⑬⑩⑩,10,12,Ｌカウウェラ, 63,蛯名正, 1.6, 69,   6,  -7,11,132.1,⑪⑪⑫,10, 3,Ｂオリジナルスマイル, 82,蛯名正, 0.8, 71,   6,   2, 3,  4.3,⑤⑥⑥
11, 2,Ｌクリノミユキチャン, 46,大庭和, 1.9, 41,  -9, -14, 6, 21.1, ⑤⑦,11, 9, ゴｰゴｰヒュウガ,,高野和,209.5,,,,13, 69.7,⑫⑪⑪,11,11,Ｉスｰパｰマダム, 68,田辺裕, 2.4, 59,   8, -25,10, 81.9,⑨⑫⑪,11,10,Ａテナシティｰ, 82,石橋脩, 1.1, 69,   4,  -1, 6, 17.6,⑧⑧⑧
12, 7,Ｎヤマニンジュニパｰ, 29,内田博, 1.9, 40,  -9, -13, 9, 56.6, ⑧⑨,12, 4, ラブリｰスタｰ,,鈴木慶,209.8,,,, 7, 22.9,⑩⑫⑫,12, 8,Ｋシンボリパソドブレ, 64,伊藤工, 5.6, 17,  12, -80,12,274.4,⑫⑥⑤,,,,,,,,,,,,
13, 8,Ｆスマイルエンジェル, 55,田辺裕, 2.4, 36, -11, -14, 7, 24.0, ⑬⑫,13, 2, リアルフレア,,大江原,217.7,,,,10, 43.5,⑪⑬⑬,,,,,,,,,,,,,,,,,,,,,,,,
