14年 5月11日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 5月11日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  芝2890m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■10R  ダ1800m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,わらび賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ａダブルフェイス, 69,勝浦正,, 62,*  9,  -2, 1,  1.6, ①①, 1, 9, コスモファントム,,熊沢重,,,,, 1,  2.9,②②②, 1, 5,Ａトゥザレジェンド, 77,吉田隼,, 67,  -3,* 18, 1,  1.6,⑨④④, 1, 9,Ｂメイショウスミトモ, 74,古川吉,, 74,   5,  10, 3,  7.3,⑥④③
 2, 8,Ｃハッツオフ, 63,武士沢, 0.3, 59,   6,  -1, 3,  8.4, ③③, 2, 6, アスタｰコリント,,林満明,192.4,,,, 4, 10.2,④⑥⑥, 2, 9,Ｌホワイトプラネット, 52,大庭和, 0.2, 65,* -2,  14, 3,  8.5,①①①, 2,10,Ｋゼンノスサノヲ, 64,藤岡佑, 0.0, 71,*  7,   6,13,129.6,①①①
 3, 9,Ｄヤマニンキュルミネ, 61,柴山雄, 0.4, 58,*  8,  -4, 2,  8.1, ②②, 3,11, セクシイサウンド,,五十嵐,192.6,,,, 3,  3.8,①①①, 3, 3,Ｉティアップレｰヴ, 66,大野拓, 0.3, 64,  -4,  17, 2,  5.3,⑥⑥⑥, 3,14,Ｊエイシンソニック, 66,津村明, 0.5, 69,   4,   7,11, 56.7,④⑤⑤
 4, 7,Ｉミスズモンブラン, 58,高倉稜, 0.4, 56,  -2,*  5, 8, 21.2, ⑨⑨, 4, 1, ドンクｰガｰ,,難波剛,192.8,,,, 2,  3.0,⑦⑤⑤, 4,12,Ｃレッドフォｰチュン, 72,丸山元, 0.6, 61,* -2,  12, 4, 10.6,④③③, 4, 6,Ａグラスプリマ, 75,丸田恭, 0.5, 66,   3,   9, 4,  8.3,⑫⑧⑧
 5,11,Ｈハブｰブ, 58,村田一, 0.8, 55,   4,  -4, 4, 13.8, ⑤⑤, 5, 7, コスモカンタｰビレ,,草野太,192.8,,,, 5, 18.4,⑩⑧⑧, 5, 8,Ｆクレバｰパルマ, 68,松田大, 0.6, 64,  -6,* 20, 8, 52.5,⑩⑪⑪, 5,13,Ｃヴァイスヴァｰサ, 73,松田大, 0.5, 70,   2,* 13, 5, 10.2,⑨⑪⑪
 6, 5,Ｅモズニントク, 59,松田大, 0.8, 52,  -3,*  3, 6, 18.6, ⑪⑪, 6, 2, エｰシンザピｰク,,黒岩悠,192.8,,,, 6, 21.2,③③③, 6,10,Ｂホワイトアルバム, 74,高倉稜, 0.8, 60,  -4,  12, 6, 20.0,⑦⑦⑦, 6,12,Ｍニシノマテンロウ, 60,高倉稜, 0.5, 68,*  6,   4,10, 50.3,②②②
 7, 1, コｰリングユｰ,---,古川吉, 0.9, 52,  -3,   1, 5, 14.5, ⑩⑩, 7, 4, フロレント,,浜野谷,193.0,,,, 9, 61.4,⑤④④, 7, 7,Ｄノｰブルガイア, 70,梶晃啓, 0.8, 63,  -6,* 18,10,106.1,⑫⑫⑫, 7, 1,Ｅタガノエッヴィｰバ, 70,池添謙, 0.6, 68,   1,* 11, 1,  3.3,⑬⑩⑨
 8,15,Ｆデランテｰロ, 59,伴啓太, 1.0, 53,   3,  -3, 9, 50.1, ⑥⑥, 8,10, クリノメダリスト,,大江原,194.2,,,,10,126.5,⑪⑪⑪, 8, 6,Ｅタニノセレナｰデ, 68,田中勝, 1.0, 60,  -4,  14, 5, 18.3,⑪⑨⑩, 8, 7,Ｉワンダフルニュｰス, 66,宮崎北, 0.9, 68,   2,   6, 8, 16.5,⑤⑨⑩
