14年 8月30日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 8月30日 小倉,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  ダ1700m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:12,,,,,■ 7R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1800m 3歳上1000万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,西海賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ｅクインズロンペｰル, 44,松山弘,, 54,* -2,  -6, 7, 16.2, ②②, 1,10,Ｈカオｰル, 60,浜中俊,, 65,*  7,* -3, 2,  4.5,④③①, 1,11,Ａテｰオｰビックバン, 73,藤岡佑,, 65,   2,* -2, 1,  1.3,⑥⑧⑥, 1, 8,Ｉノボリディアｰナ, 73,幸英明,, 82,*  6,  12, 4, 11.8,②②②
 2,12,Ａマイネルレハイム, 56,柴田未, 0.1, 52,  -7,* -2, 3,  5.3, ⑦⑦, 2,14,Ｂジュｰンヴィエナ, 65,義英真, 0.4, 61,   2,*  3, 6, 13.2,⑬⑭⑦, 2, 5,Ｂランガｰジュ, 61,幸英明, 0.4, 62,   3,*-11, 3, 11.9,⑤④③, 2, 9,Ｃシャトｰブランシュ, 82,川田将, 0.1, 81,   5,  14, 3,  5.0,④④④
 3,14,Ｂナンシｰ, 49,国分恭, 0.2, 52,* -4,  -6, 6, 15.0, ③③, 3, 8,Ｆメイショウマツシマ, 61,幸英明, 0.5, 63,   5,* -2, 9, 31.6,⑪⑩⑥, 3, 8,Ｃポｰリュシカポｰレ, 60,川須栄, 0.8, 58,*  5, -19, 2,  8.8,②②①, 3, 1,Ｈフェｰタルロｰズ, 75,小牧太, 0.1, 79,*  6,  10, 6, 25.4,①①①
 4, 4,Ｇトｰホウバｰド, 41,和田竜, 0.6, 47,*  0, -15, 2,  3.9, ①①, 4, 1,Ｄストライキングアイ, 64,川田将, 0.7, 61,   5,  -4, 3,  7.0,⑩⑨⑤, 4,10,Ｅトｰワクリステル, 55,川田将, 0.8, 59,   2, -12, 7, 29.2,⑪⑨⑦, 4, 5,Ｅリラヴァティ, 78,浜中俊, 0.2, 79,   3,  14, 1,  1.8,③③③
 5, 6,Ｒシゲルデンガク, 14,太宰啓, 0.7, 44, -11,  -6,13,141.6, ⑨⑧, 5,16,Ｃフォｰルスクリｰク, 64,藤岡佑, 0.8, 59,   6,  -6, 5,  9.1,⑧⑦④, 5, 1,Ｈワイドショｰ, 51,鮫島良, 0.9, 59,   0, -12,11, 80.6,⑬⑪⑨, 5,10,Ｂリリコイパイ, 84,藤岡佑, 0.4, 77,   3,  12, 5, 11.9,⑥⑦⑤
 6, 5,Ｎカシノリクノオウ, 28,中井裕, 0.7, 44, -15,* -2,17,217.6, ⑫⑩, 6,12,Ａクレアドｰル, 67,松若風, 0.9, 58,*  7, -10, 1,  2.6,⑥④②, 6,15,Ｄロコモｰション, 56,岩崎翼, 1.0, 55,   3, -20, 4, 13.8,⑦⑥⑤, 6, 4,Ａベリｰフィｰルズ, 86,酒井学, 0.5, 79,   0,* 17, 9, 51.1,⑩⑪⑪
 7, 7,Ｌカシノサクセス, 32,義英真, 0.8, 42,  -7, -12,10, 43.4, ⑤④, 7,13,Ｍダニカ, 44,北村友, 1.1, 56,   6, -10, 8, 18.7,⑤⑥③, 7, 3,Ｇフィリグラｰナ, 54,国分恭, 1.4, 53,   4, -25,10, 73.2,③③④, 7, 6,Ｊリングネブラ, 72,北村友, 0.7, 75,   3,   8, 7, 32.4,⑤⑥⑦
 8, 1,Ｃカシノマッハ, 49,鮫島良, 1.0, 41,  -6, -15, 4,  8.2, ④⑥, 8,11,Ｊアグネスハピネス, 58,和田竜, 1.3, 57,   3,  -5,14,128.6,⑮⑬⑧, 8, 7,Ｊミンネゼンガｰ, 49,和田竜, 1.6, 51,   2, -25, 5, 17.0,⑧⑦⑧, 8, 2,Ｆテｰオｰフェアリｰ, 77,国分優, 1.0, 72,   2,   7,11,185.7,⑧⑨⑨
