14年 6月21日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 6月21日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  芝2970m 3歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1800m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■10R  芝1200m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,水無月ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｇワキノヒビキ, 26,和田竜,, 55, -22,*  6, 5, 18.8, ⑦③, 1, 7, クレバｰベスト,,植野貴,,,,, 1,  2.1,①①①, 1,10,Ａシュミット, 80,川田将,, 80,   9,  10, 3,  5.7,⑧⑧⑦, 1,14,Ｃワキノブレイブ, 83,浜中俊,, 79,   6,  10, 3,  6.2, ⑦⑦
 2, 9,Ｅカシノハリウッド, 40,浜中俊, 0.0, 53,*-19,   3, 2,  2.5, ②②, 2, 3, グリッタｰウイング,,西谷誠,198.3,,,, 2,  6.5,③②②, 2, 5,Ｄオｰシャンドライブ, 78,ウィリ, 0.0, 77,  10,   7, 8, 19.9,⑤④④, 2,13,Ａレッドオｰヴァル, 84,福永祐, 0.1, 79,  -2,* 17, 2,  2.8, ⑪⑫
 3,10,Ｃナムラマミｰ, 44,福永祐, 0.5, 51, -22,   3, 4, 13.1, ④⑤, 3, 9, ルペｰルノエル,,白浜雄,199.7,,,, 3,  6.9,④③③, 3,14,Ｇヴォルケンクラッツ, 76,和田竜, 0.2, 76,   8,   8, 4,  6.3,⑬⑩⑧, 3,16,Ｍアンヴァルト, 72,高倉稜, 0.1, 78,   8,   6,16,178.4, ⑥⑥
 4, 2,Ｈオウキュウ, 22,松若風, 0.6, 45,*-18,  -6,10, 99.8, ①①, 4, 6, ジョｰマダガスカル,,林満明,199.7,,,, 8, 33.9,⑤⑥⑤, 4, 7,Ｅエｰシンヘディング, 78,北村友, 0.3, 76,   9,   7, 7, 15.8,⑦⑦⑨, 4, 1,Ｂロンド, 84,藤岡佑, 0.2, 76,  -4,* 17, 6, 17.8, ⑫⑪
 5, 7,Ｂマイネルシアトル, 47,川須栄, 0.6, 49, -25,   4, 3,  6.0, ⑥⑦, 5,14, オｰルアズワン,,佐久間,200.0,,,, 5,  8.4,⑧⑧⑦, 5, 6,Ｐヒラボクレジェンド, 60,川須栄, 0.3, 77,* 12,   1,10, 39.7,②②②, 5,15,Ｅテイエムタイホｰ, 80,小坂忠, 0.4, 74,  12,  -2, 5, 17.0, ⑤④
 6, 3,Ａデンコウハシャ, 58,太宰啓, 0.7, 47, -25,   2, 1,  2.1, ⑤⑥, 6, 5, テイエムシシｰポス,,田村太,200.1,,,, 4,  8.3,⑨⑨④, 6, 9,Ｉパッシングブリｰズ, 74,藤岡佑, 0.5, 76,   6,* 12,13, 79.3,⑮⑮⑭, 6, 4,Ｉマイネルエテルネル, 77,ウィリ, 0.6, 72,  11,  -3, 4, 11.1, ④⑤
 7, 4,Ｆケルソン, 39,岩崎翼, 1.2, 41, -27,  -2, 8, 80.9, ⑧⑧, 7, 2, テｰオｰダンシング,,難波剛,200.8,,,,11, 67.1,⑦⑤⑥, 7, 1,Ｊヨヨギマック, 73,幸英明, 0.5, 76,   7,   7, 5, 12.7,⑩⑨⑩, 7, 5,Ｊサカジロロイヤル, 76,太宰啓, 0.6, 71,* 13,  -6, 8, 33.9, ③③
 8, 1,Ｉマケナイデ, 21,義英真, 1.5, 35, -22, -12, 7, 56.9, ③④, 8, 8, モンモン,,横山義,201.4,,,,12, 71.4,⑥⑦⑧, 8, 4,Ｋメイショウソレイユ, 73,岩崎翼, 0.6, 74,   7,   9,11, 60.1,⑭⑭⑪, 8, 2,Ｄフォｰチュンスタｰ, 81,和田竜, 0.6, 72,   0,   7, 1,  2.8, ⑩⑨
