14年11月 1日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年11月 1日 福島,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  芝2770m 3歳上未勝利 定量,,,,,,,,,,,,■ 7R  ダ1150m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■10R  芝2600m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,霊山特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ａシラユキ, 70,丸田恭,, 62,* -5,*  7, 1,  1.6, ③②, 1,14, タマモダイナミック,,林満明,,,,, 3,  4.6,③②②, 1,13,Ａボｰンレジェンド, 78,柴山雄,, 68,*  1,   5, 1,  3.9, ①①, 1, 6,Ｂピュアソルジャｰ, 80,村田一,, 79,*  9,*  8, 1,  3.6,⑩⑤⑤
 2, 3,Ｈモンサンビアンカ, 45,宮崎北, 0.3, 59,  -8,*  7, 6, 14.1, ⑥③, 2, 5, シップウハヤト,,小坂忠,183.3,,,,12, 77.8,⑩⑦④, 2, 9,Ｃナリタロック, 70,高倉稜, 0.2, 67,  -7,* 10, 6,  9.4, ⑨⑨, 2, 4,Ｍルｰ, 66,丸田恭, 0.2, 75,* 11,   1,11, 41.8,①①①
 3, 8,Ｆシャンパンサｰベル, 47,勝浦正, 0.6, 56, -11,*  6, 5, 13.9, ⑩⑥, 3, 1, ジオメトリｰ,,横山義,183.3,,,, 2,  4.3,⑤③③, 3,10,Ｂドンマネｰ, 73,松若風, 0.4, 67,  -2,   5, 2,  5.5, ④③, 3, 1,Ｋラルプデュエズ, 67,小崎綾, 0.5, 75,   6,*  8, 7, 16.7,⑥⑪⑩
 4, 5,Ｄテイエムヤンチャボ, 53,城戸義, 0.8, 52,  -6,  -2, 3, 10.8, ④④, 4, 7, プレスリｰ,,田村太,183.8,,,, 7, 28.5,⑪⑪⑧, 4,14,Ｇトウショウハマｰ, 66,村田一, 0.5, 63, -12,* 12, 4,  7.3, ⑮⑮, 4, 3,Ｊマイネルアクロス, 70,丹内祐, 0.5, 74,   8,   4, 9, 27.5,④⑦⑥
 5, 4,Ｇリベルテラミュｰズ, 47,小崎綾, 0.9, 52,*  0,  -8, 9, 56.2, ①①, 5,11, ミヤビリファイン,,山本康,184.0,,,, 1,  2.0,①①①, 5, 4,Ｌジギｰスンナｰ, 61,勝浦正, 0.8, 60,  -6,   4,10, 49.9, ⑦⑤, 5, 2,Ｄキンコバン, 76,古川吉, 0.8, 70,*  9,  -4, 6, 11.7,③④②
 6,14,Ｎアポロティンクル, 28,西田雄, 1.4, 46, -19,   4,12,159.4, ⑭⑬, 6, 9, トｰセンエスプリ,,浜野谷,184.2,,,, 4, 14.5,⑧⑥⑤, 6, 2,Ｆピサノナイトレイ, 68,小崎綾, 0.8, 61,  -7,   5, 3,  5.6, ⑧⑦, 6,14,Ｌテンカイチ, 66,原田和, 0.9, 73,   5,*  9,13, 49.8,⑮⑮⑮
 7,10,Ｃビスカリア, 56,津村明, 1.6, 41, -11,  -7, 4, 12.3, ⑪⑩, 7, 3, ブルｰグランツ,,鈴木慶,184.5,,,, 6, 27.4,⑦⑨⑦, 7,15,Ｍフレンチフェロｰ, 61,木幡初, 0.8, 62,*  0,   0, 8, 15.0, ③④, 7,11,Ｇモンテエクリプス, 75,勝浦正, 1.0, 70,   8,  -3, 5, 10.0,⑤⑧⑧
 8, 9,Ｋバイオレットフィズ, 37,田中博, 2.0, 37, -15,  -8,11,136.4, ⑬⑫, 8, 2, エｰスワン,,五十嵐,185.8,,,, 8, 29.8,⑥⑩⑪, 8,12,Ｅモンテネオ, 70,長岡禎, 1.0, 60,*  0,  -3, 7, 11.0, ②②, 8,12,Ｆマイケルチョウサン, 76,中井裕, 1.1, 70,   6,   2,10, 38.8,⑫⑫⑫
 9,15,Ｐウインニルヴァｰナ, 20,伊藤工, 2.0, 36, -12, -11,10,111.2, ⑫⑪, 9, 4, シゲルシモウサ,,高野和,186.3,,,, 5, 25.6,④⑤⑥, 9, 3,Ｄルスナイプリンセス, 70,松田大, 1.1, 58,  -5,   0, 5,  9.3, ⑤⑥, 9,13,Ａカレングラスジョｰ, 80,松田大, 1.2, 67,   7,  -7, 2,  4.0,⑦⑨⑨
10,11,Ｂエレディｰタ, 59,松若風, 2.0, 36,  -6, -18, 2,  4.7, ⑤⑦,10, 8, カワキタバルク,,草野太,186.3,,,,13, 95.1,⑨⑧⑨,10, 1,Ｈジョリフェロｰ, 66,伴啓太, 1.1, 58,  -9,   4,11, 62.4, ⑩⑩,10, 9,Ｏユｰルドゥｰ, 59,伊藤工, 1.2, 68,   5,   5,14,135.3,⑭⑭⑭
11, 7,Ｊエアルコンクエスト, 40,木幡初, 2.3, 32,* -3, -24,13,190.2, ②⑤,11, 6, コｰリンジャヴロｰ,,原田和,187.0,,,,11, 50.5,⑫⑫⑫,11, 5,Ｋタイセイパラゴン, 61,中井裕, 1.2, 58, -12,   6,14,113.5, ⑭⑫,11, 7,Ｅマデュｰロ, 76,柴山雄, 1.3, 65,*  9, -14, 4,  7.6,⑪③④
12, 2,Ｍウインメアリｰ, 31,原田和, 2.3, 34, -27,  -1,14,251.3, ⑯⑯,12,12, ヤギリヒマワリ,,大江原,187.2,,,,14,141.4,⑬⑬⑬,12,11,Ｉハルコマチ, 62,西田雄, 1.2, 58,  -5,   0, 9, 19.3, ⑥⑧,12,10,Ｈロｰリングストｰン, 73,津村明, 1.6, 64,   6,  -6, 8, 18.7,⑬⑬⑬
13,12,Ｏチェリｰスピリッツ, 27,黛弘人, 2.4, 32,  -8, -20, 7, 30.8, ⑧⑨,13,13, フリメｰル,,小野寺,187.8,,,,10, 48.5,②④⑩,13, 7,Ｊロマンシｰズ, 62,丸田恭, 1.3, 55, -14,   7,13, 96.8, ⑯⑯,13,15,Ｉゴｰルドメイン, 73,丸山元, 1.6, 63,*  9, -17, 3,  6.1,⑧②③
14,16,Ｌトリプルマｰメｰド, 32,丸山元, 2.4, 32, -20,  -8,16,457.1, ⑮⑮,,,,,,,,,,,,,14, 6,Ｎコアレスキング, 54,的場勇, 1.4, 55,  -9,   1,12, 67.7, ⑪⑪,14, 5,Ｃマイネルカｰミン, 78,黛弘人, 1.8, 62,   8, -15,12, 44.8,⑨⑩⑪
15, 6,Ｅナンヨｰディンプル, 48,長岡禎, 2.5, 30,  -8, -21, 8, 44.9, ⑦⑧,,,,,,,,,,,,,15,16,Ｏグンシン, 51,古川吉, 2.6, 46, -10,  -8,15,162.6, ⑬⑬,15, 8,Ｎクラウンアトラス, 65,西田雄, 2.5, 57,*  9, -26,15,145.1,②⑥⑦
16,13,Ｉイチザラブ, 41,藤懸貴, 4.0, 11,  -9, -39,15,303.9, ⑨⑭,,,,,,,,,,,,,16, 8,Ｐカシノリｰベ, 48,原田和, 3.1, 40, -10, -13,16,189.0, ⑫⑭,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:57 ﾚｰｽﾍﾟｰｽ指数:-4 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-1),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-12 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-1),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-2 馬場:良(指数:-1),,,,,,,,,,,
"単勝:160円 複勝:01=110円 03=420円 08=280円 枠連:1,200円",,,,,,,,,,,,"単勝:460円 複勝:14=150円 05=1,510円 01=200円 枠連:5,380円",,,,,,,,,,,,単勝:390円 複勝:13=160円 09=240円 10=170円 枠連:520円,,,,,,,,,,,,"単勝:360円 複勝:06=170円 04=1,230円 01=490円 枠連:3,250円",,,,,,,,,,,
"馬連:1,080円 ワイド:01-03=490円 01-08=440円 03-08=1,950円",,,,,,,,,,,,"馬連:19,510円 ワイド:05-14=4,870円 01-14=510円 01-05=5,990円",,,,,,,,,,,,"馬連:2,230円 ワイド:09-13=770円 10-13=500円 09-10=680円",,,,,,,,,,,,"馬連:12,020円 ワイド:04-06=4,500円 01-06=1,610円 01-04=9,000円",,,,,,,,,,,
"馬単:1,790円 3連複:4,570円 3連単:16,190円",,,,,,,,,,,,"馬単:22,230円 3連複:31,160円 3連単:225,670円",,,,,,,,,,,,"馬単:3,740円 3連複:3,170円 3連単:9,850円",,,,,,,,,,,,"馬単:20,330円 3連複:76,430円 3連単:351,760円",,,,,,,,,,,
■ 2R  芝1800m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 5R  ダ1150m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1700m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■11R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ福島,,,,,,,,,,,,,,,,,,,,,,,,福島放送賞,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ａムｰンマジェスティ, 56,勝浦正,, 56,  -5,   7, 2,  3.7,⑤⑤③, 1, 5, グロｰリアスヴォレ,---,古川吉,, 54,  -8,  -2, 9, 25.5, ④②, 1,15,Ｂメイスンウォｰ, 77,長岡禎,, 75,*  8,   6, 1,  2.0,③②②, 1,13,Ｂストロングサウザｰ, 84,柴山雄,, 83,   7,* 19, 1,  2.5,⑥⑤④
