14年 5月 4日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 5月 4日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-8,,,,,■ 4R  芝2400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  ダ1200m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■10R  ダ1400m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,端午ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｈセフティｰエムアイ, 60,酒井学,, 67,   4,  -1, 8, 43.1,⑤⑤⑤, 1, 9,Ｃグッドセンス, 60,松山弘,, 73, -13,* 14, 2,  3.3,⑬⑬⑬, 1,12,Ｂマウンテンファスト, 73,国分優,, 71,   0,   9, 2,  3.7, ④④, 1,15,Ｆメイショウパワｰズ, 75,太宰啓,, 77,   8,*  8, 7, 13.3, ⑧⑧
 2,12, ヴレクｰル,---,シュタ, 0.0, 68,   2,*  2, 3,  6.6,⑬⑦⑧, 2,11,Ｆゴｰルデンクロス, 52,池添謙, 0.3, 60,  -8,  -5, 7, 18.3,⑧⑧⑤, 2, 4,Ｊミリオンヴォルツ, 65,北村宏, 0.2, 69,  -3,  10, 5,  8.3, ⑥⑥, 2,14,Ａコｰリンベリｰ, 82,松山弘, 0.0, 78,* 12,   4, 1,  3.7, ②②
 3,13,Ｄダイシンロイ, 63,北村友, 0.0, 69,   0,*  7, 7, 23.2,⑭⑬⑩, 3,12,Ｄマッチボックス, 53,武豊  , 0.4, 63, -10,*  1, 4,  9.5,⑫⑫⑫, 3,11,Ｇマｰティンオｰト, 67,和田竜, 0.2, 69,  -2,   9, 6, 11.0, ⑤⑤, 3,10,Ｉダイリュウキセキ, 72,小林徹, 0.5, 72,   6,   6,12, 47.7, ⑫⑩
 4,10,Ｃメイショウシシマル, 64,太宰啓, 0.1, 69,   3,   1, 5,  8.5,⑧⑧⑦, 4, 7,Ｂエクストレミティｰ, 60,ウィリ, 0.4, 58,* -7,  -9, 1,  2.2,④③②, 4, 1,Ａアスタｰサンダｰ, 75,モッセ, 0.3, 68,*  2,   3, 1,  3.6, ①①, 4, 6,Ｍクｰゲル, 69,武豊  , 0.5, 72,   2,* 11, 2,  4.2, ⑭⑫
 5, 9,Ａダノンロンシャン, 65,福永祐, 0.3, 65,   4,  -5, 1,  2.1,④④④, 5, 6,Ｈメイケイハリケｰン, 48,竹之下, 0.6, 55,* -7, -12,14,228.8,②②①, 5,13,Ｃスズカブリザｰド, 72,義英真, 0.3, 68,  -5,* 10, 8, 33.3, ⑦⑧, 5, 9,Ｂニシケンモノノフ, 78,田辺裕, 0.7, 69,   7,   3, 9, 25.3, ⑩⑨
 6, 6,Ｆサンライズフレンチ, 61,義英真, 1.0, 60,*  6, -14, 2,  5.2,①①①, 6,14,Ｊシゲルヒダカ, 48,藤田伸, 0.7, 56,  -9, -11, 8, 48.6,⑭⑤③, 6,10,Ｉタイムアラウド, 65,古川吉, 0.5, 68,  -5,  10, 7, 29.2, ⑧⑦, 6, 8,Ｃナンチンノン, 77,ウィリ, 0.8, 70,* 11,  -2, 5, 11.6, ③③
 7,14,Ｅスリｰマキシマム, 62,和田竜, 1.8, 56,   3, -15, 6, 14.0,⑦⑥⑥, 7, 2,Ａエリタｰジュゲラン, 62,北村宏, 0.7, 56,  -8, -10, 3,  6.4,⑤⑦⑥, 7, 3,Ｆサンセットスカイ, 68,武豊  , 0.5, 68,  -8,* 11, 4,  6.8, ⑨⑨, 7,16,Ｄメイショウオセアン, 77,池添謙, 1.2, 66,   9,  -3, 6, 12.4, ⑦④
 8, 1,Ｂワンダｰアジル, 64,武豊  , 1.9, 57,   5, -19, 4,  7.4,③③③, 8, 1,Ｅマイネルレヴェイユ, 52,石橋脩, 1.1, 54, -10, -11, 6, 17.8,⑦⑩⑪, 8, 8,Ｄテイエムシシオｰ, 70,藤田伸, 0.6, 66,*  1,   2, 3,  4.3, ③③, 8, 2,Ｋビｰトゴｰズオン, 71,石橋脩, 1.3, 63,  -5,* 13,11, 43.7, ⑮⑮
 9,11,Ｇショウナンサンタ, 61,秋山真, 2.1, 52,   0, -12, 9, 50.7,⑨⑪⑫, 9, 3,Ｉキンメダル, 48,太宰啓, 1.3, 50, -10, -15,10,121.8,⑩⑪⑩, 9, 2,Ｈワンダｰゴヴェルノ, 66,水口優, 1.2, 63,  -8,   6, 9, 43.9, ⑩⑩, 9,11,Ｎサリレモンド, 68,和田竜, 1.4, 65,   9,  -6,15,136.1, ⑤⑦
