14年12月21日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年12月21日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■ 4R  芝2000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 7R  ダ1800m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■10R  ダ1200m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,仲冬ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8,Ｇオｰジｰアイドル, 49,大野拓,, 60,  -1,  -2, 5, 10.8, ⑤⑤, 1,14,Ｌデバイスドライバｰ, 42,田中勝,, 55,*  0,* -9, 4,  8.3,⑪⑤⑤, 1, 9,Ｂアスカクイン, 74,吉田豊,, 71,   4,* 12, 3,  7.3,⑩⑩⑩, 1,12,Ｂゴｰイングパワｰ, 83,大野拓,, 81,*  6,  12, 4,  5.4, ③③
 2,16,Ｂポッドフィズ, 60,三浦皇, 0.1, 58,  -2,  -2, 3,  4.7, ⑧⑥, 2,12,Ｄプレイヤｰハウス, 54,丸山元, 0.2, 53,*  2, -14, 3,  7.5,⑫③③, 2, 7,Ａロマンシングジェム, 75,ブノワ, 0.0, 69,   6,*  8, 1,  2.4,⑨⑨⑧, 2,15,Ａマキャヴィティ, 84,後藤浩, 0.3, 77,   0,* 15, 1,  4.1, ⑩⑩
 3, 7,Ｃアンジュデトワｰル, 58,後藤浩, 0.1, 57,  -4,*  0, 4,  9.1, ⑨⑦, 3, 5,Ａミュゼゴｰスト, 59,柴田善, 0.3, 52,*  0, -13, 8, 12.5,④④④, 3, 4,Ｉラゴディラゴライ, 69,石橋脩, 0.1, 72,   3,* 14,11, 60.8,⑬⑬⑬, 3, 8,Ｋエリアコンプリｰト, 77,吉田豊, 0.4, 77,  -1,* 16, 7, 24.1, ⑫⑫
 4,15,Ｅトリアンドルス, 53,内田博, 0.2, 58,*  1,  -6, 7, 27.3, ③③, 4, 9,Ｐレッドマジュｰル, 38,三浦皇, 0.6, 52,  -3,* -8, 6,  8.8,⑨⑪⑪, 4,15,Ｊヤマトダイアンサス, 68,松岡正, 0.3, 69,*  9,   0, 4, 10.3,①①①, 4,11,Ｌインディｰズゲｰム, 77,田中勝, 0.4, 78,   4,  11, 6, 13.0, ⑥⑥
 5, 6,Ｆメランコリア, 52,津村明, 0.4, 55,  -6,* -1, 8, 27.9, ⑩⑨, 5,10,Ｆダイワグロｰリｰ, 51,後藤浩, 0.7, 49,  -5,* -4, 2,  6.6,⑰⑮⑬, 5,12,Ｇアンジェラスベル, 70,石川裕, 0.3, 69,   7,   3, 9, 34.1,⑤⑥⑤, 5, 1,Ｄタマブラックホｰル, 79,石橋脩, 0.5, 76,  -2,* 15, 2,  4.3, ⑪⑪
 6,14,Ｄユウユウ, 55,ブノワ, 0.5, 52,  -8,*  0, 2,  4.3, ⑬⑮, 6,11,Ｂフォルサ, 58,吉田豊, 0.9, 47,*  2, -24, 7, 12.4,②②②, 6,11,Ｅノｰスファイヤｰ, 72,津村明, 0.7, 68,   4,   6, 6, 14.6,⑪⑪⑪, 6,13,Ｐフォルテリコルド, 76,武士沢, 0.7, 74,   2,   9,15,107.8, ⑧⑧
 7, 3,Ａナミノリゴリラ, 63,田中勝, 0.5, 56,*  1,  -8, 1,  2.5, ①①, 7, 4,Ｅサンベイル, 52,松岡正, 1.1, 48,  -5, -11,14,195.0,⑬⑬⑫, 7, 2,Ｄトｰセンセラヴィ, 72,柴田善, 0.7, 65,   6,   3, 2,  3.7,⑥⑧⑨, 7, 6,Ｍサウスビクトル, 77,木幡初, 0.8, 74,   6,   6, 8, 29.6, ④④
 8, 1,Ｊミヤビリヴェｰル, 48,原田和, 0.6, 52,  -9,*  0,14,134.5, ⑭⑪, 8, 6,Ｍタマｰラ, 41,的場勇, 1.2, 48,  -7,* -5,15,206.1,⑯⑰⑮, 8, 8,Ｈマックスユｰキャン, 69,武士沢, 0.7, 66,   7,   0, 7, 24.4,⑧⑦⑦, 8, 2,Ｏリックムファサ, 76,伴啓太, 1.0, 72,  -4,  13,14, 99.1, ⑬⑬
