14年 8月31日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 8月31日 札幌,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1000m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 4R  ダ2400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:13,,,,,■ 7R  芝1200m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■10R  ダ1700m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ｵｰﾛﾗ特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｂトｰセンミッション, 49,吉田隼,, 55,  -6,*  5, 4,  7.8, ⑩⑥, 1, 9,Ｆカフジスタｰ, 63,古川吉,, 67,   0,*  8, 6, 17.4,⑩⑦⑦, 1, 7,Ａベルモントラハイナ, 80,吉田隼,, 73,*  5,   6, 1,  2.1, ②②, 1, 6,Ｆベルウッドテラス, 77,柴山雄,, 76,   5,* 12, 4,  5.9,⑩⑧⑤
 2, 3,Ｃトリアンドルス, 49,勝浦正, 0.1, 58,*  3,* -1, 5, 10.4, ①①, 2,10,Ｄエンジェルラダｰ, 64,藤岡康, 0.2, 62,*  2,  -1, 3,  4.3,①①①, 2, 6,Ｄホオポノポノ, 66,小崎綾, 0.2, 71,   3,   6, 7, 22.5, ③③, 2, 1,Ｂトミケンユｰクアイ, 81,勝浦正, 0.1, 75,*  8,   5, 2,  4.8,①①①
 3, 4,Ｇキモンダッシュ, 45,田中博, 0.6, 52,*  0,  -4, 3,  7.0, ②②, 3, 4,Ｉマンボプリンス, 57,丹内祐, 0.4, 62,*  2,   0, 9, 59.1,④③③, 3, 2,Ｂダイヤモンドハイ, 69,藤田伸, 0.4, 69,*  7,   0, 2,  4.2, ①①, 3, 2,Ｃセフティｰエムアイ, 79,福永祐, 0.3, 76,   3,* 12, 3,  5.0,⑪⑩⑨
 4, 1,Ａポッドフィズ, 57,三浦皇, 0.9, 47,  -2,  -5, 2,  2.9, ④③, 4, 1,Ｈダベンポｰト, 61,大野拓, 0.5, 61,*  2,  -3, 7, 23.5,②②②, 4,10,Ｅシュウギン, 65,黛弘人, 0.4, 69,  -1,   8, 6, 20.8, ⑤⑥, 4,12,Ａヒラボクプリンス, 82,菱田裕, 0.3, 74,   6,   6, 1,  2.5,④④③
 5, 6,Ｌラッキｰダン, 19,井上敏, 0.9, 48,* -1,  -6,10, 80.6, ③④, 5, 3,Ｇマルカブラン, 62,藤田伸, 0.7, 61,   1,   0, 5, 12.2,⑦⑥⑥, 5, 8,Ｇエｰデルシュタイン, 63,柴山雄, 0.5, 67,  -9,* 14,11, 65.6, ⑫⑬, 5, 3,Ｅラヴィアンクレｰル, 78,三浦皇, 0.4, 74,*  8,   5, 6, 13.4,②②②
 6,11,Ｄジョウショｰチカラ, 47,藤田伸, 1.4, 43,  -2, -10, 6, 19.2, ⑥⑤, 6, 6,Ｃエンジェルピｰス, 64,丸山元, 0.8, 59,*  1,  -3, 1,  2.8,⑨④④, 6,13,Ｊファインスマッシュ, 59,荻野琢, 0.6, 66,  -6,* 10, 9, 37.3, ⑪⑩, 6, 5,Ｄロゼッタストｰン, 78,中谷雄, 0.7, 75,   2,* 12, 8, 55.4,⑫⑪⑪
 7,10,Ｆスパツィオ, 45,丸田恭, 2.1, 32,  -6, -13, 1,  2.5, ⑪⑨, 7,12,Ｊナムラアｰス, 56,菱田裕, 0.8, 62,  -2,*  6,12,190.6,⑪⑨⑧, 7,12,Ｃダラニ, 67,福永祐, 0.6, 66,*  4,   0, 3,  4.7, ④④, 7, 4,Ｇブルｰメリディアン, 76,小崎綾, 0.9, 72,   3,   7, 9, 65.4,⑨⑨⑧
 8, 9,Ｅスイｰトアリッサム, 46,荻野琢, 2.1, 35,  -5, -14, 7, 22.6, ⑧⑦, 8, 2,Ｂゲｰムクライシス, 65,丸田恭, 1.1, 57,   1,  -4, 4,  6.4,③⑤⑤, 8, 1,Ｆハッピｰチャｰト, 64,勝浦正, 0.7, 65,  -5,   7, 8, 36.3, ⑨⑨, 8,11,Ｉヒショウ, 74,黛弘人, 1.0, 72,   6,   2,12,175.4,⑦⑥⑦
