14年 9月 6日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 9月 6日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1600m 2 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  芝1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 7R  芝1800m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1000m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,驀進特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 7,Ｂココロノアイ, 51,戸崎圭,, 58, -11,*  8, 1,  1.7, ⑭⑯, 1,18,Ｃアｰスプレイ, 60,田中勝,, 62,  -4,*  0, 2,  5.5, ⑨⑨, 1, 7,Ａバトルジェジェジェ, 65,戸崎圭,, 67,  -3,*  6, 1,  2.0, ⑫⑫, 1,18,Ｈヒｰラ, 68,田中勝,, 82,*  6,   9, 6, 13.2,   
 2,11,Ｆギンザヴィクトリア, 45,杉原誠, 0.4, 54,  -7,* -5, 2,  6.9, ⑩⑩, 2,12,Ｆアタルガティス, 60,江田照, 0.0, 66,*  7, -10, 7, 14.7, ①①, 2,12,Ｄゴｰルドクラウス, 57,伴啓太, 0.1, 66,  -6,* 10, 4,  9.5, ⑯⑰, 2, 3,Ｇカフヴァｰル, 69,大野拓, 0.3, 78, -10,* 15,11, 53.3,   
 3,10,Ｄプレシャスメイト, 48,西田雄, 0.5, 51,  -8,* -5, 3,  8.4, ⑪⑬, 3, 2,Ｄアクアプリンセス, 60,木幡初, 0.0, 62,  -1,  -3, 5,  7.4, ⑤⑦, 3, 2,Ｊスイｰトルイｰズ, 51,田中勝, 0.2, 65,  -3,*  3, 6, 24.1, ⑬⑬, 3,12,Ｍウエスタンユｰノｰ, 66,横山典, 0.3, 76,   2,   7, 5, 11.0,   
 4,16,Ａセラフィｰナ, 52,嘉藤貴, 0.7, 48,*  0, -22,10, 59.7, ①①, 4,15,Ｅサンキュｰジョン, 60,戸崎圭, 0.1, 61,   0,  -5, 1,  4.1, ⑧⑤, 4,17,Ｂレッドレギオン, 63,柴田善, 0.4, 59,   4, -17, 2,  3.9, ⑤⑤, 4,11,Ａルベｰゼドランジェ, 76,岩田康, 0.3, 77,   2,   7, 1,  2.5,   
 5,12,Ｈダブルフラワｰ, 41,柴田未, 0.9, 46,  -7, -13,11, 62.9, ⑫⑪, 5, 7,Ｇメイショウアガサ, 57,柴田善, 0.4, 55,  -7,  -3, 8, 16.6, ⑪⑪, 5,11,Ｃアペルトゥｰラ, 59,横山典, 0.7, 58,  -5,  -2, 3,  7.7, ⑮⑯, 5,15,Ｌクリノタカラチャン, 66,嘉藤貴, 0.4, 76,*  9,   2, 7, 18.2,   
 6, 3,Ｍデトロイトカフェ, 38,石橋脩, 1.0, 46,  -9, -12,13, 79.5, ⑯⑮, 6, 3,Ｊノブジョプリン, 52,岩田康, 0.4, 58,*  2, -12, 6,  8.2, ②②, 6,13,Ｏクリノハッチャン, 46,木幡初, 0.9, 56,  -3,  -8, 8, 34.6, ⑨⑩, 6,10,Ｆシャトルアップ, 69,戸崎圭, 0.4, 75,   2,   6, 4,  8.8,   
 7,15,Ｉプラムチャン, 41,岩田康, 1.0, 45,  -6, -18, 5, 13.0, ⑦⑦, 7,17,Ｈマコトシニョｰラ, 57,大野拓, 0.5, 55, -15,*  6, 9, 20.5, ⑯⑮, 7, 6,Ｍダイワアンビシャス, 49,木幡初, 0.9, 56,   2, -20, 7, 28.8, ⑦⑦, 7, 8,Ｄヤサカオディｰル, 71,的場勇, 0.4, 76,  -3,* 10, 9, 34.4,   
 8,18,Ｃレオフラッパｰ, 50,横山典, 1.0, 43,* -2, -25, 4,  9.6, ②②, 8, 5,Ｌシェｰドカｰテン, 50,吉田豊, 0.5, 55,  -9,* -1,10, 44.7, ⑫⑫, 8,16,Ｉミラクルステイ, 52,大野拓, 1.2, 54,  -6,  -8,11, 68.4, ⑰⑮, 8,17,Ｊミラクルアイドル, 67,柴田善, 0.5, 73,* 10,  -1, 2,  4.7,   
