14年 2月22日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 2月22日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,,■ 4R  ダ1600m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 7R  芝1600m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■10R  ダ1600m 3 歳ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,,,,,,,,,,,,,ﾋﾔｼﾝｽｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 2,Ｂスカイランナｰ, 65,戸崎圭,, 55,* -3,  -7, 5,  8.4, ①①, 1,11, ワイルドダラｰ,---,内田博,, 65,  -4,*  6, 2,  4.3, ⑦⑧, 1,16,Ａダイワアクシス, 77,北村宏,, 75,   0,  13, 2,  5.7, ⑪⑪, 1,11,Ｄエキマエ, 75,江田照,, 74,* 13,   2,12, 61.1, ②②
 2, 6,Ｃアンジュシュエット, 59,後藤浩, 0.3, 51,  -9,* -1, 3,  5.6, ⑩⑨, 2, 2, ラブユｰ,---,戸崎圭, 0.0, 63,  -4,*  6, 4,  6.3, ⑤⑤, 2,13,Ｂタｰフデライト, 75,ベリｰ, 0.0, 73,*  8,  -2, 1,  4.4, ②②, 2, 7,Ｂメイショウパワｰズ, 79,酒井学, 0.1, 74,* 14,  -1, 8, 16.1, ①①
 3,13,Ｅボｰンレジェンド, 55,横山典, 0.3, 51, -14,*  5, 4,  6.2, ⑯⑯, 3,14, デジタルフラッシュ,---,後藤浩, 0.4, 59,* -3,   1, 6, 10.1, ④④, 3,11,Ｎミラクルアスク, 68,田辺裕, 0.0, 78,  -4,* 20, 6, 11.2, ⑯⑯, 3, 5,Ａメイショウシンシア, 80,武豊  , 0.5, 76,   7,*  9, 1,  4.0, ⑬⑫
 4, 1,Ａデルマノママナノダ, 67,武士沢, 0.6, 51,* -5, -10, 2,  5.5, ③③, 4, 1, マルタｰズオリゾン,---,松岡正, 0.7, 58,* -3,  -2, 1,  3.8, ①①, 4,12,Ｍシｰクレットベｰス, 68,石橋脩, 0.0, 76,   3,  10,14, 53.1, ⑨⑨, 4, 6,Ｌダイリュウキセキ, 67,小林徹, 0.6, 72,  11,   0,13,133.5, ③③
 5,11,Ｆブランシェトワｰル, 53,大野拓, 0.9, 50,* -4, -13, 7, 14.5, ②②, 5, 4, リオサリナス,---,石橋脩, 0.8, 58,  -5,   1, 7, 13.2, ⑩⑨, 5,10,Ｇユキノユウダン, 70,戸崎圭, 0.1, 74,*  7,   2, 8, 15.5, ④④, 5,12,Ｋアｰスコネクタｰ, 69,横山典, 0.6, 69,  11,  -1, 6, 12.8, ④④
 6,15,Ｌドナアヴィｰド, 36,岩田康, 1.2, 46,  -7, -11, 9, 35.3, ⑨⑦, 6,10, ハイエストスフィア,---,北村宏, 1.6, 50,  -5,  -7, 5,  9.0, ⑧⑦, 6, 8,Ｄマイネルイルミナル, 74,柴田大, 0.1, 76,   3,   9, 5, 10.0, ⑧⑧, 6, 9,Ｆレッドアルヴィス, 74,戸崎圭, 0.6, 72,   7,*  6, 2,  4.7, ⑩⑪
 7, 3,Ｄコウセイマユヒメ, 58,横山和, 1.2, 44,  -9, -11, 6, 11.6, ⑦⑧, 7, 7, メジャｰシップ,---,田中勝, 1.9, 50,  -7,  -6, 3,  6.3, ⑪⑪, 7,14,Ｅコリｰヌ, 73,岩田康, 0.1, 75,   4,   6, 4,  9.5, ⑥⑥, 7, 2,Ｉランウェイワルツ, 71,ベリｰ, 0.7, 71,  10,   1, 4,  7.1, ⑤⑤
 8,12,Ｉタイキビスタ, 44,吉田豊, 1.7, 40, -10, -13,13,196.4, ⑫⑪, 8,13, アンビションバイオ,---,村田一, 2.5, 47,* -3, -17,10, 49.7, ③③, 8, 6,Ｆファｰゴ, 72,横山典, 0.2, 70,   4,   3, 3,  6.2, ⑤⑤, 8,10,Ｊニシケンモノノフ, 70,岩田康, 0.7, 72,   9,   2,10, 25.0, ⑦⑦
 9,16,Ｏディバインドｰタｰ, 28,柴田大, 1.9, 41,* -5, -21,10, 41.3, ④④, 9, 8, メイブルｰラグｰン,---,江田照, 2.5, 45,  -4, -15,11, 61.0, ⑥⑥, 9,15,Ｉロジプリンセス, 70,後藤浩, 0.2, 75,  -2,  13,11, 20.9, ⑭⑬, 9, 8,Ｇリｰゼントロック, 74,松岡正, 0.7, 71,   7,   4, 3,  6.1, ⑨⑩
10, 8,Ｇクィｰンオブシバ, 52,北村宏, 2.1, 37, -10, -17,11, 58.8, ⑧⑩,10, 5, ニシノシオン,---,武士沢, 3.4, 40, -10, -15,15,217.5, ⑫⑫,10, 9,Ｈアンブリッジ, 70,田中勝, 0.2, 70,* 10,  -6, 7, 15.2, ①①,10,13,Ｈタイセイクルｰズ, 72,リスポ, 0.8, 70,   8,   3, 9, 17.1, ⑧⑧
11, 7,Ｈリクエストアワｰ, 49,田中勝, 2.4, 36,  -7, -23, 1,  2.9, ⑥⑥,11,12, ゴｰルデンドラゴン,---,三浦皇, 3.7, 38, -11, -15, 9, 47.2, ⑬⑬,11, 2,Ｐワｰプドライブ, 62,リスポ, 0.3, 73,  -2,  11,13, 39.9, ⑬⑫,11, 4,Ｃスザク, 76,内田博, 1.0, 69,   7,   2, 5,  7.5, ⑪⑨
12,10,Ｎジョウノロｰズ, 30,山崎亮, 2.6, 33, -12, -18,12,117.1, ⑭⑭,12, 9, エストスマイル,---,リスポ, 6.4, 20,  -6, -47, 8, 16.1, ⑨⑩,12, 1,Ｋレッドマニッシュ, 69,武豊  , 0.4, 70,   2,   4,12, 25.8, ⑦⑦,12, 3,Ｅダイチトゥルｰス, 75,武士沢, 1.1, 70,   6,   5, 7, 13.1, ⑫⑬
13, 4,Ｐタカミルシエル, 26,大庭和, 2.9, 32, -11, -22,16,361.5, ⑪⑫,13, 3, ヴェスパｰシチｰ,---,大野拓, 6.7, 21,* -2, -54,12, 74.9, ②②,13, 7,Ｊダｰズンロｰズ, 69,武士沢, 0.4, 73,  -5,* 14,16,103.8, ⑮⑮,13, 1,Ｍカクシアジ, 62,後藤浩, 1.3, 67,   5,   5,14,197.2, ⑭⑭
14, 9,Ｍスパンコｰル, 32,江田照, 3.0, 30, -12, -21,15,323.0, ⑬⑬,14,15, アマゾンバロｰズ,---,嶋田純, 6.8, 16, -27, -16,14,107.3, ⑮⑮,14, 3,Ｏドリｰムリヴァｰル, 67,大庭和, 0.5, 72,  -3,  12, 9, 16.2, ⑫⑭,14,14,Ｎニシノデンジャラス, 57,柴田大, 1.4, 67,  10,  -5,11, 55.8, ⑥⑥
15, 5,Ｋヤギリヒマワリ, 41,宮崎北, 3.0, 32,  -8, -27,14,311.4, ⑤⑤,15, 6, マイネバレンシア,---,嘉藤貴, 7.4, 15, -18, -36,13,105.0, ⑭⑭,15, 4,Ｌマデュｰロ, 69,ブノワ, 0.6, 68,   0,   4,10, 17.8, ⑩⑩,,,,,,,,,,,,
16,14,Ｊスズプリンセス, 41,武豊  , 5.3, 17, -12, -41, 8, 32.5, ⑮⑮,,,,,,,,,,,,,16, 5,Ｃワンダｰビリｰヴ, 74,大野拓, 1.4, 57,*  7, -19,15, 68.4, ③③,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
