14年 5月25日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 5月25日 新潟,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝2890m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  芝1400m 4歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  芝2400m 4歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,荒川峡特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｇミスズモンブラン, 59,菱田裕,, 63,   1,*  2, 4,  6.2, ⑨⑧, 1,11, ナンデヤネン,,上野翔,,,,, 1,  2.2,④③②, 1, 5,Ｄカフェブリリアント, 69,菱田裕,, 66,   3,*  6, 2,  3.9, ⑮⑯, 1,10,Ｉタカノハｰバｰ, 68,田中博,, 69,*  6,   0, 8, 29.6,①①①
 2, 5,Ａスズカオｰショウ, 66,村田一, 0.3, 67,* 13, -12, 6,  8.6, ①①, 2, 1, テイエムシシｰポス,,田村太,190.8,,,, 4,  9.1,③②③, 2, 1,Ｅクロイゼリンチャン, 68,高倉稜, 0.2, 67,* 14, -11, 6, 13.3, ①①, 2, 3,Ｃクリサンセマム, 74,吉田隼, 0.0, 71,   3,* 10, 1,  1.8,⑥④③
 3,11,Ｂジギｰスンナｰ, 64,中舘英, 0.4, 67,* 12, -12, 3,  5.0, ③③, 3, 2, イオンドライブ,,金子光,190.8,,,, 7, 23.3,⑤⑤⑥, 3, 7,Ｇトウカイメリｰ, 66,城戸義, 0.2, 66,* 11,  -7, 9, 23.0, ③③, 3,12,Ｅレイトライザｰ, 71,菱田裕, 0.0, 75,   2,* 14, 2,  6.3,⑦⑨⑨
 4, 9,Ｃニットギブソン, 63,柴田善, 0.4, 58,  -3,*  3, 5,  7.8, ⑪⑪, 4, 4, ヘリオスフィア,,山本康,191.1,,,, 2,  3.4,⑥⑥④, 4,12,Ｈイントゥザストｰム, 66,小崎綾, 0.2, 64,   8,  -5,15, 60.5, ⑧⑤, 4, 9,Ｎロｰザズカレッジ, 63,柴田善, 0.2, 69,*  5,   2, 7, 28.7,③②②
 5, 1,Ｅアジャｰニ, 61,柴山雄, 0.8, 59,   7, -11, 7, 21.3, ④④, 5, 8, ティアップビクタｰ,,石神深,191.4,,,,10, 74.3,⑧⑦⑦, 5, 3,Ｉメイショウジェｰン, 65,岩崎翼, 0.2, 63,   7,  -4, 4, 12.5, ⑤⑥, 5, 8,Ｊマイネルイグアス, 68,柴山雄, 0.2, 71,   2,* 10,12, 98.6,⑧⑦⑦
 6, 8,Ｄミキノグランプリ, 63,高倉稜, 0.9, 63,* 13, -16, 1,  3.8, ②②, 6, 5, エムエムベレッタ,,浜野谷,191.5,,,,12,142.3,①①①, 6, 2,Ｊテイエムコウノトリ, 65,中舘英, 0.3, 62,   3,*  2, 1,  3.8, ⑭⑭, 6, 5,Ｆジャングルパサｰ, 70,丸田恭, 0.3, 67,   3,   7, 5, 13.3,⑤⑥⑤
 7, 3, クリムゾンオｰブ,---,竹之下, 1.0, 53,  -6,*  0,12,110.3, ⑬⑫, 7,13, ドンクｰガｰ,,難波剛,191.6,,,, 3,  7.7,⑫⑨⑧, 7,11,Ａハイキｰトｰン, 71,吉田隼, 0.4, 60,   3,*  0, 7, 21.4, ⑯⑮, 7,13,Ａスプリングパリオ, 77,津村明, 0.3, 69,   2,   9, 4,  9.3,⑩⑧⑧
 8, 6, サウスキング,---,伊藤工, 1.2, 53,   2, -10,10, 54.4, ⑦⑦, 8,12, ジョｰマダガスカル,,林満明,191.7,,,, 5, 11.7,②④⑤, 8, 6,Ｆネオヴィクトリア, 67,川須栄, 0.4, 61,   6,  -4, 8, 22.2, ⑨⑪, 8, 2,Ｍラルプデュエズ, 64,小崎綾, 0.3, 68,*  4,   3, 6, 21.2,②③④
