14年 5月17日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 5月17日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1400m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:0,,,,,■ 4R  芝1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:7,,,,,■ 7R  芝1400m 3 歳500万(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■10R  芝1200m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,彦根ｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 1,Ｌマナオラナ, 44,松山弘,, 58,*  4,  -5, 7, 25.0, ①①, 1,14,Ａミッキｰラブソング, 64,小牧太,, 63,  -7,*  4, 1,  3.2, ⑩⑩, 1, 6,Ｄエイシンスパルタン, 70,藤岡佑,, 84,* 11,*  3, 2,  4.1, ①①, 1,14,Ａアルマリンピア, 82,福永祐,, 81,  -2,  12, 1,  3.2, ⑧⑧
 2,13,Ａエイシンノエル, 69,和田竜, 0.1, 57,*  3,  -6, 2,  3.7, ③②, 2, 2,Ｃエイシンソルティｰ, 62,秋山真, 0.3, 59,  -6,* -2, 2,  3.3, ⑨⑨, 2, 7,Ｅタイセイララバイ, 68,松山弘, 0.9, 72,   4,   0, 7, 19.3, ⑧⑦, 2, 1,Ｂマコトナワラタナ, 81,酒井学, 0.1, 82, -10,* 19, 3,  9.0, ⑬⑫
 3, 3,Ｂミヤセイリュｰ, 64,秋山真, 0.2, 55,   2,  -5, 4,  6.6, ④④, 3, 3,Ｊハワイアンロｰズ, 55,藤岡康, 0.3, 61,  -8,*  3,10, 69.2, ⑫⑪, 3, 8,Ａモンラッシェ, 72,小牧太, 1.1, 69,   4,  -3, 6, 17.5, ⑨⑧, 3, 2,Ｊケイアイウィルゴｰ, 76,和田竜, 0.1, 79,   0,   8, 5, 12.6, ⑤⑤
 4, 8,Ｃアイリッシュハｰプ, 64,福永祐, 0.3, 55,  -2,  -1, 3,  4.7, ⑨⑦, 4, 9,Ｅファンタジックアイ, 60,福永祐, 0.5, 58,  -5,  -6, 4,  8.3, ⑧⑥, 4,15,Ｎマイネルフォルス, 61,北村友, 1.1, 68,   0,*  2,13,118.2, ⑭⑭, 4, 3,Ｄフォｰチュンスタｰ, 78,岩田康, 0.2, 78,  -4,  11, 2,  3.4, ⑦⑦
 5,12,Ｈナガラフライト, 51,太宰啓, 0.4, 56, -10,*  8, 8, 26.4, ⑮⑮, 5, 7,Ｈモンスタｰバロｰズ, 55,藤岡佑, 0.6, 55, -13,*  3,12,110.5, ⑰⑯, 5, 5,Ｃコウエイタケル, 70,太宰啓, 1.2, 67,   3,  -2, 3,  6.4, ⑪⑪, 5,10,Ｇロンド, 77,藤岡康, 0.2, 82, -14,* 22, 9, 26.2, ⑮⑭
 6, 4,Ｄダテノレスペデｰザ, 62,岩崎翼, 0.4, 53,   2,  -7, 5, 17.7, ⑤⑤, 6, 1,Ｍポｰリュシカポｰレ, 52,松山弘, 0.6, 57,* -2, -11, 7, 33.2, ③③, 6,16,Ｂエイシンペペラッツ, 72,武豊  , 1.2, 69,   7,  -7, 1,  2.1, ⑥⑥, 6, 7,Ｌメイショウイザヨイ, 74,幸英明, 0.2, 76,*  5,   1,11, 28.5, ②②
 7, 6,Ｍマルヨラピド, 43,国分恭, 0.7, 52,  -6,   0,14,342.4, ⑪⑪, 7,13,Ｄリングランドムｰン, 61,岩田康, 0.6, 56,  -5,  -8, 3,  4.2, ⑥⑦, 7, 1,Ｈレッドラヴィｰタ, 64,岩田康, 1.3, 65,  -5,*  6, 4, 10.5, ⑰⑰, 7, 6,Ｋサカジロロイヤル, 74,国分優, 0.4, 74,   3,   1, 8, 20.7, ③③
 8,10,Ｅトｰセンクラウド, 59,岩田康, 0.7, 51,  -1,  -7, 1,  2.7, ⑦⑥, 8,10,Ｂキエレメムｰチョ, 62,和田竜, 0.8, 55,  -3, -12, 6, 15.3, ⑤④, 8,10,Ｆナムラアッパｰ, 65,岩崎翼, 1.3, 68,   4,  -2,11, 99.2, ⑫⑫, 8,11,Ｃメイショウツガル, 80,国分恭, 0.4, 76,  -6,  11,10, 26.8, ⑩⑩
 9,16,Ｊグランドデイム, 47,藤岡佑, 0.9, 51,  -6,  -2, 9, 43.6, ⑫⑫, 9, 6,Ｋセルリアンシュロス, 54,岩崎翼, 1.1, 50,* -1, -20,18,404.0, ①①, 9, 9,Ｏマッセナ, 58,和田竜, 1.7, 64,   7, -14, 9, 78.8, ⑤⑤, 9, 9,Ｐジルコニア, 59,鮫島良, 0.4, 74,*  7,  -3,15, 90.6, ①①
10,11,Ｎメイショウワザクラ, 37,武幸四, 1.5, 48,  -9,  -3,12,152.5, ⑭⑭,10,15,Ｎメイショウラファｰ, 51,竹之下, 1.3, 48,  -9, -11,17,395.2, ⑮⑮,10,13,Ｇイスルギ, 65,国分恭, 1.8, 62,   3,  -9,16,185.2, ⑬⑬,10,16,Ｆビキニブロンド, 77,松山弘, 0.4, 77,  -5,  10, 4, 11.8, ⑨⑨
