14年 3月15日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 3月15日 阪神,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-2,,,,,■ 4R  芝1400m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,,■ 7R  ダ1400m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■10R  芝1400m 4歳上1600万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,うずしおｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 4,Ｂミンディ, 62,小牧太,, 63,  -7,*  5, 2,  2.4, ⑦⑦, 1, 7,Ａフェイトカラｰ, 70,浜中俊,, 65,*  0,  -3, 2,  3.3, ①①, 1,13,Ｃミッキｰアップル, 73,小牧太,, 73,  -6,* 15, 3,  7.2, ⑨⑧, 1, 3,Ｂトｰホウアマポｰラ, 82,岩田康,, 84,   1,  12, 2,  4.4, ⑤④
 2,16,Ｄマチルダ, 55,藤田伸, 0.1, 62,* -2,   0, 3, 10.2, ②②, 2, 6,Ｃリングランドムｰン, 58,デムｰ, 0.3, 62,  -5,*  1, 3,  5.4, ⑦⑦, 2,14,Ｉメイショウマルマル, 70,藤田伸, 0.1, 71,* -3,  10, 4,  8.2, ③③, 2, 2,Ｃマコトナワラタナ, 82,酒井学, 0.2, 83,  -2,* 15, 4, 13.2, ⑩⑩
 3, 6,Ｃスタｰペスユウコ, 57,小林徹, 0.3, 60,* -3,  -1, 4, 14.3, ④④, 3, 1,Ｂブレイクアウト, 59,池添謙, 0.6, 57,  -4,  -6, 1,  2.2, ④⑤, 3, 7,Ｂデアリングプライド, 74,浜中俊, 0.2, 70,* -2,   7, 1,  2.5, ②②, 3, 8,Ｉトｰセンソレイユ, 78,シュタ, 0.4, 81,  -3,* 14, 3,  9.3, ⑪⑪
 4, 5,Ａヴァイセフラウ, 66,秋山真, 0.5, 57,* -3,  -3, 1,  2.1, ③③, 4,15,Ｅランガｰジュ, 55,古川吉, 1.0, 51,  -9,  -4, 9, 61.3, ⑫⑫, 4, 9,Ｇヒラボクダッシュ, 71,川須栄, 0.3, 70,  -4,  10, 9, 26.6, ⑥⑥, 4, 1,Ｇデンファレ, 80,的場勇, 0.4, 80,  -2,  12, 8, 39.8, ⑨⑧
 5,10,Ｇタイセイデザイア, 47,浜中俊, 0.8, 54,  -8,  -1, 8, 43.1, ⑧⑧, 5, 9,Ｄモズハナニカゼ, 56,小牧太, 1.0, 51, -11,*  0, 4, 11.0, ⑮⑬, 5,11,Ｋグレイングロｰス, 67,デムｰ, 0.4, 66,* -3,   7,11, 36.5, ④⑤, 5,13,Ｄサマｰルナ, 81,古川吉, 0.6, 75,*  3,   4,10, 49.1, ③③
 6, 9,Ｍフェアリｰミラクル, 24,城戸義, 1.1, 52,  -6,  -6,12,132.6, ⑥⑤, 6,11,Ｇモッシュ, 52,酒井学, 1.1, 49, -13,*  0,14,176.6, ⑬⑭, 6,12,Ｅサンクフルネス, 71,岩田康, 0.6, 68,  -8,* 13, 6, 11.6, ⑭⑬, 6, 9,Ｍシルヴァｰグレイス, 71,デムｰ, 0.7, 77,  -1,   7, 9, 46.0, ⑧⑨
 7,12,Ｅジョｰリブラン, 52,和田竜, 1.2, 53,  -5,  -6, 7, 32.3, ⑤⑥, 7, 4,Ｈウォｰタｰテランガ, 51,藤懸貴, 1.2, 51,* -2, -14,10, 76.9, ③④, 7, 5,Ｌケリｰダノビア, 67,古川吉, 0.7, 66,* -1,   2, 8, 20.7, ①①, 7,11,Ａエアジェルブロワ, 84,武豊  , 0.7, 74,   1,   3, 1,  1.8, ④⑥
 8, 7,Ｈシゲルオウミ, 44,武豊  , 1.4, 50, -11,  -4, 5, 27.7, ⑨⑩, 8,12,Ｆクリノフクロクジュ, 52,岡田祥, 1.2, 50,  -9,  -5, 8, 60.9, ⑭⑮, 8,16,Ｊジョｰラプタｰ, 68,武豊  , 0.8, 67,  -5,   7, 7, 16.2, ⑦⑦, 8, 6,Ｆクッカｰニャ, 80,小牧太, 0.9, 71,*  3,  -2, 7, 23.1, ②②
