14年 6月21日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 6月21日 東京,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  芝1400m 2 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-6,,,,,■ 4R  ダ1400m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■ 7R  ダ2100m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■10R  芝1400m 3歳上1000万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,
 9,10,Ｄザキス, 42,嶋田純, 1.9, 21,   0, -36, 8, 71.2, ⑥⑥, 9, 4,Ｊスパｰキｰドリｰム, 50,池添謙, 1.7, 50,  -6,  -3,11, 49.0, ⑭⑭, 9,13,Ｅモンレｰヴリアン, 55,柴田未, 2.5, 49,  -1, -12, 8, 29.2,⑪⑫⑫, 9, 2,Ｋサクラエｰル, 69,内田博, 0.5, 76,   1,   6, 7, 14.8, ⑨⑨
10,11,Ｃテンマイキララ, 49,江田照, 1.9, 21,  -2, -31, 5, 19.4, ⑧⑧,10, 3,Ｆアマクダリ, 59,宮崎北, 1.8, 52,*  8, -23, 6, 13.6, ③③,10, 4,Ｆタｰゲットバスタｰ, 55,原田和, 3.2, 45,  -2, -17,10,101.7,⑩⑬⑬,10, 1,Ｉシルバｰレイショウ, 73,横山典, 0.5, 74,  -1,   9,10, 63.4, ⑬⑪
,,,,,,,,,,,,11,16,Ａクイックデピュティ, 66,田中勝, 1.9, 54,* 10, -25, 2,  6.0, ①①,11, 1,Ｋバトルポデリオ, 46,石川裕, 3.8, 42,   0, -26,12,190.3,②⑥⑨,11,13,Ｄレト, 75,西田雄, 0.9, 69,*  9, -10,13,202.9, ②②
,,,,,,,,,,,,12,11,Ｍクインズブレス, 39,石川裕, 2.8, 43,  -7, -11,16,360.9, ⑮⑮,12, 5,Ｇバロンドｰル, 53,伴啓太, 3.8, 42,  -1, -24, 9, 93.8,⑦⑨⑪,12,12,Ｍラインロバｰト, 68,江田照, 1.2, 67,  -1,   0,12,139.8, ⑫⑬
,,,,,,,,,,,,13, 2, カワキタスキップ,---,田辺裕, 3.1, 40, -11,  -7,12, 76.9, ⑯⑯,13, 9, サイバｰロイド,---,戸崎圭, 6.8, 31,   2, -55, 2,  3.7,⑨④⑧,13,11,Ｌゴｰルドカルラ, 68,大野拓, 1.4, 64,   6, -13,11,116.8, ⑥⑤
,,,,,,,,,,,,14, 5,Ｎトマトリコピン, 38,嘉藤貴, 3.3, 39,   2, -28,15,299.3, ⑤⑥,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,15, 1,Ｌウインクラｰジュ, 46,大野拓, 3.7, 37,  -2, -26,14,168.1, ⑦⑧,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,16,13, リボｰンマン,---,柴田未, 3.8, 36,  -4, -24,13,107.7, ⑪⑬,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:56 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+2 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:-0 馬場:良(指数:-3),,,,,,,,,,,
"単勝:4,890円 複勝:05=600円 09=120円 02=420円 枠連:4,160円",,,,,,,,,,,,"単勝:820円 複勝:12=230円 10=210円 15=120円 枠連:1,860円",,,,,,,,,,,,"単勝:620円 複勝:06=160円 12=190円 11=110円 枠連:2,200円",,,,,,,,,,,,"単勝:320円 複勝:07=150円 05=200円 09=1,180円 枠連:650円",,,,,,,,,,,
"馬連:4,840円 ワイド:05-09=1,370円 02-05=4,480円 02-09=900円",,,,,,,,,,,,"馬連:2,160円 ワイド:10-12=570円 12-15=380円 10-15=420円",,,,,,,,,,,,"馬連:3,030円 ワイド:06-12=750円 06-11=280円 11-12=300円",,,,,,,,,,,,"馬連:1,100円 ワイド:05-07=510円 07-09=3,560円 05-09=5,300円",,,,,,,,,,,
"馬単:16,050円 3連複:12,670円 3連単:142,090円",,,,,,,,,,,,"馬単:4,610円 3連複:1,370円 3連単:13,170円",,,,,,,,,,,,"馬単:5,600円 3連複:1,300円 3連単:13,710円",,,,,,,,,,,,"馬単:2,010円 3連複:18,960円 3連単:69,420円",,,,,,,,,,,
■ 2R  ダ1600m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,,■ 5R  芝1600m 2 歳新馬(混) 馬齢,,,,,,,,,,,,■ 8R  ダ1600m 3歳上500万(牝) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:9,,,,,■11R  芝2000m 3歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:1,,,,
,,,,,,,,,,,,,ﾒｲｸﾃﾞﾋﾞｭｰ東京,,,,,,,,,,,,,,,,,,,,,,,,ｼﾞｭｰﾝｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 6,Ｃレッドクラリス, 61,内田博,, 69,*  0,* 10, 2,  3.6, ④③, 1,14, ラミｰロ,---,池添謙,, 43,*-31,*  4,13, 93.2, ④③, 1, 4,Ａティアップレｰヴ, 77,大野拓,, 73,  12,  -1, 1,  2.3, ④⑤, 1, 5,Ｂステラウインド, 83,蛯名正,, 81,  14,*  7, 1,  3.4,⑥⑥⑥
 2,11,Ｅヴァｰルハイト, 61,石川裕, 0.4, 65,  -1,*  7, 5, 12.7, ⑥⑥, 2,13, マイネルクレイモア,---,柴田大, 0.0, 44,*-29,*  1, 2,  4.6, ②②, 2,13,Ｅマキノクィｰン, 73,蛯名正, 0.3, 69,   8,*  3, 3,  5.3, ⑩⑫, 2,12,Ｉクランモンタナ, 77,北村宏, 0.0, 80,  17,   1, 6, 14.6,⑤⑤⑤
 3, 4,Ａイデアオブクィｰン, 67,蛯名正, 0.6, 65,   0,*  7, 1,  2.4, ⑤⑤, 3,11, スプリｰムゴｰルド,---,田中勝, 0.5, 40, -33,*  1, 4, 12.5, ⑤⑤, 3, 3,Ｄオリアｰナ, 74,田中勝, 0.4, 70,* 13,  -6, 5, 14.6, ③③, 3, 7,Ｄクイｰンオリｰブ, 81,横山典, 0.1, 76,* 19,  -7, 7, 18.6,②②②
 4, 7,Ｋトゥルｰモｰション, 52,田辺裕, 1.4, 55,*  0,  -4, 4,  8.0, ②②, 4,10, ムｰンビュｰティ,---,吉田豊, 0.7, 34,*-30, -10, 9, 33.7, ①①, 4,12,Ｈタイキグラミｰ, 70,吉田豊, 0.5, 67,* 14,  -8, 7, 25.0, ①①, 4, 2,Ｃサフランディライト, 82,田中勝, 0.1, 79,  18,  -4, 8, 22.0,④③③
 5, 2,Ｇリｰスリング, 54,戸崎圭, 1.7, 56,  -2,  -1, 7, 18.0, ⑧⑧, 5, 4, ヴェルデプラｰト,---,横山典, 1.0, 33, -38,*  1, 3,  6.3, ⑩⑨, 5, 6,Ｉプレシャスムｰン, 70,伴啓太, 0.5, 69,   8,*  1, 6, 25.0, ⑫⑪, 5, 6,Ｈソルレヴァンテ, 79,宮崎北, 0.4, 73,* 25, -26, 9, 28.6,①①①
 6, 1,Ｂヒルデガルト, 64,西田雄, 1.7, 57,  -2,  -2, 3,  6.6, ⑦⑦, 6, 9, ラパンルｰジュ,---,宮崎北, 1.1, 29, -34,  -8,14, 99.0, ③④, 6,11,Ｊオフショア, 69,宮崎北, 0.5, 68,  10,  -1,12,105.6, ⑧⑧, 6,11,Ｆヴァｰゲンザイル, 80,武士沢, 0.5, 79,  10,* 11,11, 84.3,⑩⑩⑪
 7,10,Ｆマダムインパリ, 58,嘉藤貴, 2.3, 49,*  1, -13, 6, 15.2, ①①, 7,12, カレイジルベルト,---,江田照, 1.1, 30, -37,  -4,12, 66.2, ⑥⑦, 7, 8,Ｃデルマハンニャ, 75,木幡初, 0.5, 69,  13,  -5,10, 44.3, ⑤④, 7, 9,Ｊサムソンズプライド, 76,田辺裕, 0.6, 73,  18, -11, 5,  8.1,③④④
 8, 5,Ｄナムラヒロイン, 61,石橋脩, 2.4, 50,  -3,  -5, 8, 22.3, ⑨⑨, 8, 3, ディアドムス,---,北村宏, 1.1, 32, -37,  -3, 7, 20.5, ⑧⑧, 8, 7,Ｆグリュｰネヴォッヘ, 71,北村宏, 0.7, 68,  10,  -2, 4, 13.8, ⑨⑩, 8, 4,Ｅロンギングダンサｰ, 80,内田博, 0.8, 74,  11,   2, 3,  5.1,⑪⑪⑩
 9,12,Ｉデピュティイモン, 53,伴啓太, 2.7, 50,  -6,  -4,12,158.2, ⑬⑬, 9, 8, アポロエｰス,---,大野拓, 2.4, 14, -40, -17, 8, 21.6, ⑪⑪, 9,10,Ｌブルｰボサノヴァ, 65,柴田大, 0.9, 67,  10,  -4,13,131.0, ⑪⑨, 9, 1,Ｋオマワリサン, 75,江田照, 0.9, 70,  12,  -4,10, 73.0,⑦⑦⑦
10, 8,Ｈストロベリｰロｰズ, 53,原田和, 2.9, 46,  -1, -15,11,141.3, ③④,10, 7, タカラレジェンド,---,武士沢, 3.0,  8, -41, -23,11, 43.6, ⑬⑬,10, 5,Ｋファストソング, 67,江田照, 1.9, 59,   7,  -9, 8, 26.1, ⑬⑬,10,10,Ｌロジサンデｰ, 71,吉田豊, 1.0, 73,  13,  -4,12, 94.5,⑧⑧⑧
11,13,Ｊデアフェイム, 53,柴田未, 3.5, 44,  -6, -11,10,125.2, ⑪⑫,11, 1, モンサンギエナ,---,蛯名正, 4.6,-20, -37, -56,10, 43.0, ⑦⑥,11, 1,Ｂクラリティｰエス, 75,横山典, 2.2, 54,  11, -18, 2,  3.4, ⑦⑥,11, 3,Ｇリヤンドファミユ, 79,池添謙, 1.2, 69,  12,  -3, 2,  4.3,⑨⑨⑨
12, 9,Ｌサンマルタイム, 32,武士沢, 4.9, 33,  -5, -25,13,211.1, ⑩⑩,12, 2, ジャコバイティズム,---,戸崎圭, 5.1,-24, -41, -54, 5, 17.9, ⑫⑫,12, 2,Ｍファイトユアソング, 64,武士沢, 2.5, 53,* 13, -24, 9, 27.4, ②②,12, 8,Ａラウンドワｰルド, 83,戸崎圭, 1.5, 67,  10,  -3, 4,  5.6,⑫⑫⑫
13, 3, ハンプトンロｰズ,---,伊藤工, 4.9, 32,  -6, -24, 9, 54.6, ⑫⑪,13, 5, テンザリッチ,---,田辺裕, 5.9,-31, -46, -56, 6, 18.4, ⑭⑭,13, 9,Ｇコｰディリア, 70,田辺裕, 2.8, 50,  11, -23,11, 59.6, ⑥⑦,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:-2 ﾚｰｽｱｶﾞﾘ指数:+1 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:54 ﾚｰｽﾍﾟｰｽ指数:-19 ﾚｰｽｱｶﾞﾘ指数:+3 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:70 ﾚｰｽﾍﾟｰｽ指数:+7 ﾚｰｽｱｶﾞﾘ指数:-9 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:83 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-7 馬場:良(指数:-3),,,,,,,,,,,
単勝:360円 複勝:06=120円 11=210円 04=110円 枠連:790円,,,,,,,,,,,,"単勝:9,320円 複勝:14=1,690円 13=190円 11=320円 枠連:8,100円",,,,,,,,,,,,単勝:230円 複勝:04=120円 13=150円 03=300円 枠連:500円,,,,,,,,,,,,"単勝:340円 複勝:05=160円 12=350円 07=360円 枠連:1,840円",,,,,,,,,,,
"馬連:2,030円 ワイド:06-11=530円 04-06=170円 04-11=530円",,,,,,,,,,,,"馬連:14,650円 ワイド:13-14=4,500円 11-14=8,310円 11-13=1,010円",,,,,,,,,,,,馬連:590円 ワイド:04-13=270円 03-04=600円 03-13=980円,,,,,,,,,,,,"馬連:2,510円 ワイド:05-12=960円 05-07=960円 07-12=2,640円",,,,,,,,,,,
"馬単:3,360円 3連複:1,320円 3連単:9,180円",,,,,,,,,,,,"馬単:39,430円 3連複:50,240円 3連単:568,940円",,,,,,,,,,,,"馬単:970円 3連複:2,360円 3連単:7,680円",,,,,,,,,,,,"馬単:3,580円 3連複:10,620円 3連単:46,040円",,,,,,,,,,,
■ 3R  ダ1300m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,,■ 6R  芝1800m 3 歳未勝利(混) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:10,,,,,■ 9R  芝2400m 3歳上500万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:11,,,,,■12R  ダ1600m 3歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:8,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,稲城特別,,,,,,,,,,,,,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 9,Ｂマイネルボルソｰ, 61,柴田大,, 66,   4,*  1, 3,  5.4, ⑤④, 1, 8,Ｂマイネルシェルト, 65,柴田大,, 75,* -4,   4, 1,  2.1,②②②, 1,10,Ｅトライアゲイン, 76,横山典,, 77,* -2,   8, 6, 14.5,②②②, 1,16,Ａハイパｰチャｰジ, 87,戸崎圭,, 78,   3,* 13, 1,  1.9, ⑥⑤
 2, 2,Ｃブルｰミｰフラワｰ, 61,内田博, 0.2, 65,*  7,  -4, 2,  4.7, ②①, 2, 7,Ｄアンジュドボヌｰル, 62,吉田豊, 0.1, 74,* -6,*  5, 5, 13.0,④④④, 2, 7,Ｄパリソワｰル, 77,田辺裕, 0.2, 78,* -1,   7,10, 57.5,③③③, 2, 2,Ｃバｰディｰイｰグル, 80,北村宏, 0.2, 79,   2,* 14, 2,  4.7, ⑦⑦
 3, 5,Ｆナムラセンセイ, 60,横山典, 0.3, 62,*  7,  -5, 1,  3.9, ③②, 3, 1,Ｈコスモメリｰ, 60,石橋脩, 0.6, 72, -12,* 11, 9, 52.5,⑭⑭⑯, 3, 3,Ｂディスキｰダンス, 80,蛯名正, 0.2, 81,  -4,* 14, 4,  5.9,⑩⑩⑩, 3,11,Ｂサウンドトゥルｰ, 84,大野拓, 0.4, 78,  -1,* 17, 3,  5.6, ⑬⑫
 4, 3,Ｇダイメイリシャｰル, 60,伴啓太, 0.4, 60,   1,   0, 4,  5.7, ④⑦, 4, 3,Ｃカワキタアロｰ, 65,原田和, 0.6, 68,  -9,   3, 7, 28.4,⑪⑥⑨, 4, 2,Ｇメイショウラリマｰ, 75,田中勝, 0.3, 77,  -3,   8, 3,  5.0,④⑤⑤, 4, 8,Ｎブラックジャガｰ, 67,田辺裕, 1.0, 70,   0,   9, 6, 25.1, ⑨⑩
 5,13,Ｅイミラカチャ, 60,田辺裕, 0.6, 56,  -7,*  9, 6,  9.8, ⑮⑭, 5,15,Ｇセルバンテス, 60,蛯名正, 0.9, 65,  -8,   0, 3,  7.5,⑬⑪⑪, 5, 1,Ｈストｰリｰセラｰ, 70,大野拓, 0.3, 79,  -3,  10, 7, 22.7,⑨⑨⑧, 5,14,Ｆエルヘイロｰ, 78,内田博, 1.1, 72,   0,   9, 7, 31.0, ⑪⑪
 6, 1,Ｋプリンセスキラリン, 49,木幡初, 0.7, 59,   4,  -6,11,187.4, ①③, 6,12,Ｏコスモミヅハノメ, 47,武士沢, 1.2, 62, -10,  -2,14,182.1,⑦⑫⑬, 6, 6,Ｃピュアソルジャｰ, 78,吉田豊, 0.3, 81,  -3,  11, 1,  3.0,⑧⑧⑨, 6,13,Ｇディアグリスタｰ, 76,江田照, 1.2, 72,  -1,  10,10,119.7, ⑭⑬
 7,10,Ｈキｰアイテム, 58,石橋脩, 0.9, 57,   2,  -4, 8, 25.2, ⑦⑧, 7, 4,Ｋトｰセンマルシェ, 54,江田照, 1.2, 57,  -9,  -7, 6, 25.8,⑥⑦⑧, 7, 8,Ｉジャングルパサｰ, 70,江田照, 0.4, 74,  -3,   6, 9, 36.3,⑤⑥⑥, 7,12,Ｉダノンアイガｰ, 72,石橋脩, 1.4, 67,   2,   3,13,155.6, ⑧⑧
 8, 6,Ｄソレイユレヴァン, 60,北村宏, 1.2, 55,   1,  -5, 9, 29.5, ⑩⑩, 8,14,Ａテイエムリキオｰ, 67,横山典, 1.2, 58,  -8,  -5, 4,  7.7,⑨⑩⑩, 8, 5,Ａアンプラグド, 80,戸崎圭, 0.6, 73,  -3,   5, 2,  3.8,⑥⑦⑦, 8, 6,Ｄハイアｰレｰト, 78,吉田豊, 1.4, 67,   2,   2, 5,  9.9, ⑤⑥
 9,16,Ｊサムデイオｰラム, 50,田中勝, 1.4, 53,   2, -10, 7, 11.2, ⑧⑥, 9,10,Ｌオニガイ, 52,西田雄, 1.2, 56,* -6, -13,13,145.7,③③③, 9, 4,Ｆウマンマミｰア, 76,内田博, 0.6, 73,* -1,   2, 8, 26.9,⑦④④, 9, 3,Ｊマグナムボｰイ, 70,石川裕, 1.5, 66,*  5,  -5,12,136.0, ①①
10,12,Ａニットギブソン, 62,戸崎圭, 1.5, 50,  -4,  -3, 5,  7.3, ⑬⑬,10, 5,Ｉケセラストｰン, 59,伴啓太, 1.3, 59, -10,  -4,10, 69.0,⑯⑯⑮,10, 9,Ｊデジタルフラッシュ, 69,北村宏, 1.9, 56,* -1, -20, 5, 10.6,①①①,10, 9,Ｈオアフライダｰ, 75,田中勝, 1.5, 69,  -3,   9, 8, 52.9, ⑮⑮
11, 7,Ｎヨイチスノｰ, 41,江田照, 1.9, 48,  -4,  -6,12,198.8, ⑫⑫,11,11,Ｊアントファガスタ, 54,北村宏, 1.4, 54,  -7, -13, 7, 28.4,⑤⑤⑤,,,,,,,,,,,,,11, 1,Ｌホクレアポパイ, 69,木幡初, 1.6, 70,  -4,  12,16,300.4, ⑯⑯
12,11,Ｉダイアペイソン, 53,原田和, 2.0, 46,  -2, -10,13,209.0, ⑪⑪,12,13,Ｆコスモスミレ, 61,嘉藤貴, 1.4, 56,  -7, -11,11, 87.3,⑧⑬⑦,,,,,,,,,,,,,12,15,Ｐフラクシヌス, 63,西田雄, 2.0, 63,*  4,  -7, 9,112.6, ③③
13,14,Ｌイケイケヒカル, 44,伊藤工, 2.2, 44,  -9,  -3,10,181.6, ⑭⑮,13, 9,Ｎマンディスキュア, 47,柴田未, 1.6, 50,* -4, -22,15,189.5,①①①,,,,,,,,,,,,,13, 5,Ｏヴァリュｰビジョン, 64,宮崎北, 2.1, 61,*  5,  -7,14,254.6, ②②
14,15,Ｍヴァンクレメンツ, 43,石川裕, 2.3, 45,   3, -19,14,236.6, ⑥⑤,14, 6,Ｅハヤブサゴッド, 62,戸崎圭, 1.6, 53, -10, -10, 2,  3.8,⑫⑨⑫,,,,,,,,,,,,,14,10,Ｍヴィクトリｰケルブ, 67,武士沢, 2.1, 63,  -3,   3,15,270.8, ⑫⑭
15, 4,Ｏドックオブザベイ, 40,大野拓, 3.1, 39,   0, -21,16,284.9, ⑨⑨,15,16,Ｍコスモライキリ, 51,石川裕, 1.8, 50,  -7, -18,16,190.8,⑩⑧⑥,,,,,,,,,,,,,15, 7,Ｋアップルハウス, 70,柴田大, 2.2, 65,   1,  -2,11,124.8, ⑩⑨
,,,,,,,,,,,,16, 2,Ｐロックゴｰルド, 39,大野拓, 3.3, 34, -10, -34,12, 93.6,⑮⑮⑭,,,,,,,,,,,,,16, 4,Ｅトｰホウパルサｰ, 78,蛯名正, 2.6, 57,   2, -10, 4,  8.4, ④④
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:+3 ﾚｰｽｱｶﾞﾘ指数:-3 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:62 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+0 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:74 ﾚｰｽﾍﾟｰｽ指数:-6 ﾚｰｽｱｶﾞﾘ指数:+2 馬場:良(指数:-3),,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-5 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:良(指数:-3),,,,,,,,,,,
"単勝:540円 複勝:09=150円 02=150円 05=160円 枠連:1,030円",,,,,,,,,,,,"単勝:210円 複勝:08=140円 07=320円 01=720円 枠連:1,130円",,,,,,,,,,,,"単勝:1,450円 複勝:10=390円 07=890円 03=220円 枠連:3,700円",,,,,,,,,,,,単勝:190円 複勝:16=110円 02=130円 11=150円 枠連:550円,,,,,,,,,,,
