14年 1月12日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 1月12日 中山,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:-4,,,,,■ 4R  芝2880m 4歳上未勝利(混) 定量,,,,,,,,,,,,■ 7R  ダ1200m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■10R  ダ2400m 4歳上1000万(混) ﾊﾝﾃﾞ,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,成田特別,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,11,Ａトウカイマインド, 63,的場勇,, 54,*  4,  -8, 2,  3.9, ②②, 1, 2, ビｰビｰラッシュ,,山本康,,,,, 3,  5.8,⑥⑥④, 1,11,Ａディアイレイザｰ, 76,勝浦正,, 70,* -1,   8, 1,  3.2, ②②, 1, 8,Ｇトウショウギフト, 82,岩部純,, 86,  13,* 11, 9, 19.9,⑧⑦⑦
 2,13,Ｌノワｰルアンジュ, 27,田中勝, 0.0, 51,   1,  -5, 3,  6.2, ⑦⑦, 2, 8, トップエトワｰル,,林満明,194.1,,,, 6, 19.9,⑧④⑤, 2, 1,Ｂキタサンミカヅキ, 71,武士沢, 0.2, 69,  -7,* 11, 2,  3.4, ⑧⑧, 2, 6,Ｍカｰマイン, 78,戸崎圭, 1.1, 80,  13,   1, 7, 15.5,⑨⑤④
 3, 7,Ｉシゲルイシカリ, 38,吉田隼, 0.1, 51,  -5,*  0,13,122.4, ⑪⑪, 3,10, マイネルガヴロシュ,,熊沢重,194.6,,,, 4,  8.2,③③②, 3, 9,Ｄハヤブサフィｰバｰ, 69,吉田隼, 0.3, 69,  -7,  10, 3,  7.7, ⑩⑦, 3,14,Ｄゲルマンシチｰ, 85,ベリｰ, 1.3, 79,  12,   1, 2,  5.1,⑪⑧⑫
 4, 3,Ｃミシェルメモリアル, 58,丸田恭, 0.1, 47,  -9,*  3, 5, 10.3, ⑬⑫, 4, 5, ドリｰムセｰリング,,石神深,194.8,,,, 1,  2.3,②②③, 4, 5,Ｍパトロクロス, 62,田辺裕, 0.4, 66, -11,* 14, 4,  8.3, ⑭⑬, 4, 3,Ｊマイネルティンラン, 82,柴田大, 1.6, 78,  12,   0, 8, 17.8,⑯⑫⑭
 5, 8,Ｎリストワｰル, 16,三浦皇, 0.1, 52,*  3,  -8, 9, 29.6, ④③, 5, 6, ジョｰプラチネラ,,五十嵐,195.1,,,, 7, 27.0,⑩⑦⑥, 5, 7,Ｆウエスタンソｰレ, 68,田中勝, 0.5, 66,* -2,   4, 8, 14.6, ③③, 5, 1,Ｎランブリングマン, 76,田中勝, 1.7, 76,  10,   2, 6, 13.5,⑮⑭⑬
 6,10,Ｂヤマイチヒカリ, 60,北村宏, 0.3, 51,*  5, -11, 1,  3.1, ①①, 6, 4, セクシイサウンド,,高野和,195.1,,,, 2,  3.5,①①①, 6, 3,Ｌハッピｰチャｰト, 63,柴田大, 0.6, 66,  -8,  10,11, 64.4, ⑪⑪, 6,16,Ｂリｰゼントブルｰス, 87,松岡正, 1.7, 77,* 14,  -6, 1,  4.2,④③⑤
 7,14,Ｅケｰジｰオオゾラ, 57,平野優, 0.4, 49,   0,  -8, 6, 12.7, ⑧⑧, 7,11, アイティテイオｰ,,浜野谷,196.5,,,,12,119.2,④⑤⑦, 7,12,Ｃサンダｰオｰシャン, 70,松岡正, 0.6, 65,  -5,   6, 6, 12.7, ⑥⑥, 7,10,Ａゴｰルデンヒｰロｰ, 87,後藤浩, 1.7, 75,  12,  -1, 4,  7.6,⑩⑪⑩
 8, 5,Ｆサマｰドｰル, 53,原田和, 0.7, 43,  -8,  -4, 7, 20.2, ⑫⑬, 8,12, ベロセットレコｰド,,草野太,196.7,,,, 8, 42.3,⑬⑫⑩, 8,13,Ｇアイネクライネ, 68,江田照, 1.1, 61,  -4,   1, 5, 10.8, ⑤④, 8, 4,Ｋトｰセンセカイオｰ, 81,横山典, 2.3, 73,  12,  -7, 3,  5.2,③⑩⑨
 9, 2,Ｄスリｰパイン, 57,石橋脩, 0.9, 44,   1, -13, 4,  8.5, ⑥⑤, 9, 3, キｰプトライン,,横山義,196.9,,,, 5, 15.7,⑤⑧⑧, 9, 6,Ｊジェイケイヒｰロｰ, 64,後藤浩, 1.1, 58, -16,* 12,10, 56.6, ⑮⑮, 9, 2,Ｅホワイトフリｰト, 84,北村宏, 2.3, 72,* 14, -12,10, 22.3,②②②
10, 4,Ｋニシノベニザクラ, 37,蛯名正, 1.0, 42,  -4, -10,12, 55.1, ⑨⑩,10, 9, ベネチアブルｰ,,鈴木慶,197.7,,,,14,170.9,⑫⑪⑨,10,10,Ｏデルマスナカケババ, 61,杉原誠, 1.1, 60,  -8,   4,13,139.8, ⑨⑨,10, 9,Ｐナンヨｰスラッガｰ, 73,杉原誠, 2.3, 73,  11,  -5,15,298.8,⑦⑬⑪
11,12,Ｈアクアベｰル, 39,田辺裕, 1.5, 39,   2, -19, 8, 21.7, ⑤⑥,11, 1, レアｰレスパｰダ,,金子光,197.7,,,,10, 55.3,⑪⑨⑪,11,14,Ｐヒヅグｰタス, 60,柴山雄, 1.2, 60,  -9,   5,16,347.3, ⑫⑫,11,15,Ｆキングオブフェイス, 83,柴山雄, 2.7, 71,  11,  -7,13, 40.7,⑫⑮⑯
12, 1,Ｇタマモウエルカム, 50,武士沢, 1.6, 38,  -5, -13,10, 29.7, ⑩⑨,12,14, フロレント,,上野翔,200.9,,,,11,110.3,⑦⑩⑫,12, 8,Ｅミチシルベ, 69,横山和, 1.4, 57, -12,   6,14,153.0, ⑬⑭,12,13,Ｉオパｰルパワｰ, 82,吉田隼, 2.9, 70,  13, -16,12, 29.4,⑥⑥⑥
13, 9,Ｊオｰバｰトゥルｰプ, 38,二本柳, 1.8, 37,   2, -22,11, 41.7, ③④,13, 7, ノボプレシャス,,蓑島靖,202.5,,,, 9, 45.2,⑨⑬⑬,13,16,Ｎコトブキゴｰルド, 62,田中博, 1.4, 59,*  1,  -6, 9, 53.7, ①①,13,11,Ｏネオヴェリｰブル, 73,三浦皇, 3.1, 69,  10,  -9,11, 24.1,⑭⑯⑮
14, 6,Ｍピンフブルｰス, 27,丸山元, 2.5, 31,  -7, -17,14,246.8, ⑭⑭,,,,,,,,,,,,,14,15,Ｋカシノワルツ, 63,二本柳, 1.4, 59,* -2,  -3,12, 68.9, ④⑤,14, 7,Ｃアルディエス, 87,西田雄, 3.2, 69,  12, -14, 5, 11.4,⑬⑨⑧
,,,,,,,,,,,,,,,,,,,,,,,,15, 2,Ｈシルクブルックリン, 65,ブノワ, 1.5, 56, -16,   8, 7, 14.2, ⑯⑯,15, 5,Ｈテｰオｰストｰム, 82,西村太, 4.2, 64,  13, -26,16,311.3,⑤④③
,,,,,,,,,,,,,,,,,,,,,,,,16, 4,Ｉニシノオドリコ, 65,原田和, 1.7, 55,  -7,  -2,15,169.6, ⑦⑩,16,12,Ｌテラノコブラ, 80,江田照, 5.1, 60,* 14, -37,14, 58.6,①①①
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ｸﾗｽ上位平均:60 ﾚｰｽﾍﾟｰｽ指数:+1 ﾚｰｽｱｶﾞﾘ指数:-6 馬場:重(指数:-2),,,,,,,,,,,,,,,,,,,,,,,,ｸﾗｽ上位平均:72 ﾚｰｽﾍﾟｰｽ指数:-11 ﾚｰｽｱｶﾞﾘ指数:+5 馬場:重(指数:-2),,,,,,,,,,,,ｸﾗｽ上位平均:79 ﾚｰｽﾍﾟｰｽ指数:+4 ﾚｰｽｱｶﾞﾘ指数:-11 馬場:重(指数:-2),,,,,,,,,,,
"単勝:390円 複勝:11=160円 13=270円 07=2,510円 枠連:650円",,,,,,,,,,,,"単勝:580円 複勝:02=230円 08=560円 10=270円 枠連:3,660円",,,,,,,,,,,,単勝:320円 複勝:11=130円 01=140円 09=190円 枠連:320円,,,,,,,,,,,,"単勝:1,990円 複勝:08=450円 06=530円 14=240円 枠連:4,740円",,,,,,,,,,,
"馬連:1,220円 ワイド:11-13=520円 07-11=6,570円 07-13=10,880円",,,,,,,,,,,,"馬連:5,520円 ワイド:02-08=1,460円 02-10=810円 08-10=1,130円",,,,,,,,,,,,馬連:470円 ワイド:01-11=240円 09-11=400円 01-09=430円,,,,,,,,,,,,"馬連:17,140円 ワイド:06-08=4,920円 08-14=1,500円 06-14=1,620円",,,,,,,,,,,
"馬単:2,150円 3連複:43,100円 3連単:144,620円",,,,,,,,,,,,"馬単:8,960円 3連複:10,160円 3連単:71,100円",,,,,,,,,,,,"馬単:940円 3連複:1,170円 3連単:3,950円",,,,,,,,,,,,"馬単:36,000円 3連複:31,590円 3連単:268,470円",,,,,,,,,,,
■ 2R  ダ1800m 3 歳新馬(混) 馬齢,,,,,,,,,,,,■ 5R  芝2000m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■ 8R  ダ1800m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:5,,,,,■11R  ダ1800m 4歳上ｵｰﾌﾟﾝ(混) 別定,,,,,,,出走馬ﾚﾍﾞﾙ:4,,,,
,ﾒｲｸﾃﾞﾋﾞｭｰ中山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ﾎﾟﾙｯｸｽｽﾃｰｸｽ,,,,,,,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1, 8, アイアピｰル,---,田辺裕,, 53, -16,* 12, 8, 21.2,⑤④⑤, 1,14,Ｄダイワリベラル, 59,後藤浩,, 63, -11,* 11, 3,  5.8,⑤⑤④, 1,13,Ｋプレミアムタイム, 64,三浦皇,, 78,*  0,* 19, 3,  5.9,⑤③③, 1, 9,Ｃソロル, 92,ブノワ,, 92,  14,* 21, 3,  5.6,⑥⑥③
 2, 4, ドラゴンキック,---,ブノワ, 0.0, 56, -16,* 13, 1,  4.6,⑨⑥③, 2,16,Ａノリノリハッピｰ, 64,丸山元, 0.4, 61, -12,* 10, 5, 10.6,⑭⑨⑧, 2,16,Ｅオリオンザジャパン, 73,田辺裕, 0.3, 75,  -2,* 21, 2,  5.0,⑮⑬⑩, 2,11,Ｇマスクトヒｰロｰ, 90,横山典, 0.0, 90,* 16,  18, 2,  5.4,②③②
 3,13, コクシブルｰス,---,丸山元, 0.5, 51,*-15,   6, 9, 21.6,④③④, 3, 2,Ｃケイクエスト, 60,田辺裕, 0.4, 59, -12,   8, 2,  4.6,⑥⑦⑨, 3, 1,Ｊレッドエンブレム, 68,杉原誠, 0.4, 74,  -1,  17, 8, 23.5,④⑥④, 3,12,Ｂナムラビクタｰ, 93,秋山真, 0.0, 90,  15,* 20, 1,  3.2,⑦⑤④
 4,14, シンザンプロスパｰ,---,西田雄, 0.5, 51,*-15,   6,11, 29.0,②②②, 4, 1,Ｆエリｰフェアリｰ, 57,戸崎圭, 0.5, 56,* -9,   2, 8, 19.7,③③⑤, 4, 4,Ｉヘイロｰフォンテン, 68,柴田善, 0.6, 71,*  0,  13, 7, 17.4,①①①, 4, 7,Ｄタイムズアロｰ, 92,石橋脩, 0.2, 91,  13,* 21, 7, 18.5,⑫⑫⑪
 5,10, シセイムゲン,---,丸田恭, 0.6, 49, -17,   9, 6, 12.9,⑩⑧⑦, 5,13,Ｅディスキｰダンス, 58,松岡正, 0.5, 62, -13,* 11, 6, 14.1,⑩⑬⑪, 5,14,Ａアイアイエンデバｰ, 80,吉田豊, 0.6, 73,   0,  15, 1,  3.8,⑧④⑥, 5,13,Ｅエアハリファ, 91,三浦皇, 0.3, 90,  14,  19, 4,  6.2,⑨⑨⑩
 6, 9, ビッグギグ,---,横山典, 0.9, 48, -17,   7, 5,  8.0,③⑦⑧, 6, 7,Ｎポｰトサイドカフェ, 46,石橋脩, 0.7, 53,* -8,  -5, 9, 25.1,①①①, 6, 6,Ｐキｰプインタッチ, 56,北村宏, 0.6, 71,  -1,  16, 9, 30.3,⑨⑧⑨, 6,10,Ｆヴァンヌｰヴォｰ, 91,蛯名正, 0.4, 88,* 17,  13, 6, 12.9,⑭①①
 7, 7, セイントベンチャｰ,---,横山和, 1.2, 46, -18,   6,15,116.5,⑪⑨⑨, 7,15,Ｇハッピｰセｰラｰ, 56,横山典, 0.7, 56, -13,   8, 4,  6.3,⑮⑭⑫, 7,11,Ｄボップリヴァｰサル, 74,蛯名正, 0.7, 72,*  0,  13, 6,  7.9,②②②, 7,16,Ａハｰトビｰトソング, 94,後藤浩, 0.7, 83,  14,  15, 5,  7.5,⑩⑦⑥
 8,11, アイリッシュギフト,---,ベリｰ, 1.3, 45, -16,   1, 3,  5.6,⑥⑤⑥, 8, 3,Ｂロッカバラｰド, 61,蛯名正, 0.7, 55,* -9,   0, 1,  3.1,④④③, 8, 9,Ｂゴｰルドゼウス, 75,丸山元, 0.8, 72,  -2,  17, 5,  7.5,⑪⑫⑬, 8,15,Ｌクリｰルパッション, 88,津村明, 0.7, 88,  13,  18,16,186.2,⑬⑭⑫
 9,12, ファｰストフォリオ,---,戸崎圭, 1.5, 43,*-14,  -3, 2,  4.8,①①①, 9, 6,Ｐアンジュドボヌｰル, 31,吉田豊, 0.7, 59, -14,   8,13,138.6,⑪⑪⑬, 9,12,Ｆマイネルガネｰシャ, 72,丹内祐, 0.8, 71,  -1,  13,10, 34.2,⑩⑤⑤, 9, 3,Ｍチョイワルグランパ, 86,柴田善, 1.3, 82,  13,  12,12,111.7,⑪⑪⑧
10, 2, キネオフォルツァ,---,北村宏, 1.5, 46, -20,   9, 4,  6.1,⑮⑬⑪,10, 8,Ｊコスモツケマ, 50,柴田大, 0.7, 54,* -9,  -2,12,116.8,②②②,10,10,Ｈマイネルボンド, 70,柴田大, 1.8, 66,  -2,   8,13,117.3,⑦⑪⑧,10, 2,Ｈサイレントメロディ, 89,吉田隼, 1.5, 84,  11,  15,14,122.8,⑮⑯⑮
11,16, ヤレバデキルコ,---,吉田隼, 1.7, 46, -18,   3, 7, 19.6,⑭⑪⑩,11, 4,Ｈレッドクラリス, 56,北村宏, 0.7, 56, -13,   7, 7, 17.5,⑨⑩⑩,11, 7,Ｏウインバｰディ, 61,大野拓, 1.9, 65,  -1,   6,14,222.0,⑬⑨⑪,11, 4,Ｉキラウエア, 89,松岡正, 1.6, 82,  12,  12,15,170.5,⑧⑮⑭
