14年 5月11日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,,14年 5月11日 京都,,,,,,,※馬名の前の英字はインジケｰタ総合評価｡例えばAは評価1位の馬であったことを示す｡,,,,,,,,,,,,,,,,
■ 1R  ダ1200m 3 歳未勝利(牝) 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:2,,,,,■ 4R  芝1600m 3 歳未勝利 馬齢,,,,,,,出走馬ﾚﾍﾞﾙ:3,,,,,■ 7R  芝2000m 4歳上500万 定量,,,,,,,出走馬ﾚﾍﾞﾙ:6,,,,,■10R  ダ1900m 4歳上1600万(混) 定量,,,,,,,出走馬ﾚﾍﾞﾙ:-1,,,,
着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取,着,番,馬名,総合指数,騎手,着差,今回指数,ペｰス,上がり,人気,単勝,位置取
 1,12,Ａオｰルオブナイト, 66,松山弘,, 62,  -2,*  0, 1,  2.0, ⑪⑪, 1,13,Ｄノボリフジ, 70,秋山真,, 68,  -6,* 15, 5,  8.9, ⑩⑩, 1, 9,Ｂアドマイヤシｰマ, 73,藤岡康,, 82,   9,*  6, 1,  2.2,⑥④④, 1, 3,Ａオソレイユ, 82,藤岡康,, 74,   3,   5, 3,  5.2, ⑤⑤
 2,15,Ｂニホンピロディｰル, 62,酒井学, 0.2, 59,   0,* -7, 4,  8.6, ⑦⑦, 2,10,Ｌクリノプリムラ, 58,鮫島良, 0.0, 73,  -8,* 18,13,464.9, ⑪⑪, 2, 6,Ａウインリバティ, 74,酒井学, 0.4, 77,   7,   1, 7, 16.0,⑤⑥⑥, 2, 9,Ｎゴｰルドブラザｰ, 69,岩崎翼, 0.0, 75,  -5,* 15,15,130.9, ⑬⑬
 3,14,Ｉティップトップ, 52,武幸四, 0.2, 61,*  4, -12, 9, 45.7, ③③, 3,11,Ｂブレイクアウト, 71,幸英明, 0.2, 68,  -1,   6, 2,  3.8, ③③, 3, 4,Ｆワクワクキリシマ, 66,国分優, 0.5, 78,   6,*  6, 9, 59.7,⑦⑨⑧, 3,15,Ｂオｰルブラックス, 81,小牧太, 0.1, 74,*  6,   0, 1,  3.2, ①①
 4, 8,Ｃヤマニンエルフィン, 61,太宰啓, 0.2, 59,   1,  -9, 2,  4.1, ⑥⑤, 4,14,Ｋケイリンボス, 61,荻野琢, 0.4, 65,  -1,   5, 1,  3.1, ⑤⑤, 4, 5,Ｃヤマニンアリエッタ, 69,太宰啓, 0.9, 69,   9, -14, 6, 12.5,②②②, 4, 6,Ｏタガノナパヴァレｰ, 67,中井裕, 0.5, 72,  -3,   8,16,202.2, ⑫⑪
 5, 2,Ｈトウカイメｰル, 52,北村友, 0.4, 59,*  3, -12,10, 47.4, ④④, 5, 9,Ｉコパノハリｰ, 62,国分優, 0.5, 67,  -9,* 16, 9,104.4, ⑫⑫, 5, 7,Ｄリヴィエｰル, 68,小牧太, 0.9, 70,  10, -12, 2,  3.7,③③③, 5,14,Ｃタッチシタイ, 81,秋山真, 0.5, 70,   4,   0, 7, 19.0, ④②
 6, 9,Ｌオｰミアリエル, 43,国分恭, 0.6, 53,  -2,  -9,17,462.8, ⑫⑫, 6, 6,Ａケンブリッジギルド, 72,松山弘, 0.6, 64,  -3,   6, 3,  4.8, ⑥⑥, 6, 3,Ｅタガノベルｰガ, 67,幸英明, 1.1, 71,   5,  -5, 3,  8.8,⑨⑧⑨, 6,10,Ｅフィオリア, 78,太宰啓, 0.6, 71,  -2,   6, 5,  9.0, ⑪⑫
 7, 6,Ｊステイブレイズ, 43,義英真, 0.6, 56,*  5, -20, 8, 40.5, ①①, 7, 7,Ｃクレイジｰジョｰ, 70,藤岡康, 0.7, 64,  -4,   6, 4,  6.9, ⑦⑦, 7, 2,Ｇガｰリッシュハｰト, 65,秋山真, 1.4, 66,   7, -14, 5, 10.6,⑧⑦⑦, 7,16,Ｌメモリｰパｰミット, 73,荻野琢, 0.7, 69,  -1,   3,11, 87.4, ⑩⑨
 8,18,Ｆエイシンノｰティス, 56,藤岡康, 0.7, 53,  -1, -11, 7, 32.4, ⑩⑩, 8, 8,Ｅチョウテッパン, 68,義英真, 0.8, 62,*  2,  -2, 6, 12.6, ①①, 8, 1,Ｉユアメモリｰ, 64,北村友, 1.8, 63,* 17, -43, 8, 18.0,①①①, 8,12,Ｉライブリシｰラ, 75,中谷雄, 1.0, 68,  -8,* 10,13, 99.9, ⑯⑯
 9,13, ダッシャｰレｰヌ,---,中井裕, 0.9, 52,  -3,  -9, 5, 18.2, ⑬⑬, 9, 3,Ｇキネオキャノン, 65,酒井学, 0.8, 62,*  1,  -1, 8, 34.4, ②②, 9, 8,Ｈアイスブレイク, 64,松山弘, 2.0, 61,   8, -26, 4,  9.1,④⑤⑤, 9, 7,Ｇメイショウマルマル, 75,松山弘, 1.6, 61,   2,  -8, 6, 14.4, ⑦⑥
10, 7,Ｇディスクレｰション, 54,幸英明, 1.0, 51,  -3, -11,12,122.1, ⑮⑭,10, 4,Ｆキョウワランサｰ, 66,北村友, 0.9, 62,  -4,   5, 7, 19.7, ⑧⑧,,,,,,,,,,,,,10, 2,Ｐメイショウアルザス, 67,城戸義, 2.0, 59,  -6,  -1,14,106.8, ⑮⑮
11, 1,Ｋカシノチサヒメ, 43,城戸義, 1.0, 49,   0, -18,14,281.0, ⑧⑧,11, 5,Ｈウイングラビティ, 64,国分恭, 1.0, 60,  -1,  -1,11,121.6, ④④,,,,,,,,,,,,,11, 1,Ｈロｰドクラヴィウス, 75,北村友, 2.4, 55,  -1, -11,10, 73.8, ⑨⑩
12, 3,Ｄホッコｰファイン, 61,岩崎翼, 1.1, 49,   0, -18, 6, 29.5, ⑨⑨,12, 2,Ｊハギノセゾン, 62,岩崎翼, 1.3, 58,  -5,   3,10,109.8, ⑨⑨,,,,,,,,,,,,,12,11,Ｆサンライズネオ, 76,尾島徹, 2.6, 54,   2, -16, 4,  7.3, ⑧⑦
13, 5,Ｍカシノチャンプ, 43,尾島徹, 1.2, 46,  -6, -11,15,317.6, ⑯⑯,13, 1,Ｎシゲルタンバ, 25,太宰啓, 2.5, 51, -12,   2,12,141.8, ⑬⑭,,,,,,,,,,,,,13, 4,Ｍメイショウフォロｰ, 72,武幸四, 2.7, 56,   2, -16, 9, 63.3, ⑥⑧
14,16,Ｅハナフブキ, 60,小牧太, 1.3, 48,*  3, -24, 3,  6.8, ⑤⑥,14,12,Ｍクリスタルレｰヴ, 35,尾島徹, 3.3, 43, -14,  -4,14,485.2, ⑭⑬,,,,,,,,,,,,,14,13,Ｋスズカジョンブル, 74,酒井学, 3.0, 52,  -4, -11, 8, 57.0, ⑭⑭
15,10,Ｏサプライズシｰヌ, 35,国分優, 1.6, 43,*  4, -31,16,340.1, ②②,,,,,,,,,,,,,,,,,,,,,,,,,15, 5,Ｊウエスタンムサシ, 74,義英真, 3.3, 47,*  5, -27,12, 96.2, ②③
